ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,recent_5d_growth
301398,20241220,20260107,20251222,47.73,61.08,27.97,11,54.03,13.05,9.18,23.19,0.0,0.0,8.79,8,2,4.0,26.38,0.89,27.27,13.74
300409,20240126,20260314,20251222,21.74,30.25,39.14,52,26.99,12.08,4.97,42.18,39.74,34.77,32.52,27,24,1.12,97.17,57.86,155.03,6.4
688709,20241220,20260107,20251222,41.47,48.4,16.71,11,51.08,-5.25,13.77,19.12,0.0,0.0,8.49,5,5,1.0,28.96,11.96,40.92,6.75
300852,20241220,20260107,20251222,37.78,40.06,6.03,11,38.88,3.03,0.95,2.38,0.0,0.0,0.9,5,5,1.0,11.81,5.73,17.54,1.83
301568,20241220,20260107,20251222,45.72,51.34,12.29,11,49.6,3.51,9.19,8.68,0.0,0.0,4.44,6,4,1.5,15.18,3.32,18.51,3.82
300757,20241220,20260107,20251222,213.0,259.76,21.95,11,262.16,-0.92,8.92,18.15,0.0,0.0,7.23,6,4,1.5,34.8,13.39,48.2,15.41
300819,20241220,20260107,20251222,26.71,35.0,31.04,11,34.33,1.95,29.43,27.26,0.0,0.0,14.06,7,3,2.33,38.91,9.45,48.36,-6.62
688261,20241220,20260107,20251222,66.45,89.98,35.41,11,98.41,-8.57,7.28,48.67,0.0,0.0,16.06,7,3,2.33,46.79,13.23,60.02,8.2
688519,20241220,20260107,20251222,65.65,79.7,21.4,11,80.35,-0.81,23.98,20.03,0.0,0.0,10.8,6,4,1.5,26.45,5.95,32.4,-3.48
002810,20240126,20260314,20251222,14.54,19.18,31.91,52,14.56,31.73,6.33,0.21,20.29,23.59,12.13,23,28,0.82,91.23,59.48,150.7,0.42
301027,20241220,20260107,20251222,17.55,20.05,14.25,11,18.62,7.68,3.87,19.6,0.0,0.0,6.65,7,2,3.5,21.77,7.43,29.2,8.97
002849,20240126,20260314,20251222,15.12,18.16,20.11,52,16.42,10.6,4.56,8.86,22.62,29.76,16.31,28,23,1.22,69.57,48.75,118.31,-5.96
600475,20240126,20260314,20251222,17.4,21.65,24.43,52,18.68,15.9,9.89,9.31,22.07,20.06,15.4,26,25,1.04,97.79,71.33,169.12,-0.82
002800,20240126,20260314,20251222,15.42,23.83,54.54,52,15.46,54.14,1.04,1.56,8.37,9.53,5.09,29,22,1.32,93.06,46.41,139.47,1.75
688486,20241220,20260107,20251222,74.5,84.0,12.75,11,77.9,7.83,-0.74,5.49,0.0,0.0,1.5,6,4,1.5,16.97,4.56,21.53,11.51
603283,20241220,20260107,20251222,43.68,47.3,8.29,11,44.12,7.21,2.06,4.44,0.0,0.0,1.74,5,5,1.0,12.69,4.51,17.2,7.99
301026,20241220,20260107,20251222,28.75,32.02,11.37,11,29.01,10.38,6.64,13.04,0.0,0.0,5.24,5,5,1.0,28.26,15.99,44.25,11.92
600714,20240126,20260314,20251222,12.55,24.85,98.01,52,12.34,101.38,0.4,0.8,9.96,21.67,7.64,30,21,1.43,133.93,59.69,193.61,12.85
688448,20241220,20260107,20251222,42.49,51.7,21.68,11,49.5,4.44,5.88,19.68,0.0,0.0,7.08,9,1,9.0,20.55,0.66,21.21,8.27
301295,20241220,20260107,20251222,28.39,32.25,13.6,11,30.1,7.14,1.37,8.77,0.0,0.0,2.9,7,3,2.33,15.75,2.76,18.51,10.9
688689,20241220,20260107,20251222,26.79,28.95,8.06,11,29.39,-1.5,6.42,6.91,0.0,0.0,3.36,8,2,4.0,12.02,4.05,16.07,2.7
688280,20241220,20260107,20251222,8.38,8.99,7.28,11,8.76,2.63,1.55,8.23,0.0,0.0,2.78,7,3,2.33,10.14,2.98,13.12,3.57
301056,20241220,20260107,20251222,11.68,15.61,33.65,11,15.13,3.17,29.11,27.4,0.0,0.0,14.04,7,2,3.5,42.74,11.59,54.33,-7.08
688549,20241220,20260107,20251222,9.16,10.03,9.5,11,9.35,7.27,1.42,3.93,0.0,0.0,1.46,5,4,1.25,11.87,2.59,14.46,9.38
002185,20240126,20260314,20251222,10.91,13.65,25.11,52,11.24,21.44,1.65,4.22,18.15,34.92,14.02,28,21,1.33,74.26,49.07,123.33,-0.8
301555,20241220,20260107,20251222,32.13,35.35,10.02,11,33.6,5.21,1.59,4.7,0.0,0.0,1.73,9,1,9.0,10.77,1.06,11.83,6.06
301018,20241220,20260107,20251222,58.35,69.15,18.51,11,66.0,4.77,10.49,15.05,0.0,0.0,6.61,8,2,4.0,26.42,8.24,34.66,4.87
002380,20240126,20260314,20251222,27.29,37.66,38.0,52,27.79,35.52,-0.88,2.78,13.74,11.21,7.02,25,25,1.0,75.31,40.61,115.92,-7.01
688006,20241220,20260107,20251222,28.29,33.7,19.12,11,30.6,10.13,4.49,9.33,0.0,0.0,3.7,7,3,2.33,20.68,2.62,23.3,12.9
601068,20241220,20260107,20251222,5.53,6.12,10.67,11,5.44,12.5,8.5,8.14,0.0,0.0,4.14,6,4,1.5,25.35,14.1,39.45,13.33
002569,20240126,20260314,20251222,10.29,14.88,44.61,52,13.04,14.11,14.87,33.04,38.0,36.83,31.65,27,23,1.17,87.11,47.59,134.69,6.59
300201,20240126,20260314,20251222,5.93,10.86,83.14,52,6.84,58.77,10.96,14.0,26.14,40.98,22.43,32,18,1.78,100.54,36.92,137.46,9.15
000423,20240126,20260314,20251222,49.25,52.07,5.73,52,49.73,4.71,0.2,3.43,1.22,7.41,2.92,25,25,1.0,26.0,20.01,46.01,0.31
688135,20241220,20260107,20251222,26.97,29.89,10.83,11,29.16,2.5,2.74,9.75,0.0,0.0,3.47,7,3,2.33,15.72,5.13,20.85,5.58
002337,20240126,20260314,20251219,6.14,6.76,10.1,53,6.49,4.16,7.17,5.7,8.63,6.19,6.97,28,21,1.33,44.75,34.12,78.87,-1.46
688150,20241220,20260107,20251219,25.4,27.69,9.02,12,27.23,1.69,16.1,7.2,0.0,0.0,5.38,7,4,1.75,17.71,8.61,26.32,0.18
300462,20240126,20260314,20251219,11.18,13.29,18.87,53,11.8,12.63,0.0,5.55,4.29,1.97,3.35,31,19,1.63,48.7,30.36,79.06,5.64
603618,20240126,20260314,20251219,7.83,18.98,142.4,53,8.34,127.58,9.83,6.51,16.22,26.95,14.18,31,20,1.55,155.85,59.79,215.64,-5.1
301016,20241220,20260107,20251219,20.55,24.8,20.68,12,22.09,12.27,0.24,7.49,0.0,0.0,2.3,5,6,0.83,37.14,15.73,52.86,19.46
605003,20241220,20260107,20251219,25.78,30.64,18.85,12,32.0,-4.25,11.06,24.13,0.0,0.0,9.45,6,5,1.2,43.17,23.24,66.41,-5.2
300680,20241220,20260107,20251219,47.2,53.05,12.39,12,55.24,-3.96,13.39,17.03,0.0,0.0,7.79,5,6,0.83,20.26,8.03,28.29,-5.71
300140,20240126,20260314,20251219,6.35,7.7,21.26,53,7.19,7.09,8.5,13.23,12.91,16.06,12.75,26,25,1.04,65.82,44.58,110.41,-3.39
688326,20241220,20260107,20251219,110.54,126.31,14.27,12,124.29,1.63,3.31,12.44,0.0,0.0,4.39,8,3,2.67,27.97,13.62,41.59,9.5
002136,20240126,20260314,20251219,11.82,14.55,23.1,53,12.26,18.68,2.79,3.72,7.78,5.16,5.04,26,25,1.04,67.44,44.36,111.8,2.46
301535,20241220,20260107,20251219,20.69,22.33,7.93,12,22.27,0.27,1.69,7.64,0.0,0.0,2.63,6,5,1.2,12.39,4.57,16.97,4.88
688328,20241220,20260107,20251219,26.1,33.42,28.05,12,29.6,12.91,5.75,13.41,0.0,0.0,5.17,11,0,9999.99,25.29,0.0,25.29,16.04
002182,20240126,20260314,20251219,13.83,19.29,39.48,53,15.54,24.13,9.04,12.36,32.75,27.62,20.86,31,20,1.55,82.61,46.41,129.02,-3.16
300052,20240126,20260314,20251219,11.65,13.57,16.48,53,12.96,4.71,5.75,11.24,17.68,11.16,12.06,30,21,1.43,51.59,35.29,86.88,-3.14
301219,20241220,20260107,20251219,62.73,71.59,14.12,12,68.05,5.2,4.51,8.48,0.0,0.0,3.45,8,3,2.67,16.27,2.84,19.11,4.97
688626,20241220,20260107,20251219,54.01,83.6,54.79,12,72.6,15.15,6.41,34.42,0.0,0.0,11.61,7,4,1.75,56.91,9.04,65.94,39.78
688648,20241220,20260107,20251219,58.49,69.07,18.09,12,62.45,10.6,0.84,6.77,0.0,0.0,2.2,7,3,2.33,22.1,4.9,26.99,10.09
003039,20241220,20260107,20251219,13.97,16.67,19.33,12,17.52,-4.85,5.37,25.41,0.0,0.0,8.7,6,5,1.2,28.41,9.56,37.97,15.12
001231,20241220,20260107,20251219,21.76,27.15,24.77,12,27.43,-1.02,2.3,26.06,0.0,0.0,8.28,8,3,2.67,35.07,10.97,46.04,19.76
002592,20240126,20260314,20251219,6.98,10.0,43.27,53,8.72,14.68,10.17,24.93,37.39,57.31,32.19,25,27,0.93,87.78,49.09,136.87,2.46
601089,20241220,20260107,20251219,24.22,28.16,16.27,12,26.4,6.67,1.49,9.0,0.0,0.0,3.0,7,4,1.75,19.88,4.18,24.06,15.79
688578,20241220,20260107,20251219,103.05,108.4,5.19,12,107.36,0.97,2.28,4.18,0.0,0.0,1.71,7,4,1.75,10.26,5.04,15.3,2.47
002203,20240126,20260314,20251219,11.78,14.29,21.31,53,12.81,11.55,4.5,8.74,28.27,14.52,14.91,28,24,1.17,71.74,50.05,121.78,5.62
603015,20240126,20260314,20251219,12.48,13.8,10.58,53,12.72,8.49,3.29,1.92,29.81,16.59,13.5,30,22,1.36,78.64,64.23,142.87,-3.02
003027,20241220,20260107,20251219,20.17,21.19,5.06,12,21.43,-1.12,5.75,6.25,0.0,0.0,3.03,8,3,2.67,14.65,9.31,23.96,-4.59
688711,20241220,20260107,20251219,27.49,32.93,19.79,12,31.6,4.21,9.06,14.95,0.0,0.0,6.3,5,6,0.83,30.16,10.95,41.11,-0.57
300877,20241220,20260107,20251219,26.5,29.56,11.55,12,28.95,2.11,8.26,9.25,0.0,0.0,4.43,5,6,0.83,29.37,16.57,45.94,3.0
002494,20240126,20260314,20251219,5.34,5.78,8.24,53,5.37,7.64,1.31,0.56,3.93,6.37,2.88,28,22,1.27,32.64,24.22,56.87,0.7
300358,20240126,20260314,20251219,9.2,10.21,10.98,53,10.26,-0.49,10.22,11.52,26.96,18.37,17.26,24,28,0.86,47.84,36.05,83.89,-0.78
688786,20241220,20260107,20251219,27.25,30.2,10.83,12,29.95,0.83,4.95,9.91,0.0,0.0,3.96,7,4,1.75,14.91,4.33,19.25,8.24
600468,20240126,20260314,20251219,7.14,8.9,24.65,53,7.15,24.48,1.96,0.14,13.45,0.84,4.64,32,19,1.68,72.05,47.73,119.78,-1.55
000655,20240126,20260314,20251219,9.01,10.45,15.98,53,9.72,7.51,3.66,7.88,12.99,9.88,8.97,28,23,1.22,59.38,42.77,102.14,-0.67
000551,20240126,20260314,20251219,11.39,14.15,24.23,53,14.72,-3.87,46.44,29.24,38.54,27.39,35.1,25,27,0.93,97.25,70.68,167.92,-1.6
601118,20240126,20260314,20251219,5.53,7.88,42.5,53,5.61,40.46,4.34,1.45,9.58,21.52,8.48,27,25,1.08,104.06,64.13,168.19,0.25
603596,20241220,20260107,20251219,49.84,56.99,14.35,12,52.05,9.49,2.47,4.43,0.0,0.0,1.82,7,4,1.75,19.85,5.88,25.73,8.18
600367,20240126,20260314,20251219,17.13,24.8,44.78,53,17.48,41.88,1.05,2.04,10.27,7.3,5.36,28,24,1.17,101.85,60.92,162.77,6.9
300316,20240126,20260314,20251219,34.68,47.21,36.13,53,37.0,27.59,11.94,6.69,22.55,35.32,18.22,26,26,1.0,117.52,78.85,196.36,1.22
000985,20240126,20260314,20251219,19.3,20.4,5.7,53,19.51,4.56,5.18,1.09,6.01,8.7,4.91,25,26,0.96,58.41,50.26,108.67,-4.36
300697,20241220,20260107,20251219,16.26,17.46,7.38,12,17.68,-1.24,2.28,8.73,0.0,0.0,3.08,5,6,0.83,14.03,6.59,20.62,5.12
600320,20240126,20260314,20251219,4.77,5.39,13.0,53,5.02,7.37,1.68,5.24,8.81,3.77,5.3,25,22,1.14,44.05,30.97,75.02,1.32
300748,20241220,20260107,20251219,33.33,36.51,9.54,12,34.7,5.22,4.11,4.11,0.0,0.0,2.06,7,4,1.75,11.54,2.3,13.84,6.13
002978,20241220,20260107,20251219,31.88,36.73,15.21,12,32.88,11.71,0.53,3.14,0.0,0.0,1.05,7,3,2.33,16.2,1.52,17.71,12.46
002556,20240126,20260314,20251219,5.9,6.95,17.78,53,5.98,16.22,3.03,1.34,4.22,4.39,3.15,30,22,1.36,46.03,28.76,74.79,-0.14
688128,20241220,20260107,20251219,28.9,30.47,5.43,12,29.83,2.15,2.6,3.22,0.0,0.0,1.49,7,4,1.75,8.25,2.88,11.13,3.18
600108,20240126,20260314,20251219,3.3,6.26,89.7,53,3.16,98.1,-1.21,-4.24,6.36,7.27,1.85,28,22,1.27,119.69,50.25,169.93,15.29
002054,20240126,20260314,20251219,7.44,9.34,25.54,53,7.56,23.54,0.94,1.61,13.31,16.13,7.89,24,26,0.92,85.4,58.49,143.89,-5.27
002135,20240126,20260314,20251219,4.59,7.33,59.69,53,4.75,54.32,0.44,3.49,18.08,32.9,13.14,33,18,1.83,79.6,30.87,110.48,10.56
002666,20240126,20260314,20251219,5.48,6.03,10.04,53,5.42,11.25,0.18,-1.09,2.74,0.36,0.6,28,23,1.22,50.96,39.72,90.68,3.43
300878,20241220,20260107,20251219,23.98,28.92,20.6,12,28.46,1.62,7.42,18.68,0.0,0.0,7.09,8,3,2.67,22.46,2.96,25.43,12.22
600358,20240126,20260314,20251219,5.94,6.34,6.73,53,6.01,5.49,0.17,1.18,1.01,1.18,0.93,28,20,1.4,30.6,23.54,54.14,-3.5
600526,20240126,20260314,20251219,5.3,5.84,10.19,53,5.33,9.57,0.94,0.57,5.47,6.79,3.36,22,26,0.85,30.34,20.15,50.48,-0.51
002386,20240126,20260314,20251219,5.46,6.44,17.95,53,5.44,18.38,0.37,-0.37,5.13,7.69,3.04,28,22,1.27,49.87,32.29,82.16,1.58
600598,20240126,20260314,20251219,14.94,17.48,17.0,53,14.93,17.08,-0.07,-0.07,4.02,5.49,2.27,29,23,1.26,49.3,32.15,81.44,1.75
002763,20240126,20260314,20251219,7.34,7.94,8.17,53,7.28,9.07,7.49,-0.82,5.86,8.17,4.64,26,26,1.0,50.42,40.38,90.8,0.51
600736,20240126,20260314,20251219,5.83,6.45,10.63,53,6.97,-7.46,3.09,19.55,18.7,16.81,15.46,24,26,0.92,70.37,57.13,127.51,-0.31
002591,20240126,20260314,20251219,6.47,7.51,16.07,53,7.31,2.74,4.64,12.98,19.63,18.7,14.45,27,25,1.08,82.94,63.87,146.81,0.13
002465,20240126,20260314,20251218,13.16,16.0,21.58,54,17.33,-7.67,2.43,19.68,63.83,32.9,32.12,29,24,1.21,115.78,89.1,204.87,-6.6
301113,20241220,20260107,20251218,22.98,25.2,9.66,13,25.85,-2.51,3.52,4.09,0.0,0.0,1.93,8,4,2.0,22.73,12.72,35.45,5.84
002985,20241220,20260107,20251218,30.65,32.82,7.08,13,32.37,1.39,0.16,3.52,0.0,0.0,1.09,8,4,2.0,12.78,5.76,18.54,5.09
600667,20240126,20260314,20251218,7.66,10.24,33.68,54,8.3,23.37,8.88,4.05,21.41,46.48,18.71,25,28,0.89,95.67,62.5,158.17,3.23
603588,20240126,20260314,20251218,7.01,15.23,117.26,54,8.2,85.73,6.56,10.13,28.67,44.79,21.91,39,13,3.0,111.7,30.94,142.65,8.63
300506,20240126,20260314,20251218,3.16,5.11,61.71,52,4.24,20.52,32.59,34.18,32.28,53.8,37.22,22,28,0.79,94.95,42.04,136.99,-2.29
000803,20240126,20260314,20251218,7.11,9.77,37.41,54,7.52,29.92,-0.84,0.56,18.85,30.8,11.82,29,21,1.38,78.58,43.94,122.53,-7.04
301186,20241220,20260107,20251218,45.23,47.57,5.17,13,47.85,-0.59,3.78,7.36,0.0,0.0,2.96,8,4,2.0,9.28,4.14,13.42,-0.13
600397,20240126,20260314,20251218,7.04,15.96,126.7,54,7.5,112.8,9.23,7.95,33.81,42.33,22.84,36,17,2.12,156.66,67.4,224.06,-22.03
002912,20241220,20260107,20251218,28.56,30.72,7.56,13,30.44,0.92,2.38,5.53,0.0,0.0,2.13,7,4,1.75,8.26,0.89,9.15,5.49
001316,20241220,20260107,20251218,34.39,38.66,12.42,13,40.05,-3.47,10.76,14.8,0.0,0.0,6.59,6,6,1.0,21.78,9.34,31.11,3.12
301088,20241220,20260107,20251218,14.39,16.6,15.36,13,16.95,-2.06,15.15,19.18,0.0,0.0,8.78,6,6,1.0,22.14,7.22,29.36,-3.94
603977,20241220,20260107,20251218,12.92,14.38,11.3,13,13.84,3.9,13.85,7.59,0.0,0.0,5.05,6,6,1.0,27.25,15.18,42.43,1.13
000738,20240126,20260314,20251218,19.9,23.52,18.19,54,21.37,10.06,2.71,7.09,7.54,22.76,9.48,26,27,0.96,101.38,79.78,181.16,-8.62
001336,20241220,20260107,20251218,23.93,25.39,6.1,13,25.42,-0.12,19.81,2.21,0.0,0.0,4.62,6,6,1.0,35.56,27.2,62.76,1.52
603356,20241220,20260107,20251218,14.25,15.64,9.75,13,14.4,8.61,-0.49,-0.42,0.0,0.0,-0.22,5,7,0.71,15.89,6.02,21.91,10.06
688090,20241220,20260107,20251218,37.3,48.5,30.03,13,47.42,2.28,6.27,19.25,0.0,0.0,7.03,8,4,2.0,41.7,12.75,54.45,7.35
301363,20241220,20260107,20251218,21.76,41.56,90.99,13,28.86,44.01,4.32,10.52,0.0,0.0,4.02,8,4,2.0,77.2,6.61,83.81,66.24
301180,20241220,20260107,20251218,15.77,17.64,11.86,13,17.46,1.03,10.08,5.9,0.0,0.0,3.79,6,5,1.2,19.52,7.73,27.25,4.63
301528,20241220,20260107,20251218,61.61,68.8,11.67,13,66.98,2.72,8.57,10.37,0.0,0.0,4.82,8,4,2.0,18.97,7.52,26.49,2.06
688618,20241220,20260107,20251218,26.61,30.2,13.49,13,27.66,9.18,3.46,0.19,0.0,0.0,0.75,7,5,1.4,17.23,4.2,21.44,12.6
002677,20240126,20260314,20251218,7.54,8.52,13.0,54,8.42,1.19,12.47,10.74,21.35,19.23,15.97,26,24,1.08,81.24,65.23,146.47,-4.38
601121,20241220,20260107,20251218,7.03,7.67,9.1,13,7.42,3.37,3.41,4.98,0.0,0.0,2.18,8,4,2.0,11.65,2.8,14.46,3.79
688509,20241220,20260107,20251218,4.71,5.37,14.01,13,5.54,-3.07,7.22,16.56,0.0,0.0,6.41,7,5,1.4,19.94,6.24,26.18,6.55
001202,20241220,20260107,20251218,15.16,16.1,6.2,13,15.92,1.13,2.84,4.62,0.0,0.0,1.95,9,3,3.0,7.47,1.4,8.87,1.96
000990,20240126,20260314,20251218,7.91,10.06,27.18,54,7.89,27.5,1.01,0.13,2.15,15.68,4.02,31,20,1.55,57.39,31.24,88.63,12.15
002522,20240126,20260314,20251218,5.37,6.17,14.9,54,5.7,8.25,4.47,5.03,9.5,10.99,7.45,31,20,1.55,56.28,40.9,97.18,1.98
002671,20240126,20260314,20251218,5.07,5.84,15.19,54,5.22,11.88,5.52,3.35,10.06,13.02,7.73,29,22,1.32,39.96,25.1,65.06,-1.02
002493,20240126,20260314,20251218,9.66,13.62,40.99,54,11.57,17.72,9.32,21.22,20.5,52.69,24.92,34,19,1.79,86.28,49.14,135.42,-1.45
603150,20241220,20260107,20251218,36.95,39.29,6.33,13,39.02,0.69,8.61,2.79,0.0,0.0,2.56,6,6,1.0,14.69,8.21,22.9,2.24
300165,20240126,20260314,20251218,4.46,5.63,26.23,54,4.8,17.29,6.5,7.85,13.68,12.33,10.23,35,17,2.06,56.02,31.43,87.45,3.3
301127,20241220,20260107,20251218,15.06,16.13,7.1,13,15.44,4.47,1.46,0.86,0.0,0.0,0.55,7,5,1.4,15.61,8.42,24.02,4.67
002631,20240126,20260314,20251218,5.26,7.95,51.14,54,5.94,33.84,11.79,13.69,8.37,8.94,10.76,28,23,1.22,77.1,33.59,110.69,20.27
300424,20240126,20260314,20251218,16.91,17.77,5.09,54,18.17,-2.2,5.2,8.28,12.95,8.87,9.18,26,27,0.96,72.59,64.76,137.35,-3.69
603726,20240126,20260314,20251218,21.48,25.2,17.32,54,23.57,6.92,5.03,12.66,23.56,17.92,15.46,28,24,1.17,63.88,45.94,109.82,0.08
600784,20240126,20260314,20251218,6.57,7.42,12.94,54,6.94,6.92,3.35,6.24,8.07,9.74,6.91,28,23,1.22,43.96,30.65,74.61,0.13
002012,20240126,20260314,20251218,5.96,7.15,19.97,54,6.31,13.31,7.21,8.22,1.01,8.05,5.82,26,25,1.04,53.25,33.58,86.83,-1.24
300578,20240126,20260314,20251218,19.96,21.26,6.51,54,20.26,4.94,-0.1,3.21,27.35,25.05,14.16,24,29,0.83,96.43,83.28,179.71,-8.72
688439,20241220,20260107,20251218,59.35,64.75,9.1,13,64.99,-0.37,2.07,8.85,0.0,0.0,3.07,6,6,1.0,14.77,5.79,20.56,2.94
301002,20241220,20260107,20251218,30.78,39.48,28.27,13,38.5,2.55,5.33,18.29,0.0,0.0,6.55,7,5,1.4,39.67,13.2,52.87,17.68
002968,20241220,20260107,20251218,11.48,12.07,5.14,13,12.25,-1.47,2.44,5.92,0.0,0.0,2.26,4,8,0.5,12.66,7.36,20.02,-1.15
301287,20241220,20260107,20251218,41.11,43.94,6.88,13,42.89,2.45,3.72,1.48,0.0,0.0,1.19,9,3,3.0,11.76,4.93,16.69,5.75
600075,20240126,20260314,20251217,4.67,7.76,66.17,55,4.97,56.14,1.28,8.14,16.49,38.54,15.35,32,21,1.52,106.07,51.12,157.19,7.18
002909,20241220,20260107,20251217,6.71,7.1,5.81,14,6.92,2.6,10.43,4.92,0.0,0.0,3.56,8,5,1.6,27.52,20.35,47.88,0.85
600026,20240126,20260314,20251217,11.94,22.11,85.18,55,11.69,89.14,-0.67,-1.93,19.68,31.66,11.52,31,22,1.41,116.91,50.31,167.22,-2.68
300919,20241220,20260107,20251217,40.87,57.15,39.83,14,46.65,22.51,3.55,11.94,0.0,0.0,4.29,10,3,3.33,40.96,5.87,46.83,24.92
002340,20240126,20260314,20251217,7.4,8.91,20.41,55,8.43,5.69,6.49,10.68,20.81,26.22,15.99,30,23,1.3,68.1,47.04,115.14,-1.87
002970,20241220,20260107,20251217,49.13,54.78,11.5,14,50.69,8.07,-0.14,0.1,0.0,0.0,0.0,8,5,1.6,18.66,7.32,25.98,11.39
688100,20241220,20260107,20251217,36.3,38.67,6.53,14,39.22,-1.4,1.38,6.64,0.0,0.0,2.27,7,6,1.17,9.04,2.6,11.63,-0.1
688143,20241220,20260107,20251217,45.2,52.4,15.93,14,49.41,6.05,4.16,11.06,0.0,0.0,4.15,9,4,2.25,23.67,8.25,31.92,4.38
688097,20241220,20260107,20251217,33.05,38.81,17.43,14,38.12,1.81,1.42,13.62,0.0,0.0,4.37,10,3,3.33,19.64,3.14,22.78,3.36
002865,20240126,20260314,20251217,43.31,82.89,91.39,55,52.7,57.29,2.86,23.83,90.76,142.51,63.45,30,23,1.3,173.7,99.14,272.84,-5.18
603655,20241220,20260107,20251217,35.6,41.99,17.95,14,38.06,10.33,3.34,9.27,0.0,0.0,3.45,9,4,2.25,30.74,12.96,43.7,7.94
688295,20241220,20260107,20251217,24.63,32.2,30.73,14,32.87,-2.04,9.09,33.58,0.0,0.0,11.89,9,4,2.25,34.01,5.84,39.85,-2.13
002601,20240126,20260314,20251217,18.01,19.54,8.5,55,19.68,-0.71,3.22,9.11,10.16,25.65,11.56,31,21,1.48,56.42,46.27,102.69,-1.81
603124,20241220,20260107,20251217,75.33,91.1,20.93,14,83.38,9.26,7.65,8.14,0.0,0.0,3.97,9,4,2.25,26.37,6.78,33.15,11.83
002155,20240126,20260314,20251217,21.02,32.98,56.9,45,21.71,51.91,4.23,1.33,60.04,57.52,30.76,23,21,1.1,112.08,60.89,172.97,-10.84
301021,20241220,20260107,20251217,38.12,54.37,42.63,14,48.36,12.43,22.38,28.73,0.0,0.0,13.1,8,5,1.6,49.12,11.09,60.21,10.8
688379,20241220,20260107,20251217,55.3,58.96,6.62,14,55.79,5.68,10.31,-0.29,0.0,0.0,1.98,5,8,0.62,21.35,14.11,35.45,6.93
002188,20240126,20260314,20251217,6.17,7.06,14.42,55,6.34,11.36,6.0,1.13,3.89,8.1,4.33,29,24,1.21,65.17,49.09,114.26,0.71
000422,20240126,20260314,20251217,13.96,19.38,38.83,55,14.53,33.38,2.51,4.15,8.88,19.99,8.41,32,21,1.52,74.23,39.11,113.33,6.02
300843,20241220,20260107,20251217,46.65,50.06,7.31,14,50.95,-1.75,13.46,15.03,0.0,0.0,7.2,7,6,1.17,19.47,11.85,31.32,-6.71
603058,20240126,20260314,20251217,9.49,12.7,33.83,55,9.31,36.41,-0.63,-0.74,1.16,13.91,2.78,26,28,0.93,83.35,51.04,134.38,-3.13
002367,20240126,20260314,20251217,7.2,8.16,13.33,55,7.97,2.38,4.17,7.08,8.61,10.42,7.62,28,24,1.17,35.68,22.61,58.29,-1.57
600230,20240126,20260314,20251217,12.89,21.22,64.62,55,15.13,40.25,2.56,12.18,16.6,68.66,22.88,25,28,0.89,138.68,81.39,220.07,-11.77
601968,20240126,20260314,20251217,5.21,5.63,8.06,55,5.41,4.07,5.37,3.26,4.41,14.97,6.37,26,26,1.0,47.97,38.84,86.82,-3.43
002552,20240126,20260314,20251217,16.38,18.91,15.45,55,16.97,11.43,2.75,1.83,14.77,29.49,11.43,30,24,1.25,65.61,49.06,114.67,-3.12
688322,20241220,20260107,20251217,79.61,93.2,17.07,14,89.63,3.98,2.0,13.78,0.0,0.0,4.53,8,5,1.6,18.92,2.86,21.78,2.89
301099,20241220,20260107,20251217,41.43,47.25,14.05,14,45.3,4.3,5.12,4.47,0.0,0.0,2.37,7,6,1.17,22.65,8.72,31.38,9.17
688601,20241220,20260107,20251217,44.05,49.24,11.78,14,45.1,9.18,1.7,-2.41,0.0,0.0,-0.38,7,6,1.17,20.67,9.02,29.69,14.54
688668,20241220,20260107,20251217,100.5,119.15,18.56,14,121.9,-2.26,24.49,28.97,0.0,0.0,13.59,5,8,0.62,39.72,19.91,59.63,-8.07
002173,20240126,20260314,20251217,20.58,31.71,54.08,55,23.66,34.02,2.33,5.93,54.52,39.5,26.5,29,25,1.16,119.85,71.01,190.86,6.88
399678,20240126,20260314,20251217,569.3,666.86,17.14,55,606.86,9.89,2.75,4.51,13.66,14.49,8.9,32,22,1.45,42.31,25.81,68.12,-0.16
688248,20241220,20260107,20251217,43.02,48.6,12.97,14,46.03,5.58,1.42,4.39,0.0,0.0,1.6,8,5,1.6,16.26,3.82,20.08,8.22
002920,20241220,20260107,20251217,119.3,137.57,15.31,14,124.9,10.14,4.52,2.38,0.0,0.0,1.62,7,6,1.17,24.86,9.73,34.59,12.63
301182,20241220,20260107,20251217,38.87,41.3,6.25,14,42.13,-1.97,3.37,13.12,0.0,0.0,4.61,7,6,1.17,21.08,14.39,35.47,-6.07
300602,20240126,20260314,20251217,29.55,34.93,18.21,55,33.27,4.99,6.9,15.09,9.68,12.93,11.4,31,23,1.35,89.68,69.18,158.87,-1.16
603261,20241220,20260107,20251217,22.23,25.3,13.81,14,25.36,-0.24,3.46,6.57,0.0,0.0,2.66,8,5,1.6,19.27,5.92,25.19,6.8
300505,20240126,20260314,20251217,21.76,38.9,78.77,55,22.94,69.57,3.77,4.92,27.85,32.67,17.12,29,25,1.16,119.92,55.61,175.54,10.76
