ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,ret_from_break_pct,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,nh_break_events,nh_lookback_n,recent_5d_growth
300858,20241220,20260421,20260327,18.19,23.24,27.76,27.76,16,17.24,34.8,2.86,2.25,0.0,0.0,1.25,10,5,2.0,46.12,19.28,65.4,4,60,9.11
002821,20240126,20260421,20260327,99.9,113.72,13.83,13.83,16,95.88,18.61,26.78,21.39,0.0,0.0,11.77,7,8,0.88,27.2,13.03,40.23,3,60,-6.27
002272,20240126,20260421,20260327,17.66,20.64,16.87,16.87,16,16.8,22.86,-3.0,8.27,0.0,0.0,1.88,10,5,2.0,30.54,14.09,44.64,0,60,4.88
603020,20240126,20260421,20260327,10.82,11.47,6.01,6.01,16,10.16,12.89,6.1,4.44,0.0,0.0,2.55,10,5,2.0,14.93,8.79,23.72,0,60,2.59
001230,20241220,20260421,20260327,23.55,28.41,20.64,20.64,16,22.14,28.32,7.77,7.26,0.0,0.0,3.73,10,5,2.0,27.04,7.46,34.5,2,60,12.07
300006,20240126,20260421,20260327,5.07,6.49,28.01,28.01,16,5.27,23.15,7.1,14.0,0.0,0.0,5.62,11,4,2.75,40.82,13.63,54.44,3,60,5.02
603966,20240126,20260421,20260327,12.08,14.12,16.89,16.89,16,11.79,19.76,2.98,12.83,0.0,0.0,4.44,9,4,2.25,21.77,5.55,27.32,0,60,0.86
603132,20241220,20260421,20260327,16.73,19.48,16.44,16.44,16,14.66,32.88,2.09,10.58,0.0,0.0,3.59,11,4,2.75,22.17,6.57,28.74,0,60,5.87
603303,20240126,20260421,20260327,13.85,16.04,15.81,15.81,16,13.04,23.01,6.14,9.53,0.0,0.0,4.09,9,5,1.8,22.41,7.22,29.62,2,60,3.55
002849,20240126,20260421,20260327,16.46,17.97,9.17,9.17,16,16.42,9.44,0.85,9.66,0.0,0.0,3.07,9,6,1.5,18.08,8.98,27.06,0,60,0.45
688368,20241220,20260421,20260327,123.58,139.6,12.96,12.96,16,123.8,12.76,1.6,13.93,0.0,0.0,4.5,11,4,2.75,30.14,16.91,47.04,0,60,-3.94
002416,20240126,20260421,20260327,12.9,13.62,5.58,5.58,16,12.59,8.18,-1.55,3.33,0.0,0.0,0.69,9,6,1.5,13.04,7.42,20.45,0,60,2.95
300057,20240126,20260421,20260327,6.61,7.39,11.8,11.8,16,5.82,26.98,-1.82,7.11,0.0,0.0,1.77,10,5,2.0,25.82,13.88,39.7,2,60,2.35
