ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,ret_from_break_pct,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,nh_break_events,nh_lookback_n,recent_5d_growth
JPIN,20240126,20260418,20260331,71.24,75.28,5.67,5.67,13,68.61,9.72,1.09,4.98,0.0,0.0,1.71,7,5,1.4,7.32,1.73,9.05,0,60,1.4
IWD,20240126,20260418,20260331,213.67,227.15,6.31,6.31,13,212.2,7.05,1.41,5.19,0.0,0.0,1.84,10,2,5.0,7.08,0.92,8.0,1,60,1.54
TXN,20240126,20260418,20260331,194.14,229.82,18.38,18.38,13,177.52,29.46,2.88,12.74,0.0,0.0,4.4,9,3,3.0,19.18,2.02,21.21,0,60,6.05
FNDX,20240126,20260418,20260331,27.85,29.42,5.64,5.64,13,27.44,7.22,1.08,4.06,0.0,0.0,1.43,11,1,11.0,6.04,0.52,6.56,1,60,1.83
STT,20240126,20260418,20260331,126.56,145.43,14.91,14.91,13,129.07,12.68,3.67,12.03,0.0,0.0,4.34,11,1,11.0,14.64,0.59,15.23,7,60,2.69
SBUX,20240126,20260418,20260331,89.59,100.0,11.62,11.62,13,83.97,19.09,6.27,9.91,0.0,0.0,4.23,8,4,2.0,11.99,0.83,12.81,0,60,2.59
TCBI,20240126,20260418,20260331,94.88,104.58,10.22,10.22,13,91.7,14.05,2.85,8.72,0.0,0.0,3.19,9,2,4.5,11.08,1.25,12.33,0,60,2.25
FLS,20240126,20260418,20260331,73.51,83.82,14.03,14.03,13,70.75,18.47,5.28,11.06,0.0,0.0,4.37,7,5,1.4,22.2,8.37,30.57,0,60,-0.78
FNDA,20240126,20260418,20260331,32.43,35.42,9.22,9.22,13,31.82,11.31,1.67,6.57,0.0,0.0,2.31,10,2,5.0,9.25,0.35,9.6,1,60,3.05
SOXX,20240126,20260418,20260331,328.66,415.71,26.49,26.49,13,313.69,32.52,5.81,22.08,0.0,0.0,7.79,12,0,9999.99,23.87,0.0,23.87,8,60,5.69
IJH,20240126,20260418,20260331,67.53,72.9,7.95,7.95,13,66.91,8.95,1.51,5.98,0.0,0.0,2.1,10,2,5.0,8.33,0.6,8.93,1,60,2.37
HEEM,20240126,20260418,20260331,36.92,40.59,9.94,9.94,13,35.7,13.7,-0.08,7.67,0.0,0.0,2.28,10,2,5.0,10.99,1.33,12.33,2,60,3.78
CWI,20240126,20260418,20260331,36.59,39.69,8.47,8.47,13,36.51,8.71,1.34,7.27,0.0,0.0,2.45,8,3,2.67,9.32,1.08,10.41,0,60,2.24
AME,20240126,20260418,20260331,214.36,236.26,10.22,10.22,13,209.14,12.97,1.58,9.33,0.0,0.0,3.12,7,5,1.4,12.49,2.51,15.0,0,60,0.76
DGP,20240126,20260418,20260331,182.98,196.49,7.38,7.38,13,162.11,21.21,1.58,7.12,0.0,0.0,2.45,7,5,1.4,15.14,7.72,22.87,0,60,4.43
BNED,20240126,20260418,20260331,8.83,11.09,25.59,25.59,13,8.61,28.8,9.51,14.95,0.0,0.0,6.39,9,2,4.5,23.54,0.22,23.75,3,60,10.57
USRT,20240126,20260418,20260331,59.19,64.48,8.94,8.94,13,57.07,12.98,2.04,6.49,0.0,0.0,2.36,10,2,5.0,8.71,0.1,8.81,1,60,3.52
DWM,20240126,20260418,20260331,69.89,74.57,6.7,6.7,13,69.36,7.51,1.14,6.08,0.0,0.0,2.05,7,5,1.4,8.73,2.14,10.87,0,60,1.32
PMTS,20240126,20260418,20260330,14.45,18.75,29.76,29.76,14,14.22,31.86,14.46,23.81,0.0,0.0,10.04,11,2,5.5,30.84,4.12,34.96,3,60,4.81
GKOS,20240126,20260418,20260330,105.01,124.79,18.84,18.84,14,110.72,12.71,11.12,13.79,0.0,0.0,6.36,11,2,5.5,21.57,3.95,25.52,0,60,4.44
CNOB,20240126,20260418,20260330,26.32,28.69,9.0,9.0,14,26.12,9.84,3.8,7.22,0.0,0.0,2.93,9,4,2.25,11.25,2.5,13.75,0,60,1.67
FRME,20240126,20260418,20260330,38.15,41.14,7.84,7.84,14,37.5,9.71,4.8,7.81,0.0,0.0,3.3,9,4,2.25,11.18,3.51,14.69,0,60,0.02
AU,20240126,20260418,20260330,90.56,109.15,20.53,20.53,14,85.6,27.51,12.07,20.49,0.0,0.0,8.56,8,5,1.6,27.42,7.83,35.24,0,60,0.03
DWX,20240126,20260418,20260330,44.74,47.15,5.39,5.39,14,44.05,7.04,2.97,4.83,0.0,0.0,2.04,10,3,3.33,6.09,0.79,6.88,0,60,0.53
SBSI,20240126,20260418,20260330,30.67,33.38,8.84,8.84,14,30.45,9.62,3.62,7.69,0.0,0.0,3.03,10,3,3.33,10.71,2.15,12.86,0,60,1.06
RGA,20240126,20260418,20260330,200.24,211.07,5.41,5.41,14,203.44,3.75,4.19,3.09,0.0,0.0,1.76,9,4,2.25,8.72,3.37,12.1,0,60,2.25
SDIV,20240126,20260418,20260330,24.7,26.14,5.83,5.83,14,24.2,8.02,2.23,5.63,0.0,0.0,2.13,8,5,1.6,7.36,1.64,9.0,0,60,0.19
NWE,20240126,20260418,20260330,65.83,72.48,10.1,10.1,14,64.75,11.94,3.46,4.72,0.0,0.0,2.11,9,4,2.25,13.61,3.71,17.32,2,60,5.13
CEE,20240126,20260418,20260330,17.47,20.9,19.63,19.63,14,18.02,15.98,4.75,16.14,0.0,0.0,5.79,8,5,1.6,20.46,2.21,22.66,4,60,3.01
FMAO,20240126,20260418,20260330,25.63,27.37,6.79,6.79,14,24.33,12.49,-0.04,4.72,0.0,0.0,1.41,6,6,1.0,9.8,3.11,12.91,0,60,1.97
NEM,20240126,20260418,20260330,103.12,116.5,12.98,12.98,14,101.22,15.1,9.42,12.98,0.0,0.0,5.78,10,3,3.33,22.76,9.96,32.71,0,60,0.0
OFLX,20240126,20260418,20260330,30.72,33.46,8.92,8.92,14,29.1,14.98,5.7,9.21,0.0,0.0,3.9,10,3,3.33,14.77,6.0,20.77,0,60,-0.27
JOE,20240126,20260418,20260330,62.65,68.32,9.05,9.05,14,59.81,14.23,3.67,7.92,0.0,0.0,3.11,9,4,2.25,11.6,2.79,14.38,0,60,1.05
FCCO,20240126,20260418,20260330,28.91,31.15,7.75,7.75,14,28.97,7.53,3.11,6.71,0.0,0.0,2.64,9,4,2.25,10.61,3.03,13.63,1,60,0.97
SKT,20240126,20260418,20260330,34.02,37.02,8.82,8.82,14,33.11,11.81,2.85,7.05,0.0,0.0,2.68,9,4,2.25,10.05,1.51,11.56,0,60,1.65
L,20240126,20260418,20260330,105.83,111.35,5.22,5.22,14,104.66,6.39,1.83,4.16,0.0,0.0,1.61,9,4,2.25,6.9,1.76,8.66,0,60,1.02
GVAL,20240126,20260418,20260330,32.2,36.27,12.64,12.64,14,31.79,14.09,4.88,10.75,0.0,0.0,4.2,10,3,3.33,12.73,0.7,13.43,2,60,1.71
BK,20240126,20260418,20260330,115.18,134.84,17.07,17.07,13,117.04,15.21,7.34,12.13,0.0,0.0,5.11,11,1,11.0,16.71,0.79,17.51,4,60,5.71
SRPT,20240126,20260418,20260330,20.48,21.55,5.22,5.22,14,21.31,1.13,11.33,6.4,0.0,0.0,4.19,8,5,1.6,21.98,16.16,38.14,0,60,-1.1
WSBC,20240126,20260418,20260330,33.73,36.36,7.8,7.8,14,33.34,9.06,4.03,7.32,0.0,0.0,3.0,9,4,2.25,11.08,3.43,14.51,0,60,0.44
AXSM,20240126,20260418,20260330,160.5,188.99,17.75,17.75,14,178.69,5.76,5.76,11.11,0.0,0.0,4.48,9,3,3.0,19.63,2.94,22.57,0,60,5.98
PFG,20240126,20260418,20260330,88.23,96.17,9.0,9.0,14,89.42,7.55,3.26,6.03,0.0,0.0,2.46,8,5,1.6,12.16,3.39,15.55,0,60,2.8
ADC,20240126,20260418,20260330,74.97,79.46,5.99,5.99,14,72.12,10.18,0.75,3.41,0.0,0.0,1.17,11,2,5.5,8.1,2.23,10.33,0,60,2.49
LYV,20240126,20260418,20260330,148.69,156.56,5.29,5.29,14,145.31,7.74,7.69,11.45,0.0,0.0,4.97,9,4,2.25,17.48,11.82,29.3,1,60,-5.53
UNTY,20240126,20260418,20260330,51.51,55.11,6.99,6.99,14,51.08,7.89,3.98,9.18,0.0,0.0,3.55,9,4,2.25,13.55,6.59,20.14,0,60,-2.01
RBCAA,20240126,20260418,20260330,69.9,75.47,7.97,7.97,14,68.01,10.97,2.92,5.68,0.0,0.0,2.29,9,4,2.25,11.43,3.62,15.06,1,60,2.17
CWBC,20240126,20260418,20260330,22.77,24.32,6.81,6.81,14,22.05,10.29,2.42,6.06,0.0,0.0,2.3,6,6,1.0,9.11,2.44,11.55,0,60,0.7
WPM,20240126,20260418,20260327,124.7,152.38,22.2,22.2,15,117.87,29.28,8.71,16.15,0.0,0.0,6.59,8,6,1.33,25.4,4.81,30.22,0,60,5.21
SLV,20240126,20260418,20260327,63.44,73.63,16.06,16.06,15,65.75,11.98,3.7,8.89,0.0,0.0,3.41,8,5,1.6,21.41,5.95,27.36,0,60,7.84
AEM,20240126,20260418,20260327,193.4,214.93,11.13,11.13,14,170.45,26.1,7.83,13.11,0.0,0.0,5.5,8,5,1.6,15.57,4.69,20.26,0,60,-1.75
RGLD,20240126,20260418,20260327,237.54,268.12,12.87,12.87,15,221.12,21.26,10.56,12.33,0.0,0.0,5.81,8,6,1.33,19.36,6.81,26.17,0,60,1.38
PAAS,20240126,20260418,20260327,51.7,59.06,14.24,14.24,15,51.04,15.71,7.87,11.49,0.0,0.0,5.02,9,5,1.8,19.1,5.38,24.48,0,60,3.13
IAG,20240126,20260418,20260327,17.74,19.25,8.51,8.51,15,16.22,18.68,7.61,12.85,0.0,0.0,5.38,9,5,1.8,22.37,13.48,35.85,0,60,-4.7
SIVR,20240126,20260418,20260327,66.66,77.32,15.99,15.99,15,69.03,12.01,3.68,8.93,0.0,0.0,3.42,8,6,1.33,21.31,5.91,27.23,0,60,7.72
O,20240126,20260418,20260326,60.27,65.09,8.0,8.0,16,57.31,13.58,2.67,4.86,0.0,0.0,1.99,13,2,6.5,9.02,1.29,10.3,0,60,2.8
CAR,20240126,20260418,20260326,139.58,493.86,253.82,253.82,16,128.22,285.17,21.84,112.84,0.0,0.0,38.22,13,2,6.5,149.31,12.52,161.83,13,60,33.11
CBIO,20240126,20260418,20260326,13.5,21.28,57.63,57.63,16,11.08,92.06,43.11,41.48,0.0,0.0,21.07,9,6,1.5,62.42,13.98,76.4,6,60,18.29
IFF,20240126,20260418,20260325,70.71,75.88,7.31,7.31,17,68.03,11.54,2.6,4.33,0.0,0.0,1.82,7,9,0.78,15.59,8.16,23.75,0,60,5.83
XOMA,20240126,20260418,20260325,30.2,39.71,31.49,31.49,17,27.99,41.87,3.87,14.77,0.0,0.0,5.2,12,4,3.0,30.84,2.83,33.67,11,60,2.74
SAIA,20240126,20260418,20260325,344.36,422.56,22.71,22.71,16,337.17,25.33,2.01,16.25,0.0,0.0,5.28,10,5,2.0,27.19,6.03,33.21,0,60,5.15
CHH,20240126,20260418,20260325,99.38,119.19,19.93,19.93,17,96.1,24.03,4.15,8.26,0.0,0.0,3.31,11,5,2.2,23.36,4.81,28.18,3,60,3.22
STLD,20240126,20260418,20260325,173.47,200.32,15.48,15.48,17,176.06,13.78,3.76,8.12,0.0,0.0,3.19,11,5,2.2,20.97,6.16,27.13,0,60,2.48
VRSN,20240126,20260418,20260325,251.7,274.05,8.88,8.88,17,240.53,13.94,-1.33,7.63,0.0,0.0,2.02,8,8,1.0,18.35,9.38,27.73,3,60,0.96
OEC,20240126,20260418,20260325,5.86,6.94,18.43,18.43,17,5.26,31.94,10.92,8.87,0.0,0.0,4.84,12,4,3.0,29.69,11.93,41.62,0,60,-1.14
TGTX,20240126,20260418,20260325,31.82,34.3,7.79,7.79,16,29.28,17.14,4.4,7.51,0.0,0.0,3.13,9,6,1.5,13.75,5.98,19.73,3,60,1.69
CSV,20240126,20260418,20260325,44.07,48.65,10.39,10.39,17,41.5,17.23,3.61,7.78,0.0,0.0,3.06,9,7,1.29,16.09,6.0,22.09,2,60,1.23
CBK,20240126,20260418,20260325,25.73,29.3,13.87,13.87,17,24.12,21.48,1.13,5.71,0.0,0.0,1.94,10,4,2.5,15.72,2.5,18.22,4,60,5.21
FMAT,20240126,20260418,20260324,55.85,60.44,8.22,8.22,18,53.97,11.99,0.81,3.9,0.0,0.0,1.33,10,7,1.43,11.49,3.46,14.95,0,60,-0.4
CBT,20240126,20260418,20260324,70.71,74.43,5.26,5.26,18,67.05,11.01,6.79,5.85,0.0,0.0,3.11,10,7,1.43,11.68,6.38,18.06,0,60,-0.12
RS,20240126,20260418,20260324,300.22,325.54,8.43,8.43,18,295.82,10.05,0.09,2.14,0.0,0.0,0.66,11,6,1.83,10.8,2.56,13.36,0,60,0.36
MSM,20240126,20260418,20260324,90.52,97.52,7.73,7.73,18,85.84,13.61,-0.61,0.21,0.0,0.0,-0.06,9,8,1.12,15.36,7.6,22.96,1,60,2.25
USLM,20240126,20260418,20260324,123.31,139.46,13.1,13.1,18,120.96,15.29,1.54,6.6,0.0,0.0,2.29,9,8,1.12,21.3,8.56,29.86,3,60,0.64
CODI,20240126,20260418,20260324,6.7,10.51,56.87,56.87,18,4.65,126.02,14.48,43.43,0.0,0.0,15.92,12,5,2.4,53.62,6.43,60.05,9,60,3.14
EWW,20240126,20260418,20260324,72.46,79.46,9.66,9.66,18,69.66,14.07,0.41,4.8,0.0,0.0,1.52,10,7,1.43,15.77,6.27,22.03,0,60,0.2
NUE,20240126,20260418,20260324,162.74,195.87,20.36,20.36,18,169.4,15.63,1.24,6.46,0.0,0.0,2.19,13,4,3.25,23.07,4.21,27.28,1,60,3.27
MXE,20240126,20260418,20260324,12.51,13.69,9.43,9.43,15,12.5,9.52,0.72,7.11,0.0,0.0,2.28,9,5,1.8,14.91,5.69,20.6,0,60,0.07
MXI,20240126,20260418,20260323,100.32,114.08,13.72,13.72,19,97.9,16.53,1.7,6.98,0.0,0.0,2.43,13,5,2.6,16.38,3.33,19.72,0,60,1.13
PSCU,20240126,20260418,20260323,59.19,65.85,11.25,11.25,15,57.34,14.84,1.74,7.08,0.0,0.0,2.47,12,2,6.0,11.55,0.81,12.35,10,60,3.59
HUN,20240126,20260418,20260323,10.83,13.35,23.27,23.27,19,10.19,31.01,16.9,15.79,0.0,0.0,8.12,11,7,1.57,35.14,13.16,48.29,0,60,-4.91
SMLV,20240126,20260418,20260323,136.0,147.24,8.26,8.26,19,131.18,12.24,-0.39,2.38,0.0,0.0,0.64,12,6,2.0,10.32,2.31,12.63,4,60,2.27
DBB,20240126,20260418,20260323,22.85,24.96,9.23,9.23,19,23.01,8.47,0.22,2.98,0.0,0.0,0.94,11,7,1.57,11.6,2.67,14.27,0,60,0.69
KALU,20240126,20260418,20260323,111.39,148.35,33.18,33.18,19,120.3,23.32,2.85,17.06,0.0,0.0,5.69,13,5,2.6,37.43,7.82,45.25,0,60,3.44
LQDT,20240126,20260418,20260323,29.94,34.0,13.56,13.56,19,29.59,14.9,-1.5,4.81,0.0,0.0,1.14,15,3,5.0,16.55,3.69,20.24,3,60,4.29
BRF,20240126,20260418,20260323,17.64,19.91,12.87,12.87,19,16.03,24.2,-1.81,4.65,0.0,0.0,1.03,11,6,1.83,20.26,7.78,28.04,4,60,0.0
UNP,20240126,20260418,20260323,238.37,251.07,5.33,5.33,18,231.91,8.26,0.18,3.01,0.0,0.0,0.94,13,4,3.25,8.14,2.9,11.04,0,60,0.22
HTH,20240126,20260418,20260323,35.48,37.92,6.88,6.88,19,33.9,11.86,-0.79,1.58,0.0,0.0,0.32,11,7,1.57,11.62,4.85,16.47,0,60,0.69
LEA,20240126,20260418,20260323,118.88,125.39,5.48,5.48,19,118.61,5.72,-0.52,-0.48,0.0,0.0,-0.25,8,10,0.8,19.19,13.31,32.5,0,60,1.76
STBA,20240126,20260418,20260323,40.95,44.15,7.81,7.81,19,39.24,12.51,-0.02,4.91,0.0,0.0,1.47,13,5,2.6,11.07,3.46,14.54,0,60,0.59
VAW,20240126,20260418,20260323,215.25,234.42,8.91,8.91,18,210.93,11.14,2.1,5.58,0.0,0.0,2.09,10,7,1.43,12.24,3.56,15.8,0,60,-0.75
CSB,20240126,20260418,20260323,60.65,64.62,6.55,6.55,19,59.04,9.45,0.56,3.1,0.0,0.0,1.04,14,3,4.67,8.14,1.75,9.89,1,60,1.3
MTRN,20240126,20260418,20260323,137.98,181.95,31.87,31.87,19,128.53,41.56,2.47,7.89,0.0,0.0,2.86,13,5,2.6,39.54,10.65,50.19,1,60,8.74
DIVY,20240126,20260418,20260323,26.91,28.44,5.69,5.69,19,26.52,7.24,0.0,2.56,0.0,0.0,0.77,13,5,2.6,8.2,2.61,10.82,0,60,2.19
FISI,20240126,20260418,20260323,31.3,35.13,12.24,12.24,19,30.84,13.91,-1.31,4.7,0.0,0.0,1.15,11,7,1.57,15.19,3.5,18.68,1,60,3.78
MDU,20240126,20260418,20260323,20.09,21.76,8.31,8.31,19,19.87,9.51,2.59,6.52,0.0,0.0,2.47,13,5,2.6,12.5,4.38,16.88,4,60,0.32
AGI,20240126,20260418,20260323,40.15,49.35,22.91,22.91,19,38.41,28.48,5.95,15.34,0.0,0.0,5.79,13,5,2.6,30.48,9.2,39.67,0,60,2.41
MAC,20240126,20260418,20260323,18.48,22.3,20.67,20.67,19,18.52,20.41,-0.81,5.95,0.0,0.0,1.62,16,2,8.0,23.19,4.07,27.26,5,60,4.21
FBNC,20240126,20260418,20260323,54.18,59.51,9.84,9.84,19,50.91,16.89,1.86,3.88,0.0,0.0,1.54,10,8,1.25,15.51,5.93,21.44,0,60,0.81
FSBC,20240126,20260418,20260323,37.54,41.42,10.34,10.34,19,35.65,16.19,-1.15,2.69,0.0,0.0,0.58,11,7,1.57,13.43,3.43,16.86,0,60,2.6
CPF,20240126,20260418,20260323,31.51,34.85,10.6,10.6,19,31.08,12.13,0.1,3.68,0.0,0.0,1.12,12,6,2.0,13.55,3.36,16.91,1,60,2.83
REMX,20240126,20260418,20260323,83.63,101.63,21.52,21.52,19,76.78,32.37,2.95,5.75,0.0,0.0,2.32,11,7,1.57,30.0,9.74,39.74,1,60,2.65
NWBI,20240126,20260418,20260323,12.44,13.45,8.12,8.12,19,11.98,12.27,-0.16,5.14,0.0,0.0,1.51,12,6,2.0,12.82,4.89,17.71,1,60,-0.15
WNEB,20240126,20260418,20260323,12.82,13.81,7.72,7.72,18,12.35,11.82,0.0,2.89,0.0,0.0,0.87,8,6,1.33,9.83,2.28,12.11,0,60,-1.07
ARI,20240126,20260418,20260323,10.39,11.16,7.41,7.41,19,9.86,13.18,0.38,1.54,0.0,0.0,0.54,12,6,2.0,12.38,5.1,17.48,1,60,0.72
HFBL,20240126,20260418,20260323,16.2,19.25,18.83,18.83,16,17.8,8.15,7.41,10.49,0.0,0.0,4.63,9,4,2.25,18.96,1.43,20.39,0,60,5.77
SNX,20240126,20260418,20260323,156.37,214.32,37.06,37.06,19,153.43,39.69,0.48,23.5,0.0,0.0,7.15,14,4,3.5,37.93,5.39,43.33,9,60,3.74
CPRX,20240126,20260418,20260323,23.32,26.26,12.61,12.61,19,23.15,13.43,0.34,7.12,0.0,0.0,2.2,13,5,2.6,21.23,8.98,30.2,3,60,3.63
UTSL,20240126,20260418,20260323,45.8,50.0,9.17,9.17,18,41.85,19.47,4.87,8.41,0.0,0.0,3.5,12,5,2.4,18.91,9.83,28.74,0,60,-4.21
FCF,20240126,20260418,20260323,17.11,18.81,9.94,9.94,19,16.77,12.16,0.88,6.02,0.0,0.0,1.98,13,5,2.6,12.84,3.27,16.11,1,60,-0.11
XHR,20240126,20260418,20260323,14.75,16.25,10.17,10.17,19,14.34,13.32,-0.81,-0.2,0.0,0.0,-0.22,11,6,1.83,18.48,8.5,26.98,0,60,0.93
UYM,20240126,20260418,20260323,26.6,31.4,18.05,18.05,19,25.26,24.31,5.23,10.71,0.0,0.0,4.26,11,7,1.57,24.82,7.7,32.52,0,60,-1.38
LILAK,20240126,20260418,20260323,8.25,8.78,6.42,6.42,19,7.32,19.95,2.3,4.97,0.0,0.0,1.95,11,7,1.57,17.18,10.69,27.87,1,60,5.53
ACLS,20240126,20260418,20260323,85.77,118.76,38.46,38.46,18,86.12,37.9,13.5,13.68,0.0,0.0,6.8,12,5,2.4,45.84,11.69,57.53,6,60,7.6
VYMI,20240126,20260418,20260323,92.49,100.05,8.17,8.17,19,90.91,10.05,-1.14,3.08,0.0,0.0,0.7,11,7,1.57,11.07,3.1,14.17,0,60,1.04
AAP,20240126,20260418,20260323,50.74,56.66,11.67,11.67,18,38.89,45.69,1.64,4.45,0.0,0.0,1.66,9,8,1.12,24.4,12.79,37.19,0,60,3.79
HOFT,20240126,20260418,20260323,11.95,12.62,5.61,5.61,19,11.15,13.18,2.51,14.06,0.0,0.0,4.72,9,9,1.0,33.0,25.45,58.45,0,60,-14.61
MGA,20240126,20260418,20260323,53.78,60.56,12.61,12.61,19,54.66,10.79,1.12,1.65,0.0,0.0,0.72,10,8,1.25,24.82,12.29,37.11,0,60,3.95
BSAC,20240126,20260418,20260323,32.1,36.07,12.37,12.37,19,31.2,15.61,-1.74,3.55,0.0,0.0,0.72,13,5,2.6,17.65,5.7,23.35,0,60,2.12
LRN,20240126,20260418,20260323,87.33,98.44,12.72,12.72,19,64.61,52.36,-1.97,2.36,0.0,0.0,0.31,11,7,1.57,18.9,6.63,25.53,6,60,7.14
PBI,20240126,20260418,20260323,10.57,12.84,21.48,21.48,19,10.33,24.3,2.84,4.54,0.0,0.0,1.93,13,5,2.6,22.12,2.35,24.47,4,60,10.98
DGRS,20240126,20260418,20260323,52.68,56.43,7.12,7.12,19,49.99,12.88,-0.53,1.77,0.0,0.0,0.43,12,6,2.0,10.61,3.64,14.25,0,60,1.46
FNV,20240126,20260418,20260323,226.85,262.5,15.72,15.72,19,208.58,25.85,3.13,13.05,0.0,0.0,4.54,11,7,1.57,21.81,6.83,28.63,0,60,0.95
GNT,20240126,20260418,20260323,7.88,9.09,15.36,15.36,19,7.46,21.85,4.06,7.49,0.0,0.0,3.06,14,4,3.5,18.41,3.88,22.29,0,60,2.94
KRNY,20240126,20260418,20260323,7.31,8.12,11.08,11.08,19,7.35,10.48,0.82,5.88,0.0,0.0,1.93,12,6,2.0,15.9,5.2,21.1,0,60,1.0
CMPR,20240126,20260418,20260323,71.99,81.18,12.77,12.77,19,65.66,23.64,0.26,2.61,0.0,0.0,0.84,13,5,2.6,21.38,8.95,30.33,1,60,3.69
HSBC,20240126,20260418,20260323,79.83,92.16,15.45,15.45,19,80.45,14.56,-0.8,6.03,0.0,0.0,1.65,10,7,1.43,20.15,5.38,25.53,0,60,1.3
SMBK,20240126,20260418,20260323,38.67,42.38,9.59,9.59,19,36.56,15.92,-0.98,3.72,0.0,0.0,0.92,12,6,2.0,14.36,5.04,19.39,0,60,-0.09
BKU,20240126,20260418,20260323,44.54,46.89,5.28,5.28,18,44.76,4.76,-0.07,3.37,0.0,0.0,1.0,11,6,1.83,11.57,6.3,17.87,0,60,0.49
MLAB,20240126,20260418,20260323,82.4,103.06,25.07,25.07,19,79.43,29.75,-0.4,14.39,0.0,0.0,4.24,12,6,2.0,28.75,5.87,34.62,4,60,5.32
CNI,20240126,20260418,20260323,100.69,110.29,9.53,9.53,19,100.3,9.96,0.73,4.36,0.0,0.0,1.45,12,6,2.0,12.5,3.29,15.79,0,60,-0.59
TDS,20240126,20260418,20260323,43.03,45.82,6.48,6.48,19,41.05,11.62,-2.56,5.39,0.0,0.0,1.1,12,6,2.0,14.41,7.86,22.27,0,60,1.21
FMBH,20240126,20260418,20260323,40.4,43.67,8.09,8.09,19,38.63,13.05,-0.69,4.28,0.0,0.0,1.15,12,4,3.0,11.66,3.77,15.43,0,60,0.21
ICCC,20240126,20260418,20260323,6.41,7.98,24.49,24.49,19,5.92,34.8,1.72,3.12,0.0,0.0,1.28,9,9,1.0,34.23,10.89,45.11,3,60,12.24
FDM,20240126,20260418,20260323,81.96,88.85,8.41,8.41,19,78.95,12.54,-0.89,1.89,0.0,0.0,0.39,12,6,2.0,11.57,3.39,14.96,1,60,2.11
EDOG,20240126,20260418,20260323,24.81,26.31,6.05,6.05,18,24.3,8.27,-0.48,1.49,0.0,0.0,0.35,9,8,1.12,10.84,4.85,15.68,0,60,0.34
TISI,20240126,20260418,20260323,16.12,17.19,6.64,6.64,18,14.23,20.8,-3.1,5.52,0.0,0.0,1.04,7,8,0.88,17.86,10.91,28.77,4,60,6.51
LILA,20240126,20260418,20260323,8.17,8.61,5.39,5.39,19,7.26,18.6,1.96,3.79,0.0,0.0,1.53,11,7,1.57,15.92,10.42,26.34,1,60,5.39
FMX,20240126,20260418,20260323,102.9,117.72,14.4,14.4,19,100.94,16.62,4.54,10.53,0.0,0.0,4.07,13,5,2.6,18.13,4.47,22.6,2,60,0.38
KRNT,20240126,20260418,20260323,14.71,16.37,11.28,11.28,19,14.34,14.16,-1.16,2.52,0.0,0.0,0.52,10,8,1.25,19.02,8.01,27.04,0,60,0.55
NX,20240126,20260418,20260323,17.26,20.26,17.38,17.38,19,15.37,31.82,0.98,2.84,0.0,0.0,1.05,9,8,1.12,29.59,12.71,42.29,0,60,2.58
EMN,20240126,20260418,20260323,68.01,73.78,8.48,8.48,19,64.34,14.67,4.69,7.76,0.0,0.0,3.27,9,9,1.0,18.81,10.31,29.12,0,60,-0.31
SLX,20240126,20260418,20260323,88.49,101.52,14.72,14.72,19,86.41,17.49,-0.36,4.68,0.0,0.0,1.33,13,5,2.6,17.3,3.29,20.59,0,60,2.06
GSBC,20240126,20260418,20260323,62.58,68.29,9.12,9.12,19,61.31,11.38,-0.77,2.97,0.0,0.0,0.74,12,6,2.0,12.52,3.67,16.18,3,60,0.87
QCRH,20240126,20260418,20260323,83.61,92.77,10.96,10.96,19,82.14,12.94,-0.23,4.68,0.0,0.0,1.36,14,4,3.5,13.9,3.38,17.27,0,60,1.78
FLY,20240126,20260418,20260323,24.01,43.72,82.09,82.09,19,23.76,84.01,-1.29,45.15,0.0,0.0,13.29,10,8,1.25,90.32,23.9,114.23,6,60,12.68
PICK,20240126,20260418,20260323,53.96,63.81,18.25,18.25,19,52.36,21.87,-0.13,6.43,0.0,0.0,1.9,15,3,5.0,21.7,4.53,26.23,0,60,2.64
TPC,20240126,20260418,20260323,72.44,84.22,16.26,16.26,19,69.35,21.44,5.12,7.21,0.0,0.0,3.19,11,7,1.57,27.55,11.8,39.34,0,60,0.5
CFFI,20240126,20260418,20260320,72.29,76.87,6.34,6.34,20,70.7,8.73,2.05,-0.26,6.34,0.0,2.23,10,9,1.11,17.41,10.95,28.36,0,60,0.54
JOUT,20240126,20260418,20260320,43.95,51.4,16.95,16.95,20,43.29,18.73,7.69,5.94,16.95,0.0,8.41,12,7,1.71,25.54,9.36,34.9,4,60,-0.19
CFR,20240126,20260418,20260320,132.25,143.33,8.38,8.38,20,128.17,11.83,3.12,4.78,8.38,0.0,4.57,13,6,2.17,12.97,4.81,17.79,0,60,0.17
DGICB,20240126,20260418,20260320,17.87,18.85,5.48,5.48,12,17.55,7.41,-2.74,1.73,0.0,0.0,-0.03,8,3,2.67,21.01,14.76,35.77,1,60,7.65
GABC,20240126,20260418,20260320,40.55,44.14,8.85,8.85,20,38.88,13.53,2.44,5.13,8.85,0.0,4.68,12,7,1.71,13.4,4.79,18.19,0,60,0.78
PERI,20240126,20260418,20260320,9.63,10.61,10.18,10.18,20,9.35,13.48,6.75,2.49,10.18,0.0,5.15,12,6,2.0,19.72,9.55,29.28,4,60,8.71
