ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,ret_from_break_pct,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,nh_break_events,nh_lookback_n,recent_5d_growth
ED,20240126,20260418,20260113,100.21,110.15,9.92,9.92,66,99.99,10.16,4.83,5.13,8.2,10.77,7.12,36,29,1.24,34.86,25.02,59.88,16,60,-1.56
BNO,20240126,20260418,20260112,29.74,45.47,52.89,52.89,67,28.25,60.96,0.34,2.79,9.35,14.02,6.51,42,24,1.75,115.2,68.22,183.42,22,60,-7.34
TYG,20240126,20260418,20260112,43.39,47.22,8.83,8.83,67,41.43,13.98,2.9,-1.27,5.9,12.1,4.39,39,27,1.44,43.36,33.96,77.32,17,60,-2.46
PNW,20240126,20260418,20260112,89.66,104.04,16.04,16.04,67,88.14,18.04,4.52,3.66,3.85,11.59,5.48,39,27,1.44,36.47,21.23,57.7,18,60,1.37
EMLP,20240126,20260418,20260112,38.13,43.13,13.11,13.11,67,38.23,12.82,3.12,3.65,7.37,13.56,6.64,40,23,1.74,24.06,11.58,35.64,25,60,-1.01
NI,20240126,20260418,20260112,42.39,48.31,13.97,13.97,67,42.16,14.59,3.63,3.59,4.86,9.51,5.16,41,24,1.71,35.45,21.98,57.43,15,60,2.37
USFD,20240126,20260418,20260112,77.31,93.69,21.19,21.19,67,74.64,25.52,10.87,3.82,16.57,24.89,13.27,35,31,1.13,60.48,39.42,99.9,11,60,2.52
EMO,20240126,20260418,20260112,45.7,48.44,6.0,6.0,67,45.01,7.62,3.06,1.99,7.07,12.56,5.84,36,29,1.24,27.81,21.61,49.42,19,60,-3.83
UGA,20240126,20260418,20260112,64.75,97.16,50.05,50.05,67,61.26,58.6,-0.66,1.0,9.1,10.3,4.96,43,23,1.87,103.31,59.51,162.82,22,60,-2.96
BEP,20240126,20260418,20260112,27.44,34.59,26.06,26.06,67,27.93,23.85,2.77,3.02,12.68,16.98,8.66,38,28,1.36,57.32,33.21,90.53,13,60,0.64
MWA,20240126,20260418,20260109,25.24,29.07,15.17,15.17,68,23.94,21.43,4.44,5.27,15.61,17.23,10.6,35,31,1.13,49.3,34.28,83.57,18,60,-4.28
DXPE,20240126,20260418,20260109,114.12,159.37,39.65,39.65,68,107.72,47.95,5.76,12.64,31.1,32.02,20.68,37,30,1.23,88.25,52.49,140.74,12,60,2.14
HON,20240126,20260418,20260109,207.38,233.55,12.62,12.62,68,195.88,19.23,3.68,6.79,14.95,17.21,10.7,35,32,1.09,43.44,30.86,74.29,12,60,-0.04
CNQ,20240126,20260418,20260109,32.08,43.0,34.04,34.04,68,34.32,25.29,6.3,12.66,21.88,31.98,18.02,41,26,1.58,73.18,42.23,115.42,26,60,-8.22
DPG,20240126,20260418,20260109,12.91,14.64,13.4,13.4,68,12.88,13.66,1.55,1.55,6.82,12.32,5.28,40,26,1.54,30.95,18.11,49.06,15,60,-1.08
IDA,20240126,20260418,20260109,128.13,147.96,15.48,15.48,68,127.3,16.23,3.59,3.15,5.62,11.96,5.74,42,25,1.68,36.23,21.43,57.66,11,60,2.15
VDC,20240126,20260418,20260109,215.68,226.87,5.19,5.19,68,210.9,7.57,3.65,4.58,10.96,11.74,7.74,36,31,1.16,27.9,22.55,50.44,18,60,1.19
ETR,20240126,20260418,20260109,93.52,115.52,23.52,23.52,68,93.86,23.08,2.3,-0.35,4.75,12.14,4.21,40,27,1.48,44.03,22.23,66.25,17,60,0.16
GYLD,20240126,20260418,20260109,13.4,14.16,5.67,5.67,68,13.5,4.89,0.82,2.16,2.99,4.48,2.61,35,25,1.4,21.66,15.94,37.6,12,60,0.64
FDP,20240126,20260418,20260109,36.01,42.01,16.66,16.66,68,35.32,18.94,6.72,5.86,6.83,15.8,8.31,34,33,1.03,51.9,35.52,87.42,14,60,0.02
AGRO,20240126,20260418,20260109,8.35,12.47,49.34,49.34,68,7.76,60.7,0.96,6.95,2.63,6.83,4.43,36,30,1.2,113.67,69.05,182.72,21,60,-12.55
EME,20240126,20260418,20260109,646.27,806.05,24.72,24.72,68,638.65,26.21,5.55,7.42,18.27,24.82,13.78,42,25,1.68,75.52,51.44,126.96,7,60,-0.76
PWR,20240126,20260418,20260109,422.57,587.42,39.01,39.01,67,439.68,33.6,5.93,10.93,20.24,29.95,16.53,38,28,1.36,74.18,39.51,113.7,22,60,0.35
BGR,20240126,20260418,20260108,13.65,15.75,15.38,15.38,69,13.88,13.47,6.89,9.16,6.81,12.23,8.61,45,22,2.05,49.28,33.97,83.26,20,60,-2.78
NOC,20240126,20260418,20260108,590.79,665.26,12.61,12.61,69,585.66,13.59,10.55,13.48,17.89,22.47,16.02,35,33,1.06,55.09,42.08,97.17,18,60,-2.36
FNLC,20240126,20260418,20260108,26.61,29.42,10.56,10.56,69,26.42,11.36,0.38,3.23,11.72,8.19,6.2,35,33,1.06,49.71,38.77,88.48,3,60,0.41
TDY,20240126,20260418,20260108,548.91,635.83,15.84,15.84,69,518.77,22.56,2.48,13.25,14.49,21.83,13.18,40,28,1.43,55.34,39.29,94.63,15,60,-3.07
MLPA,20240126,20260418,20260108,48.89,52.57,7.53,7.53,69,48.77,7.79,3.44,3.78,6.77,9.1,5.67,36,32,1.12,24.65,17.21,41.87,23,60,-1.54
DVN,20240126,20260418,20260108,36.09,44.23,22.55,22.55,69,37.87,16.79,5.07,5.24,19.62,23.0,13.07,37,30,1.23,63.45,41.72,105.17,23,60,-6.43
VAL,20240126,20260418,20260108,53.3,88.56,66.15,66.15,69,52.15,69.82,2.61,1.95,9.21,79.64,19.8,40,28,1.43,136.89,77.19,214.07,10,60,-10.61
CC,20240126,20260418,20260108,13.85,23.18,67.36,67.36,69,12.25,89.22,8.01,15.81,21.95,23.03,17.54,42,26,1.62,139.17,81.17,220.33,19,60,0.56
ATMP,20240126,20260418,20260108,28.79,32.99,14.59,14.59,69,29.04,13.6,2.92,4.93,9.07,16.19,8.02,38,29,1.31,31.62,17.74,49.36,30,60,-1.9
CASS,20240126,20260418,20260108,41.35,48.1,16.32,16.32,69,40.58,18.53,2.22,5.39,13.16,8.13,7.64,37,31,1.19,43.62,27.87,71.49,8,60,3.64
KO,20240126,20260418,20260108,69.37,75.74,9.18,9.18,69,69.12,9.58,2.98,3.6,13.18,15.09,8.65,36,32,1.12,33.8,24.65,58.45,14,60,-0.88
WTIU,20240126,20260418,20260108,10.54,15.15,43.74,43.74,69,10.0,51.5,5.5,6.64,28.46,45.92,20.81,39,28,1.39,150.4,105.95,256.35,23,60,-14.79
TOLZ,20240126,20260418,20260108,54.06,60.22,11.39,11.39,68,54.53,10.43,0.91,2.2,5.96,12.56,5.14,46,20,2.3,24.96,13.98,38.94,20,60,-2.14
DIV,20240126,20260418,20260108,17.7,19.32,9.15,9.15,69,17.45,10.72,2.2,2.88,7.34,10.45,5.6,36,28,1.29,21.2,12.31,33.51,21,60,0.73
FTXN,20240126,20260418,20260108,28.86,34.44,19.33,19.33,69,28.53,20.72,2.6,3.98,10.64,18.5,8.61,43,25,1.72,50.37,31.88,82.25,21,60,-4.49
AMLP,20240126,20260418,20260108,47.56,51.11,7.46,7.46,69,47.43,7.76,3.28,3.41,6.64,8.89,5.45,37,31,1.19,23.17,15.8,38.97,22,60,-1.82
VET,20240126,20260418,20260108,8.13,11.48,41.21,41.21,69,8.54,34.43,8.49,11.19,19.56,30.38,17.0,43,24,1.79,110.19,71.45,181.64,16,60,-11.21
CE,20240126,20260418,20260108,43.98,62.03,41.04,41.04,69,42.16,47.13,6.78,9.1,18.37,23.03,14.2,35,33,1.06,122.2,82.09,204.29,21,60,-9.07
FANG,20240126,20260418,20260108,147.66,180.27,22.08,22.08,69,152.34,18.33,4.11,2.84,11.59,19.2,8.99,37,31,1.19,60.73,39.56,100.29,16,60,-4.67
GPRE,20240126,20260418,20260108,10.3,14.82,43.88,43.88,69,10.28,44.16,8.54,15.24,22.91,36.12,20.38,41,27,1.52,120.57,79.51,200.08,17,60,-5.42
NE,20240126,20260418,20260108,30.22,46.77,54.77,54.77,69,29.0,61.28,7.81,12.21,22.5,50.63,22.1,38,30,1.27,94.21,48.07,142.28,18,60,-5.52
AEP,20240126,20260418,20260108,115.93,133.66,15.29,15.29,69,115.81,15.41,1.88,1.08,4.04,11.59,4.23,41,27,1.52,36.36,21.71,58.07,8,60,-0.59
IPI,20240126,20260418,20260108,29.33,35.19,19.98,19.98,69,28.22,24.7,15.99,15.51,8.05,14.35,13.14,34,33,1.03,136.87,111.09,247.96,14,60,-7.3
WLK,20240126,20260418,20260108,79.53,112.61,41.59,41.59,69,74.15,51.87,12.98,9.08,15.89,18.7,13.83,36,32,1.12,104.46,66.07,170.52,20,60,-6.28
DE,20240126,20260418,20260108,500.8,590.46,17.9,17.9,69,466.8,26.49,2.26,4.31,12.97,32.29,12.09,35,33,1.06,62.4,44.2,106.6,15,60,-2.09
NEE,20240126,20260418,20260108,79.49,91.83,15.52,15.52,68,80.93,13.47,3.13,7.02,12.23,15.96,9.59,42,24,1.75,38.04,23.13,61.17,11,60,-2.39
ADM,20240126,20260418,20260108,61.19,67.04,9.56,9.56,69,59.05,13.53,5.57,9.69,6.93,10.93,8.29,35,33,1.06,53.45,43.32,96.77,13,60,-3.98
CLDT,20240126,20260418,20260108,6.88,8.74,27.03,27.03,69,6.8,28.53,0.0,4.51,8.28,8.58,5.55,35,33,1.06,64.36,38.94,103.3,14,60,1.39
CSX,20240126,20260418,20260108,35.32,42.72,20.95,20.95,68,36.27,17.78,2.43,1.3,12.88,19.79,8.7,44,23,1.91,48.2,28.48,76.68,18,60,1.14
VEGI,20240126,20260418,20260108,40.03,45.35,13.29,13.29,69,39.02,16.22,2.57,4.77,8.59,17.81,8.08,37,31,1.19,38.86,25.92,64.78,17,60,-2.37
HDV,20240126,20260418,20260108,122.74,133.94,9.12,9.12,69,122.27,9.54,3.53,4.32,10.57,12.35,7.64,43,24,1.79,22.13,13.25,35.38,21,60,-0.33
NJR,20240126,20260418,20260108,46.57,55.68,19.56,19.56,69,45.98,21.1,1.4,3.78,13.31,14.34,8.28,42,26,1.62,38.22,19.96,58.18,19,60,-0.54
TDW,20240126,20260418,20260108,56.7,84.37,48.8,48.8,68,52.23,61.54,4.04,4.57,11.75,29.42,11.59,38,29,1.31,99.18,56.5,155.68,18,60,-2.01
STZ,20240126,20260418,20260108,147.96,162.28,9.68,9.68,69,141.17,14.95,5.68,8.62,11.9,5.71,8.43,32,36,0.89,55.07,44.31,99.38,11,60,-1.41
SEA,20240126,20260418,20260108,14.69,17.4,18.45,18.45,69,14.32,21.51,2.18,2.18,6.47,14.36,5.9,42,24,1.75,42.36,24.91,67.27,14,60,0.46
DHT,20240126,20260418,20260107,13.11,18.32,39.74,39.74,70,11.74,56.05,2.9,2.21,6.33,28.83,8.91,41,27,1.52,91.04,55.23,146.27,20,60,4.27
FRO,20240126,20260418,20260107,23.67,37.13,56.87,56.87,70,20.58,80.42,9.97,11.41,19.14,42.88,19.74,39,30,1.3,111.51,63.18,174.69,19,60,6.57
KYN,20240126,20260418,20260107,12.15,13.22,8.81,8.81,70,12.36,6.96,2.8,1.56,8.64,12.59,6.14,43,25,1.72,33.57,24.73,58.31,21,60,-3.71
STNG,20240126,20260418,20260107,56.11,75.21,34.04,34.04,70,49.69,51.36,7.09,4.79,14.95,29.1,13.16,41,28,1.46,91.41,59.48,150.89,13,60,-1.62
MLPB,20240126,20260418,20260107,25.24,27.72,9.83,9.83,68,25.5,8.71,3.33,3.57,7.84,13.03,6.7,38,28,1.36,28.5,18.86,47.36,23,60,-1.88
SFL,20240126,20260418,20260107,8.23,11.07,34.51,34.51,70,7.89,40.3,2.31,2.92,8.75,27.34,9.43,42,26,1.62,63.22,32.19,95.41,19,60,1.93
TEN,20240126,20260418,20260107,24.0,39.4,64.17,64.17,70,21.89,79.99,6.17,7.08,9.67,26.46,11.55,41,28,1.46,100.39,48.4,148.79,20,60,-0.25
TNK,20240126,20260418,20260106,53.49,75.29,40.76,40.76,71,51.5,46.19,9.74,13.76,21.78,35.61,19.73,42,28,1.5,94.94,58.07,153.01,18,60,0.28
INSW,20240126,20260418,20260106,48.46,76.47,57.8,57.8,71,46.99,62.74,12.38,16.08,25.92,34.89,22.05,39,31,1.26,101.85,53.33,155.19,23,60,1.68
SENEA,20240126,20260418,20260106,111.05,140.27,26.31,26.31,71,108.22,29.62,1.37,6.83,7.73,11.92,7.03,47,23,2.04,77.53,51.41,128.94,17,60,-14.65
ESE,20240126,20260418,20260106,206.51,314.92,52.5,52.5,71,197.62,59.36,3.4,6.77,15.67,30.75,13.56,43,27,1.59,88.45,44.19,132.63,17,60,-0.63
RILYL,20240126,20260418,20260106,5.81,12.0,106.54,106.54,71,5.33,125.14,59.55,101.03,83.3,79.0,83.01,39,30,1.3,209.4,115.92,325.32,5,60,-7.62
FGBI,20240126,20260418,20260106,7.48,9.81,31.15,31.15,71,5.38,82.34,1.6,9.63,18.58,22.99,13.38,37,31,1.19,81.58,52.03,133.61,10,60,3.26
ASTE,20240126,20260418,20260105,46.26,59.49,28.6,28.6,72,44.63,33.3,2.66,6.14,9.92,27.04,10.76,40,31,1.29,89.22,61.61,150.83,15,60,-2.64
DBC,20240126,20260418,20260105,22.81,28.29,24.02,24.02,72,22.39,26.35,0.39,1.53,3.2,3.42,2.18,46,25,1.84,55.57,33.15,88.73,19,60,-2.31
GTY,20240126,20260418,20260105,27.85,34.61,24.27,24.27,72,27.56,25.58,1.51,7.86,6.46,21.47,8.89,43,26,1.65,49.2,26.55,75.75,14,60,3.22
RUSHB,20240126,20260418,20260105,55.78,74.2,33.02,33.02,72,55.04,34.81,2.15,5.06,9.23,13.16,7.35,44,27,1.63,72.29,42.36,114.65,12,60,2.56
PDBC,20240126,20260418,20260105,13.53,16.84,24.46,24.46,72,13.28,26.81,0.22,1.48,3.25,3.7,2.2,47,23,2.04,56.0,33.21,89.21,19,60,-2.49
RYAM,20240126,20260418,20260105,7.02,10.21,45.44,45.44,72,5.86,74.23,4.56,24.22,12.54,12.68,14.48,34,36,0.94,153.83,103.27,257.1,13,60,2.72
HFWA,20240126,20260418,20260105,24.09,27.49,14.11,14.11,72,23.7,15.99,0.17,4.15,9.8,17.81,7.78,34,35,0.97,60.22,45.58,105.8,5,60,0.99
RILY,20240126,20260418,20260105,5.38,7.8,44.98,44.98,72,5.18,50.58,30.11,65.24,53.72,23.23,46.36,36,34,1.06,184.99,135.28,320.27,4,60,2.09
WLFC,20240126,20260418,20260105,141.89,209.77,47.84,47.84,72,134.12,56.4,9.82,29.75,32.22,38.47,28.25,42,29,1.45,106.37,64.12,170.49,18,60,1.13
NPO,20240126,20260418,20260105,222.2,281.67,26.76,26.76,72,219.21,28.49,4.98,9.52,10.24,21.23,11.17,42,29,1.45,81.95,56.16,138.11,9,60,-1.19
DIOD,20240126,20260418,20260105,52.03,94.84,82.28,82.28,72,51.43,84.41,5.86,9.36,16.59,29.81,14.92,43,28,1.54,137.88,71.06,208.94,15,60,7.46
KMDA,20240126,20260418,20260105,7.24,8.49,17.27,17.27,72,7.03,20.77,11.05,12.85,13.81,25.41,15.29,34,34,1.0,74.67,56.62,131.29,11,60,0.59
PSX,20240126,20260418,20260105,139.98,156.37,11.71,11.71,72,130.57,19.76,1.56,-1.21,1.61,12.99,3.03,33,38,0.87,63.06,50.48,113.53,16,60,-2.51
FEMS,20240126,20260418,20260105,43.06,48.95,13.68,13.68,72,42.43,15.37,2.6,3.14,4.23,8.13,4.36,41,29,1.41,40.04,26.66,66.7,18,60,1.64
SLAB,20240126,20260418,20260105,137.93,212.89,54.35,54.35,72,131.93,61.37,5.92,7.84,3.98,49.13,14.56,38,33,1.15,82.74,29.33,112.06,14,60,0.74
PDEX,20240126,20260418,20260105,38.72,53.4,37.91,37.91,72,37.72,41.57,7.8,9.07,3.46,3.07,5.93,44,27,1.63,102.73,67.64,170.38,8,60,1.91
FFBC,20240126,20260418,20260105,25.65,29.76,16.02,16.02,72,25.09,18.61,0.58,3.9,13.72,18.71,9.14,35,36,0.97,51.84,35.91,87.75,10,60,0.88
WSFS,20240126,20260418,20260105,56.54,70.41,24.53,24.53,72,55.05,27.9,-0.14,0.14,17.37,18.48,8.92,42,28,1.5,57.67,34.58,92.25,13,60,1.51
HLX,20240126,20260418,20260105,6.77,9.16,35.3,35.3,72,6.4,43.12,4.43,4.73,19.05,23.93,12.81,38,32,1.19,101.58,67.35,168.93,15,60,-6.44
UCTT,20240126,20260418,20260102,27.32,79.51,191.03,191.03,73,27.32,191.03,19.18,58.71,59.88,102.75,59.96,47,25,1.88,219.91,102.25,322.17,20,60,3.31
ENTG,20240126,20260418,20260102,89.56,146.06,63.09,63.09,73,89.56,63.09,11.49,26.78,31.83,46.75,29.23,42,30,1.4,130.57,76.28,206.85,13,60,5.79
SDY,20240126,20260418,20260102,140.04,149.05,6.43,6.43,73,140.04,6.43,2.07,4.73,6.21,10.86,5.87,39,32,1.22,22.66,16.25,38.91,21,60,1.09
PXI,20240126,20260418,20260102,46.44,54.87,18.15,18.15,71,46.44,18.15,0.97,3.4,6.89,12.47,5.78,40,30,1.33,49.66,32.19,81.85,25,60,-3.96
USAC,20240126,20260418,20260102,23.79,26.53,11.52,11.52,73,23.79,11.52,3.74,8.15,8.7,11.81,8.16,40,31,1.29,44.83,33.29,78.11,16,60,-3.63
DOW,20240126,20260418,20260102,24.27,35.6,46.68,46.68,73,24.27,46.68,6.8,15.12,13.51,33.87,16.72,36,36,1.0,116.06,73.63,189.69,22,60,-11.24
UAA,20240126,20260418,20260102,5.29,6.49,22.68,22.68,73,5.29,22.68,13.42,8.88,16.64,35.92,17.52,34,37,0.92,112.33,86.29,198.62,13,60,5.7
LFUS,20240126,20260418,20260102,262.54,389.49,48.35,48.35,73,262.54,48.35,3.9,11.91,23.32,36.95,18.74,43,29,1.48,100.49,58.05,158.54,22,60,0.63
QUIK,20240126,20260418,20260102,6.28,11.94,90.13,90.13,73,6.28,90.13,18.63,23.89,17.2,8.92,17.84,40,31,1.29,151.36,80.64,232.0,18,60,5.85
OTTR,20240126,20260418,20260102,81.45,88.16,8.24,8.24,73,81.45,8.24,3.23,8.4,9.47,8.24,7.65,37,35,1.06,45.88,37.19,83.07,10,60,-4.05
PFE,20240126,20260418,20260102,25.18,27.56,9.45,9.45,73,25.18,9.45,0.44,2.82,5.0,9.53,4.34,39,32,1.22,47.1,37.32,84.41,9,60,0.8
CVX,20240126,20260418,20260102,155.9,183.99,18.02,18.02,73,155.9,18.02,2.15,6.58,13.47,17.86,10.02,43,29,1.48,55.52,37.89,93.4,24,60,-4.06
PAVM,20240126,20260418,20260102,7.33,9.12,24.42,24.42,73,7.33,24.42,-0.55,19.37,5.73,42.56,15.93,37,34,1.09,220.33,156.97,377.3,4,60,-1.72
UA,20240126,20260418,20260102,5.07,6.3,24.26,24.26,73,5.07,24.26,14.4,10.06,19.72,37.48,19.31,31,38,0.82,112.06,84.82,196.88,12,60,5.18
KN,20240126,20260418,20260102,21.95,29.69,35.26,35.26,73,21.95,35.26,2.69,13.58,10.43,24.33,12.61,43,27,1.59,84.58,52.25,136.84,15,60,2.84
OILU,20240126,20260418,20260102,24.48,39.46,61.19,61.19,73,24.48,61.19,4.13,9.52,33.86,53.68,24.58,43,29,1.48,152.71,97.9,250.6,22,60,-12.33
ICHR,20240126,20260418,20260102,20.41,65.75,222.15,222.15,73,20.41,222.15,10.49,41.21,48.65,129.15,54.89,48,23,2.09,244.54,112.2,356.74,20,60,8.73
UTL,20240126,20260418,20260102,48.99,53.81,9.84,9.84,73,48.99,9.84,0.47,3.51,3.92,8.47,4.02,41,30,1.37,38.87,28.94,67.81,11,60,0.28
PBT,20240126,20260418,20260102,17.59,21.41,21.72,21.72,73,17.59,21.72,-0.28,4.6,3.75,7.22,3.89,36,36,1.0,79.32,57.72,137.04,11,60,-2.55
MOO,20240126,20260418,20260102,73.68,83.28,13.03,13.03,73,73.68,13.03,1.81,5.47,9.0,15.76,7.86,41,31,1.32,37.07,24.42,61.49,18,60,-2.36
AZZ,20240126,20260418,20260102,109.74,137.24,25.06,25.06,73,109.74,25.06,6.65,12.28,13.26,27.79,14.55,39,33,1.18,65.51,41.74,107.24,17,60,-1.52
LEE,20240126,20260418,20251231,4.79,8.3,73.28,73.28,74,4.59,80.83,6.05,3.34,7.72,38.41,12.21,37,36,1.03,170.59,105.78,276.37,8,60,-0.6
BYFC,20240126,20260418,20251231,7.4,8.0,8.11,8.11,65,7.61,5.12,10.0,13.51,10.54,9.46,11.11,32,30,1.07,51.95,42.96,94.91,4,60,5.4
TWN,20240126,20260418,20251231,53.38,79.39,48.73,48.73,74,54.55,45.54,3.09,1.76,9.18,16.28,7.16,44,29,1.52,77.3,36.16,113.46,16,60,6.04
SSBI,20240126,20260418,20251231,11.63,13.73,18.06,18.06,69,11.91,15.28,2.92,7.48,17.63,14.88,11.09,39,25,1.56,50.06,32.54,82.6,7,60,0.81
LXU,20240126,20260418,20251231,8.5,13.61,60.12,60.12,74,8.57,58.81,4.24,16.59,12.59,15.18,12.64,42,30,1.4,138.79,85.19,223.98,15,60,-4.63
NRP,20240126,20260418,20251231,104.4,114.16,9.35,9.35,74,104.01,9.76,-0.14,11.31,10.12,18.31,10.06,35,37,0.95,45.33,35.63,80.96,12,60,-3.52
ITUB,20240126,20260418,20251230,7.2,9.38,30.28,30.28,75,7.23,29.74,3.47,1.39,23.33,32.92,14.69,42,29,1.45,84.69,56.13,140.82,9,60,2.29
COP,20240126,20260418,20251229,92.63,116.04,25.27,25.27,76,96.7,20.0,7.09,3.1,7.82,16.05,7.9,45,30,1.5,74.49,50.35,124.84,21,60,-6.13
SON,20240126,20260418,20251229,43.96,57.41,30.6,30.6,76,44.37,29.39,3.82,8.05,9.49,16.79,9.38,42,33,1.27,62.67,34.64,97.31,17,60,4.5
FIEE,20240126,20260418,20251229,2.85,7.56,165.26,165.26,76,3.46,118.5,32.98,20.7,112.98,90.18,64.74,44,29,1.52,241.23,120.6,361.83,10,60,0.0
ERX,20240126,20260418,20251229,55.71,82.66,48.38,48.38,76,58.18,42.08,10.12,7.07,22.64,42.09,19.36,45,30,1.5,111.86,68.98,180.84,27,60,-7.41
DIG,20240126,20260418,20251229,35.93,53.32,48.4,48.4,76,37.47,42.3,10.21,7.26,23.02,42.42,19.61,45,30,1.5,110.45,67.64,178.09,24,60,-7.75
TGT,20240126,20260418,20251224,96.53,127.84,32.44,32.44,78,100.51,27.19,1.26,10.15,11.99,19.7,10.83,44,31,1.42,74.48,44.93,119.41,17,60,8.45
OPHC,20240126,20260418,20251224,4.24,5.43,28.07,28.07,78,4.24,28.07,0.24,2.12,12.97,19.34,8.44,37,34,1.09,67.4,41.03,108.43,13,60,3.23
EWT,20240126,20260418,20251223,62.5,81.35,30.16,30.16,78,64.77,25.6,1.94,4.94,9.2,8.58,6.35,47,30,1.57,67.73,40.1,107.83,20,60,5.73
PEO,20240126,20260418,20251223,21.8,25.61,17.48,17.48,79,22.04,16.2,0.64,-0.55,11.33,12.75,5.91,45,30,1.5,49.5,32.66,82.16,23,60,-2.96
UGP,20240126,20260418,20251223,3.72,6.03,62.1,62.1,78,3.82,57.85,2.15,2.96,21.77,32.53,14.36,49,26,1.88,87.8,37.88,125.68,22,60,0.17
AVIR,20240126,20260418,20251223,3.43,5.74,67.35,67.35,79,3.48,64.94,3.5,1.46,6.41,17.2,6.5,41,32,1.28,129.3,73.07,202.37,14,60,0.53
IXC,20240126,20260418,20251223,41.67,52.63,26.3,26.3,79,42.84,22.85,1.15,-0.02,8.02,15.14,5.66,47,31,1.52,55.73,31.62,87.35,25,60,-4.38
GASS,20240126,20260418,20251223,6.87,9.34,35.95,35.95,79,7.04,32.67,2.77,11.64,12.81,12.81,10.45,44,33,1.33,87.44,54.56,142.0,18,60,-2.1
FPA,20240126,20260418,20251223,37.28,48.55,30.23,30.23,74,38.08,27.49,2.15,7.38,19.55,23.12,13.13,46,27,1.7,69.78,41.86,111.64,15,60,3.76
SGU,20240126,20260418,20251222,11.89,12.5,5.13,5.13,80,11.86,5.4,-0.84,0.59,4.79,10.85,3.62,37,39,0.95,30.96,25.6,56.56,12,60,-0.08
IYE,20240126,20260418,20251222,47.08,58.31,23.85,23.85,80,48.55,20.1,0.79,2.89,9.66,18.59,7.64,47,31,1.52,55.95,33.74,89.69,25,60,-3.78
HE,20240126,20260418,20251222,11.75,15.79,34.38,34.38,80,12.63,25.02,6.47,16.85,25.28,40.17,21.97,47,32,1.47,90.66,58.77,149.43,10,60,3.47
FENY,20240126,20260418,20251222,24.5,30.69,25.27,25.27,80,25.3,21.3,0.94,3.1,10.49,19.1,8.09,48,31,1.55,57.64,34.28,91.92,25,60,-3.82
VDE,20240126,20260418,20251222,124.61,156.07,25.25,25.25,80,128.66,21.3,0.85,3.07,10.49,19.09,8.06,48,30,1.6,56.85,33.52,90.37,26,60,-3.84
EC,20240126,20260418,20251222,9.3,13.55,45.7,45.7,80,10.22,32.58,5.81,17.2,38.17,32.15,24.2,49,30,1.63,105.43,64.92,170.34,17,60,-4.04
PTEN,20240126,20260418,20251222,5.89,9.42,59.93,59.93,80,6.47,45.6,0.68,12.73,24.96,34.97,18.44,48,31,1.55,117.37,66.48,183.84,29,60,-10.8
SUN,20240126,20260418,20251222,52.66,63.05,19.73,19.73,80,52.73,19.57,-0.55,-0.06,8.79,9.7,4.45,46,33,1.39,54.98,36.21,91.19,21,60,-3.98
GII,20240126,20260418,20251222,69.45,76.77,10.54,10.54,80,70.39,9.06,1.05,1.01,2.4,5.93,2.42,48,31,1.55,27.84,17.6,45.44,14,60,-0.58
IGF,20240126,20260418,20251222,61.13,67.56,10.52,10.52,80,61.94,9.07,0.97,0.93,2.19,5.84,2.3,46,31,1.48,27.15,16.93,44.08,15,60,-0.63
SBLK,20240126,20260418,20251222,18.8,24.45,30.05,30.05,80,19.37,26.23,4.84,8.51,13.24,18.62,11.22,48,30,1.6,82.05,53.92,135.97,22,60,-1.13
OII,20240126,20260418,20251219,23.61,37.45,58.62,58.62,81,24.85,50.7,2.33,10.84,13.21,32.99,14.28,42,38,1.11,130.65,80.22,210.87,16,60,0.05
CMP,20240126,20260418,20251219,19.61,25.32,29.12,29.12,81,19.86,27.49,2.29,6.32,15.86,34.06,13.92,42,37,1.14,122.1,91.58,213.68,8,60,1.48
GSG,20240126,20260418,20251219,22.82,30.35,33.0,33.0,81,23.07,31.56,1.75,2.94,5.48,9.82,4.84,47,31,1.52,73.65,43.56,117.21,22,60,-3.74
ISSC,20240126,20260418,20251218,14.37,21.97,52.89,52.89,82,18.75,17.17,35.84,30.48,54.35,35.56,39.73,42,39,1.08,211.9,156.38,368.28,19,60,-11.87
NORW,20240126,20260418,20251218,29.51,37.3,26.4,26.4,82,30.41,22.66,2.68,3.05,5.83,10.17,5.23,50,30,1.67,53.09,28.97,82.05,29,60,-4.14
BURL,20240126,20260418,20251218,270.91,347.26,28.18,28.18,82,298.39,16.38,6.4,10.14,13.07,10.25,10.29,45,36,1.25,80.08,53.48,133.56,11,60,4.47
HUBB,20240126,20260418,20251218,434.85,535.57,23.16,23.16,82,463.03,15.67,4.93,6.48,12.52,13.97,9.48,48,33,1.45,74.93,52.41,127.34,10,60,-0.78
NPK,20240126,20260418,20251218,105.43,143.72,36.32,36.32,82,107.0,34.32,4.11,1.49,13.46,25.15,10.34,46,35,1.31,85.96,53.06,139.02,15,60,-0.16
JBL,20240126,20260418,20251217,216.3,321.69,48.72,48.72,83,240.39,33.82,8.68,5.42,17.05,9.66,10.41,50,32,1.56,115.87,72.79,188.66,22,60,5.34
