ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
688003.SH,20191028,20190930,0.1,0.1,1.5233,1.5233,6.2114,0.1268,0.7609,5023403.23,10394693.83,135180494.67,6.438,5.2964,5.2088,3.8624,0.2655,5.8355,0.2384,2808853.2,-1442667.45,,-124939344.5,-124939344.5,259708839.83,8356715.17,3220951.99,-1254303142.78,1513089603.69,1429817116.07,175513973.29,1571212415.83,171857181.67,0.0796,8.0991,-0.464,0.8877,0.3403,-0.0075,-0.6453,-0.6453,5.2279,45.8363,54.1637,42.6619,5.2279,20.141,26.6628,-4.1419,-0.3271,99.0476,3.505,-0.4892,1.5517,2.27,1.0461,-0.1166,1.2462,-0.145,2.0689,-0.1555,14.7496,1.173,1.2451,92.0332,7.9668,82.2654,0.205,99.795,96.9196,3.0804,-0.3416,0.173,5.7798,486.8099,5.5775,469.7647,,-0.3311,505.7401,1.6616,1.2462,91629202.79,3.6527,21.7276,100.3917,0.6242,0.2782,0.5015,-32.4497,-81.4815,-81.4815,,-87.5183,-87.0735,-80.1197,-85.36,-66.139,,180.4592,189.6047,273.9509,-19.0578,-19.0578,-56.28,-15.4854,
688003.SH,20191028,20190930,0.1,0.1,1.5233,1.5233,6.2114,0.1268,0.7609,5023403.23,10394693.83,135180494.67,6.438,5.2964,5.2088,3.8624,0.2655,5.8355,0.2384,2808853.2,-1442667.45,,-124939344.5,-124939344.5,259708839.83,8356715.17,3220951.99,-1254303142.78,1513089603.69,1429817116.07,175513973.29,1571212415.83,171857181.67,0.0796,8.0991,-0.464,0.8877,0.3403,-0.0075,-0.6453,-0.6453,5.2279,45.8363,54.1637,42.6619,5.2279,20.141,26.6628,-4.1419,-0.3271,99.0476,3.505,-0.4892,1.5517,2.27,1.0461,-0.1166,1.2462,-0.145,2.0689,-0.1555,14.7496,1.173,1.2451,92.0332,7.9668,82.2654,0.205,99.795,96.9196,3.0804,-0.3416,0.173,5.7798,486.8099,5.5775,469.7647,,-0.3311,505.7401,1.6616,1.2462,91629202.79,3.6527,21.7276,100.3917,0.6242,0.2782,0.5015,-32.4497,-81.4815,-81.4815,,-87.5183,-87.0735,-80.1197,-85.36,-66.139,,180.4592,189.6047,273.9509,-19.0578,-19.0578,-56.28,-15.4854,
688003.SH,20190716,20190630,0.06,0.06,1.3168,1.3168,0.8104,0.1691,0.9716,1569914.36,7617200.0,94317165.69,2.496,1.135,1.0633,3.6565,0.3637,3.8001,0.2986,3215142.24,5886622.25,,-88286364.9,-88286364.9,208698485.59,7895079.67,649072.36,-160677833.41,375200807.69,313173723.94,152495890.53,429140308.25,165626198.98,0.0633,2.951,-0.39,1.1407,-0.4758,0.0405,-0.608,-0.608,4.8049,49.3285,50.6715,45.408,4.8049,19.2803,26.3094,-0.1817,-0.0903,98.3185,3.0843,3.0787,2.1673,2.17,1.7969,0.9192,1.4346,1.3876,4.3346,1.8384,33.6428,1.507,1.5108,80.919,19.081,58.1046,0.1512,99.8488,96.3658,3.6342,-0.2683,0.507,1.9724,660.1594,1.7271,578.057,,-0.2585,514.1034,2.8692,1.4346,69922163.42,3.2604,21.8015,96.8661,1.9645,,1.3036,14.2033,50.0,50.0,-95.0,34.5271,49.904,64.5135,96.27,,,2.19,1.6745,2.191,50.4036,50.4036,,715.5289,
688003.SH,20190716,20190630,0.06,0.06,1.3168,1.3168,0.8104,0.1691,0.9716,1569914.36,7617200.0,94317165.69,2.496,1.135,1.0633,3.6565,0.3637,3.8001,0.2986,3215142.24,5886622.25,,-88286364.9,-88286364.9,208698485.59,7895079.67,649072.36,-160677833.41,375200807.69,313173723.94,152495890.53,429140308.25,165626198.98,0.0633,2.951,-0.39,1.1407,-0.4758,0.0405,-0.608,-0.608,4.8049,49.3285,50.6715,45.408,4.8049,19.2803,26.3094,-0.1817,-0.0903,98.3185,3.0843,3.0787,2.1673,2.17,1.7969,0.9192,1.4346,1.3876,4.3346,1.8384,33.6428,1.507,1.5108,80.919,19.081,58.1046,0.1512,99.8488,96.3658,3.6342,-0.2683,0.507,1.9724,660.1594,1.7271,578.057,,-0.2585,514.1034,2.8692,1.4346,69922163.42,3.2604,21.8015,96.8661,1.9645,,1.3036,14.2033,50.0,50.0,-95.0,34.5271,49.904,64.5135,96.27,,,2.19,1.6745,2.191,50.4036,50.4036,,715.5289,
688003.SH,20200430,20190331,,,,,,,,,,45924722.43,,,,,,1.9024,,264839.51,2972106.78,,,,,,,,,,,,,,,,,,,,,0.7927,47.3152,52.6848,43.9659,0.7927,16.835,24.7671,2.3639,0.0353,99.7271,0.6636,3.0621,0.1835,,,0.468,0.1211,0.1835,0.734,1.872,,,,,,,,,,,,,,,,,,,,0.4844,,,0.6982,16.835,99.7271,0.1835,,0.1211,-71.6434,,,,,,,,,,,,,,,,-95.8573,
688003.SH,20200430,20190331,,,,,,,,,,45924722.43,,,,,,1.9024,,264839.51,2972106.78,,,,,,,,,,,,,,,,,,,,,0.7927,47.3152,52.6848,43.9659,0.7927,16.835,24.7671,2.3639,0.0353,99.7271,0.6636,3.0621,0.1835,,,0.468,0.1211,0.1835,0.734,1.872,,,,,,,,,,,,,,,,,,,,0.4844,,,0.6982,16.835,99.7271,0.1835,,0.1211,-71.6434,,,,,,,,,,,,,,,,-95.8573,
688003.SH,20190624,20181231,0.66,0.66,3.5006,3.5006,0.8104,0.1691,0.9083,8591854.11,85881500.0,249936407.04,2.5428,1.5065,1.47,8.2637,1.1693,10.1424,0.9778,81408359.37,96494026.81,105646969.35,54643525.1022,54643525.1022,207944711.71,7850563.38,0.0,-241379642.27,369138236.9,320824667.98,79445025.71,419304121.53,156439084.62,0.6506,2.8878,0.68,1.0774,0.6594,0.6646,0.3763,0.3763,18.5869,49.173,50.827,30.6896,18.5869,12.1051,19.2866,-0.7022,1.9308,83.9836,19.3527,18.9844,27.4666,26.3,24.9686,18.5623,18.1736,26.9966,27.4666,18.5623,33.9782,1.5147,1.5113,83.2577,16.7423,58.1229,0.0,100.0,96.362,3.638,0.4727,0.5147,1.9431,,1.7106,,,0.4555,285.532,18.1736,18.1736,56164132.3,19.315,13.7851,92.8055,4.035,,2.664,105.8616,78.3784,78.3784,83.7838,84.651,84.4089,83.1564,114.1726,90.6688,17.332,50.516,56.9787,56.101,59.235,59.235,,-80.3172,56.101
688003.SH,20190624,20181231,0.66,0.66,3.5006,3.5006,0.8104,0.1691,0.9083,8591854.11,85881500.0,249936407.04,2.5428,1.5065,1.47,8.2637,1.1693,10.1424,0.9778,81408359.37,96494026.81,105646969.35,54643525.1022,54643525.1022,207944711.71,7850563.38,0.0,-241379642.27,369138236.9,320824667.98,79445025.71,419304121.53,156439084.62,0.6506,2.8878,0.68,1.0774,0.6594,0.6646,0.3763,0.3763,18.5869,49.173,50.827,30.6896,18.5869,12.1051,19.2866,-0.7022,1.9308,83.9836,19.3527,18.9844,27.4666,26.3,24.9686,18.5623,18.1736,26.9966,27.4666,18.5623,33.9782,1.5147,1.5113,83.2577,16.7423,58.1229,0.0,100.0,96.362,3.638,0.4727,0.5147,1.9431,,1.7106,,,0.4555,285.532,18.1736,18.1736,56164132.3,19.315,13.7851,92.8055,4.035,,2.664,105.8616,78.3784,78.3784,83.7838,84.651,84.4089,83.1564,114.1726,90.6688,17.332,50.516,56.9787,56.101,59.235,59.235,,-80.3172,56.101
688003.SH,20191028,20180930,,,,,,,,,,182505229.33,,,,,,7.4044,,71053935.06,79942591.64,,,,,,,,,,,,,,,,,,,,,21.2852,50.0894,49.9106,29.2116,21.2852,11.4415,18.7017,-0.9317,0.9328,80.4989,22.7295,21.9406,28.8724,,,19.7596,19.1693,28.8724,38.4965,26.3461,,,,,,,,,,,,,,,,,,,,25.5591,,,22.8723,7.5891,69.8825,,,,,,,,,,,,,,,,,,,,,
688003.SH,20191028,20180930,,,,,,,,,,182505229.33,,,,,,7.4044,,71053935.06,79942591.64,,,,,,,,,,,,,,,,,,,,,21.2852,50.0894,49.9106,29.2116,21.2852,11.4415,18.7017,-0.9317,0.9328,80.4989,22.7295,21.9406,28.8724,,,19.7596,19.1693,28.8724,38.4965,26.3461,,,,,,,,,,,,,,,,,,,,25.5591,,,22.8723,7.5891,69.8825,,,,,,,,,,,,,,,,,,,,,
688003.SH,20190716,20180630,0.04,0.04,,,,,,1703514.14,3880900.0,66919058.06,,,,,,2.5834,,-134771.6,4756887.02,,,,,,,,,,,,,,,-0.2,,,,,,4.3928,52.64,47.36,51.7712,4.3928,18.6306,32.6699,0.4706,0.2853,100.106,3.4483,3.7419,2.079,1.92,1.4448,1.1758,1.3803,2.079,4.158,2.3516,,,,,,,,,,,,,,,,,,,,2.7606,,,3.2713,,,,,,,177.7778,177.7778,-100.4008,326.2127,240.6109,181.3894,154.3131,,,,,,33.4932,33.4932,,,
688003.SH,20190716,20180630,0.04,0.04,,,,,,1703514.14,3880900.0,66919058.06,,,,,,2.5834,,-134771.6,4756887.02,,,,,,,,,,,,,,,-0.2,,,,,,4.3928,52.64,47.36,51.7712,4.3928,18.6306,32.6699,0.4706,0.2853,100.106,3.4483,3.7419,2.079,1.92,1.4448,1.1758,1.3803,2.079,4.158,2.3516,,,,,,,,,,,,,,,,,,,,2.7606,,,3.2713,,,,,,,177.7778,177.7778,-100.4008,326.2127,240.6109,181.3894,154.3131,,,,,,33.4932,33.4932,,,
