breakthrough_date,breakthrough_price,breakthrough_ratio,final_gain,ma120,success,ts_code,volume_ratio
20240926,128.78,4.5379,25.65,123.19,True,sz300308,1.1545
20240927,5.7,3.156,1.58,5.53,False,sz002454,2.2982
20240812,5.01,3.3398,-8.18,4.85,False,sz002207,3.4751
20240930,3.42,3.7648,-8.19,3.3,False,sz000420,4.6804
20240822,15.28,5.4354,-12.04,14.49,False,sz002760,3.6127
20240930,145.91,1.9275,-1.02,143.15,False,sz399413,2.9204
20240731,9.31,2.7212,-3.98,9.06,False,sz300515,0.8407
20240731,16.95,2.8748,-3.42,16.48,False,sz002380,0.7457
20250627,16.38,1.9751,1.83,16.06,False,sz300989,1.6305
20240919,4.55,0.6855,4.39,4.52,False,sz002249,1.0212
20250908,19.74,0.9538,3.34,19.55,False,sz003004,0.6681
20240927,6.68,0.0624,0.6,6.68,False,sz000989,4.1297
20240802,4.75,0.1834,-4.0,4.74,False,sz300272,2.3512
20250716,31.67,0.8254,-2.02,31.41,False,sz300693,1.4105
20240731,8.7,0.8569,-3.33,8.63,False,sz300421,2.2253
20240927,1866.55,6.9318,8.97,1745.55,False,sz399407,2.3255
20250625,8.86,1.0531,-0.45,8.77,False,sz301558,0.6701
20240924,25.5,0.1181,30.67,25.47,True,sz002180,2.639
20240930,14.54,10.4419,-10.93,13.17,False,sz300146,5.6609
20240930,5.71,3.1462,-5.95,5.54,False,sz002333,4.6457
20240930,1.86,10.0429,-11.83,1.69,False,sz000620,3.751
20240927,5.57,0.0539,3.23,5.57,False,sz002560,2.9617
20240927,10.54,4.6206,-0.38,10.07,False,sz002654,2.8369
20250811,30.97,1.2202,-0.26,30.6,False,sz301071,1.6667
20240801,5.07,0.1267,-3.94,5.07,False,sz002350,0.8848
20240924,1.87,4.1976,20.86,1.79,True,sz000010,3.5796
20250707,43.51,1.0189,-0.64,43.07,False,sz300959,0.4094
20250908,12.03,0.8953,2.24,11.92,False,sz001914,0.7107
20240830,23.22,1.6703,0.82,22.83,False,sz002819,0.7666
20240819,7.15,1.1184,-2.24,7.07,False,sz002064,0.9988
20250819,76.39,13.0937,-6.9,67.55,False,sz301368,3.7507
20251020,15.19,0.322,8.76,15.14,False,sz300739,0.7509
20240731,940.33,0.9866,-1.43,931.14,False,sz399237,2.2848
20250710,49.36,7.6515,-9.62,45.85,False,sz300917,3.8538
20240814,6.16,2.3284,-14.12,6.02,False,sz300211,4.2595
20240925,24.22,0.8532,37.03,24.02,True,sz300442,2.4374
20250908,35.78,1.7677,-3.13,35.16,False,sz301195,0.9399
20240807,3.65,1.9602,-21.9,3.58,False,sz300125,2.1655
20240930,11.76,6.0646,-7.73,11.09,False,sz002857,3.0793
20251027,33.43,0.0183,-2.0,33.42,False,sz301317,2.9162
20260120,14.24,0.1759,-1.69,14.21,False,sz300746,1.5599
20240926,7.01,3.6913,6.57,6.76,False,sz002532,1.7867
20240919,10.19,8.1358,18.06,9.42,False,sz000995,1.8945
20240927,13.12,9.7367,8.45,11.96,False,sz300093,2.3012
20250624,42.07,1.0149,1.26,41.65,False,sz301023,1.8967
20250708,8.58,0.8383,3.84,8.51,False,sz300708,0.9388
20251111,26.68,0.2568,2.29,26.61,False,sz301290,0.4446
20240802,15.4,4.1749,-4.48,14.78,False,sz300473,4.2741
20260120,23.92,1.1787,-4.43,23.64,False,sz001222,1.3814
20240912,13.61,3.137,1.98,13.2,False,sz002866,1.4823
20240808,1.97,8.3162,1.52,1.82,False,sz002285,4.0838
20240731,3.31,1.1975,-2.42,3.27,False,sz000796,0.8068
20251016,20.51,0.0899,0.34,20.49,False,sz002983,0.7298
20260126,20.21,8.0537,-8.26,18.7,False,sz300945,3.5212
20240930,14.8,7.8011,-9.12,13.73,False,sz000338,2.8117
20240905,11.71,2.8042,-6.49,11.39,False,sz002805,4.2665
20240927,13.84,2.6395,-1.66,13.48,False,sz002078,2.4768
20260119,45.91,0.3841,-0.78,45.73,False,sz001388,2.1612
20240930,3.45,4.1268,-4.93,3.31,False,sz002498,3.2882
20240807,7.15,0.9847,-0.28,7.08,False,sz300597,2.3741
20240926,2.72,4.3812,9.18,2.61,False,sz002551,1.2056
20251010,53.55,0.4868,-7.82,53.29,False,sz301613,1.1719
20240808,6.32,0.8162,18.62,6.27,False,sz000525,1.7051
20240906,7.43,5.18,-8.21,7.06,False,sz002036,4.4682
20240906,12.63,1.2553,-1.11,12.47,False,sz300139,1.0103
20250922,10.83,0.7106,-4.25,10.75,False,sz002930,0.6238
20240920,22.12,4.8496,40.46,21.1,True,sz300339,2.4378
20240930,10.56,7.3134,-1.61,9.84,False,sz002465,2.9777
20240930,2.7,6.4109,-8.15,2.54,False,sz002102,3.7876
20240927,9.57,1.7292,0.73,9.4,False,sz000411,3.2424
20240927,13.24,4.8229,-1.13,12.63,False,sz002698,2.3714
20240314,68.34,0.9446,3.35,67.7,False,sz002594,1.4817
20250905,10.45,0.859,-0.77,10.36,False,sz300796,0.4078
20240731,6.08,5.7468,-8.88,5.75,False,sz300377,3.7495
20240930,9.53,10.9535,-3.36,8.59,False,sz300610,5.1245
20240930,6.22,8.9253,-5.95,5.71,False,sz002448,4.5076
20251021,24.25,7.0487,8.45,22.65,False,sz300812,1.7286
20240930,17.18,10.5317,-1.86,15.55,False,sz300547,2.5219
20240930,10.8,4.5895,-6.11,10.33,False,sz002581,3.4796
20241022,2.39,1.6625,12.55,2.35,False,sz300020,1.4055
20251021,34.54,1.4602,2.2,34.04,False,sz301159,0.9414
20240930,6.68,7.8594,-3.14,6.19,False,sz000968,4.0454
20240830,15.47,5.427,2.2,14.67,False,sz300293,2.5081
20240930,5.04,2.828,-4.36,4.9,False,sz002255,4.5056
20250708,10.7,0.5284,-0.37,10.64,False,sz002953,1.6531
20240830,4.67,0.6339,-0.86,4.64,False,sz300509,1.7263
20251020,46.76,4.0255,0.43,44.96,False,sz300995,1.0222
20251021,11.87,1.0822,3.71,11.74,False,sz003018,0.6704
20251124,26.5,0.71,1.96,26.31,False,sz001358,0.7154
20250626,22.32,1.0317,-0.31,22.09,False,sz301117,2.2266
20240927,15.25,2.9831,-1.31,14.81,False,sz002732,6.165
20240925,4.2,3.8148,6.43,4.05,False,sz002164,3.5358
20240930,14.5,2.4401,-4.14,14.16,False,sz300638,3.658
20240925,9.31,0.3945,23.2,9.27,True,sz002399,1.2345
20251029,21.8,1.1628,1.79,21.55,False,sz002956,1.8217
20240927,5.4,4.1606,-1.48,5.18,False,sz002250,2.6908
20250701,24.32,1.8167,4.11,23.89,False,sz300677,1.5249
20240821,7.7,3.846,-16.88,7.42,False,sz002403,9.5
20250721,37.21,0.9998,2.36,36.84,False,sz300859,0.9564
20240927,1966.19,4.6427,3.32,1878.96,False,sz399650,2.431
20251111,7.64,0.2594,8.38,7.62,False,sz001313,2.3506
20260105,74.58,0.2166,6.32,74.42,False,sz301095,1.8599
20251113,20.72,1.5952,-3.72,20.39,False,sz301268,1.1103
20250624,22.52,3.597,2.93,21.74,False,sz300817,1.8572
20240920,15.16,0.5296,14.05,15.08,False,sz300046,1.1
20240927,13.49,1.163,2.37,13.33,False,sz002149,2.255
20250714,34.49,2.2424,3.65,33.73,False,sz301458,1.2261
20240731,1.72,0.9686,5.81,1.7,False,sz000889,0.756
20240806,10.41,2.992,-1.34,10.11,False,sz300521,0.9204
20240926,1.48,5.0825,0.0,1.41,False,sz200761,2.1495
20240731,3.91,3.6196,-1.79,3.77,False,sz300008,2.3
20240927,4.15,4.4003,4.1,3.98,False,sz002107,2.0536
20250718,27.6,0.3128,3.55,27.52,False,sz301171,2.4518
20260120,15.08,5.5844,1.86,14.28,False,sz300614,5.2733
20240924,2.66,0.8722,21.43,2.64,True,sz000720,2.3484
20240925,6.8,2.8795,4.27,6.61,False,sz002233,1.7725
20240927,31.19,3.7548,0.83,30.06,False,sz002460,2.6002
20250905,15.31,0.7745,3.46,15.19,False,sz002935,0.7902
20240927,9227.7,3.5275,6.99,8913.28,False,sz399967,1.9905
20240911,7.4,0.6221,-2.43,7.35,False,sz002660,5.2761
20250630,35.61,1.5804,-1.57,35.06,False,sz301522,0.7635
20240827,3.46,4.9518,-12.72,3.3,False,sz002307,5.4036
20240927,12.23,4.2054,2.45,11.74,False,sz300592,1.5111
20240930,5.35,11.4564,-2.43,4.8,False,sz300172,6.0276
20251103,32.98,1.1573,0.73,32.6,False,sz301658,1.1004
20250717,10.88,0.188,4.87,10.86,False,sz002986,0.4083
20240731,1612.95,0.4786,-0.9,1605.27,False,sz399433,1.6402
20240812,7.42,2.9965,-8.35,7.21,False,sz002349,6.5282
20240926,19.56,0.4727,16.16,19.47,False,sz300415,1.4843
20240926,6.45,2.1374,13.33,6.32,False,sz300246,0.8751
20240927,4.06,0.7695,2.71,4.03,False,sz002863,1.8902
20251201,30.66,3.4614,-5.19,29.63,False,sz301068,2.8423
20251128,27.16,0.0912,-0.04,27.14,False,sz301295,0.7693
20240903,5.49,1.1624,-2.91,5.43,False,sz300225,1.7251
20251124,25.98,0.2476,0.46,25.92,False,sz300923,1.2589
20241206,7.96,0.3087,-3.14,7.94,False,sz000543,1.4984
20240927,21.2,10.1038,1.65,19.26,False,sz002050,2.207
20240927,7.48,2.9204,4.14,7.27,False,sz000990,3.5957
20240902,3.87,7.2517,-13.18,3.61,False,sz000859,4.6082
20240801,5.35,0.1826,-3.55,5.34,False,sz002537,1.5008
20240925,4.31,1.5332,22.51,4.24,True,sz300326,1.9586
20240927,6.02,1.8799,4.32,5.91,False,sz300575,3.5492
20240926,6382.74,1.3328,12.0,6298.79,False,sz399553,1.8165
20251009,19.69,0.7403,0.86,19.55,False,sz001324,1.1491
20240812,11.77,0.2228,-5.52,11.74,False,sz300012,1.5392
20251128,22.29,3.0922,19.83,21.62,False,sz002961,0.6314
20240927,6.78,1.1827,5.9,6.7,False,sz002267,1.9916
20240819,1262.52,1.021,-2.85,1249.76,False,sz399807,1.0783
20241015,8.21,3.3782,-2.92,7.95,False,sz002700,0.8515
20251210,18.69,1.1136,-8.13,18.48,False,sz301125,1.0658
20240930,5.28,4.652,-6.63,5.05,False,sz000589,4.4736
20240930,16.74,11.2179,-6.27,15.05,False,sz300491,3.0039
20250624,35.13,0.4025,2.56,34.99,False,sz301272,1.1328
20240806,7.82,1.1922,1.92,7.73,False,sz002457,0.5288
20251105,21.58,0.3803,-1.39,21.5,False,sz002902,1.1666
20250702,86.93,1.173,-0.16,85.92,False,sz001309,1.3341
20240930,13.82,2.6855,12.52,13.45,False,sz002130,1.8523
20250624,13.81,1.5762,1.59,13.6,False,sz002885,1.6529
20240926,4.4,0.2868,8.41,4.39,False,sz002419,1.8712
20240927,37.57,4.9896,4.71,35.78,False,sz000977,4.3681
20240807,7.3,5.9648,-4.93,6.89,False,sz300345,4.9846
20240731,6.3,0.843,0.79,6.25,False,sz002383,2.6816
20240930,4.7,1.6253,-7.23,4.62,False,sz000690,3.0807
20250617,36.03,1.3636,-1.3,35.55,False,sz300622,3.13
20250624,17.62,1.6846,3.46,17.33,False,sz300977,1.159
20250624,23.3,4.1515,3.22,22.37,False,sz300690,1.8471
20240926,5.18,2.0572,28.57,5.08,True,sz300271,1.3685
20240919,3.16,0.7878,6.96,3.14,False,sz002183,4.4439
20240909,4.51,0.2352,5.32,4.5,False,sz000559,1.547
20240731,17.83,4.023,-8.2,17.14,False,sz002837,1.395
20240927,5.24,4.6936,16.41,5.01,False,sz002563,1.8276
20240812,3.96,0.2425,2.78,3.95,False,sz002004,1.3427
20240926,2.35,4.3015,-0.85,2.25,False,sz000517,2.7095
20250624,16.86,1.4465,2.88,16.62,False,sz300893,0.8746
20240927,1226.95,4.1509,4.22,1178.05,False,sz399429,2.3295
20250624,27.93,1.5473,1.47,27.5,False,sz301011,0.4375
20241024,3.65,0.7105,36.16,3.62,True,sz002634,1.1001
20240924,5.42,2.3124,61.25,5.3,True,sz300168,1.61
20240731,5.92,0.6532,-3.89,5.88,False,sz300441,1.2832
20250624,52.79,2.6741,-0.25,51.42,False,sz301538,0.4105
20240927,4.75,2.9215,5.47,4.62,False,sz300126,2.1253
20260224,87.11,2.6388,-1.26,84.87,False,sz301196,1.6256
20250702,16.41,3.1454,27.0,15.91,True,sz301193,3.6377
20250220,3.23,0.7991,-0.62,3.2,False,sz200019,0.3012
20260120,52.69,10.3793,0.93,47.74,False,sz301609,5.2945
20240926,24.77,1.6613,12.8,24.37,False,sz002851,1.5955
20240930,21.86,3.3736,-2.97,21.14,False,sz002318,2.145
20240828,6.04,1.8585,18.22,5.93,False,sz000058,3.3748
20240927,3.59,1.348,3.06,3.54,False,sz000825,2.5044
20260227,41.59,0.4608,3.68,41.4,False,sz300911,4.3256
20240930,1304.81,6.6056,-5.84,1223.96,False,sz399231,3.8022
20240925,3.97,0.7004,24.95,3.94,True,sz300217,3.1514
20240927,6.24,1.2467,6.73,6.16,False,sz300444,2.41
20240926,4.12,2.4005,7.77,4.02,False,sz002631,0.7935
20240930,3.86,8.1245,0.26,3.57,False,sz002062,4.3727
20240910,3.01,0.2721,1.99,3.0,False,sz000571,2.2462
20250905,18.96,0.0162,-0.42,18.96,False,sz301320,0.582
20250904,6.78,1.937,2.36,6.65,False,sz002999,1.3535
20240927,19.97,15.4175,11.07,17.3,False,sz300390,4.2187
20240802,3.06,9.185,-25.49,2.8,False,sz000016,0.6282
20240927,2.71,4.8563,12.16,2.59,False,sz300259,2.9589
20240731,1.38,0.934,-0.73,1.36,False,sz200530,2.6849
20241227,3.02,2.0816,-13.58,2.96,False,sz002652,0.5307
20240918,18.18,0.1397,2.15,18.16,False,sz002001,0.8051
20250627,19.92,3.306,1.46,19.28,False,sz301077,3.1605
20260305,52.0,1.2218,-4.04,51.37,False,sz001238,0.6542
20240821,13.5,8.4875,-13.56,12.44,False,sz300469,1.6138
20250624,23.88,0.5263,0.08,23.75,False,sz300712,1.7766
20240801,4.96,0.0572,-12.5,4.96,False,sz000626,2.9962
20240930,23.83,9.5129,-3.06,21.76,False,sz002335,2.4818
20250815,34.26,2.6434,0.47,33.38,False,sz301510,2.3234
20250708,8.4,0.0745,-0.6,8.39,False,sz301039,1.1381
20240930,23.75,2.2099,-13.64,23.24,False,sz002832,2.9757
20240926,9.53,2.8676,1.05,9.26,False,sz002186,4.3352
20240930,6.26,12.2551,-2.4,5.58,False,sz300140,3.1713
20240809,4.23,0.1124,-3.55,4.23,False,sz300427,2.9292
20240927,3420.21,4.0045,5.51,3288.52,False,sz399401,2.0221
20241024,2.71,5.4611,15.87,2.57,False,sz002528,2.0466
20240930,8.56,2.6084,-5.61,8.34,False,sz002728,4.2643
20240927,3.53,3.0582,6.23,3.43,False,sz300074,2.2436
20250819,14.66,0.7808,0.95,14.55,False,sz002949,0.9869
20240927,8.39,4.576,5.13,8.02,False,sz300513,2.2027
20250725,21.91,2.047,-6.34,21.47,False,sz300846,2.0742
20240912,4.21,0.1844,-5.7,4.2,False,sz300289,2.5287
20240927,4.16,3.2288,1.68,4.03,False,sz002135,3.5408
20240813,4.55,1.1036,-5.71,4.5,False,sz002766,0.3123
20250924,16.53,0.4904,-1.75,16.45,False,sz002907,0.7314
20240731,4.41,0.1172,-2.27,4.41,False,sz000088,1.7785
20240903,7.14,0.0054,-4.06,7.14,False,sz002452,0.7887
20240813,11.1,8.6682,0.9,10.21,False,sz000712,1.2662
20240730,22.12,0.0108,-5.06,22.12,False,sz002156,0.8506
20240925,3.01,0.8488,19.6,2.98,False,sz300190,2.414
20240927,1.76,3.4128,2.84,1.7,False,sz002431,3.1004
20240731,4.39,4.0141,-7.74,4.22,False,sz002682,1.2664
20240927,7.74,1.5124,9.17,7.62,False,sz300017,4.4884
20240927,1390.85,6.3505,7.88,1307.8,False,sz399662,2.5095
20240924,6.81,0.3081,11.75,6.79,False,sz000911,1.5171
20250717,11.65,5.0204,-1.37,11.09,False,sz300825,4.4229
20240903,11.15,17.448,-4.3,9.49,False,sz300068,9.2291
20250624,15.65,0.4321,3.0,15.58,False,sz301111,0.4665
20240802,6.91,10.1643,-8.25,6.27,False,sz002734,8.8572
20240808,9.46,0.6981,0.0,9.39,False,sz300295,2.1308
20250811,26.13,2.2102,4.98,25.56,False,sz300674,0.6635
20251020,26.26,1.8497,5.71,25.78,False,sz002955,0.6227
20240812,3.65,3.0467,-8.22,3.54,False,sz300026,5.5899
20250717,33.86,4.08,-2.16,32.53,False,sz300814,1.2143
20240924,9.11,2.7787,57.18,8.87,True,sz300541,1.209
20240816,5.92,2.2732,-7.09,5.79,False,sz002587,1.035
20240926,12.5,18.9504,2.96,10.5,False,sz300616,8.2259
20240826,4.25,1.4586,-1.41,4.18,False,sz002083,0.9392
20250731,22.58,0.0813,8.64,22.56,False,sz300790,1.9155
20240816,9.43,8.6083,-1.27,8.68,False,sz300371,5.8106
20260304,127.16,1.2345,-5.92,125.61,False,sz301592,3.6323
20251205,25.6,1.1728,0.04,25.3,False,sz300877,0.6423
20250911,44.42,3.3346,-2.7,42.99,False,sz301208,0.6185
20240924,4.22,0.4164,21.33,4.2,True,sz000417,1.7634
20240905,5.72,4.2385,-5.77,5.49,False,sz002104,1.6805
20250624,20.22,3.2447,1.58,19.58,False,sz301172,1.9982
20240927,2358.07,0.5541,0.98,2345.08,False,sz399319,1.7575
20240930,6.42,8.6011,-7.32,5.91,False,sz002030,2.6091
20240926,2.92,4.1339,-2.74,2.8,False,sz000523,4.5805
20240926,3.38,0.9231,47.93,3.35,True,sz300591,0.854
20260113,26.82,0.3667,2.98,26.72,False,sz301372,1.9391
20240926,29.06,3.2184,0.34,28.16,False,sz002557,2.0015
20240826,1.94,2.4513,20.1,1.89,True,sz000584,0.2414
20240815,2.34,1.9571,-7.26,2.3,False,sz000839,1.3554
20240927,11.89,3.7828,-2.61,11.46,False,sz002803,3.0078
20240731,6.14,3.5719,-4.72,5.93,False,sz300245,0.608
20240927,3.74,3.0421,-1.07,3.63,False,sz000790,2.5745
20240930,5.7,3.479,0.7,5.51,False,sz000877,1.573
20240923,7.17,1.4575,21.76,7.07,True,sz300112,1.643
20240930,3.48,9.4569,-7.47,3.18,False,sz002329,4.8012
20240930,32.27,5.6744,-0.09,30.53,False,sz300475,3.808
20250625,9.68,3.312,-1.86,9.37,False,sz301296,4.2303
20250114,8.07,4.3624,4.83,7.73,False,sz002600,1.6687
20251126,10.93,4.2491,2.93,10.48,False,sz301025,5.0644
20251126,19.85,0.8608,1.06,19.68,False,sz300740,0.7868
20240927,5.94,3.866,-1.35,5.72,False,sz002367,3.2108
20240930,9.27,1.3946,-2.37,9.14,False,sz000993,5.2544
20251124,42.9,1.5168,5.69,42.26,False,sz301314,1.1631
20240927,12.16,1.7297,3.45,11.95,False,sz002056,2.1059
20240903,2.09,3.8767,-7.18,2.01,False,sz000545,1.3942
20240930,64.82,18.1153,4.72,54.88,False,sz300223,4.8832
20250806,23.84,0.2638,0.96,23.78,False,sz300925,0.6788
20250930,36.76,0.4957,0.22,36.58,False,sz301509,0.8903
20240926,10.56,0.7244,13.73,10.49,False,sz002782,1.3079
20240930,11.53,0.2776,-3.64,11.5,False,sz300389,3.5033
20240930,3908.64,6.5438,-6.38,3668.58,False,sz399435,3.8381
20250804,18.11,2.1491,-0.17,17.73,False,sz300768,2.3069
20251125,23.65,3.5625,-4.95,22.84,False,sz002980,2.15
20240926,21.22,0.9711,16.31,21.02,False,sz300413,2.7884
20240930,15.53,12.6027,-7.6,13.79,False,sz300174,4.8883
20250912,37.15,4.4931,7.11,35.55,False,sz300726,1.5051
20240930,6.9,8.767,-5.65,6.34,False,sz000612,2.5908
20240926,5.02,2.1354,11.35,4.92,False,sz002301,1.7824
20240924,1469.53,1.5802,51.45,1446.67,True,sz399686,2.9722
20260313,54.71,1.2439,-1.21,54.04,False,sz301043,1.4849
20240925,7.42,3.6904,7.82,7.16,False,sz002848,2.2859
20240927,3.85,2.6904,1.3,3.75,False,sz002666,1.7761
20240924,4.42,0.3785,25.79,4.4,True,sz002235,1.6355
20240927,5.74,1.4926,0.52,5.66,False,sz000726,3.0328
20240930,35.2,8.9328,-3.78,32.31,False,sz002466,2.3785
20240927,4.62,4.0974,8.23,4.44,False,sz300569,5.2913
20250624,33.23,0.5992,8.82,33.03,False,sz002933,2.1095
20240930,5.32,9.5045,-4.14,4.86,False,sz002752,3.2084
20250804,28.2,1.5948,4.79,27.76,False,sz301177,1.1643
20240828,23.69,1.513,1.98,23.34,False,sz000768,0.9421
20240924,11.54,2.7628,30.42,11.23,True,sz002428,0.8806
20240806,6.72,1.2435,-1.79,6.63,False,sz300527,0.9566
20250826,12.58,0.9415,-3.02,12.46,False,sz001376,3.3617
20240930,2.26,2.4169,-11.06,2.21,False,sz002086,4.1281
20240807,5.84,15.3797,-3.42,5.06,False,sz300040,4.6195
20251128,17.0,1.3368,1.18,16.78,False,sz003036,0.3945
20260112,20.48,2.6211,-2.34,19.96,False,sz301139,3.0594
20240930,4.2,12.5327,-4.05,3.73,False,sz300317,4.7964
20240927,3.37,8.8121,0.0,3.1,False,sz002218,2.1829
20240930,6.58,7.3236,-4.03,6.13,False,sz000925,3.7898
20240826,7.19,3.0221,2.92,6.98,False,sz000158,7.5362
20250710,46.31,0.0546,2.81,46.28,False,sz300811,1.2568
20240927,5223.82,6.2972,5.13,4914.35,False,sz399656,3.1932
20240730,4.48,1.0298,15.4,4.43,False,sz300359,1.3781
20250703,8.79,0.3722,0.46,8.76,False,sz002950,0.8133
20260306,40.38,2.2156,7.68,39.5,False,sz301220,5.8706
20240730,6.99,0.8852,-5.01,6.93,False,sz002405,2.6674
20240926,3.12,1.753,7.37,3.07,False,sz002162,1.3187
20240926,6.34,0.0644,7.73,6.34,False,sz002566,0.985
20240926,1.96,1.3575,10.2,1.93,False,sz200553,4.2143
20251127,173.24,0.9259,3.79,171.65,False,sz300972,0.5735
20240911,6.9,1.6712,-3.48,6.79,False,sz000668,7.4385
20251119,92.72,0.589,-2.97,92.18,False,sz300695,0.4031
20240731,66.82,0.7437,3.23,66.33,False,sz300274,0.9189
20240902,9.83,0.7783,-7.93,9.75,False,sz300379,1.9921
20240802,5.16,0.4477,-7.56,5.14,False,sz300123,2.8829
20250702,28.55,0.0058,0.25,28.55,False,sz001215,0.6346
20240927,1.73,2.6909,-6.36,1.68,False,sz002482,4.5463
20250630,173.62,0.0424,-2.22,173.54,False,sz300896,0.9418
20251015,12.57,1.8729,0.64,12.34,False,sz300771,1.4762
20240930,3.37,4.1007,-11.28,3.24,False,sz002356,3.5906
20240927,4492.74,5.0754,5.9,4275.73,False,sz399802,2.5438
20240927,14.1,1.0948,-1.28,13.95,False,sz002705,1.5806
20240924,11.9,4.0149,104.2,11.44,True,sz300059,5.5714
20240924,24.41,2.5221,13.64,23.81,False,sz002262,1.7098
20240815,5.09,9.1318,-11.98,4.66,False,sz300323,4.3701
20251029,54.46,0.7626,-2.48,54.04,False,sz301393,3.8088
20240930,36.24,13.7637,-0.41,31.86,False,sz300570,3.0648
20240926,2196.92,1.0528,13.65,2174.03,False,sz399556,1.6079
20240903,19.99,0.7652,1.36,19.84,False,sz300627,0.9896
20250808,26.1,0.3734,-2.76,26.0,False,sz003002,0.8744
20250725,43.05,0.1924,-3.6,42.97,False,sz301239,3.1501
20250715,17.92,0.2943,1.62,17.87,False,sz300668,1.4724
20240926,2.65,1.6332,4.53,2.61,False,sz000972,2.0011
20240904,8.7,16.0722,-9.08,7.5,False,sz300340,3.6437
20240926,4.12,1.125,5.83,4.07,False,sz002386,2.3429
20241226,10.38,0.2205,-7.03,10.36,False,sz000695,0.237
20240731,12.76,4.5291,-9.56,12.21,False,sz000426,0.7765
20240930,5.01,3.283,-6.79,4.85,False,sz002201,4.4318
20250908,13.96,0.0824,0.86,13.95,False,sz301277,0.4239
20240930,11.75,12.1134,-7.32,10.48,False,sz300494,3.44
20250905,29.57,1.2729,-3.08,29.2,False,sz300808,0.5986
20240905,37.14,0.7068,5.55,36.88,False,sz300558,1.6118
20260226,99.69,0.025,-6.68,99.67,False,sz301421,0.785
20240927,4.37,2.1779,4.12,4.28,False,sz002204,2.4571
20240923,1.95,1.7834,62.05,1.92,True,sz000717,4.5478
20240927,56.57,2.9878,0.05,54.93,False,sz000423,2.4051
20240930,6.51,4.5112,-4.61,6.23,False,sz002763,4.0853
20251103,5.16,7.3472,-7.75,4.81,False,sz300344,4.0611
20240830,28.33,2.1426,-4.41,27.74,False,sz300516,0.9995
20250627,31.5,3.6431,-2.7,30.39,False,sz300843,2.6295
20240808,3.45,0.7005,-14.2,3.43,False,sz000759,3.7101
20260205,33.86,3.3062,-5.43,32.78,False,sz301108,1.6718
20250625,30.66,0.5776,-4.27,30.48,False,sz003007,1.7179
20240830,2.55,4.5689,-2.35,2.44,False,sz300071,3.4512
20250701,49.0,1.884,-1.31,48.09,False,sz300820,2.8289
20241008,12.8,2.6999,-15.23,12.46,False,sz002229,2.6026
20250814,59.43,3.0153,2.29,57.69,False,sz301396,2.5947
20240930,4.61,5.0914,-7.38,4.39,False,sz002687,3.891
20240930,23.19,10.9019,-0.82,20.91,False,sz300641,2.435
20240926,2581.39,0.5442,31.01,2567.42,True,sz399667,2.5095
20240926,5.24,4.7127,8.02,5.0,False,sz002434,2.1461
20250624,12.24,0.0105,2.98,12.23,False,sz301211,0.5001
20240930,3.59,20.0234,14.48,2.99,False,sz300368,3.5479
20240926,6.25,5.0302,15.36,5.95,False,sz002153,1.5411
20240926,4.47,1.8049,16.11,4.39,False,sz300195,1.0804
20250708,60.21,1.5383,-1.35,59.3,False,sz301325,0.4737
20240930,31.94,3.8995,0.88,30.74,False,sz002353,2.2806
20240828,30.35,0.9396,4.45,30.07,False,sz300395,1.0286
20240731,4.83,0.8526,-2.48,4.79,False,sz002500,2.8294
20240926,4.81,1.4992,4.78,4.74,False,sz000789,2.7398
20240806,2.81,0.2721,-2.49,2.8,False,sz002067,2.0346
20240823,9.18,10.6224,-5.23,8.3,False,sz300588,6.7619
20240813,2.81,1.316,-14.95,2.77,False,sz000820,6.2397
20240930,873.63,5.9302,-3.64,824.72,False,sz399234,3.7345
20240927,20.55,15.9614,23.6,17.72,True,sz300212,4.9614
20240925,5.11,0.0636,12.71,5.11,False,sz002029,1.9957
20240816,4.71,0.9592,-12.53,4.67,False,sz300422,1.4716
20250630,87.49,2.7801,-5.7,85.12,False,sz301308,1.4015
20240807,5765.17,0.0371,-0.18,5763.03,False,sz399404,0.7271
20250708,24.86,0.3478,6.64,24.77,False,sz300759,1.3439
20240930,2.95,11.7742,1.02,2.64,False,sz300145,5.3839
20251128,20.0,0.2624,-1.7,19.95,False,sz300717,0.6988
20240924,12.99,1.7308,41.42,12.77,True,sz000623,3.2525
20240926,3.93,0.0,5.09,3.93,False,sz002330,2.4427
20241022,4.87,0.4659,17.86,4.85,False,sz000070,1.5648
20250624,30.0,0.233,0.83,29.93,False,sz300939,1.764
20251125,21.78,0.6158,1.61,21.65,False,sz301515,1.2029
20240924,12.1,1.4867,44.55,11.92,True,sz002657,3.2192
20240801,13.15,0.5974,-1.45,13.07,False,sz002879,1.359
20251020,23.83,1.1779,4.62,23.55,False,sz301072,0.6703
20240826,5.66,0.1726,2.47,5.65,False,sz300240,0.3067
20240731,5.55,3.3297,-3.79,5.37,False,sz000795,1.2769
20240924,6.06,0.8172,29.4,6.01,True,sz002286,0.9939
20260114,15.7,0.0648,-3.06,15.69,False,sz301339,2.4337
20251204,58.6,11.146,-7.08,52.72,False,sz300946,9.5212
20240826,2.29,1.4247,-4.37,2.26,False,sz002628,3.9061
20240930,143.75,4.4749,-5.91,137.59,False,sz000568,2.1276
20240926,9.17,1.571,27.59,9.03,True,sz002806,0.5812
20240930,12.48,0.3942,-4.89,12.43,False,sz002552,3.8512
