breakthrough_date,breakthrough_price,breakthrough_ratio,final_gain,ma120,success,ts_code,volume_ratio
20240821,4.58,4.5722,-8.73,4.38,False,sh600561,0.7469
20250924,12.59,0.4321,0.87,12.54,False,sh605399,0.8061
20251222,95.19,0.6768,-4.93,94.55,False,sh688577,1.6157
20240925,8.14,0.1261,7.13,8.13,False,sh600636,1.7855
20240930,6.08,9.7209,-6.74,5.54,False,sh600351,5.9045
20240926,4.19,1.769,12.89,4.12,False,sh600502,1.808
20251020,11.18,0.5463,1.25,11.12,False,sh603212,0.462
20250624,25.49,0.1428,4.16,25.45,False,sh688539,1.0467
20240927,5.5,2.2511,7.27,5.38,False,sh600678,2.4274
20240820,4.99,1.0735,-14.43,4.94,False,sh603169,9.643
20240802,0.41,0.3094,-2.21,0.41,False,sh900923,1.6801
20240807,8.47,0.0522,-0.48,8.47,False,sh600837,0.5216
20250819,259.99,0.3816,10.35,259.0,False,sh688608,1.4142
20240827,4.73,0.1253,0.42,4.72,False,sh601118,1.546
20240910,16.93,1.436,-4.37,16.69,False,sh603258,1.7759
20260415,60.2,2.8903,-1.89,58.51,False,sh688192,1.1867
20250624,22.75,0.8974,5.49,22.55,False,sh603897,1.5
20240927,3.29,0.513,3.04,3.27,False,sh600853,2.3776
20240926,3.97,1.2783,3.78,3.92,False,sh600507,2.5603
20251219,13.1,0.3114,-0.99,13.06,False,sh603390,2.9332
20240930,21.5,1.6957,-12.14,21.14,False,sh600060,1.7896
20240930,24.39,4.6039,-9.8,23.32,False,sh603896,3.8826
20251031,30.87,3.2263,-1.49,29.91,False,sh688321,3.1469
20241028,1.82,0.6552,12.1,1.81,False,sh600337,0.9222
20250624,30.77,3.3999,0.1,29.76,False,sh688625,1.2671
20260324,26.47,2.4123,1.28,25.85,False,sh688511,1.0835
20240930,7.02,1.663,-5.27,6.91,False,sh603088,3.4651
20250110,14.28,5.4319,1.47,13.54,False,sh600650,1.2904
20240731,0.18,0.3759,-1.69,0.18,False,sh900945,1.5093
20240919,8.99,9.9748,0.45,8.17,False,sh600379,2.9628
20260106,60.59,3.1736,-2.28,58.73,False,sh603713,1.9616
20250821,120.38,1.3242,4.49,118.81,False,sh688696,2.1127
20251205,10.22,0.5279,-2.64,10.17,False,sh603289,0.5982
20240923,7.08,9.7533,13.84,6.45,False,sh600203,4.5243
20240827,9.82,1.9333,6.42,9.63,False,sh600599,1.9218
20250625,4.21,0.2558,0.47,4.2,False,sh600905,1.2271
20240830,35.88,2.1892,-4.21,35.11,False,sh603288,7.2032
20240927,5.98,1.7468,1.51,5.88,False,sh600883,1.5614
20250708,4.01,0.0062,0.5,4.01,False,sh688425,1.1454
20240801,20.24,0.9611,-5.78,20.05,False,sh600764,4.725
20240827,6.16,7.0219,61.2,5.76,True,sh603626,5.2063
20241008,8.25,0.2045,-14.55,8.23,False,sh601566,3.4058
20250625,14.9,0.417,-7.25,14.84,False,sh688772,2.368
20251222,31.5,0.2062,-4.38,31.44,False,sh603059,1.7831
20240930,29.4,7.5046,3.74,27.35,False,sh603322,3.2086
20260203,9.25,1.4097,6.49,9.12,False,sh605055,0.6553
20240925,2.73,0.2663,10.99,2.72,False,sh600433,1.9103
20240912,15.41,0.9513,12.85,15.26,False,sh603016,3.5364
20260115,72.22,2.1002,5.26,70.73,False,sh688215,1.1281
20240813,37.3,0.441,3.06,37.14,False,sh601318,0.3727
20240731,7.82,1.2967,-4.86,7.72,False,sh603058,0.4654
20240731,7.33,0.6796,2.59,7.28,False,sh600967,1.4258
20260414,119.0,0.4038,1.88,118.52,False,sh688110,0.998
20240926,4.51,4.8792,2.22,4.3,False,sh600736,3.5157
20241008,10.59,2.6914,-13.28,10.31,False,sh603027,2.7888
20240926,22.14,1.7487,8.49,21.76,False,sh600585,2.4629
20250630,27.82,2.4741,-3.67,27.15,False,sh688097,1.9164
20250624,21.06,0.7611,2.9,20.9,False,sh603992,1.6178
20240805,4.24,1.9027,-4.72,4.16,False,sh600778,3.0325
20240926,16.5,0.3767,3.45,16.44,False,sh603069,2.1151
20250624,35.69,1.6886,1.82,35.1,False,sh603312,1.98
20250630,58.25,3.9146,-5.67,56.06,False,sh688439,1.9683
20260121,15.43,0.7361,-1.56,15.32,False,sh605180,2.4353
20250725,18.55,1.277,-0.16,18.32,False,sh688209,1.167
20240731,12.95,1.4069,0.08,12.77,False,sh600148,3.0644
20240731,4.28,0.8285,0.0,4.24,False,sh600232,0.9213
20250707,11.77,0.4745,0.59,11.71,False,sh605007,1.3333
20250401,8.97,0.0511,5.8,8.96,False,sh600461,1.7133
20250627,10.12,0.1173,5.53,10.11,False,sh688247,0.7095
20240924,4.76,0.4438,16.58,4.74,False,sh600106,2.0188
20250722,32.5,5.1984,4.03,30.89,False,sh605333,2.7668
20240930,8.16,0.5464,-5.51,8.12,False,sh600348,3.8282
20240927,1397.0,3.847,5.12,1345.25,False,sh000827,2.0071
20240911,3.21,7.2503,-7.79,2.99,False,sh600281,2.9679
20250624,40.45,0.959,6.72,40.07,False,sh603171,1.8063
20240813,13.07,0.1808,-8.65,13.05,False,sh600801,0.523
20240926,0.22,0.6948,19.46,0.22,False,sh900917,2.6995
20240829,18.21,1.045,17.19,18.02,False,sh603920,1.0219
20250922,48.82,0.1835,-1.84,48.73,False,sh688297,0.6724
20241104,11.61,2.257,-1.46,11.35,False,sh600785,2.0496
20251201,45.44,1.3292,2.93,44.84,False,sh688677,1.6298
20240903,2.67,2.7714,-7.12,2.6,False,sh600365,3.2502
20250624,16.04,2.4316,0.56,15.66,False,sh603095,1.0679
20240930,5.54,4.4423,-4.51,5.31,False,sh603113,4.1076
20240924,8.28,0.7115,9.3,8.22,False,sh603689,2.9988
20240913,5.81,8.7319,60.93,5.34,True,sh600198,5.1843
20250708,14.63,0.8485,4.17,14.51,False,sh688315,1.2846
20240927,11.4,1.9313,-3.95,11.18,False,sh600054,2.6845
20240905,6.48,8.7394,-17.9,5.96,False,sh600829,10.8824
20240909,6.49,7.8192,-17.87,6.02,False,sh603222,7.2825
20241008,3.74,2.4296,-1.07,3.65,False,sh600360,2.9177
20240925,2.02,0.3976,12.38,2.01,False,sh600533,4.4694
20251219,18.43,0.1263,-0.71,18.41,False,sh688021,1.2862
20240802,7.51,3.6545,-11.58,7.25,False,sh603158,3.9646
20240927,7489.16,5.6753,4.43,7086.95,False,sh000841,2.2017
20251128,26.73,0.9566,-2.13,26.48,False,sh688338,0.6145
20240919,3.04,1.3024,9.54,3.0,False,sh600664,1.0634
20240806,21.32,1.557,-7.5,20.99,False,sh603908,9.3497
20240930,7.88,6.5227,-5.2,7.4,False,sh600983,3.8879
20251202,46.0,2.1517,2.11,45.03,False,sh688376,0.9074
20250904,10.07,3.0311,6.36,9.77,False,sh605136,1.4118
20241024,2.74,1.2627,0.0,2.71,False,sh600303,1.6382
20240822,4.53,0.323,-2.65,4.52,False,sh600550,0.7539
20240816,7.92,0.5734,-4.92,7.88,False,sh601101,1.2201
20240930,10.61,5.9609,-4.52,10.01,False,sh603041,3.7353
20260128,240.4,2.5608,-5.57,234.4,False,sh688411,1.1489
20240926,5.31,2.2908,8.1,5.19,False,sh600237,1.9945
20250708,27.08,2.891,-1.11,26.32,False,sh688138,1.2533
20250819,24.58,0.2621,7.73,24.52,False,sh603613,1.1223
20240927,19.29,0.8023,8.66,19.14,False,sh603568,1.2886
20240926,3.78,0.6111,7.41,3.76,False,sh600279,2.1453
20240927,11.78,0.8965,0.34,11.68,False,sh600449,0.9898
20250408,33.99,1.6164,4.91,33.45,False,sh603358,1.3526
20250624,21.52,2.1867,4.37,21.06,False,sh688092,1.0903
20250701,55.72,0.2137,1.51,55.6,False,sh688708,1.512
20251201,8.73,0.1606,-4.01,8.72,False,sh601019,0.9607
20251015,14.8,5.5102,-2.23,14.03,False,sh688221,1.804
20240930,22.04,5.9119,-8.12,20.81,False,sh600160,2.3419
20250724,85.62,0.7369,0.15,84.99,False,sh603290,3.0286
20240920,4.19,3.9251,10.5,4.03,False,sh603316,1.3238
20240927,6120.73,3.3999,4.56,5919.47,False,sh000146,1.4366
20250904,15.08,0.3872,1.99,15.02,False,sh603810,0.8414
20240830,10.72,0.1775,3.45,10.71,False,sh601881,3.7747
20240927,5553.45,6.125,11.63,5232.93,False,sh000858,1.9377
20240924,6.99,2.3014,18.45,6.83,False,sh601766,1.2905
20250901,15.85,0.2298,0.13,15.81,False,sh688038,0.8375
20251027,8.93,0.1964,-19.93,8.91,False,sh688496,1.0526
20250207,9.94,1.7695,-0.3,9.77,False,sh600830,1.2576
20240807,9.14,0.3435,-4.92,9.11,False,sh600184,1.1335
20250708,6.65,0.1444,0.03,6.64,False,sh601949,0.9376
20240927,1.51,0.2678,1.66,1.5,False,sh900926,2.6891
20240927,17.36,1.7779,4.84,17.06,False,sh601965,0.8799
20240924,17.3,0.1989,20.87,17.26,True,sh600549,1.5835
20240930,6.9,2.5112,-4.57,6.73,False,sh600480,3.4184
20260306,24.88,0.4174,-3.34,24.78,False,sh603217,0.8233
20240926,5.01,0.2735,7.58,5.0,False,sh600354,2.0673
20250825,32.82,4.6259,-4.72,31.37,False,sh688646,1.6906
20251124,22.7,0.3341,3.96,22.62,False,sh688015,0.9077
20251210,92.75,0.2016,-2.33,92.56,False,sh603259,0.8377
20240927,9.4,8.5659,2.02,8.66,False,sh600633,2.3635
20250624,22.59,3.3296,1.11,21.86,False,sh603190,1.1506
20251021,12.87,1.8223,1.32,12.64,False,sh688121,0.8132
20251014,8.1,0.3695,5.93,8.07,False,sh601319,2.588
20240930,7.48,7.9404,-4.55,6.93,False,sh600707,2.4163
20251104,3.99,1.3483,3.76,3.94,False,sh600928,1.2864
20240815,5.89,1.373,4.42,5.81,False,sh601998,1.2382
20250717,51.06,1.7024,2.13,50.21,False,sh688408,1.7105
20260408,130.0,10.4084,-2.09,117.74,False,sh688392,2.2097
20240806,11.35,1.2963,-5.37,11.2,False,sh600749,1.4725
20250905,14.37,0.1692,3.9,14.35,False,sh603809,0.458
20240809,7.96,0.5728,0.88,7.91,False,sh601186,0.8837
20240925,2.23,0.1534,9.87,2.23,False,sh600179,2.3284
20240926,12.26,1.2377,-0.82,12.11,False,sh603668,1.8696
20260112,7.8,3.4106,-2.44,7.54,False,sh688238,4.1542
20250624,17.02,1.8791,3.76,16.71,False,sh688711,1.5899
20241112,1.94,1.6683,-12.37,1.91,False,sh600190,3.1007
20240926,15.1,0.7324,3.51,14.99,False,sh601001,1.4685
20240731,5901.27,3.48,-5.67,5702.81,False,sh000111,1.454
20240927,12.43,2.9653,4.18,12.08,False,sh600137,1.5088
20240930,7.17,7.667,-7.39,6.66,False,sh603808,3.8761
20250909,6.31,0.1428,-0.48,6.3,False,sh601187,0.6356
20250717,22.24,1.4607,9.26,21.92,False,sh688276,1.7752
20240930,16.49,3.0438,-4.61,16.01,False,sh600886,3.1308
20251020,24.89,1.6091,5.26,24.5,False,sh688420,0.7269
20240930,21.06,5.8176,-7.08,19.9,False,sh600761,1.8132
20240926,9.43,2.5319,19.72,9.2,False,sh600206,1.6558
20250707,19.42,0.2551,-0.88,19.37,False,sh605033,0.4366
20240930,16.41,7.2368,-7.5,15.3,False,sh603517,2.9629
20250624,29.34,2.4504,3.42,28.63,False,sh688147,1.8398
20240925,3.59,2.4251,5.85,3.51,False,sh600248,2.4146
20240805,3.25,2.6766,10.21,3.17,False,sh603559,0.6553
20260320,130.66,1.634,-2.3,128.56,False,sh688109,1.3873
20240926,9970.5,0.7484,12.19,9896.43,False,sh000093,1.8398
20240920,11.55,2.3112,7.36,11.29,False,sh600962,1.1762
20250625,24.36,1.5663,-2.63,23.98,False,sh601066,3.8631
20240813,27.04,0.9548,-4.59,26.78,False,sh600685,0.8276
20251020,26.79,0.2133,1.9,26.73,False,sh688739,0.702
20240930,50.34,8.0254,-7.75,46.6,False,sh603369,2.3959
20240930,4.11,7.9803,-4.38,3.81,False,sh600478,2.538
20240801,5.06,2.842,-3.16,4.92,False,sh600151,2.5701
20251103,9.46,2.2297,3.17,9.25,False,sh605199,3.3442
20240926,221.01,4.1756,11.19,212.15,False,sh600436,2.6962
20250821,36.46,5.7269,7.41,34.49,False,sh603395,5.9574
20251127,6.41,4.1613,1.56,6.15,False,sh601686,1.5912
20241008,16.38,3.7639,-11.78,15.79,False,sh600818,1.9876
20250716,15.7,0.9365,-1.66,15.55,False,sh603915,2.2953
20250805,35.99,2.4389,-4.72,35.13,False,sh688010,2.3274
20240808,29.93,1.4775,-0.23,29.49,False,sh600298,2.7914
20240926,39.9,8.0501,7.19,36.93,False,sh603589,5.4612
20240930,4.42,4.6308,-0.9,4.23,False,sh601700,4.0667
20240910,6.33,1.2665,-4.42,6.25,False,sh601229,0.7971
20260310,40.29,1.1685,-5.01,39.82,False,sh688197,1.388
20240930,22.44,1.6616,-2.27,22.07,False,sh603690,4.0489
20251205,23.41,0.8788,-2.43,23.21,False,sh688309,0.6063
20240920,0.21,1.2161,22.82,0.2,True,sh900940,2.9919
20250905,14.55,2.1634,-2.82,14.24,False,sh603938,0.9298
20241008,26.61,1.3248,-17.66,26.26,False,sh603939,2.6451
20240926,5.56,5.2369,6.11,5.28,False,sh600655,2.4693
20240806,28.57,0.3438,0.56,28.47,False,sh600332,0.7486
20260107,67.58,0.28,9.54,67.39,False,sh688073,2.999
20240731,19.46,4.4814,3.49,18.63,False,sh600079,1.6402
20240920,12.22,1.3097,6.22,12.06,False,sh603768,1.9297
20240802,5.37,0.0287,-2.98,5.37,False,sh600284,1.0874
20250624,65.3,1.3592,3.83,64.42,False,sh688525,1.1687
20250625,21.42,0.6218,-2.1,21.28,False,sh605598,1.5258
20240925,6.35,2.9439,6.93,6.17,False,sh600037,3.4249
20240925,12.53,0.4505,10.13,12.47,False,sh603726,0.6989
20240926,6059.39,3.3011,13.08,5865.76,False,sh000011,2.4234
20240930,8.5,6.0807,-10.0,8.01,False,sh600499,3.8979
20260324,52.79,3.2079,-1.95,51.15,False,sh688611,1.0389
20240927,4.3,2.4402,1.63,4.2,False,sh603116,1.4481
20240930,8.52,1.9266,-9.97,8.36,False,sh600867,4.362
20250718,21.61,4.4355,2.41,20.69,False,sh688292,4.8373
20240927,2.95,2.1854,2.71,2.89,False,sh601218,1.6178
20240809,3.55,0.6895,-6.48,3.53,False,sh600649,1.8926
20251225,62.0,0.3748,1.15,61.77,False,sh688508,1.6061
20240927,5.94,0.0225,-2.86,5.94,False,sh600780,1.1723
20240807,11.1,0.6536,6.67,11.03,False,sh601898,1.499
20240830,0.65,1.4001,-2.16,0.64,False,sh900912,2.8668
20240927,6.75,2.4564,5.48,6.59,False,sh603811,1.1622
20250818,12.03,0.408,3.24,11.98,False,sh603317,1.7994
20240930,10.48,2.4222,-4.37,10.23,False,sh600580,3.7567
20241029,2.32,2.8293,-6.9,2.26,False,sh600083,0.6407
20240926,3.36,0.34,6.84,3.35,False,sh601018,1.3264
20240930,8.07,6.9334,-7.43,7.55,False,sh600733,2.5394
20240930,7.34,4.539,-5.58,7.02,False,sh603022,3.7349
20251125,7.91,0.9852,4.68,7.83,False,sh603359,1.399
20250815,9.42,0.4828,5.73,9.37,False,sh688472,2.1545
20251022,62.81,18.7671,2.88,52.88,False,sh688115,2.9103
20240806,2.67,3.3582,-4.87,2.58,False,sh603188,1.2743
20240927,15.44,2.7909,5.31,15.02,False,sh600699,1.762
20240930,21.9,0.3678,-3.2,21.82,False,sh600750,3.2906
20251224,16.2,1.1715,-2.84,16.01,False,sh605336,3.4954
20240926,1.89,1.5445,6.89,1.86,False,sh600103,2.5059
20241129,9.8,1.1822,0.51,9.69,False,sh601666,1.4682
20240926,10503.67,3.018,7.67,10195.96,False,sh000125,1.7529
20251219,11.36,5.6597,-2.64,10.75,False,sh688176,3.6655
20240927,5.29,2.9066,-4.16,5.14,False,sh600084,1.6557
20260112,11.49,1.7009,0.35,11.3,False,sh603527,2.2244
20250729,36.84,1.0238,-5.02,36.47,False,sh688596,1.5436
20240815,29.31,0.5319,4.06,29.16,False,sh601628,1.2815
20251212,19.39,0.006,-1.29,19.39,False,sh603045,1.0893
20240808,1.34,3.3419,8.21,1.3,False,sh600898,2.4781
20240930,13.88,2.6411,-7.71,13.52,False,sh603877,3.8505
20240924,6.28,5.2455,46.5,5.97,True,sh601519,6.3164
20250807,17.62,0.6953,-4.43,17.5,False,sh688593,1.7898
20240923,9.04,0.9746,12.5,8.95,False,sh600081,6.7964
20251113,14.88,0.6442,-5.91,14.78,False,sh688173,0.6597
20260325,63.89,0.9585,6.75,63.28,False,sh688720,0.6464
20240814,4.89,0.2442,-6.75,4.88,False,sh603839,2.4672
20240927,6.55,2.0329,2.44,6.42,False,sh600755,2.0871
20240930,7.65,5.0223,-2.48,7.28,False,sh600251,3.9263
20241008,7.29,2.0211,-13.31,7.15,False,sh603313,4.2277
20240924,6.91,0.2587,21.13,6.89,True,sh601600,1.6663
20240930,7.4,1.667,-16.35,7.28,False,sh600398,5.1498
20250625,34.66,1.3729,-2.08,34.19,False,sh603068,0.9802
20250630,7.25,4.0345,3.73,6.97,False,sh603815,2.6152
20240926,7.87,1.0835,1.02,7.78,False,sh603993,1.3173
20251015,9.29,0.7082,-1.29,9.22,False,sh605299,0.381
20240819,1.43,1.5048,4.88,1.41,False,sh600165,1.2141
20240930,6.12,0.5416,-4.9,6.09,False,sh603269,3.0584
20240813,3.16,1.785,0.0,3.1,False,sh600578,0.8506
20250925,32.9,1.0868,7.42,32.55,False,sh688639,0.8693
20250924,16.67,0.4563,3.96,16.6,False,sh603112,0.4678
20240927,19.39,3.1797,7.01,18.79,False,sh600862,1.6257
20240731,3297.19,1.1999,-6.05,3258.09,False,sh000077,1.2955
20250303,8.56,3.6435,1.99,8.26,False,sh603227,4.4708
20240731,30.9,1.8765,-3.82,30.33,False,sh600536,1.2332
20251015,30.58,0.3179,3.43,30.48,False,sh605099,0.472
20260209,17.7,0.7514,0.62,17.57,False,sh688310,1.1004
20250930,51.18,1.4177,-1.39,50.46,False,sh688543,1.3284
20240926,11.0,0.9395,30.74,10.89,True,sh600602,1.6045
20240925,5.44,2.1868,9.19,5.32,False,sh600051,2.687
20250627,139.01,7.4628,-4.36,129.36,False,sh688047,5.9355
20251118,36.29,0.4891,-5.68,36.11,False,sh605133,0.4541
20240805,10.67,0.5063,-1.87,10.62,False,sh600661,2.0783
20240926,4.4,2.2721,10.0,4.3,False,sh600986,1.9536
20260416,45.01,0.3405,-1.69,44.86,False,sh688520,1.8482
20250924,8.63,6.1522,0.81,8.13,False,sh603458,1.5348
20250724,41.11,0.3879,-1.7,40.95,False,sh603722,1.2373
20250714,5.26,0.0507,2.09,5.26,False,sh688009,1.4382
20260325,26.93,3.9297,-10.58,25.91,False,sh688793,3.2841
20240925,17.57,3.3269,1.2,17.0,False,sh600131,2.0253
20240924,3.27,1.134,14.68,3.23,False,sh601333,1.192
20240828,25.66,0.8747,1.6,25.44,False,sh600456,1.7465
20240927,13.75,2.7466,-2.62,13.38,False,sh603989,1.4114
20251013,53.83,2.3162,-6.93,52.61,False,sh603072,3.2716
20250305,34.83,0.4053,-2.64,34.69,False,sh600418,0.7804
20240731,10.68,2.4149,2.43,10.43,False,sh603309,2.218
20240926,2750.55,1.1718,11.46,2718.69,False,sh000159,2.0393
20251024,83.73,1.5615,-6.84,82.44,False,sh603325,1.6674
20240904,9.83,6.0057,-11.6,9.27,False,sh603823,4.8872
20240925,5.18,0.8338,8.49,5.14,False,sh600228,3.5112
20250714,162.89,2.0253,-1.61,159.66,False,sh688169,3.5852
20240903,5.6,6.7429,-5.89,5.25,False,sh600152,3.2852
20240926,7.05,1.7211,7.51,6.93,False,sh603577,1.089
20240806,4.06,2.411,3.69,3.96,False,sh600266,1.8166
20240905,3.05,5.0733,-6.55,2.91,False,sh600635,1.8898
20241022,2.0,0.7472,15.0,1.99,False,sh603959,1.2479
20240918,20.98,0.06,5.34,20.97,False,sh600066,1.2269
20250711,68.97,0.1486,-3.29,68.87,False,sh688789,1.0662
20251225,52.94,8.5827,-3.25,48.76,False,sh688013,2.8277
20250813,18.26,6.7555,-1.53,17.1,False,sh601702,3.1988
20240927,0.17,0.0695,3.57,0.17,False,sh900920,3.5598
20240927,56.37,3.7813,2.55,54.32,False,sh600486,1.379
20251205,19.27,0.8496,-5.14,19.11,False,sh603272,1.0537
20251212,15.89,1.8954,-1.07,15.59,False,sh688517,1.1693
20260324,87.87,0.603,-3.36,87.34,False,sh688623,0.8053
20240926,6.2,0.4401,7.26,6.17,False,sh600331,1.0723
20240731,13.49,3.0931,0.37,13.08,False,sh600562,1.9537
20240912,0.46,0.4303,0.43,0.46,False,sh900908,1.066
20250630,37.57,0.8324,0.98,37.26,False,sh688075,1.358
20251021,11.4,0.795,4.82,11.31,False,sh688512,0.5198
20250711,28.5,0.278,1.72,28.42,False,sh688288,1.5093
20240925,1.38,2.5006,7.25,1.35,False,sh600653,4.8726
20240903,0.14,5.6471,-1.43,0.13,False,sh900946,4.7648
20251120,87.7,0.7871,9.32,87.02,False,sh688668,0.5436
20240927,7.28,1.1439,-0.27,7.2,False,sh603696,2.2795
20250221,3.75,4.3527,-4.27,3.59,False,sh600187,2.8713
20250722,16.4,1.5076,-0.18,16.16,False,sh603277,1.7328
20251024,40.61,0.6126,-2.29,40.36,False,sh603120,0.605
20240924,17.67,1.7222,28.47,17.37,True,sh600850,1.6955
20250625,22.57,1.3693,-2.35,22.27,False,sh605218,1.4265
20251124,8.9,0.8946,4.04,8.82,False,sh605162,0.8855
20250624,57.79,3.1202,2.92,56.04,False,sh688322,1.7016
20250922,14.72,2.2083,12.09,14.4,False,sh605056,4.7185
20240927,1.22,0.2705,6.56,1.22,False,sh600157,2.5262
20260105,41.49,4.172,0.22,39.83,False,sh603014,1.965
20240819,30.59,1.0691,14.09,30.27,False,sh603826,1.9072
20240924,6.47,0.9203,18.55,6.41,False,sh600119,1.6761
20250716,31.21,2.7216,-2.72,30.38,False,sh688695,5.4341
20250801,38.59,1.1381,-0.52,38.16,False,sh605286,0.9212
20250624,7.24,1.2323,1.66,7.15,False,sh688468,1.0041
20240927,21.52,6.8367,-0.42,20.14,False,sh600729,1.5538
20240827,8.41,5.0587,-7.25,8.01,False,sh603038,3.545
20240925,3.1,1.1282,10.32,3.07,False,sh601002,1.9307
20240927,5.54,3.4274,1.26,5.36,False,sh601798,1.2962
20250624,6.61,0.8596,2.27,6.55,False,sh600906,1.9418
20240925,3.9,0.5306,12.05,3.88,False,sh600880,3.1627
20250724,42.0,1.1813,-1.62,41.51,False,sh688275,1.7966
20250630,22.17,0.6675,2.3,22.02,False,sh688426,0.694
20251225,19.78,0.3936,1.37,19.7,False,sh605183,1.3225
20250625,21.16,5.0471,-7.47,20.14,False,sh688590,2.0225
20240829,2.38,0.4785,-3.78,2.37,False,sh600936,6.9734
20260112,36.27,1.2167,3.47,35.83,False,sh688170,1.6098
20250821,28.35,1.5932,-2.33,27.91,False,sh688244,1.308
20251124,38.32,0.2048,1.91,38.24,False,sh688113,0.9275
20240806,2.29,0.6409,2.18,2.28,False,sh600252,1.0863
20251103,9.28,1.1022,0.54,9.18,False,sh605500,0.9668
20241008,20.32,4.0677,-10.58,19.53,False,sh603859,2.8996
20251010,11.65,1.4738,-0.09,11.48,False,sh603676,0.8428
20240930,6.04,5.5006,-7.61,5.73,False,sh600586,4.1002
20240801,9.78,0.6502,1.12,9.71,False,sh601579,1.1532
20240926,4.86,0.979,9.25,4.82,False,sh603817,1.3294
20240730,7.29,0.9814,1.24,7.22,False,sh600328,1.1563
20250717,0.54,0.8593,3.36,0.53,False,sh900914,1.8249
20250715,268.24,0.4621,-0.31,267.01,False,sh688027,0.8866
20240923,11.14,1.2973,22.08,11.0,True,sh601919,1.5425
20240924,5.7,1.9708,24.91,5.59,True,sh600366,1.6015
20240826,2.7,0.1391,2.96,2.7,False,sh600601,0.6051
20260310,82.99,3.2474,-4.81,80.38,False,sh688313,1.1095
20240927,4.06,5.6326,1.23,3.84,False,sh600556,1.5189
20250825,283.6,0.7058,7.72,281.61,False,sh688617,1.5745
20250624,19.0,0.8439,7.53,18.84,False,sh688370,1.7086
20240809,14.74,0.2519,-0.81,14.71,False,sh600031,1.3269
20240801,1.95,0.55,-3.59,1.94,False,sh600518,0.7723
20240926,1990.87,0.5982,4.24,1979.03,False,sh000824,1.8647
20251218,17.98,2.0142,0.72,17.63,False,sh603172,1.7366
20240930,4.65,4.8108,-2.8,4.43,False,sh600282,4.0801
20251128,10.15,1.3244,-2.46,10.02,False,sh688659,0.629
20240930,7.12,7.0529,-4.78,6.65,False,sh603889,3.6173
20240924,3.09,2.0616,24.27,3.03,True,sh600802,8.5069
20240926,4.63,3.1884,9.51,4.48,False,sh600629,1.267
20240927,5.74,2.71,2.96,5.59,False,sh600667,1.8547
20240925,13.26,0.1117,11.62,13.24,False,sh600980,2.1359
20251127,65.93,0.078,-0.05,65.88,False,sh688375,0.7759
20251027,16.96,0.0359,-4.89,16.95,False,sh688526,1.4518
20260209,4.64,0.3605,-1.72,4.62,False,sh601279,0.6234
20250729,143.0,0.0022,-0.38,143.0,False,sh688041,1.8395
20240927,2.51,3.5965,0.8,2.42,False,sh600300,1.8674
20250708,63.2,2.6193,8.59,61.59,False,sh688316,0.8721
20240930,6.06,4.5923,-4.62,5.8,False,sh600057,4.7292
20250918,7.7,2.4154,4.16,7.52,False,sh600530,1.6119
20251125,22.13,0.7577,13.92,21.96,False,sh688671,1.0683
20250704,20.58,1.1,-2.53,20.36,False,sh603927,3.8211
20250822,23.3,0.0759,2.32,23.28,False,sh603220,1.7332
20250630,28.65,0.7044,0.94,28.45,False,sh688358,1.017
20240927,8.51,0.5896,0.35,8.46,False,sh603708,0.8493
20240731,5.23,2.2749,-5.16,5.11,False,sh600864,3.9654
20240930,6.72,7.8754,-0.15,6.23,False,sh600019,3.0855
20251201,28.65,0.1529,1.82,28.61,False,sh605118,1.6976
20240808,3.07,0.4958,0.0,3.06,False,sh600219,0.6463
20250718,24.62,2.2482,7.15,24.08,False,sh688158,2.1318
20240930,5.62,0.78,-2.49,5.58,False,sh600583,3.9819
20251124,22.9,4.4569,1.88,21.92,False,sh688222,1.0127
20240926,3.01,2.3258,7.31,2.94,False,sh603021,0.991
20240927,5389.98,1.0946,1.36,5331.62,False,sh000145,1.424
20241008,10.64,3.9143,-12.79,10.24,False,sh603315,4.488
20260304,34.46,3.6679,3.28,33.24,False,sh603813,1.0117
20260407,30.38,2.7181,0.95,29.58,False,sh605566,1.612
20250630,43.1,0.3,3.09,42.97,False,sh688726,1.2961
20251125,7.55,0.4813,-0.13,7.51,False,sh605001,0.4589
20260206,18.34,1.1374,-1.91,18.13,False,sh603610,1.5889
20240926,3.98,1.5191,5.78,3.92,False,sh600429,2.1745
20240923,3.68,1.592,15.49,3.62,False,sh600319,1.3638
20240819,0.8,1.1279,0.13,0.79,False,sh900925,1.9556
20240930,19.72,8.3778,-4.16,18.19,False,sh601966,3.1089
20240807,9.87,0.2752,-0.3,9.84,False,sh600483,1.2255
20250630,24.59,4.196,2.24,23.6,False,sh603773,3.5775
20250716,31.45,6.3803,-5.18,29.56,False,sh688058,6.9798
20250114,17.35,1.1705,1.84,17.15,False,sh600999,1.2544
20250729,20.61,0.8169,-6.99,20.44,False,sh603214,5.4661
20240808,9.79,0.1202,-1.12,9.78,False,sh601155,1.4284
20240814,10.05,2.4152,2.39,9.81,False,sh601928,1.8583
20250701,94.24,1.2897,-2.82,93.04,False,sh688016,4.7415
20250901,35.55,0.0603,-0.34,35.53,False,sh603409,0.3841
20250924,7.8,0.9702,2.69,7.73,False,sh688571,0.8191
20240930,8.81,8.2046,-5.56,8.14,False,sh600630,3.5162
20240927,3.59,2.1337,2.51,3.52,False,sh600063,1.7211
