ts_code,breakthrough_date,breakthrough_price,ma120_at_breakthrough,held_p0,held_ma120,held_p0_days,held_ma120_days,min_deviation_p0,min_deviation_ma,broke_p0_count,broke_ma_count,max_gain,final_gain,success
sz300444,20240927,6.24,6.16,False,False,118,107,-0.64,-6.25,2,13,48.88,22.6,True
sz002631,20240926,4.12,4.02,False,False,98,80,-7.04,-12.45,22,40,36.89,12.14,False
sz002062,20240930,3.86,3.57,False,True,108,120,-3.63,0.0,12,0,45.33,44.55,True
sz000571,20240910,3.01,3.0,True,False,120,110,0.0,-5.78,0,10,45.18,31.23,True
sz301320,20250905,18.96,18.96,False,False,3,19,-14.66,-15.51,117,101,1.58,-4.22,False
sz002999,20250904,6.78,6.65,False,False,96,73,-4.87,-6.69,24,47,15.93,14.16,False
sz300390,20240927,19.97,17.3,True,False,120,100,0.0,-12.38,0,20,50.83,4.06,False
sz000016,20240802,3.06,2.8,False,False,82,94,-27.12,-19.93,38,26,152.94,59.8,True
sz300259,20240927,2.71,2.59,True,False,120,118,0.0,-2.58,0,2,46.81,27.28,True
sz200530,20240731,1.38,1.36,False,False,83,92,-5.09,-4.12,37,28,38.52,21.8,True
sz002652,20241227,3.02,2.96,False,False,32,35,-22.85,-23.55,88,85,9.27,9.27,False
sz002001,20240918,18.18,18.16,False,False,117,105,-1.43,-2.06,3,15,30.03,14.69,False
sz301077,20250627,19.92,19.28,False,True,114,120,-1.61,0.0,6,0,47.29,47.24,True
sz001238,20260305,52.0,51.37,False,False,0,0,-11.92,-10.4,29,29,0.0,-10.38,False
sz300469,20240821,13.5,12.44,False,False,110,113,-13.56,-6.72,10,7,142.96,112.96,True
sz300712,20250624,23.88,23.75,False,False,116,114,-0.96,-2.36,4,6,37.69,16.42,False
sz000626,20240801,4.96,4.96,False,False,81,83,-18.35,-16.37,39,37,52.82,18.35,False
sz002335,20240930,23.83,21.76,False,True,99,120,-7.43,0.0,21,0,145.99,82.71,True
sz301510,20250815,34.26,33.38,False,False,68,96,-15.65,-8.99,52,24,18.45,14.51,False
sz301039,20250708,8.4,8.39,False,False,115,115,-1.19,-2.42,5,5,26.07,8.93,False
sz002832,20240930,23.75,23.24,False,False,1,19,-25.26,-16.36,119,101,0.08,-22.11,False
sz002186,20240926,9.53,9.26,False,False,113,116,-2.73,-4.1,7,4,47.43,10.07,False
sz300140,20240930,6.26,5.58,False,False,38,92,-15.34,-5.9,82,28,13.42,-8.63,False
sz300427,20240809,4.23,4.23,False,False,102,76,-5.44,-9.87,18,44,141.13,43.26,True
sz399401,20240927,3420.21,3288.52,True,False,120,119,0.0,-0.16,0,1,21.7,12.95,False
sz002528,20241024,2.71,2.57,False,False,68,66,-23.62,-26.47,52,54,29.15,-17.34,False
sz002728,20240930,8.56,8.34,False,False,56,63,-8.64,-8.25,64,57,18.11,-5.26,False
sz300074,20240927,3.53,3.43,True,False,120,102,0.0,-8.43,0,18,65.16,28.61,True
sz002949,20250819,14.66,14.55,False,False,72,84,-12.55,-10.61,48,36,12.82,0.82,False
sz300513,20240927,8.39,8.02,False,False,109,78,-6.2,-13.76,11,42,28.01,-3.1,False
sz300846,20250725,21.91,21.47,False,False,49,74,-17.12,-14.65,71,46,21.63,6.85,False
sz300289,20240912,4.21,4.2,False,False,115,107,-5.7,-4.84,5,13,40.14,20.9,True
sz002135,20240927,4.16,4.03,False,False,99,79,-7.69,-8.48,21,41,23.32,4.81,False
sz002766,20240813,4.55,4.5,False,False,95,96,-11.87,-10.44,25,24,70.99,43.74,True
sz002907,20250924,16.53,16.45,False,False,16,9,-22.08,-17.48,104,111,4.9,-12.95,False
sz000088,20240731,4.41,4.41,False,False,81,66,-7.93,-7.68,39,54,14.73,2.49,False
sz002452,20240903,7.14,7.14,False,False,106,75,-4.34,-4.8,14,45,19.61,7.84,False
sz000712,20240813,11.1,10.21,False,False,98,104,-16.58,-7.71,22,16,77.66,30.27,True
sz002156,20240730,22.12,22.12,False,False,78,80,-17.76,-15.09,42,40,66.44,30.28,True
sz300190,20240925,3.01,2.98,True,False,120,65,0.0,-12.79,0,55,40.86,6.31,False
sz002431,20240927,1.76,1.7,True,False,120,92,0.0,-7.07,0,28,56.82,14.2,False
sz002682,20240731,4.39,4.22,False,False,42,68,-23.69,-18.41,78,52,37.59,-7.74,False
sz300017,20240927,7.74,7.62,True,True,120,120,0.0,0.0,0,0,98.32,50.65,True
sz399662,20240927,1390.85,1307.8,True,False,120,118,0.0,-1.14,0,2,35.41,19.48,False
sz000911,20240924,6.81,6.79,False,False,118,83,-0.73,-5.92,2,37,30.4,6.46,False
sz300825,20250717,11.65,11.09,False,False,35,66,-20.94,-17.25,85,54,14.85,-6.78,False
sz300068,20240903,11.15,9.49,False,False,116,107,-4.3,-11.2,4,13,123.59,72.2,True
sz301111,20250624,15.65,15.58,False,False,114,106,-1.28,-3.7,6,14,78.91,27.99,True
sz002734,20240802,6.91,6.27,False,False,83,101,-11.58,-4.03,37,19,33.95,14.84,False
sz300295,20240808,9.46,9.39,False,False,111,108,-6.55,-6.61,9,12,136.47,85.84,True
sz300674,20250811,26.13,25.56,False,False,18,31,-18.6,-17.28,102,89,8.61,-15.73,False
sz002955,20251020,26.26,25.78,False,False,97,66,-8.57,-14.03,22,53,16.18,-3.54,False
sz300026,20240812,3.65,3.54,False,False,79,70,-15.89,-10.13,41,50,21.37,1.1,False
sz300814,20250717,33.86,32.53,False,True,117,120,-3.13,0.0,3,0,170.05,116.75,True
sz300541,20240924,9.11,8.87,True,False,120,116,0.0,-5.83,0,4,74.74,49.93,True
sz002587,20240816,5.92,5.79,False,False,76,72,-12.33,-11.99,44,48,36.99,9.12,False
sz300616,20240926,12.5,10.5,False,False,63,91,-18.49,-10.96,57,29,28.09,-8.48,False
sz002083,20240826,4.25,4.18,False,False,101,98,-5.18,-4.51,19,22,25.2,9.19,False
sz300790,20250731,22.58,22.56,True,False,120,119,0.0,-1.91,0,1,57.0,29.54,True
sz300371,20240816,9.43,8.68,False,False,80,89,-18.77,-11.06,40,31,19.4,8.27,False
sz301592,20260304,127.16,125.61,False,False,1,4,-16.64,-14.03,29,26,0.02,-0.5,False
sz300877,20251205,25.6,25.3,False,False,80,56,-6.13,-17.79,5,29,30.9,8.63,False
sz301208,20250911,44.42,42.99,False,False,3,7,-19.18,-16.12,117,113,0.59,-16.43,False
sz000417,20240924,4.22,4.2,True,True,120,120,0.0,0.0,0,0,70.38,37.44,True
sz002104,20240905,5.72,5.49,False,False,111,103,-9.44,-4.54,9,17,42.31,26.75,True
sz301172,20250624,20.22,19.58,True,False,120,115,0.0,-7.56,0,5,36.84,4.2,False
sz399319,20240927,2358.07,2345.08,False,False,43,87,-5.89,-3.78,77,33,8.13,-0.61,False
sz002030,20240930,6.42,5.91,False,False,35,86,-17.76,-10.37,85,34,8.57,-6.39,False
sz000523,20240926,2.92,2.8,False,False,98,95,-6.16,-6.26,22,25,26.03,19.18,False
sz300591,20240926,3.38,3.35,True,False,120,80,0.0,-13.45,0,40,88.76,44.08,True
sz301372,20260113,26.82,26.72,False,False,46,44,-9.51,-10.54,14,16,24.01,24.01,True
sz002557,20240926,29.06,28.16,False,False,42,64,-14.51,-11.17,78,56,10.98,-14.06,False
sz000584,20240826,1.94,1.89,False,False,115,114,-5.67,-7.97,5,6,106.7,40.72,True
sz000839,20240815,2.34,2.3,False,False,96,86,-7.26,-5.81,24,34,76.07,40.17,True
sz002803,20240927,11.89,11.46,False,False,104,100,-3.78,-7.17,16,20,34.22,5.95,False
sz300245,20240731,6.14,5.93,False,False,88,96,-11.56,-7.88,32,24,198.05,104.07,True
sz000790,20240927,3.74,3.63,False,False,104,63,-3.74,-8.23,16,57,30.21,2.94,False
sz000877,20240930,5.7,5.51,False,False,58,69,-13.33,-11.65,62,51,22.11,-1.75,False
sz300112,20240923,7.17,7.07,True,False,120,119,0.0,-1.46,0,1,56.21,29.43,True
sz002329,20240930,3.48,3.18,False,False,58,84,-10.63,-13.73,62,36,42.53,-10.63,False
sz300475,20240930,32.27,30.53,False,False,50,92,-18.94,-9.13,70,28,35.3,12.92,False
sz301296,20250625,9.68,9.37,False,False,16,60,-14.59,-10.51,104,60,3.69,-13.35,False
sz002600,20250114,8.07,7.73,False,False,95,62,-16.98,-24.2,25,58,33.09,12.27,False
sz301025,20251126,10.93,10.48,False,False,38,63,-13.72,-10.01,49,24,40.07,0.0,False
sz300740,20251126,19.85,19.68,False,False,91,65,-1.76,-12.38,1,27,34.56,14.71,False
sz002367,20240927,5.94,5.72,False,True,108,120,-3.7,0.0,12,0,27.44,18.18,False
sz000993,20240930,9.27,9.14,False,False,15,61,-12.84,-6.06,105,59,4.53,-1.62,False
sz301314,20251124,42.9,42.26,False,False,79,69,-3.87,-7.49,15,25,19.58,19.58,False
sz002056,20240927,12.16,11.95,False,False,98,85,-4.6,-4.56,22,35,26.48,18.42,False
sz000545,20240903,2.09,2.01,False,False,97,66,-15.79,-11.32,23,54,44.5,7.18,False
sz300223,20240930,64.82,54.88,False,False,105,113,-6.2,-2.85,15,7,42.55,9.66,False
sz300925,20250806,23.84,23.78,False,False,38,44,-16.48,-16.78,82,76,17.03,-11.03,False
sz301509,20250930,36.76,36.58,False,False,62,56,-12.0,-14.12,58,64,19.67,16.62,False
sz002782,20240926,10.56,10.49,True,False,120,118,0.0,-1.1,0,2,39.67,24.05,True
sz300389,20240930,11.53,11.5,False,False,61,85,-15.44,-9.73,59,35,16.48,-6.33,False
sz399435,20240930,3908.64,3668.58,False,False,8,63,-12.56,-5.08,112,57,3.44,-7.06,False
sz300768,20250804,18.11,17.73,False,False,111,96,-4.58,-4.07,9,24,35.17,4.47,False
sz002980,20251125,23.65,22.84,False,False,39,42,-13.15,-10.9,55,52,229.81,229.81,True
sz300413,20240926,21.22,21.02,True,False,120,114,0.0,-1.22,0,6,43.4,29.26,True
sz300174,20240930,15.53,13.79,False,False,75,109,-11.52,-3.16,45,11,23.69,1.02,False
sz300726,20250912,37.15,35.55,False,False,117,118,-1.67,-1.89,3,2,51.41,19.84,False
sz000612,20240930,6.9,6.34,False,False,64,109,-10.87,-11.03,56,11,28.12,-5.8,False
sz002301,20240926,5.02,4.92,True,False,120,119,0.0,-0.08,0,1,95.18,39.43,True
sz399686,20240924,1469.53,1446.67,True,False,120,111,0.0,-3.13,0,9,63.75,36.39,True
sz301043,20260313,54.71,54.04,False,False,7,6,-9.16,-10.69,16,17,9.69,0.18,False
sz002848,20240925,7.42,7.16,False,False,68,60,-24.12,-31.69,52,60,61.19,-21.56,False
sz002666,20240927,3.85,3.75,True,True,120,120,0.0,0.0,0,0,37.14,23.12,True
sz002235,20240924,4.42,4.4,True,False,120,110,0.0,-6.79,0,10,70.36,18.33,False
sz000726,20240927,5.74,5.66,True,False,120,94,0.0,-4.26,0,26,19.86,3.48,False
sz002466,20240930,35.2,32.31,False,False,41,74,-13.86,-12.18,79,46,21.68,-12.98,False
sz300569,20240927,4.62,4.44,False,False,91,72,-5.84,-9.47,29,48,36.58,10.17,False
sz002933,20250624,33.23,33.03,False,False,102,53,-4.69,-8.61,18,67,16.94,3.01,False
sz002752,20240930,5.32,4.86,False,False,101,119,-8.46,-0.25,19,1,32.33,10.34,False
sz301177,20250804,28.2,27.76,False,False,118,78,-0.5,-9.75,2,42,41.1,41.1,True
sz000768,20240828,23.69,23.34,False,False,108,77,-7.18,-8.32,12,43,32.04,4.52,False
sz002428,20240924,11.54,11.23,False,True,119,120,-0.35,0.0,1,0,156.24,82.84,True
sz300527,20240806,6.72,6.63,False,False,95,75,-8.19,-7.36,25,45,78.9,20.69,True
sz001376,20250826,12.58,12.46,False,False,95,105,-4.37,-3.03,25,15,94.91,75.44,True
sz002086,20240930,2.26,2.21,False,False,109,79,-13.27,-11.44,11,41,85.4,18.14,False
sz300040,20240807,5.84,5.06,False,False,77,86,-22.6,-13.14,43,34,40.4,1.2,False
sz003036,20251128,17.0,16.78,False,False,47,48,-11.35,-11.89,44,43,74.71,62.94,True
sz301139,20260112,20.48,19.96,False,False,2,7,-20.56,-17.89,59,54,0.73,-10.99,False
sz300317,20240930,4.2,3.73,False,False,43,58,-19.76,-12.55,77,62,13.1,-10.0,False
sz002218,20240927,3.37,3.1,False,False,114,87,-4.15,-10.77,6,33,33.83,0.0,False
sz000925,20240930,6.58,6.13,False,True,111,120,-6.46,0.0,9,0,44.79,22.89,True
sz000158,20240826,7.19,6.98,False,False,117,119,-2.78,-4.28,3,1,415.16,250.35,True
sz300811,20250710,46.31,46.28,False,False,117,117,-1.62,-1.23,3,3,82.85,62.04,True
sz399656,20240927,5223.82,4914.35,True,False,120,112,0.0,-2.31,0,8,20.58,4.86,False
sz300359,20240730,4.48,4.43,False,False,107,90,-7.81,-11.57,13,30,58.26,14.51,False
sz002950,20250703,8.79,8.76,False,False,117,117,-0.57,-0.21,3,3,53.36,27.53,True
sz301220,20260306,40.38,39.5,False,False,20,26,-5.32,-2.51,8,2,19.81,-1.66,False
sz002405,20240730,6.99,6.93,False,False,101,98,-8.87,-8.32,19,22,63.95,25.46,True
sz002162,20240926,3.12,3.07,True,False,120,118,0.0,-2.28,0,2,79.17,31.41,True
sz002566,20240926,6.34,6.34,False,False,119,92,-1.26,-5.73,1,28,24.13,8.2,False
sz200553,20240926,1.96,1.93,True,False,120,87,0.0,-14.62,0,33,50.0,4.08,False
sz300972,20251127,173.24,171.65,True,False,91,83,0.0,-4.61,0,8,31.68,17.55,False
sz000668,20240911,6.9,6.79,False,False,67,59,-19.57,-26.23,53,61,48.26,-13.62,False
sz300695,20251119,92.72,92.18,False,False,7,1,-28.82,-28.03,90,96,7.92,-23.46,False
sz300274,20240731,66.82,66.33,False,False,108,78,-3.52,-11.95,12,42,75.37,4.89,False
sz300379,20240902,9.83,9.75,False,False,114,111,-7.93,-5.28,6,9,123.6,90.13,True
sz300123,20240802,5.16,5.14,False,False,84,71,-17.64,-15.85,36,49,55.04,11.05,False
sz001215,20250702,28.55,28.55,False,False,114,111,-1.86,-1.9,6,9,49.28,35.69,True
sz002482,20240927,1.73,1.68,False,False,108,90,-8.09,-10.55,12,30,75.14,4.62,False
sz300896,20250630,173.62,173.54,False,False,62,58,-20.64,-19.92,58,62,15.09,-18.04,False
sz300771,20251015,12.57,12.34,False,False,117,97,-5.09,-10.07,3,23,36.83,10.34,False
sz002356,20240930,3.37,3.24,False,False,40,56,-12.46,-12.96,80,64,32.94,-12.46,False
sz399802,20240927,4492.74,4275.73,True,True,120,120,0.0,0.0,0,0,25.92,16.58,False
sz002705,20240927,14.1,13.95,False,False,96,118,-4.32,-1.3,24,2,15.74,9.93,False
sz300059,20240924,11.9,11.44,True,False,120,115,0.0,-5.04,0,5,151.6,92.61,True
sz002262,20240924,24.41,23.81,False,False,57,52,-16.18,-17.39,63,68,13.64,-5.49,False
sz300323,20240815,5.09,4.66,False,False,92,94,-21.61,-11.02,28,26,101.57,60.51,True
sz301393,20251029,54.46,54.04,False,False,26,35,-13.43,-10.71,86,77,9.45,5.83,False
sz300570,20240930,36.24,31.86,False,True,115,120,-5.38,0.0,5,0,241.89,128.26,True
sz399556,20240926,2196.92,2174.03,True,False,120,104,0.0,-2.2,0,16,22.89,6.57,False
sz300627,20240903,19.99,19.84,False,False,119,118,-0.18,-0.1,1,2,62.16,46.95,True
sz003002,20250808,26.1,26.0,False,False,74,70,-11.88,-12.02,46,50,26.82,8.47,False
sz301239,20250725,43.05,42.97,False,False,9,13,-28.27,-19.45,111,107,3.72,-22.09,False
sz300668,20250715,17.92,17.87,False,False,97,103,-3.18,-2.43,23,17,70.76,60.94,True
sz000972,20240926,2.65,2.61,False,False,115,104,-3.02,-10.18,5,16,41.51,23.02,True
sz300340,20240904,8.7,7.5,False,False,106,112,-17.24,-3.38,14,8,54.02,26.21,True
sz002386,20240926,4.12,4.07,False,False,115,97,-2.18,-5.96,5,23,21.6,6.8,False
sz000695,20241226,10.38,10.36,False,False,67,65,-15.9,-18.89,53,55,64.26,21.87,True
sz000426,20240731,12.76,12.21,False,False,42,49,-24.14,-24.31,78,71,15.36,-3.45,False
sz002201,20240930,5.01,4.85,False,False,100,106,-10.19,-6.35,20,14,31.16,18.58,False
sz301277,20250908,13.96,13.95,False,False,2,1,-16.19,-15.12,118,119,0.86,-11.25,False
sz300494,20240930,11.75,10.48,False,False,86,106,-12.17,-6.97,34,14,27.06,1.02,False
sz300808,20250905,29.57,29.2,False,False,58,43,-9.23,-11.1,62,77,16.5,0.81,False
sz300558,20240905,37.14,36.88,False,False,113,114,-7.81,-5.62,7,6,58.67,33.9,True
sz301421,20260226,99.69,99.67,False,False,0,1,-18.25,-19.73,34,33,0.0,-1.16,False
sz002204,20240927,4.37,4.28,True,True,120,120,0.0,0.0,0,0,94.94,39.12,True
sz000717,20240923,1.95,1.92,True,False,120,115,0.0,-1.22,0,5,98.46,46.67,True
sz000423,20240927,56.57,54.93,False,False,62,105,-9.35,-6.44,58,15,7.27,4.77,False
sz002763,20240930,6.51,6.23,False,False,29,95,-10.45,-5.17,91,25,8.14,-2.46,False
sz300344,20251103,5.16,4.81,False,False,0,5,-94.96,-91.47,77,72,0.0,-94.96,False
sz300516,20240830,28.33,27.74,False,False,108,75,-5.37,-6.11,12,45,44.3,22.59,True
sz300843,20250627,31.5,30.39,False,False,102,118,-3.62,-1.81,18,2,106.13,66.13,True
sz000759,20240808,3.45,3.43,False,False,89,90,-19.13,-17.85,31,30,317.1,146.96,True
sz301108,20260205,33.86,32.78,False,False,1,6,-19.64,-17.4,42,37,1.48,-18.93,False
sz003007,20250625,30.66,30.48,False,False,106,91,-4.27,-9.44,14,29,41.23,4.96,False
sz300071,20240830,2.55,2.44,False,False,106,114,-8.24,-3.89,14,6,216.08,165.1,True
sz300820,20250701,49.0,48.09,False,False,86,98,-4.45,-8.49,34,22,27.06,-0.22,False
sz002229,20241008,12.8,12.46,False,False,73,81,-17.89,-13.71,47,39,42.97,-7.42,False
sz301396,20250814,59.43,57.69,False,False,117,84,-1.23,-9.56,3,36,88.26,63.02,True
sz002687,20240930,4.61,4.39,False,False,37,100,-9.54,-3.62,83,20,10.63,-2.6,False
sz300641,20240930,23.19,20.91,False,False,94,95,-10.09,-8.85,26,25,23.05,10.63,False
sz399667,20240926,2581.39,2567.42,True,False,120,113,0.0,-3.97,0,7,50.08,23.95,True
sz002434,20240926,5.24,5.0,False,True,119,120,-1.53,0.0,1,0,75.57,48.85,True
sz301211,20250624,12.24,12.23,False,False,102,96,-4.29,-5.8,18,24,31.02,1.92,False
sz300368,20240930,3.59,2.99,True,True,120,120,0.0,0.0,0,0,42.9,34.82,True
sz002153,20240926,6.25,5.95,True,False,120,103,0.0,-4.64,0,17,44.48,26.88,True
sz300195,20240926,4.47,4.39,True,False,120,119,0.0,-0.09,0,1,64.88,43.4,True
sz301325,20250708,60.21,59.3,False,False,60,63,-20.06,-19.88,60,57,16.31,-16.04,False
sz002353,20240930,31.94,30.74,False,False,112,114,-7.39,-4.05,8,6,27.77,12.4,False
sz300395,20240828,30.35,30.07,False,False,113,101,-6.29,-7.56,7,19,57.03,43.89,True
sz002500,20240731,4.83,4.79,False,False,85,95,-4.97,-3.56,35,25,47.41,22.36,True
sz000789,20240926,4.81,4.74,False,False,113,90,-4.16,-4.71,7,30,18.72,5.62,False
sz002067,20240806,2.81,2.8,False,False,89,89,-7.12,-6.97,31,31,63.7,46.26,True
sz300588,20240823,9.18,8.3,False,False,102,118,-12.2,-1.98,18,2,88.13,74.62,True
sz000820,20240813,2.81,2.77,False,False,92,83,-17.08,-13.6,28,37,59.79,9.61,False
sz399234,20240930,873.63,824.72,False,False,34,74,-10.16,-5.77,86,46,4.38,-2.19,False
sz300212,20240927,20.55,17.72,False,False,119,94,-0.83,-8.44,1,26,56.79,17.08,False
