ts_code,breakthrough_date,roe,netprofit_yoy,new_high,final_gain,success
sz301216,20251124,1.3683,183.4537,False,7.0,False
sz301122,20250624,0.4232,-69.3351,False,2.79,False
sz002707,20240926,9.0993,307.8991,False,9.24,False
sz300197,20240925,-8.097,-254.6786,False,24.83,True
sz002151,20240930,-0.7973,-208.3667,False,4.84,False
sz003028,20250625,1.6871,-24.9208,False,-1.45,False
sz301589,20250725,7.981,-9.331,False,0.43,False
sz301213,20250910,0.1818,-52.7432,False,2.28,False
sz000958,20240815,2.7278,-10.2753,False,-11.44,False
sz002436,20240930,0.3702,7.9918,False,1.32,False
sz399665,20240927,,,False,5.32,False
sz301169,20251021,-11.6652,19.5413,False,10.64,False
sz300643,20240815,5.6656,-0.96,False,-8.53,False
sz002685,20240821,1.8822,159.688,False,6.78,False
sz300324,20240920,-3.7046,-47.6587,False,27.83,True
sz399302,20251225,,,False,0.09,False
sz300822,20250815,1.3711,-54.3936,False,-2.31,False
sz300620,20240930,1.6973,-4.3636,False,7.87,False
sz300073,20240927,2.2018,-69.0056,False,16.45,False
sz002887,20251219,2.9728,36.1933,False,0.32,False
sz002248,20240808,8.7595,-31.9165,False,-9.13,False
sz000975,20240731,9.18,46.3471,False,-2.93,False
sz300988,20251124,7.1076,44.4252,False,9.11,False
sz300514,20240930,9.5722,-1.0661,False,-3.71,False
sz002761,20240926,2.1152,-69.1121,False,7.9,False
sz002206,20240927,5.1419,10.392,False,-1.82,False
sz000715,20240926,2.117,-25.1638,False,3.8,False
sz002455,20240731,5.3114,261.9193,False,-9.55,False
sz002900,20250912,-4.435,-451.6785,False,-10.21,False
sz300109,20240930,6.0882,-18.7931,False,-4.28,False
sz301517,20251124,-1.0603,-141.9302,False,18.86,False
sz002332,20240919,5.8661,12.5626,False,14.69,False
sz300147,20240731,-7.2812,-104.9015,False,163.05,True
sz301559,20251103,2.1505,-44.7297,False,-1.65,False
sz300975,20251125,6.3643,164.3213,False,1.11,False
sz399406,20240927,,,False,2.68,False
sz300420,20240927,-0.3572,-128.7465,False,9.21,False
sz000538,20240808,8.0477,12.7587,False,0.48,False
sz002856,20240926,-6.4698,-1073.8917,False,22.48,True
sz300210,20240913,-8.0775,-54.0513,False,32.56,True
sz000822,20240930,4.2725,-35.5079,False,-9.11,False
sz300916,20250630,2.2376,-24.8523,False,-1.41,False
sz399236,20240926,,,False,10.24,False
sz002818,20240927,5.8131,-20.7303,False,3.17,False
sz002065,20240924,2.4895,-34.3658,False,20.8,True
sz000576,20240927,1.6283,-27.8084,False,8.31,False
sz001395,20251027,15.0522,10.808,False,-1.23,False
sz002636,20240801,2.0612,516.5222,False,-1.09,False
sz002298,20240927,-9.716,-213.9632,False,4.11,False
sz000011,20240802,0.2014,-95.8296,False,-6.94,False
sz300958,20250904,-2.6897,-1002.5174,False,5.28,False
sz301327,20250625,1.3614,193.3576,False,4.81,False
sz300776,20250724,9.1043,38.3689,False,12.65,False
sz002649,20240912,1.8339,-45.849,False,20.16,True
sz300115,20240814,6.4824,428.7436,False,-0.46,False
sz001223,20251212,4.8214,57.7333,False,-6.71,False
sz300472,20240806,-8.0589,49.3857,False,6.74,False
sz301291,20250815,6.4919,24.3833,False,3.27,False
sz301358,20250811,2.5965,-21.59,False,2.82,False
sz300709,20250624,-0.8139,35.4487,False,9.56,False
sz000547,20240801,-5.4433,-11.1665,False,-5.7,False
sz301022,20251015,4.7711,91.1059,False,0.74,False
sz002607,20240806,18.543,41.3766,False,-23.46,False
sz002037,20240807,-2.6961,-171.0818,False,14.87,False
sz000524,20240925,1.8836,33.7274,False,3.31,False
sz002550,20240731,7.6145,53.5737,False,3.75,False
sz301526,20251124,3.3763,273.526,False,39.35,True
sz300596,20240927,5.2635,20.5139,False,9.2,False
sz002079,20240912,0.3798,-80.078,False,17.4,False
sz301568,20250625,1.8164,25.9785,False,-2.95,False
sz002982,20250908,0.3425,-59.9455,False,-4.58,False
sz000797,20240808,3.8555,274.017,False,-5.88,False
sz002284,20240807,3.7292,53.8999,False,-5.18,False
sz300242,20240819,-8.0947,26.6157,False,-8.75,False
sz300611,20240807,4.6258,146.0557,False,-3.04,False
sz300042,20240930,-2.7148,-50.3081,False,5.05,False
sz399350,20240927,,,False,5.28,False
sz300376,20241008,2.9456,-64.3947,False,-13.96,False
sz301595,20251113,7.6904,-20.6784,False,-11.56,False
sz300797,20251124,8.1334,15.0845,False,0.49,False
sz000410,20240731,-8.0412,-36.0601,False,-7.61,False
sz002103,20240925,7.5759,19.3796,False,6.94,False
sz399679,20240927,,,False,9.98,False
sz300338,20240902,,-281.246,False,5.12,False
sz002931,20250730,1.7923,2217.6618,False,-2.77,False
sz301116,20250807,-10.8705,-255.0299,False,1.99,False
sz200706,20240806,,,False,5.14,False
sz300994,20260121,10.9428,56.5495,False,-2.83,False
sz300508,20240730,5.8538,-16.6623,False,-2.63,False
sz301222,20251020,4.295,-29.7881,False,4.54,False
sz002254,20240930,1.6422,-45.3732,False,-0.9,False
sz300673,20250701,4.0294,-19.2323,False,-7.41,False
sz300292,20240816,3.4916,50.1136,False,-4.47,False
sz301158,20260407,7.0667,50.1335,False,-5.63,False
sz001317,20251103,-1.3516,-201.5759,False,-4.9,False
sz300021,20240930,0.934,-22.9823,False,2.07,False
sz300546,20240815,0.705,75.7497,False,-1.67,False
sz000709,20240927,0.7048,-19.1074,False,6.03,False
sz000922,20241028,6.3779,-33.3112,False,6.89,False
sz301269,20250818,0.0611,-91.8991,False,11.62,False
sz300310,20240816,1.8896,1057.4997,False,20.54,True
sz399651,20240926,,,False,6.86,False
sz002402,20240927,4.3611,2.2113,False,5.69,False
sz002398,20240827,1.9838,-42.0196,False,-12.7,False
sz300991,20260129,0.2382,135.7442,False,24.94,True
sz002165,20240731,1.8556,395.8617,False,-0.29,False
sz002232,20240919,0.0384,-98.8065,False,30.2,True
sz000721,20240926,-15.2243,-29.5337,False,-1.84,False
sz301170,20251021,4.6014,3.391,False,5.2,False
sz002755,20240731,2.5904,147.708,False,15.31,False
sz300009,20240930,11.1152,4.9895,False,-6.58,False
sz300520,20240930,-1.0512,-142.1395,False,9.46,False
sz000888,20240830,5.2929,-8.9293,False,-4.27,False
sz301459,20250624,2.3667,-21.0359,False,1.23,False
sz300047,20240823,0.9215,-4.0408,False,21.89,True
sz003031,20250625,2.0152,48.8055,False,10.57,False
sz000592,20240926,1.0521,108.2182,False,7.88,False
sz002081,20240926,2.5756,-43.8254,False,5.64,False
sz300888,20251110,6.4651,32.3579,False,-8.29,False
sz300414,20240902,0.2592,-94.7526,False,-11.93,False
sz002281,20240930,2.4617,-12.6368,False,10.46,False
sz000792,20240927,6.7009,-56.6013,False,-0.06,False
sz399432,20240927,,,False,8.79,False
sz300173,20240927,2.082,15.1086,False,13.95,False
sz300209,20250414,0.0187,105.801,False,4.23,False
sz300721,20250724,-5.3113,-599.2599,False,2.79,False
sz000615,20241014,-62.1481,-72.5855,False,10.04,False
sz002306,20240927,-190.5472,69.5162,False,5.67,False
sz399966,20240731,,,False,-4.27,False
sz002661,20240919,4.1165,824.5182,False,16.3,False
sz399681,20240927,,,False,2.5,False
sz301313,20250624,-2.8282,38.1652,False,2.04,False
sz000858,20240926,14.6565,11.8575,False,2.89,False
sz000025,20240925,4.6872,73.6804,False,9.26,False
sz301489,20260302,5.9964,52.2096,False,-11.32,False
sz301027,20250818,-1.9209,13.1842,False,-6.67,False
sz000816,20240924,0.792,94.5785,False,12.18,False
sz300922,20250905,1.7996,2.7833,False,14.14,False
sz002578,20240927,1.015,-32.6673,False,1.8,False
sz300224,20240927,3.8824,-37.9444,False,7.57,False
sz002785,20240731,0.4465,-2.8998,False,5.54,False
sz002862,20240731,0.6027,245.9508,False,-4.07,False
sz300492,20240930,42.9565,3224.5732,False,-13.1,False
sz399649,20240927,,,False,2.71,False
sz002133,20240926,-1.5602,-167.4557,False,-2.07,False
sz002886,20250624,0.3433,12.2555,False,2.08,False
sz300840,20250630,1.2126,-86.5334,False,-6.1,False
sz399360,20240927,,,False,18.13,False
sz300346,20240815,7.7318,17.3762,False,-5.07,False
sz300621,20240809,1.1563,130.02,False,-11.65,False
sz300576,20240813,5.6618,60.5228,False,-8.85,False
sz301395,20251028,2.0612,-2.8063,False,1.58,False
sz399550,20240926,,,False,5.57,False
sz000739,20240924,9.9529,3.9559,False,14.03,False
sz301168,20260130,2.0881,-36.87,False,-4.37,False
sz300011,20240731,0.9255,207.37,False,-5.86,False
sz002962,20250625,0.6053,-48.1525,False,-2.45,False
sz300538,20240927,0.4688,-32.8414,False,14.54,False
sz000777,20240815,3.7924,10.1092,False,-14.03,False
sz002264,20240927,8.6669,47.6825,False,-5.09,False
sz399804,20240927,,,False,7.39,False
sz300196,20240927,2.7188,-42.0125,False,5.96,False
sz002703,20240927,3.9925,237.184,False,5.17,False
sz301126,20250624,0.1788,-83.8228,False,5.4,False
sz002150,20240912,4.5879,242.9331,False,14.02,False
sz002099,20240902,0.6866,98.7416,False,-8.33,False
sz002299,20241008,3.7064,-48.2508,False,-8.26,False
sz300890,20251128,0.915,-64.6377,False,-9.33,False
sz300396,20241008,9.313,-17.8012,False,-17.28,False
sz301326,20250624,-0.886,-121.4335,False,9.06,False
sz300777,20250908,4.7675,99.1524,False,-0.56,False
sz002637,20240802,2.4987,105.8074,False,0.35,False
sz002484,20240926,6.2751,-3.9125,False,2.68,False
sz000539,20240930,4.029,5.4172,False,-8.35,False
sz002679,20240926,-5.0944,-6.3361,False,2.03,False
sz001213,20250624,0.8972,-35.3816,False,2.03,False
sz002049,20240926,6.2847,-47.043,False,23.99,True
sz301516,20250624,-1.2975,-79.878,False,4.7,False
sz301345,20260203,18.3899,101.2665,False,-3.62,False
sz000514,20240815,-0.8826,-617.7427,False,-9.5,False
sz002007,20240930,3.8939,-16.4162,False,-10.05,False
sz301622,20250929,5.1307,38.3197,False,1.45,False
sz002651,20240801,3.0802,-54.8944,False,-5.76,False
sz301289,20250630,2.1481,30.0013,False,1.89,False
sz300711,20250630,1.1882,1033.8542,False,-3.72,False
sz000625,20240930,3.9441,-62.9982,False,-11.7,False
sz002565,20240815,1.4296,329.7393,False,-10.82,False
sz300630,20241112,,,False,-11.54,False
sz002831,20240930,4.5187,15.1478,False,-5.88,False
sz002185,20240927,1.3954,254.2283,False,24.07,True
sz300143,20240909,3.9492,-22.4439,False,-12.16,False
sz300277,20240912,0.5902,-46.8182,False,35.0,True
sz399398,20240927,,,False,2.99,False
sz300424,20240927,2.0499,388.4957,False,19.2,False
sz399402,20240925,,,False,13.69,False
sz301190,20251031,4.3366,25.1309,False,-4.67,False
sz301059,20250624,2.5772,9.0823,False,6.56,False
sz002852,20240930,1.3667,-81.6302,False,0.14,False
sz002548,20240930,-2.8585,82.4345,False,-6.45,False
sz399232,20240930,,,False,-2.47,False
sz000826,20240927,-3.8589,-37.214,False,14.21,False
sz300214,20240930,-1.6701,-172.4794,False,1.27,False
sz300447,20240930,2.1032,-56.1146,False,10.38,False
sz001258,20250929,0.3076,-90.1688,False,3.03,False
sz000572,20240927,-8.3256,-138.2247,False,-1.45,False
sz001391,20250724,4.9505,86.1492,False,-2.02,False
sz002061,20240926,3.5835,6.5672,False,6.86,False
sz301323,20251219,4.9112,-2.2467,False,5.81,False
sz000868,20240826,0.8496,110.9687,False,0.22,False
sz300393,20240927,-7.2964,-229.3707,False,8.04,False
sz002506,20240927,1.7783,-61.1518,False,1.43,False
sz300895,20250624,-2.5755,-40.7308,False,2.88,False
sz300609,20240730,-3.0688,-116.0545,False,5.46,False
sz300193,20240731,5.9118,14.3811,False,-2.47,False
sz000895,20240926,11.0516,-19.0478,False,-1.32,False
sz002681,20240829,3.7134,3.6172,False,-13.27,False
sz399986,20240815,,,False,0.32,False
sz300647,20240731,-1.832,34.9216,False,20.71,True
sz399661,20240926,,,False,5.13,False
sz000912,20240919,2.0697,-13.0589,False,10.7,False
sz300826,20250626,0.3523,-14.1127,False,10.17,False
sz301259,20250724,-1.0727,67.2308,False,-5.5,False
sz002929,20250822,0.6306,-83.37,False,-5.92,False
sz300320,20240806,3.4836,18.4422,False,-8.14,False
sz300077,20240906,-11.8405,41.3089,False,2.39,False
sz300510,20240911,-0.6477,-154.1497,False,-9.09,False
sz300343,20240911,-0.6523,-153.5394,False,-8.52,False
sz301469,20251224,4.0027,3.2471,False,6.69,False
sz002765,20240731,2.8073,31.2035,False,-5.58,False
sz300039,20240812,3.77,5.0651,False,-10.38,False
sz000851,20240902,,,False,-16.08,False
sz002598,20240927,5.103,0.3047,False,2.89,False
sz000711,20241101,-9.3388,91.4082,False,-4.97,False
sz300497,20240927,-0.9079,62.3637,False,8.2,False
sz003030,20251015,3.1822,366.7573,False,4.4,False
sz000593,20240927,3.6246,-10.4401,False,8.25,False
sz300615,20240807,-4.4154,-139.7512,False,-8.1,False
sz002080,20240930,2.5359,-66.5972,False,-5.82,False
sz300793,20250625,0.5165,7.6294,False,-5.56,False
sz301591,20250630,2.4383,26.6764,False,5.61,False
sz399354,20240926,,,False,5.84,False
sz301112,20260112,0.2967,-58.2814,False,-6.01,False
sz002737,20250106,12.6983,-31.0567,False,-13.12,False
sz301226,20250624,0.7852,12.0375,False,0.95,False
sz300990,20260325,9.2157,158.1097,False,0.82,False
sz300025,20240927,-3.4397,-66.1262,False,-3.84,False
sz399003,20240809,,,False,-3.96,False
sz002779,20240807,6.3092,4.627,False,0.18,False
sz000923,20240930,5.1307,25.3572,False,-11.74,False
sz300542,20240730,-2.2278,-701.1752,False,0.0,False
sz002918,20250721,-0.1723,-106.862,False,2.83,False
sz002584,20240924,1.8371,240.2395,False,7.49,False
sz300311,20240920,-14.6457,-24.282,False,27.01,True
sz001227,20251022,3.9603,0.6487,False,0.0,False
sz300111,20240808,0.2656,115.4974,False,-9.09,False
sz000639,20240927,1.2086,179.3033,False,0.0,False
sz002579,20240927,-2.9732,18.1348,False,7.91,False
sz300476,20240927,5.8959,33.2305,False,47.24,True
sz002199,20240820,-11.6852,-30.8314,False,14.91,False
sz001269,20250630,-0.3458,-116.9144,False,9.02,False
sz300096,20240905,-16.2019,24.7736,False,-9.93,False
sz002603,20240930,4.627,-66.9707,False,-6.38,False
sz301026,20251029,7.5035,18.3111,False,-2.4,False
sz002364,20240731,2.9254,524.5029,False,0.0,False
sz301312,20251126,5.7728,57.5923,False,3.84,False
sz300743,20251110,14.5648,22.943,False,-9.35,False
sz000677,20240731,5.5181,4.3728,False,-5.58,False
sz300438,20240822,0.7717,-83.4147,False,5.59,False
sz301616,20251124,15.4048,143.6776,False,4.37,False
sz000520,20240926,-2.7765,-78.3754,False,24.21,True
sz002033,20240927,4.5554,-7.2212,False,-4.46,False
sz300720,20251015,4.7063,-24.8201,False,9.55,False
sz301371,20250721,4.1178,-32.5359,False,2.08,False
sz002554,20240926,1.2071,-47.3948,False,2.08,False
sz002800,20240923,1.534,-41.8459,False,15.67,False
sz399707,20240924,,,False,25.11,True
sz000793,20240912,-6.6146,13.3176,False,47.33,True
sz000009,20240930,1.9667,-60.1781,False,-8.77,False
sz300940,20251113,9.7082,7228.2814,False,2.07,False
sz399436,20240930,,,False,-7.52,False
sz300410,20240816,-18.7127,-42.1628,False,-13.6,False
sz300243,20240930,1.9986,-47.4205,False,12.58,False
sz300177,20240826,-2.2286,-1394.428,False,4.05,False
sz000042,20240926,-7.5167,-2009.347,False,12.3,False
sz002302,20240826,0.0571,-96.5877,False,-1.21,False
sz300725,20250624,1.1907,-27.6741,False,11.81,False
sz399685,20240927,,,False,5.24,False
sz301040,20250912,-4.9153,-15.2672,False,-7.89,False
sz000021,20240731,3.2751,21.3849,False,-7.89,False
sz300968,20250818,0.0328,-97.5126,False,1.8,False
sz399248,20240927,,,False,7.66,False
sz000672,20240826,1.9616,-67.8546,False,-7.86,False
sz002361,20240731,0.7941,-16.2729,False,-0.63,False
sz000546,20240904,4.1009,657.8289,False,7.16,False
sz002828,20240930,1.7462,-43.8891,False,-3.53,False
sz002055,20240731,-3.687,-1452.7599,False,-8.1,False
sz002606,20250107,9.5861,302.0793,False,7.55,False
sz300220,20240731,2.1551,112.746,False,-2.2,False
sz000812,20240807,3.4684,37.6113,False,-14.94,False
sz300926,20250624,5.8238,47.9841,False,1.11,False
sz301359,20251024,3.4844,-11.2237,False,0.53,False
sz002648,20240927,7.9495,12.5125,False,3.76,False
sz300314,20240925,4.0084,-49.3051,False,7.07,False
sz000708,20240930,7.0666,-10.3436,False,-10.52,False
sz000926,20240926,0.3157,-48.9004,False,6.52,False
sz399655,20240927,,,False,4.83,False
sz001316,20251022,9.6648,63.9251,False,3.76,False
sz301090,20250924,-1.8768,28.961,False,-2.74,False
sz301223,20251218,4.4909,19.8368,False,4.48,False
sz300672,20251106,0.1813,-89.4241,False,21.22,True
sz002406,20240926,1.3382,24.2656,False,7.55,False
sz002161,20240731,2.9245,-18.7172,False,-3.05,False
sz000725,20240927,1.7552,210.4134,False,0.24,False
sz002236,20240927,5.161,-8.4224,False,2.8,False
sz301413,20250729,3.4735,19.5961,False,7.43,False
sz001872,20260226,6.0838,1.8873,False,10.02,False
sz301389,20251217,3.6783,55.1888,False,2.08,False
sz002278,20240924,0.9669,16.5136,False,11.52,False
sz300871,20250905,6.6653,325.8761,False,-4.97,False
sz002085,20240927,5.9218,24.9346,False,10.94,False
sz000596,20241008,20.9005,24.4938,False,-14.46,False
sz300043,20240830,-9.7387,-131.8447,False,-13.19,False
sz003035,20251128,5.0404,125.0817,False,-2.9,False
sz399106,20240926,,,False,11.81,False
sz300120,20240807,1.6179,7.2253,False,7.18,False
sz001216,20260330,10.6972,12.173,False,9.21,False
sz002481,20240926,2.0911,178.7916,False,6.56,False
sz300912,20251224,-5.3121,76.6994,False,13.06,False
sz000608,20240924,-0.5908,35.175,False,20.47,True
sz301017,20251031,5.2556,927.37,False,35.78,True
sz002632,20240828,4.3022,18.0373,False,-5.13,False
sz300409,20240903,1.855,345.9827,False,-2.08,False
sz002355,20240813,0.5946,105.1816,False,-6.04,False
sz300772,20260206,4.0941,-5.7627,False,4.57,False
sz002798,20240926,-2.5723,9.0651,False,3.32,False
sz200037,20240930,,,False,4.57,False
sz200550,20250206,,,False,0.91,False
sz300239,20240927,3.0611,-21.0176,False,4.21,False
sz300971,20251225,6.4268,82.8736,False,7.35,False
sz002378,20240927,5.46,29.8641,False,4.37,False
sz300696,20260409,2.5085,350.815,False,16.1,False
sz003001,20250714,1.7328,2.6902,False,14.56,False
sz001288,20250722,3.2936,20.3519,False,0.32,False
sz002178,20240926,-2.7948,-379.6698,False,34.67,True
sz399602,20240926,,,False,8.55,False
sz002883,20250624,0.0802,-94.5398,False,2.88,False
sz300845,20250924,0.1064,-91.3888,False,-2.71,False
sz002385,20240927,-1.987,79.8585,False,0.0,False
sz301089,20251022,-1.9618,-1036.5331,False,-1.04,False
sz002136,20240930,3.7857,-29.299,False,-5.94,False
sz000425,20240826,6.3964,3.2388,False,-11.41,False
sz002202,20240826,3.6688,10.8298,False,2.94,False
sz002451,20240925,1.25,66.155,False,16.26,False
sz002706,20240927,5.7295,-14.0859,False,1.05,False
sz301123,20250624,-0.1816,-126.2509,False,23.35,True
sz002155,20240807,6.8927,56.7122,False,0.38,False
sz002967,20250709,2.9073,22.1089,False,-6.69,False
sz002261,20240903,0.1302,-94.2312,False,2.35,False
sz301217,20260212,1.1623,162.4929,False,15.94,False
sz300868,20250725,-0.6494,-153.1531,False,-4.14,False
sz002432,20240808,3.1677,-23.4224,False,1.73,False
sz002748,20240930,0.3826,202.2813,False,-5.75,False
sz000408,20240926,9.9069,-35.9866,False,4.75,False
sz001322,20250916,0.5929,-25.1513,False,-2.96,False
sz300014,20240731,6.0688,-0.6357,False,-1.73,False
sz301390,20250905,1.2669,-8.8168,False,-0.36,False
sz300573,20250324,20.5941,40.8379,False,-12.69,False
sz399555,20240926,,,False,4.46,False
sz000917,20240925,0.678,25.9595,False,6.6,False
sz300823,20251020,1.937,-40.72,False,6.5,False
sz399303,20240927,,,False,12.1,False
sz002479,20240822,2.4837,44.5749,False,-1.08,False
sz399983,20240926,,,False,5.83,False
sz300642,20240816,0.4398,-80.969,False,-13.14,False
sz399664,20240927,,,False,9.71,False
sz002437,20240925,6.9743,342.3896,False,8.76,False
sz000959,20240925,0.7952,-3.7969,False,13.11,False
sz301212,20250908,1.3382,9.6122,False,-4.09,False
sz301588,20250703,2.4114,-33.3363,False,-0.64,False
sz000890,20240926,-131.4716,-124.8944,False,0.33,False
sz003029,20251015,-6.5977,-3.2634,False,9.77,False
sz002901,20251201,13.238,77.0274,False,-1.05,False
sz300308,20240926,15.4949,284.2624,False,16.17,False
sz002454,20240927,2.3643,3.6234,False,2.1,False
sz002207,20240812,-18.317,15.5833,False,-10.58,False
sz000420,20240930,0.9168,-17.4771,False,-6.14,False
sz002760,20240822,1.4488,-38.0363,False,-11.13,False
sz399413,20240930,,,False,1.01,False
sz300515,20240731,5.8381,15.0491,False,-5.37,False
sz002380,20240731,5.4448,153.5531,False,-5.84,False
sz300989,20250627,0.3868,9.3183,False,8.06,False
sz002249,20240919,5.1042,15.5681,False,12.52,False
sz003004,20250908,-1.4195,58.5014,False,1.52,False
sz000989,20240927,5.3158,-16.4531,False,0.6,False
sz300272,20240802,4.4771,6.0422,False,-0.63,False
sz300693,20250716,8.6234,-12.9119,False,2.31,False
sz300421,20240731,2.8327,0.4367,False,-6.44,False
sz399407,20240927,,,False,16.31,False
sz301558,20250625,1.0532,-53.4707,False,5.08,False
sz002180,20240924,9.901,177.3703,False,14.2,False
sz300146,20240930,7.5933,-42.3432,False,-13.61,False
sz002333,20240930,1.6964,-3.3186,False,-9.28,False
sz000620,20240930,0.8978,103.9703,False,-15.05,False
sz002560,20240927,1.42,-59.3837,False,4.85,False
sz002654,20240927,1.9411,524.6122,False,4.65,False
sz301071,20250811,0.4907,-82.5165,False,2.62,False
sz002350,20240801,-0.7006,61.0803,False,-3.55,False
sz000010,20240924,-47.7566,14.3026,False,10.16,False
sz300959,20250707,0.9301,401.888,False,0.32,False
sz001914,20250908,4.5036,8.9033,False,-0.5,False
sz002819,20240830,-1.758,13.6127,False,-3.4,False
sz002064,20240819,5.9977,11.7392,False,0.28,False
sz301368,20250819,0.3308,-68.794,False,-3.04,False
sz300739,20251020,2.9753,119.0614,False,13.1,False
sz399237,20240731,,,False,-3.66,False
sz300917,20250710,5.2691,2.6874,False,-7.13,False
sz300211,20240814,-3.3375,-1488.9025,False,-6.98,False
sz300442,20240925,10.7092,37.6416,False,21.84,True
sz301195,20250908,2.9526,-15.6544,False,-3.47,False
sz300125,20240807,-51.1718,-5076.4451,False,-9.54,False
sz002857,20240930,-3.0559,-222.8564,False,-5.27,False
sz301317,20251027,31.722,963.0981,False,-2.63,False
sz300746,20260120,3.3428,476.3194,False,-3.51,False
sz002532,20240926,8.3804,103.4501,False,7.14,False
sz000995,20240919,-3.3166,-230.7465,False,19.92,False
sz300093,20240927,,-110.3482,False,17.78,False
sz301023,20250624,2.0409,28.309,False,1.21,False
sz300708,20250708,4.2754,3.434,False,1.55,False
sz301290,20251111,-2.4299,-181.1267,False,-1.8,False
sz300473,20240802,1.1733,209.7467,False,3.51,False
sz001222,20260120,9.4621,8.7487,False,-6.65,False
sz002866,20240912,1.5643,-19.0009,False,19.76,False
sz002285,20240808,0.498,-47.6473,False,-7.61,False
sz000796,20240731,-1.78,85.6972,False,-6.34,False
sz002983,20251016,6.9774,25.7545,False,-0.63,False
sz300945,20260126,6.2324,32.58,False,-2.92,False
sz000338,20240930,7.2295,51.4086,False,-13.31,False
sz002805,20240905,-3.9767,24.4508,False,-14.6,False
sz002078,20240927,6.5169,40.4922,False,-3.47,False
sz001388,20260119,6.2797,-6.7763,False,-5.18,False
sz002498,20240930,4.888,-9.8603,False,-7.83,False
sz300597,20240807,0.6899,-32.464,False,1.4,False
sz002551,20240926,0.5352,21.4107,False,4.41,False
sz301613,20251010,11.9167,18.6511,False,-4.28,False
sz000525,20240808,2.3821,17.8138,False,24.3,True
sz002036,20240906,-2.3514,76.7448,False,-6.19,False
sz300139,20240906,2.0629,-49.1916,False,2.45,False
sz002930,20250922,-0.4761,-109.1969,False,-2.68,False
sz300339,20240920,2.5008,6.3901,False,127.44,True
sz002465,20240930,1.5322,-37.1122,False,8.33,False
sz002102,20240930,1.3812,-81.1347,False,-5.19,False
sz000411,20240927,5.9793,-7.4128,False,1.99,False
sz002698,20240927,7.8504,-18.705,False,2.72,False
sz002594,20240314,24.0481,80.7243,False,-1.8,False
sz300796,20250905,2.0217,109.6977,False,-3.54,False
sz300377,20240731,-1.8253,2.5163,False,-12.01,False
sz300610,20240930,3.534,71.6044,False,3.04,False
sz002448,20240930,5.2031,-3.8312,False,-7.72,False
sz300812,20251021,4.471,348.816,False,9.77,False
sz300547,20240930,8.8816,60.2573,False,10.07,False
sz002581,20240930,-1.4405,44.9099,False,-8.33,False
sz300020,20241022,-4.052,-224.297,False,16.74,False
sz301159,20251021,-12.089,32.4859,False,5.59,False
sz000968,20240930,3.8487,-30.7252,False,-5.39,False
sz300293,20240830,-0.1356,19.9918,False,-6.46,False
sz002255,20240930,3.4034,-19.4662,False,-2.18,False
sz002953,20250708,5.9808,27.3309,False,1.31,False
sz300509,20240830,3.0537,-10.2865,False,-0.64,False
sz300995,20251020,2.0449,129.5197,False,-7.33,False
sz003018,20251021,5.8928,-19.4465,False,6.32,False
sz001358,20251124,3.0968,-28.1787,False,0.0,False
sz301117,20250626,-1.1015,8.8343,False,-2.02,False
sz002732,20240927,3.9861,-42.7694,False,-1.97,False
sz002164,20240925,1.5908,2.9373,False,6.43,False
sz300638,20240930,10.4452,10.1653,False,5.38,False
sz002399,20240925,5.5196,438.0497,False,12.46,False
sz002956,20251029,8.5873,21.8961,False,10.28,False
sz002250,20240927,0.2209,-42.4274,False,-1.85,False
sz300677,20250701,4.0119,21.0233,False,16.24,False
sz002403,20240821,-0.2127,94.6837,False,-15.97,False
sz300859,20250721,1.5172,-61.7771,False,-1.13,False
sz399650,20240927,,,False,6.19,False
sz001313,20251111,1.022,138.8644,False,-1.05,False
sz301095,20260105,1.1792,380.1384,False,7.76,False
sz301268,20251113,-2.0023,61.4032,False,-5.55,False
sz300817,20250624,1.2464,-0.795,False,-0.44,False
sz300046,20240920,-0.0985,-104.6087,False,59.45,True
sz002149,20240927,3.2552,-7.5634,False,8.6,False
sz301458,20250714,5.3112,24.2028,False,4.18,False
sz000889,20240731,-11.2796,0.1202,False,0.0,False
sz300521,20240806,-0.9837,-51638.5178,False,-1.15,False
sz200761,20240926,,,False,0.0,False
sz300008,20240731,3.0856,-6.0711,False,-4.6,False
sz002107,20240927,1.5002,-70.2142,False,7.95,False
sz301171,20250718,3.9705,8.8142,False,27.46,True
sz300614,20260120,-6.0954,-2.7058,False,0.27,False
sz000720,20240924,-1.4038,1.1489,False,15.41,False
sz002233,20240925,1.9185,-53.4296,False,8.09,False
sz002460,20240927,-1.6649,-112.9975,False,-1.22,False
sz002935,20250905,0.5258,-46.2514,False,2.22,False
sz399967,20240927,,,False,14.12,False
sz002660,20240911,2.6157,-18.5573,False,4.19,False
sz301522,20250630,,,False,-1.15,False
sz002307,20240827,0.3047,-10.753,False,-15.32,False
sz300592,20240927,6.2057,-35.3076,False,4.99,False
sz300172,20240930,2.8401,-35.3372,False,-0.75,False
sz301658,20251103,3.9282,-47.5728,False,2.43,False
sz002986,20250717,0.5383,-89.2431,False,9.83,False
sz399433,20240731,,,False,-3.09,False
sz002349,20240812,5.4707,-12.4012,False,-12.53,False
sz300415,20240926,11.4578,19.0421,False,7.67,False
sz300246,20240926,-0.1936,-104.2729,False,9.46,False
sz002863,20240927,1.628,6.7809,False,2.95,False
