ts_code,breakthrough_date,roe,netprofit_yoy,new_high,final_gain,success
sh601608,20240930,2.3754,0.56,False,-3.64,False
sh600259,20240927,-8.6083,-395.4051,False,1.17,False
sh605358,20250725,-1.7456,-89.997,False,-0.76,False
sh601038,20240913,12.9981,20.0498,False,19.43,False
sh603650,20250701,10.5308,12.0699,False,-2.76,False
sh601077,20251014,7.9429,3.7411,False,-2.79,False
sh688386,20260408,11.8181,36.1719,False,-5.39,False
sh688135,20250624,-0.6838,-2340.6331,False,9.89,False
sh688766,20250731,1.8275,-70.0453,False,-4.41,False
sh603798,20240930,4.08,23.8461,False,-6.99,False
sh603379,20251203,22.6397,183.6571,False,7.99,False
sh600340,20240926,-82.078,-282.6813,False,18.55,False
sh600289,20240829,1.4483,108.5807,False,-2.24,False
sh605388,20251203,-0.1358,-104.7932,False,0.25,False
sh688566,20260401,8.5484,12.7979,False,2.52,False
sh900932,20250626,,,False,4.32,False
sh603385,20240927,1.6407,1.9785,False,1.78,False
sh688528,20251128,-13.4154,-68.3898,False,-10.54,False
sh603178,20240930,1.6175,-23.6262,False,-7.66,False
sh000802,20240927,,,False,6.87,False
sh600824,20240924,1.7747,-19.4742,False,5.43,False
sh600059,20240926,1.6339,5.3566,False,-0.48,False
sh603966,20240927,5.6143,0.6648,False,8.94,False
sh688318,20250625,1.2789,-7.3678,False,-13.38,False
sh688631,20250721,-1.6645,-473.5017,False,6.25,False
sh603967,20250904,6.0938,6.8958,False,-1.29,False
sh605116,20250624,5.0048,45.3049,False,3.04,False
sh600570,20240926,0.3777,-93.3038,False,36.49,True
sh600017,20240925,3.2329,-16.1508,False,9.05,False
sh688500,20251124,-5.9374,29.4912,False,4.15,False
sh600641,20240927,-0.8519,-159.7049,False,20.68,True
sh603685,20260122,2.0205,105.3394,False,22.68,True
sh600326,20250108,-2.8241,80.4108,False,-4.87,False
sh688067,20251208,5.7655,16.3483,False,-2.67,False
sh600195,20241008,1.4864,-79.3927,False,-9.09,False
sh600821,20240816,5.388,-5.7029,False,-7.42,False
sh600368,20240927,5.5065,2.0655,False,2.3,False
sh688029,20250624,4.1157,12.179,False,9.18,False
sh688619,20251208,-11.2681,0.8782,False,-8.49,False
sh600558,20240930,2.7067,18.2515,False,3.23,False
sh688183,20260226,23.6375,497.6069,False,-13.17,False
sh603381,20250801,1.3973,-70.7591,False,1.26,False
sh600071,20240910,-2.7574,40.1278,False,10.71,False
sh000139,20240930,,,False,0.63,False
sh601108,20250625,0.7932,-36.34,False,0.9,False
sh601975,20250724,5.1333,-53.2758,False,-1.36,False
sh603887,20240807,-1.1876,-2210.9793,False,6.48,False
sh688657,20250624,0.4845,13.8971,False,0.73,False
sh600516,20240927,1.0037,-38.7329,False,11.21,False
sh000057,20240927,,,False,7.74,False
sh600345,20240930,0.7219,-51.3671,False,-1.34,False
sh603007,20240905,-17.7104,-37.1271,False,11.36,False
sh603048,20251020,3.4933,21.5386,False,4.94,False
sh603333,20240927,-0.1202,-110.8768,False,10.76,False
sh600422,20241210,7.1542,0.3596,False,7.57,False
sh688383,20251201,0.5664,-88.7503,False,17.46,False
sh600976,20241008,13.8581,-22.5254,False,-13.11,False
sh603180,20240930,2.5358,-9.1392,False,-10.19,False
sh600691,20240925,-6.3559,-33.1356,False,4.02,False
sh688419,20260106,6.5131,14.7019,False,32.01,True
sh688229,20250624,-2.2154,34.2364,False,-0.34,False
sh603351,20251031,6.5914,1.0347,False,4.15,False
sh605069,20251024,-2.462,-633.2556,False,-0.84,False
sh688267,20251029,6.2028,52.2686,False,4.68,False
sh600892,20240926,-11.7079,-443.9689,False,4.2,False
sh600775,20240927,-2.0861,-149.4409,False,5.12,False
sh600212,20241021,-0.5766,-113.0559,False,46.52,True
sh601010,20240926,1.6291,-40.7533,False,5.66,False
sh688700,20250905,2.4407,-23.6648,False,-1.44,False
sh600588,20240927,-8.1507,6.0552,False,5.74,False
sh603299,20240827,8.5356,18.9193,False,0.65,False
sh688153,20250806,-0.2375,-183.7163,False,3.65,False
sh688030,20250714,-8.6574,4.314,False,11.6,False
sh600522,20240807,4.3556,-25.3148,False,-7.9,False
sh600371,20240927,7.1747,-4.8437,False,5.21,False
sh600616,20240926,-0.7923,-113.2747,False,0.0,False
sh688557,20251124,7.827,47.5397,False,7.08,False
sh603755,20250714,4.8045,22.6372,False,0.49,False
sh900903,20240809,,,False,3.49,False
sh688283,20250717,1.3108,-8.4922,False,3.03,False
sh600658,20240918,-0.6622,-144.0613,False,16.3,False
sh600791,20240905,-5.1745,41.1406,False,3.63,False
sh688329,20251218,-0.1254,96.5626,False,6.87,False
sh600815,20240926,0.3955,125.7912,False,0.48,False
sh603779,20240924,1.6803,172.3383,False,14.32,False
sh603956,20250626,-3.5882,-75.5197,False,-1.27,False
sh603399,20240926,3.6899,648.1966,False,5.64,False
sh688600,20250923,0.1372,103.6275,False,6.85,False
sh600488,20240808,4.7675,15.0843,False,-5.66,False
sh601096,20250703,4.4296,96.295,False,3.12,False
sh603737,20240927,8.3718,-32.3782,False,9.58,False
sh000134,20240809,,,False,6.04,False
sh000949,20240930,,,False,-7.12,False
sh601677,20240731,6.5835,33.2805,False,-7.87,False
sh600475,20240927,4.7524,-3.0177,False,-0.12,False
sh603199,20240821,7.9864,2.648,False,-0.43,False
sh601816,20250624,1.4566,0.0281,False,-1.07,False
sh600688,20240731,0.1125,102.8243,False,0.0,False
sh688400,20250717,2.4294,10.0984,False,2.82,False
sh600268,20240918,1.7324,42.3785,False,17.56,False
sh603051,20251125,0.7328,-62.3746,False,-2.59,False
sh688129,20250916,5.0724,22.1221,False,-3.67,False
sh605369,20250702,2.9596,-47.1641,False,-0.05,False
sh603661,20250624,1.3931,-49.4918,False,5.8,False
sh601009,20250325,9.5559,9.0182,False,-1.12,False
sh603800,20240930,7.4662,21.3058,False,-15.85,False
sh603281,20250625,1.933,-37.3922,False,1.85,False
sh603033,20240919,1.7279,-48.0837,False,18.43,False
sh603348,20250819,0.3066,-83.9771,False,-1.24,False
sh688235,20250709,1.7628,115.6317,False,5.15,False
sh600909,20240731,3.3529,8.65,False,-1.54,False
sh603665,20241126,-5.7397,-109.9345,False,-1.56,False
sh000152,20240926,,,False,2.93,False
sh601611,20240930,3.3456,6.8816,False,2.07,False
sh603079,20251015,3.761,146.0376,False,3.93,False
sh600085,20240514,4.3236,10.0356,False,-5.98,False
sh688428,20260210,-0.9621,76.6113,False,-14.96,False
sh603078,20240927,3.4647,-12.1669,False,15.97,False
sh603499,20250811,9.3269,432.1403,False,6.06,False
sh600769,20240906,8.3015,17.1076,False,3.24,False
sh603866,20240926,5.6967,-0.5966,False,4.06,False
sh603533,20250716,-6.4675,-235.6764,False,-1.82,False
sh603829,20251113,6.4753,-14.9313,False,23.3,True
sh603607,20251015,7.212,2.8806,False,-1.71,False
sh603828,20240926,1.8884,12.6218,False,18.64,False
sh600925,20250805,0.5976,-90.1338,False,-0.4,False
sh688162,20250624,1.13,3.2982,False,1.7,False
sh600804,20241024,,,False,18.37,False
sh601021,20240805,8.46,62.2835,False,-9.2,False
sh600223,20240927,3.1596,-33.1762,False,-2.82,False
sh600023,20240930,5.772,41.3267,False,-9.55,False
sh688362,20250627,0.9766,169.3993,False,-4.9,False
sh600997,20240930,3.3943,-38.5541,False,-7.21,False
sh688531,20251217,3.8155,18.8311,False,7.84,False
sh688056,20251021,4.0138,-7.2647,False,5.48,False
sh605122,20251124,-1.7651,-428.8037,False,-6.79,False
sh601968,20240926,2.4679,-26.6495,False,2.86,False
sh603733,20250721,5.8197,-13.8001,False,4.76,False
sh688018,20250710,11.4059,72.2883,False,-1.3,False
sh600359,20240924,7.9941,-10.6564,False,6.62,False
sh603085,20240930,1.7722,31.5261,False,-3.16,False
sh600794,20240927,5.496,0.672,False,1.57,False
sh000855,20240926,,,False,6.91,False
sh600569,20240925,-23.9406,-52.8418,False,4.4,False
sh688301,20250806,7.0512,8.823,False,26.2,True
sh603698,20240801,2.7367,32.5101,False,-0.16,False
sh000066,20240927,,,False,2.72,False
sh688981,20250724,1.539,39.7611,False,-1.26,False
sh600527,20240927,0.9286,-8.6602,False,4.67,False
sh605088,20250829,6.3809,2.7312,False,4.33,False
sh603206,20250716,2.0211,-26.377,False,0.29,False
sh603900,20240802,-1.7731,-714.4582,False,-3.8,False
sh900937,20240910,,,False,4.14,False
sh600491,20240731,-1.8978,59.912,False,-4.44,False
sh603132,20251125,10.7881,0.3552,False,2.69,False
sh688330,20250718,2.5951,2.5556,False,2.1,False
sh688563,20251009,3.8311,-8.2299,False,-5.16,False
sh600622,20240925,-4.5764,35.1099,False,76.12,True
sh688004,20260109,-2.3461,59.426,False,3.0,False
sh603703,20240802,0.6057,-49.4052,False,-7.2,False
sh600012,20241107,9.5627,-9.6003,False,1.61,False
sh603099,20240806,2.0219,71.697,False,0.13,False
sh601916,20260311,5.815,-9.5854,False,1.31,False
sh601890,20240927,4.0053,26.5178,False,3.05,False
sh000849,20240731,,,False,-4.5,False
sh601777,20250410,0.19,29.8202,False,3.19,False
sh600575,20240924,5.2014,58.939,False,10.23,False
sh000807,20240927,,,False,-2.38,False
sh600168,20240930,1.5445,-76.434,False,-0.46,False
sh603065,20250908,0.7569,-42.8423,False,-5.26,False
sh600395,20240930,0.3359,-93.9809,False,-7.2,False
sh000933,20240927,,,False,3.89,False
sh600126,20240930,-0.1813,-165.9596,False,-8.92,False
sh603819,20241107,-5.6949,-3967.4855,False,31.03,True
sh603637,20240926,3.8687,-14.669,False,8.42,False
sh603856,20250908,4.0854,-32.3069,False,-3.09,False
sh000100,20240926,,,False,5.34,False
sh600716,20240913,-0.2444,-138.0696,False,32.38,True
sh603181,20260115,10.4634,18.1479,False,1.17,False
sh600271,20240919,-0.5033,-113.375,False,20.25,True
sh688130,20251021,-2.4556,-330.8566,False,-0.48,False
sh603332,20250918,2.6399,8.8082,False,-9.91,False
sh600758,20240926,0.2167,-95.4914,False,2.69,False
sh601989,20240927,,,False,0.39,False
sh603655,20251217,5.9335,69.0349,False,17.42,False
sh688728,20251021,0.6436,518.7457,False,-5.81,False
sh600469,20240731,7.0238,35.685,False,-6.92,False
sh600973,20240927,0.4965,-68.9402,False,2.94,False
sh600694,20240731,5.2387,25.015,False,-0.52,False
sh605188,20260203,0.9994,40.364,False,-9.62,False
sh603336,20240819,1.0871,-46.436,False,-14.08,False
sh600713,20240806,4.7971,0.8681,False,-1.4,False
sh603002,20240801,0.7321,-35.1919,False,-8.28,False
sh688201,20251124,1.1323,129.8544,False,0.98,False
sh600089,20240927,4.7336,-59.4574,False,-5.06,False
sh600217,20240902,6.0414,1245.216,False,-5.12,False
sh601015,20240927,-6.0205,-595.3219,False,1.26,False
sh600897,20240731,5.9325,50.3578,False,-1.94,False
sh601609,20251124,6.3547,104.3743,False,7.2,False
sh600770,20240924,-0.5956,73.3391,False,29.06,True
sh688682,20250905,0.0525,-94.5116,False,-1.34,False
sh688118,20250716,-3.5411,51.0492,False,-7.63,False
sh603507,20250627,0.29,-88.6388,False,-0.93,False
sh605158,20250722,2.7176,-55.9336,False,11.72,False
sh603707,20250730,4.3714,-29.3197,False,-3.85,False
sh603260,20250722,-1.2158,-140.5998,False,-0.26,False
sh600323,20240925,7.1771,28.5918,False,14.63,False
sh688062,20260107,-51.3018,13.893,False,-11.48,False
sh688505,20250929,0.2493,-91.8903,False,0.22,False
sh688356,20260105,3.1759,24.7163,False,13.19,False
sh603928,20240930,1.8534,-40.1688,False,-1.97,False
sh605222,20250702,3.4709,-12.5619,False,0.92,False
sh600644,20240930,0.5073,-30.8551,False,1.75,False
sh688001,20250728,2.2798,152.4047,False,2.0,False
sh688652,20250724,4.268,12.8358,False,1.75,False
sh603598,20240927,8.6657,-44.2554,False,9.27,False
sh600513,20240806,4.6099,2.2106,False,-5.07,False
sh600809,20240930,28.6248,24.2738,False,-12.1,False
sh603137,20250924,3.7066,-31.9748,False,-0.36,False
sh688186,20250919,5.0465,332.6732,False,13.33,False
sh600847,20240906,-1.9677,-29.105,False,5.2,False
sh601238,20240927,1.3073,-48.8786,False,-1.7,False
sh603194,20251022,13.5478,5.46,False,-3.75,False
sh600703,20240930,0.4909,8.4422,False,7.39,False
sh600099,20240905,1.6657,-11.5375,False,-3.39,False
sh603788,20240927,4.6528,38.7952,False,4.48,False
sh600070,20240809,,,False,32.09,True
sh688396,20250625,0.3712,150.6819,False,-0.81,False
sh603327,20250630,0.9592,-67.3811,False,5.19,False
sh601618,20240813,2.8048,-42.5048,False,0.0,False
sh000926,20240731,,,False,-2.81,False
sh603558,20240927,6.8143,33.8176,False,7.53,False
sh601330,20250905,4.6536,24.4884,False,-3.16,False
sh600380,20240930,5.5324,-4.784,False,-8.48,False
sh603070,20250708,2.0795,27.9131,False,2.33,False
sh600900,20241216,13.6119,30.2041,False,0.46,False
sh600901,20250904,6.4818,9.0409,False,-0.55,False
sh688146,20250630,1.5591,-5.5192,False,3.53,False
sh600133,20240930,0.9453,-19.909,False,2.64,False
sh600560,20240927,2.0276,3.8836,False,6.87,False
sh000021,20240926,,,False,3.11,False
sh688072,20250707,1.7637,-26.9618,False,0.32,False
sh688621,20251112,14.4319,-21.3792,False,11.61,False
sh688515,20250815,-6.6671,3.8927,False,3.44,False
sh603716,20240730,-0.4087,-411.8153,False,-1.82,False
sh000812,20240927,,,False,5.36,False
sh605081,20260126,-8.8347,-129.1947,False,-15.89,False
sh600834,20240906,1.7373,-18.9153,False,-4.84,False
sh603758,20240930,2.47,-51.7537,False,-10.59,False
sh900922,20240924,,,False,11.92,False
sh603893,20250625,5.7332,209.6532,False,-3.52,False
sh603168,20240930,-1.4495,-133.6983,False,-8.46,False
sh600679,20240806,1.8579,60.8104,False,-6.71,False
sh688538,20251222,-14.6489,22.2826,False,1.88,False
sh603213,20260113,2.6272,-66.0679,False,0.73,False
sh600299,20240918,4.0237,1719.144,False,14.39,False
sh603588,20240930,4.4058,-15.8397,False,-9.83,False
sh600637,20240923,1.4314,-18.018,False,13.96,False
sh688576,20250630,0.6567,-55.6582,False,2.03,False
sh605398,20250624,0.5326,-41.3179,False,4.96,False
sh688325,20250630,0.906,110.4311,False,0.57,False
sh688320,20250624,-2.0646,-79.4842,False,-0.4,False
sh600061,20240919,2.3378,-25.8847,False,31.76,True
sh603391,20250625,1.5631,-53.1571,False,3.21,False
sh600506,20240927,5.49,228.6149,False,4.81,False
sh601156,20250710,7.1902,0.9025,False,3.35,False
sh688193,20251127,0.7664,50.1483,False,-6.41,False
sh600548,20240930,3.5147,-16.7246,False,-7.58,False
sh603003,20241017,,,False,-2.15,False
sh688609,20250630,-6.2811,-1348.7463,False,-6.78,False
sh603122,20250703,-0.6428,-132.5825,False,5.01,False
sh600185,20240925,-15.0184,-266.6039,False,31.85,True
sh603275,20260113,4.8833,-13.0129,False,1.92,False
sh603712,20250919,-2.6437,-270.6702,False,3.36,False
sh688039,20250625,-1.0326,48.4502,False,2.89,False
sh600378,20240927,4.321,-26.3223,False,5.37,False
sh600651,20240730,0.5888,105.1133,False,-6.67,False
sh601728,20250709,5.0077,5.5255,False,-1.46,False
sh688077,20251106,4.018,51.8514,False,-6.32,False
sh600336,20240730,1.9858,-33.3649,False,-2.63,False
sh601567,20240829,10.401,32.2292,False,4.66,False
sh600765,20240927,6.1589,-7.0205,False,10.85,False
sh600882,20240731,1.7687,168.7651,False,1.99,False
sh688277,20260108,-9.063,-49.7326,False,32.04,True
sh688710,20250630,0.2305,-90.3273,False,11.27,False
sh601000,20241010,7.8308,-2.0104,False,-0.22,False
sh600202,20240926,1.0661,-42.9764,False,4.56,False
sh603341,20250812,6.415,5.0132,False,9.85,False
sh688697,20250624,3.4705,-11.779,False,0.15,False
sh688409,20250627,-0.4839,-136.6656,False,-3.21,False
sh600681,20240927,3.4814,-42.1151,False,0.95,False
sh600966,20240930,1.9516,137.8424,False,-8.39,False
sh601999,20240923,0.5315,4.0483,False,9.41,False
sh600155,20240925,0.2406,-84.89,False,13.31,False
sh603017,20240930,4.7927,-12.9182,False,-2.41,False
sh603191,20250707,2.2324,57.0197,False,8.57,False
sh603323,20240819,6.8939,15.6442,False,-5.7,False
sh603825,20250711,-64.3676,-103.443,False,-6.24,False
sh688120,20250704,7.5088,16.8206,False,-0.71,False
sh600779,20240927,5.6949,19.5458,False,-1.15,False
sh600918,20250624,0.8639,11.61,False,4.11,False
sh600584,20240925,2.3542,24.9587,False,24.89,True
sh600737,20240926,7.6782,12.2229,False,10.82,False
sh600250,20240924,4.7304,23.2186,False,0.85,False
sh688111,20250731,6.4997,3.5716,False,-8.04,False
sh600956,20250905,6.2119,-1.2301,False,0.13,False
sh603488,20240731,0.4444,-88.3574,False,8.63,False
sh603838,20241008,-0.8213,67.011,False,9.85,False
sh600107,20240918,-5.0282,-51.9153,False,18.83,False
sh603616,20240927,-7.751,12.1949,False,12.66,False
sh600754,20240926,5.0334,59.1519,False,0.57,False
sh000832,20240930,,,False,1.04,False
sh688246,20250701,-7.7669,-323.2943,False,6.79,False
sh688172,20250708,0.8667,943.1703,False,-3.68,False
sh601985,20240924,6.3864,-2.6543,False,-1.73,False
sh603659,20260309,8.9155,37.25,False,15.16,False
sh688721,20250807,2.9317,-28.929,False,10.46,False
sh603790,20251210,5.3039,0.556,False,-1.43,False
sh600460,20240926,-0.2075,39.5327,False,25.15,True
sh605006,20260121,-0.0082,99.8068,False,6.8,False
sh600233,20240829,6.8024,6.8362,False,-2.65,False
sh600149,20240919,0.6463,113.5158,False,9.8,False
sh688592,20251215,-2.4353,-189.273,False,-3.88,False
sh603658,20240930,7.3655,13.4904,False,-10.49,False
sh688208,20251212,20.5931,35.4947,False,1.3,False
sh600800,20240926,-14.1122,-18.5287,False,3.59,False
sh600032,20250701,2.3201,-34.6504,False,0.53,False
sh603170,20250807,8.4295,7.5255,False,2.74,False
sh600280,20240805,1.13,22.761,False,-12.89,False
sh601718,20240926,-0.1106,-128.259,False,2.64,False
sh600033,20240925,4.7148,0.0048,False,3.06,False
sh688521,20251224,-12.2212,12.4183,False,24.07,True
sh688615,20250715,8.801,6.6323,False,6.6,False
sh600199,20240927,0.4397,129.3484,False,-3.54,False
sh600603,20241008,6.2893,-32.9546,False,31.02,True
sh603226,20240930,-1.5408,-32.7357,False,0.0,False
sh605151,20251020,0.0632,-98.294,False,5.96,False
sh601166,20240920,5.2381,0.8646,False,18.1,False
sh605098,20250813,13.3949,-3.5052,False,-0.94,False
sh688296,20250624,-2.0864,-1420.2072,False,8.0,False
sh603268,20240926,-60.0342,12.5607,False,141.79,True
sh900916,20250219,,,False,5.65,False
sh601128,20240930,6.7011,19.58,False,-0.44,False
sh601899,20240731,12.8955,46.4198,False,-6.76,False
sh600866,20240926,6.7395,119.9114,False,9.25,False
sh601162,20250625,0.1032,106.423,False,8.67,False
sh603090,20241107,8.4019,-16.0239,False,10.99,False
sh603223,20240730,1.9106,7.7445,False,4.73,False
sh600055,20240926,1.7992,11.4427,False,-0.15,False
sh600828,20240909,2.1629,-17.5865,False,-5.02,False
sh601100,20240829,8.8696,0.7094,False,3.17,False
sh603389,20240730,-7.7459,40.3571,False,5.27,False
sh688610,20251212,3.8353,253.1252,False,3.89,False
sh605599,20250901,11.5942,14.7495,False,-2.26,False
sh603909,20241008,6.2238,114.5866,False,7.99,False
sh603595,20250717,-2.6733,38.0781,False,-3.4,False
sh600665,20240919,-0.7387,-201.672,False,8.4,False
sh603727,20241008,2.9397,209.7997,False,-7.63,False
sh601933,20240807,4.5535,-26.3418,False,-9.96,False
sh605179,20250819,2.9048,21.7305,False,15.0,False
sh600078,20241008,-3.7712,39.3674,False,-9.09,False
sh600278,20240909,1.7903,-17.2619,False,4.76,False
sh603569,20240930,1.7842,16.7385,False,-8.42,False
sh603612,20251125,12.1274,201.8137,False,2.96,False
sh688139,20250722,3.2891,-39.0896,False,5.23,False
sh603375,20251125,1.2209,1.2046,False,-7.35,False
sh605003,20251219,3.6491,-22.465,False,17.77,False
sh600811,20240808,,,False,-8.84,False
sh688177,20260414,-37.5521,38.7227,False,-7.51,False
sh600930,20260311,6.5117,0.1739,False,13.5,False
sh688410,20251021,6.0404,68.6828,False,14.8,False
sh600751,20240924,1.2697,-67.2304,False,7.05,False
sh603040,20240903,8.7935,18.7608,False,-2.1,False
sh000147,20240927,,,False,0.29,False
sh605060,20250625,1.9647,-10.9397,False,6.55,False
sh603291,20250818,2.0315,-56.9095,False,-4.07,False
sh600161,20240821,7.211,28.1031,False,0.13,False
sh603997,20240905,1.1323,-35.5371,False,-0.42,False
sh688220,20250729,-4.3612,7.2915,False,5.25,False
sh601865,20250708,1.1988,-82.5777,False,-2.29,False
sh688709,20250624,0.7751,-62.6764,False,-2.28,False
sh688093,20251201,13.232,61.8141,False,0.17,False
sh000974,20240731,,,False,-2.48,False
sh000109,20240930,,,False,-4.42,False
sh600448,20240925,0.0667,-55.1266,False,9.13,False
sh600831,20241028,-19.7089,-932.2555,False,12.31,False
sh688510,20251031,6.6842,-16.0435,False,3.4,False
sh600798,20240930,-0.4659,-130.0982,False,-4.59,False
sh603089,20240930,1.9483,-25.4706,False,-4.76,False
sh688343,20250730,-5.2881,33.514,False,13.4,False
sh601200,20240829,2.9037,3.3509,False,-1.91,False
sh601880,20240926,1.1444,-28.0057,False,6.03,False
sh603123,20240906,-8.7919,-898.6445,False,2.71,False
sh603444,20240807,11.01,-23.395,False,-7.19,False
sh600355,20240920,-12.2247,-0.8637,False,3.64,False
sh603216,20260324,3.1531,37.5983,False,1.72,False
sh600481,20241008,-21.2648,-195.469,False,-11.22,False
sh900927,20240925,,,False,10.91,False
sh600748,20240924,-1.7768,-144.4738,False,14.07,False
sh688393,20250701,-1.0051,-176.3842,False,4.6,False
sh600929,20250710,0.9269,-78.5605,False,6.42,False
sh600706,20240930,-27.7572,-1548.2897,False,-12.29,False
sh600261,20240930,2.0894,-48.1759,False,-2.13,False
sh605499,20250916,28.9191,37.2219,False,3.76,False
sh605303,20260105,-11.172,-65.9924,False,1.76,False
sh600136,20240930,-5.9637,98.8688,False,-4.64,False
sh600598,20250127,14.2112,2.2089,False,-0.66,False
sh688143,20251021,2.5827,933.2419,False,-12.54,False
sh601528,20250909,4.6683,5.5873,False,-3.25,False
sh688239,20250624,2.3079,-23.1965,False,6.14,False
sh603669,20240930,-4.4395,42.0548,False,-8.88,False
sh600178,20240927,-0.2679,-140.479,False,0.84,False
sh603075,20251201,11.7313,7.6607,False,-3.47,False
sh688108,20260105,2.3894,293.4609,False,-1.65,False
sh688692,20250728,6.1282,98.3568,False,1.13,False
sh600249,20240925,-0.1637,-447.2287,False,9.75,False
sh603344,20250624,2.0318,4.3771,False,1.09,False
sh601878,20240823,2.8829,-13.94,False,-1.19,False
sh603345,20240926,6.286,9.1732,False,9.44,False
sh600207,20240926,0.3305,-68.5088,False,11.6,False
sh600760,20240822,10.5004,8.3909,False,3.88,False
sh605555,20250806,3.698,-46.54,False,3.2,False
sh601619,20260408,7.9384,7.9865,False,18.58,False
sh600887,20240926,14.1394,19.4437,False,0.0,False
sh688272,20250905,-4.0426,-307.0129,False,-2.51,False
sh603326,20240926,3.9841,-24.1042,False,-1.45,False
sh688125,20250718,-3.1087,-358.8899,False,9.86,False
sh605198,20250916,7.5493,50.2623,False,-7.38,False
sh688776,20250801,-0.6643,-124.0603,False,-1.86,False
sh688211,20251015,-5.1908,-1410.6972,False,0.5,False
sh605365,20250630,1.8016,-0.105,False,4.68,False
sh600150,20240927,2.9098,155.3133,False,1.99,False
sh603012,20240927,2.7262,-41.7282,False,2.63,False
sh600479,20240808,4.9546,0.8671,False,-4.51,False
sh603368,20240930,6.5588,4.7896,False,-10.2,False
sh000138,20240807,,,False,1.9,False
sh603013,20251125,9.5827,11.5768,False,-1.45,False
sh600684,20240801,-1.4142,91.0016,False,-4.89,False
sh600963,20240924,-0.5699,-147.2392,False,18.58,False
sh688196,20251020,5.8776,81.235,False,8.42,False
sh603127,20251211,0.9964,214.7908,False,19.69,False
sh601228,20240801,2.98,-5.1086,False,-0.31,False
sh600857,20240927,-2.2496,-118.0017,False,1.48,False
sh600350,20240925,3.9525,-7.2269,False,-1.41,False
sh600503,20240926,0.0846,115.8701,False,3.47,False
sh603126,20240927,1.5795,-61.4761,False,6.36,False
sh600064,20240809,5.7197,-11.6862,False,-4.35,False
sh600819,20240730,1.8428,163.1307,False,-5.47,False
sh603759,20251014,3.7185,-28.1052,False,25.18,True
sh000995,20240822,,,False,-5.4,False
sh603977,20250626,1.3308,-8.2313,False,-1.7,False
sh600333,20240923,-2.737,49.9613,False,11.7,False
sh600654,20240927,1.5623,503.0997,False,0.42,False
sh600007,20240731,7.3226,5.1841,False,-0.59,False
sh900941,20240730,,,False,1.25,False
sh600180,20240926,2.0319,-46.2771,False,4.12,False
sh688308,20250626,0.3002,-74.327,False,3.28,False
sh603270,20250708,3.469,32.856,False,6.44,False
sh600498,20240927,1.6451,8.6796,False,8.03,False
sh600302,20240919,-3.4734,42.6941,False,15.14,False
sh600551,20240829,3.03,-5.5885,False,2.58,False
sh600036,20240808,,,False,4.74,False
sh600982,20240930,2.9734,-39.4081,False,-5.85,False
sh600285,20240808,15.0351,30.302,False,5.15,False
sh000823,20240927,,,False,1.93,False
sh600805,20240927,0.2513,-84.3692,False,2.32,False
sh688339,20250709,-6.5915,-15.5054,False,0.31,False
sh900913,20240925,,,False,15.21,False
sh000989,20240926,,,False,4.06,False
sh688509,20251021,-4.9437,19.8476,False,-4.53,False
sh600648,20240731,1.1216,-72.8316,False,-2.03,False
sh603159,20240930,1.9451,-11.8449,False,-2.47,False
sh688293,20260113,2.3546,81.4784,False,-1.54,False
sh603091,20260410,9.6085,-16.1648,False,2.35,False
sh600361,20240731,5.6397,13.8708,False,-10.78,False
sh601163,20240930,4.7397,0.6701,False,-7.0,False
sh688314,20250624,3.7144,20.6322,False,11.89,False
sh600606,20240926,0.2616,-91.967,False,12.21,False
sh603117,20250212,1.2581,105.9948,False,-1.13,False
sh600406,20240807,5.85,8.3613,False,-1.47,False
sh600255,20240801,2.4624,231.603,False,-2.19,False
sh688114,20250822,-1.3248,65.2831,False,-10.42,False
sh603023,20240930,0.6404,140.4977,False,1.86,False
sh605507,20251224,8.2143,15.7817,False,9.88,False
sh600732,20240930,-21.9275,-233.3041,False,-8.06,False
sh600581,20240924,-50.5066,6.6625,False,6.35,False
sh000917,20240930,,,False,-7.52,False
sh688597,20250624,0.6217,168.0806,False,3.98,False
sh600236,20240930,7.553,57.4024,False,-12.53,False
sh605337,20251110,8.8881,-5.9294,False,-8.43,False
sh600698,20240904,0.1478,6.6369,False,1.72,False
sh603189,20240823,0.391,116.8841,False,3.23,False
sh600935,20251010,-2.0159,43.3554,False,7.35,False
sh600080,20240930,0.6033,211.0095,False,-6.85,False
sh601518,20240926,4.8296,4.9921,False,2.89,False
sh603617,20250707,2.0693,-19.5342,False,16.15,False
sh601328,20240924,4.1256,-1.6334,False,3.64,False
sh603489,20250624,0.8219,32.1067,False,-0.18,False
sh688096,20260108,-0.4457,61.053,False,4.35,False
sh601366,20241226,0.6123,-8.2671,False,-4.57,False
sh603026,20240930,0.9739,97.5084,False,-9.8,False
sh600919,20240807,7.0249,10.0512,False,7.0,False
sh605298,20260324,4.9112,304.77,False,15.17,False
sh688225,20250820,-18.0181,-85.3901,False,-4.16,False
sh601860,20251021,5.9651,-10.8982,False,-2.38,False
sh600399,20240927,3.5196,45.0778,False,35.89,True
sh601601,20250514,3.469,-18.1308,False,-1.58,False
sh000142,20240927,,,False,3.09,False
sh600403,20240925,-7.5242,-322.0162,False,7.97,False
sh600050,20240816,3.7376,10.9326,False,-2.02,False
sh603688,20241009,4.7157,-92.5624,False,-11.4,False
sh688311,20250725,-2.3033,13.7233,False,17.88,False
