breakthrough_date,breakthrough_price,consolidation_amplitude,final_gain,success,ts_code,volatility_shrink_ratio
20240926,8.31,9.02,4.81,False,sh600059,2.7819
20240927,7.05,12.15,1.13,False,sh603966,1.6033
20250625,124.01,16.92,-10.32,False,sh688318,0.8262
20250721,91.1,19.56,-1.9,False,sh688631,0.4005
20250904,11.64,5.71,1.2,False,sh603967,1.4441
20250624,20.71,11.87,2.61,False,sh605116,1.7149
20240926,18.8,19.5,34.89,True,sh600570,1.9348
20240925,2.65,9.78,8.3,False,sh600017,0.8843
20251124,68.12,25.24,-6.12,False,sh688500,2.4328
20240927,11.61,17.68,9.22,False,sh600641,2.3162
20260122,19.75,13.25,6.99,False,sh603685,0.8924
20250108,6.37,41.85,-6.59,False,sh600326,5.7324
20251208,25.5,17.84,-5.18,False,sh688067,0.3218
20241008,7.48,29.83,-14.04,False,sh600195,4.2177
20240816,5.26,13.28,-7.04,False,sh600821,2.9691
20240927,3.48,11.18,1.44,False,sh600368,1.4114
20250624,64.78,9.2,6.73,False,sh688029,1.9682
20251208,15.2,19.46,-7.89,False,sh688619,0.3929
20240930,3.71,15.58,-2.43,False,sh600558,1.2899
20260226,90.8,19.31,-10.79,False,sh688183,0.5644
20250801,21.37,7.44,-0.8,False,sh603381,0.9819
20240910,16.8,14.32,2.62,False,sh600071,2.5998
20240930,350.1,6.27,-1.13,False,sh000139,3.5562
20250625,7.82,6.23,-1.92,False,sh601108,1.0684
20250724,2.95,5.54,-3.39,False,sh601975,0.8397
20240807,5.4,12.03,4.63,False,sh603887,1.8455
20250624,42.21,7.08,0.5,False,sh688657,0.7187
20240927,4.55,16.26,11.65,False,sh600516,1.5411
20240927,3046.5,10.44,5.94,False,sh000057,2.0644
20240930,18.64,18.32,-3.81,False,sh600345,3.349
20240905,3.13,11.98,15.32,False,sh603007,2.4732
20251020,19.64,17.6,1.73,False,sh603048,1.4829
20240927,3.44,11.87,1.45,False,sh603333,2.6805
20241210,15.06,13.06,5.58,False,sh600422,0.4894
20251201,64.26,27.6,11.5,False,sh688383,0.4652
20241008,51.72,27.86,-16.57,False,sh600976,2.4972
20240930,19.82,21.27,-8.78,False,sh603180,4.769
20240925,1.99,37.07,10.05,False,sh600691,2.4828
20260106,28.9,10.89,16.89,False,sh688419,1.0298
20250624,49.5,17.0,2.1,False,sh688229,0.7942
20251031,28.92,9.31,-0.73,False,sh603351,0.9482
20251024,10.75,13.32,-2.6,False,sh605069,0.9074
20251029,28.2,9.81,-3.87,False,sh688267,1.7562
20240926,4.29,16.65,-0.47,False,sh600892,1.2289
20240927,8.4,13.87,-2.26,False,sh600775,2.4556
20241021,5.89,34.56,32.26,True,sh600212,1.2415
20240926,1.77,13.22,8.48,False,sh601010,2.4577
20250905,41.0,27.86,4.88,False,sh688700,1.8214
20240927,10.45,17.56,5.84,False,sh600588,1.8943
20240827,9.24,8.94,2.06,False,sh603299,2.1248
20250806,34.22,8.73,-0.64,False,sh688153,1.5615
20250714,16.29,10.57,7.31,False,sh688030,0.4215
20240807,13.79,14.86,-6.89,False,sh600522,1.3872
20240927,7.3,17.83,-0.55,False,sh600371,3.903
20240926,4.94,12.23,3.44,False,sh600616,2.227
20251124,35.44,25.23,7.05,False,sh688557,0.9707
20250714,26.3,7.36,0.11,False,sh603755,0.2576
20240809,0.17,29.11,9.3,False,sh900903,1.4042
20250717,27.04,11.32,2.81,False,sh688283,1.3245
20240918,3.62,16.86,18.51,False,sh600658,1.3158
20240905,3.58,12.17,-7.54,False,sh600791,0.6735
20251218,21.55,11.31,0.74,False,sh688329,2.0275
20240926,2.07,11.33,3.86,False,sh600815,2.4212
20240924,8.59,14.08,20.25,True,sh603779,1.3461
20250626,7.06,28.34,-4.67,False,sh603956,0.4972
20240926,6.74,19.97,5.79,False,sh603399,1.9621
20250923,21.74,18.47,1.89,False,sh688600,0.2747
20240808,3.71,13.36,-1.89,False,sh600488,2.1463
20250703,4.17,5.09,3.36,False,sh601096,0.8761
20240927,24.9,23.05,1.15,False,sh603737,1.7388
20240809,824.43,5.96,3.13,False,sh000134,1.4034
20240930,5089.83,18.12,-6.52,False,sh000949,4.7814
20240731,11.95,21.95,-4.35,False,sh601677,0.5358
20240927,8.62,11.16,0.0,False,sh600475,2.3855
20240821,32.91,18.7,-0.24,False,sh603199,0.2219
20250624,5.61,6.22,-0.71,False,sh601816,0.4877
20240731,2.72,7.58,-1.1,False,sh600688,0.5844
20250717,29.81,15.51,0.54,False,sh688400,0.7301
20240918,5.58,12.86,6.27,False,sh600268,0.6169
20251125,21.21,15.9,-1.65,False,sh603051,1.9445
20250916,24.28,12.28,-4.37,False,sh688129,0.956
20250702,19.68,6.93,-0.66,False,sh605369,1.3344
20250624,28.27,8.41,5.8,False,sh603661,0.9342
20250325,9.86,4.46,-0.2,False,sh601009,1.4709
20240930,21.45,22.78,-14.78,False,sh603800,3.3352
20250625,23.22,3.75,2.71,False,sh603281,1.4834
20240919,12.1,22.82,11.24,False,sh603033,1.2916
20250819,21.82,6.42,1.37,False,sh603348,0.7181
20250709,226.46,18.94,5.95,False,sh688235,1.7738
20240731,4.54,13.43,-2.42,False,sh600909,0.7923
20241126,17.3,22.31,7.05,False,sh603665,0.6765
20240926,2555.47,12.41,5.06,False,sh000152,1.1967
20240930,8.21,14.45,2.8,False,sh601611,1.0789
20251015,17.57,18.51,2.68,False,sh603079,0.4681
20240514,46.5,16.14,-3.18,False,sh600085,3.4597
20260210,25.06,24.39,-6.66,False,sh688428,1.5208
20240927,12.9,11.52,7.75,False,sh603078,1.964
20250811,17.49,9.02,7.6,False,sh603499,2.4545
20240906,6.8,13.74,-1.47,False,sh600769,1.8578
20240926,5.66,14.51,10.07,False,sh603866,2.2399
20250716,21.39,17.87,-2.1,False,sh603533,1.1936
20251113,19.66,22.1,19.94,False,sh603829,2.2067
20251015,24.03,11.37,0.71,False,sh603607,1.593
20240926,1.77,15.55,20.34,True,sh603828,1.35
20250805,5.01,7.56,-0.2,False,sh600925,2.811
20250624,26.52,15.82,2.64,False,sh688162,1.1462
20241024,1.47,23.69,4.08,False,sh600804,0.9024
20240805,54.02,6.51,-5.57,False,sh601021,0.4206
20240927,7.08,19.4,-2.82,False,sh600223,3.8303
20240930,6.39,17.96,-5.79,False,sh600023,1.4671
20250627,29.8,14.57,-5.44,False,sh688362,3.2167
20240930,7.07,20.33,-4.53,False,sh600997,2.6612
20251217,61.23,9.12,13.16,False,sh688531,1.2608
20251021,35.39,13.37,3.39,False,sh688056,1.3679
20251124,13.99,10.22,-6.15,False,sh605122,1.3692
20240926,4.93,14.69,5.7,False,sh601968,1.3858
20250721,21.0,8.58,1.1,False,sh603733,0.3195
20250710,156.48,14.01,-0.63,False,sh688018,0.9625
20240924,6.04,10.83,15.23,False,sh600359,1.754
20240930,9.48,17.84,-7.07,False,sh603085,1.2593
20240927,3.19,9.97,1.88,False,sh600794,3.719
20240926,1247.09,9.73,12.78,False,sh000855,2.3127
20240925,1.59,18.27,3.14,False,sh600569,5.026
20250806,87.28,9.44,11.19,False,sh688301,1.5323
20240801,12.59,12.03,-1.27,False,sh603698,2.0843
20240927,2571.19,13.25,2.33,False,sh000066,1.9873
20250724,91.75,6.51,-2.45,False,sh688981,1.2352
20240927,1.5,11.26,6.67,False,sh600527,3.4182
20250829,37.86,18.08,3.43,False,sh605088,1.383
20250716,17.39,8.86,-1.15,False,sh603206,0.3576
20240802,5.53,29.21,5.97,False,sh603900,0.6843
20240910,0.14,8.74,2.07,False,sh900937,0.6849
20240731,2.7,13.13,-4.07,False,sh600491,0.8365
20251125,13.36,22.51,2.25,False,sh603132,3.7072
20250718,26.2,8.04,2.48,False,sh688330,0.8894
20251009,55.07,8.64,-4.21,False,sh688563,1.3769
20240925,2.01,23.75,27.36,True,sh600622,2.1309
20260109,25.64,16.51,1.4,False,sh688004,0.9485
20240802,10.41,11.98,-12.3,False,sh603703,0.9966
20241107,13.71,16.44,-3.65,False,sh600012,1.7629
20240806,22.81,19.1,-5.7,False,sh603099,0.9332
20260311,3.06,4.03,1.63,False,sh601916,0.9729
20240927,7.22,13.5,2.63,False,sh601890,0.9438
20240731,7426.3,7.96,-4.05,False,sh000849,0.878
20250410,7.83,30.45,4.09,False,sh601777,1.5793
20240924,3.42,18.96,14.62,False,sh600575,0.5137
20240927,20770.19,18.74,0.82,False,sh000807,3.4237
20240930,4.37,13.36,1.37,False,sh600168,3.932
20250908,8.75,10.52,-2.4,False,sh603065,1.81
20240930,5.83,16.04,-5.66,False,sh600395,2.0989
20240927,7754.54,9.4,4.71,False,sh000933,2.7973
20240930,4.37,24.85,-5.95,False,sh600126,3.6289
20241107,9.86,15.97,15.31,False,sh603819,1.5159
20240926,6.06,11.48,8.58,False,sh603637,2.1693
20250908,11.63,11.99,-0.52,False,sh603856,4.2155
20240926,5231.15,10.87,8.33,False,sh000100,1.8637
20240913,2.81,14.15,1.07,False,sh600716,0.4034
20260115,16.19,15.34,2.53,False,sh603181,2.8776
20240919,8.25,9.8,7.52,False,sh600271,0.7957
20251021,22.9,21.06,2.97,False,sh688130,3.2616
20250918,14.74,23.05,-11.19,False,sh603332,0.3121
20240926,2.98,15.72,10.75,False,sh600758,1.9143
20240927,5.08,25.4,4.92,False,sh601989,3.6304
20251217,35.6,14.66,5.62,False,sh603655,1.8075
20251021,16.0,20.1,2.06,False,sh688728,1.2697
20240731,5.49,17.82,-4.92,False,sh600469,0.7126
20240927,3.74,15.73,3.21,False,sh600973,3.0044
20240731,13.73,16.25,0.34,False,sh600694,0.9236
20260203,20.16,21.74,-3.92,False,sh605188,0.5223
20240819,3.76,21.9,-14.08,False,sh603336,1.2892
20240806,4.28,7.04,1.17,False,sh600713,2.2163
20240801,5.07,18.16,-7.1,False,sh603002,0.3809
20251124,13.33,35.07,1.58,False,sh688201,0.7852
20240927,13.44,11.5,-1.19,False,sh600089,2.1272
20240902,4.49,12.75,-2.67,False,sh600217,1.073
20240927,3.18,14.08,5.03,False,sh601015,4.9121
20240731,12.88,7.32,-0.39,False,sh600897,0.3052
20251124,10.0,19.47,3.8,False,sh601609,1.3369
20240924,2.65,20.17,32.08,True,sh600770,1.6057
20250905,29.1,30.89,2.23,False,sh688682,4.2029
20250716,28.43,16.22,-8.62,False,sh688118,1.0615
20250627,24.64,16.52,-0.93,False,sh603507,0.9575
20250722,8.7,12.57,6.21,False,sh605158,1.2661
20250730,11.94,10.18,-4.27,False,sh603707,1.3006
20250722,52.86,16.01,4.63,False,sh603260,0.5167
20240925,18.94,17.09,8.08,False,sh600323,1.2239
20260107,45.2,15.27,-5.75,False,sh688062,0.5515
20250929,9.08,13.28,-0.66,False,sh688505,1.3763
20260105,91.88,13.61,8.71,False,sh688356,0.4028
20240930,8.14,11.25,-4.67,False,sh603928,2.0518
20250702,15.18,4.43,0.53,False,sh605222,2.358
20240930,6.3,12.58,-2.7,False,sh600644,4.9394
20250728,27.51,8.81,-1.05,False,sh688001,1.363
20250724,59.84,11.34,-5.45,False,sh688652,1.7233
20240927,13.16,19.45,-4.94,False,sh603598,2.581
20240806,8.48,10.86,-0.83,False,sh600513,2.2741
20240930,212.83,32.88,-7.87,False,sh600809,3.0739
20250924,14.08,16.74,-0.64,False,sh603137,0.9946
20250919,26.4,16.78,2.08,False,sh688186,0.8204
20240906,7.69,2.87,-1.17,False,sh600847,0.9074
20240927,8.22,13.25,-0.73,False,sh601238,4.9729
20251022,40.83,20.28,3.8,False,sh603194,1.2879
20240930,12.44,18.68,1.04,False,sh600703,3.677
20240905,7.66,10.61,-4.05,False,sh600099,1.5113
20240927,11.83,11.18,5.49,False,sh603788,2.7797
20240809,1.34,39.1,8.21,False,sh600070,2.7509
20250625,46.85,7.22,1.69,False,sh688396,1.2271
20250630,9.25,8.38,-1.3,False,sh603327,0.866
20240813,3.13,7.26,2.23,False,sh601618,0.484
20240731,1941.91,3.33,-1.86,False,sh000926,1.5866
20240927,9.42,15.51,1.7,False,sh603558,0.3589
20250905,6.96,7.71,1.15,False,sh601330,1.5251
20240930,11.67,16.85,-5.83,False,sh600380,3.7558
20250708,13.74,11.05,-1.16,False,sh603070,0.6173
20241216,28.34,7.34,1.02,False,sh600900,1.4879
20250904,5.46,8.0,-0.18,False,sh600901,0.9899
20250630,28.74,6.01,3.18,False,sh688146,0.9032
20240930,9.86,30.12,-4.87,False,sh600133,2.8883
20240927,13.24,16.29,8.91,False,sh600560,2.288
20240926,950.3,9.75,7.25,False,sh000021,1.5661
20250707,162.69,15.97,-1.73,False,sh688072,0.6959
20251112,61.42,15.5,-7.02,False,sh688621,1.5451
20250815,103.9,12.53,0.36,False,sh688515,1.0131
20240730,7.14,24.34,-5.6,False,sh603716,2.6986
20240927,5638.91,9.89,5.17,False,sh000812,2.7357
20260126,11.83,17.9,-10.48,False,sh605081,0.9302
20240906,7.23,17.22,-9.12,False,sh600834,0.4608
20240930,7.74,18.67,-9.69,False,sh603758,3.4306
20240924,0.39,8.77,19.69,False,sh900922,0.6185
20250625,153.03,8.24,-5.2,False,sh603893,0.6227
20240930,7.68,18.84,-6.38,False,sh603168,5.4011
20240806,9.39,24.82,-1.81,False,sh600679,1.3701
20251222,2.66,6.39,0.38,False,sh688538,0.7394
20260113,13.61,4.71,0.81,False,sh603213,0.8257
20240918,9.94,10.51,-0.5,False,sh600299,0.6701
20240930,5.42,25.8,-8.54,False,sh603588,3.418
20240923,6.09,6.73,19.54,False,sh600637,0.5181
20250630,63.6,4.28,1.21,False,sh688576,1.0008
20250624,31.84,23.51,9.02,False,sh605398,2.7586
20250630,47.02,8.48,0.09,False,sh688325,0.7512
20250624,47.99,16.99,-1.96,False,sh688320,0.6304
20240919,5.79,6.28,19.51,False,sh600061,0.4896
20250625,38.89,6.27,0.03,False,sh603391,0.7383
20240927,12.07,16.81,2.57,False,sh600506,1.6073
20250710,13.75,5.72,-2.04,False,sh601156,1.0785
20251127,47.9,20.95,-2.57,False,sh688193,2.0574
20240930,10.43,10.75,-4.89,False,sh600548,2.1186
20241017,5.11,28.2,1.96,False,sh603003,1.1293
20250630,10.47,7.16,-6.3,False,sh688609,0.9759
20250703,6.79,10.15,1.33,False,sh603122,1.8749
20240925,5.18,15.31,14.09,False,sh600185,1.3369
20260113,50.54,24.25,-3.84,False,sh603275,2.7436
20250919,21.45,22.04,-1.59,False,sh603712,0.4168
20250625,32.22,12.84,2.11,False,sh688039,0.7781
20240927,28.86,17.19,-0.49,False,sh600378,1.109
20240730,3.0,10.84,-4.33,False,sh600651,1.818
20250709,7.51,4.75,-0.67,False,sh601728,0.8152
20251106,33.23,27.04,-2.92,False,sh688077,0.598
20240730,4.95,21.79,5.45,False,sh600336,2.2088
20240829,30.48,15.97,3.51,False,sh601567,1.4968
20240927,18.43,11.64,6.84,False,sh600765,1.866
20240731,13.55,15.43,2.8,False,sh600882,0.7799
20260108,17.76,24.81,28.94,True,sh688277,3.2436
20250630,34.52,15.53,-1.01,False,sh688710,0.839
20241010,4.58,21.51,-1.31,False,sh601000,1.6875
20240926,3.95,16.01,8.1,False,sh600202,1.2036
20250812,41.32,5.65,4.5,False,sh603341,0.5793
20250624,13.08,10.28,1.76,False,sh688697,2.0303
20250627,54.23,11.73,-3.65,False,sh688409,1.4597
20240927,3.14,7.18,-0.95,False,sh600681,6.4147
20240930,4.88,22.64,-0.61,False,sh600966,2.3607
20240923,5.42,9.89,17.53,False,sh601999,0.3844
20240925,6.61,12.0,25.87,True,sh600155,2.2172
20240930,8.71,17.39,-5.51,False,sh603017,3.4347
20250707,12.84,6.36,7.09,False,sh603191,0.822
20240819,4.16,10.14,-0.89,False,sh603323,2.2624
20250711,12.98,14.77,-6.86,False,sh603825,0.2645
20250704,112.15,14.41,0.27,False,sh688120,0.6085
20240927,40.79,23.91,-0.81,False,sh600779,4.6915
20250624,6.33,5.5,1.11,False,sh600918,0.7186
20240925,29.65,19.1,32.04,True,sh600584,0.9602
20240926,8.69,16.39,15.65,False,sh600737,6.5073
20240924,8.25,13.23,15.03,False,sh600250,1.3785
20250731,313.5,18.04,-1.79,False,sh688111,1.1173
20250905,7.73,10.03,4.14,False,sh600956,1.5855
20240731,7.88,25.87,2.41,False,sh603488,0.709
20241008,5.28,32.55,0.57,False,sh603838,6.8981
20240918,3.93,17.46,10.18,False,sh600107,2.1026
20240927,3.16,14.02,11.71,False,sh603616,2.7651
20240926,26.41,14.41,3.33,False,sh600754,2.2152
20240930,392.77,7.0,-0.99,False,sh000832,3.8083
20250701,30.36,17.88,-2.34,False,sh688246,1.6047
20250708,19.85,10.82,-5.54,False,sh688172,2.1775
20240924,10.42,18.29,3.84,False,sh601985,0.5024
20260309,27.7,16.87,16.46,False,sh603659,1.7421
20250807,48.29,11.69,11.24,False,sh688721,1.3497
20251210,20.33,29.19,-3.44,False,sh603790,0.1834
20240926,19.4,10.97,35.82,True,sh600460,1.2277
20260121,7.79,7.62,2.18,False,sh605006,1.2876
20240829,15.11,8.59,2.98,False,sh600233,0.6211
20240919,3.57,17.45,4.76,False,sh600149,1.6458
20251215,43.3,14.2,-3.58,False,sh688592,1.0754
20240930,46.9,16.27,-8.02,False,sh603658,3.1795
20251212,35.31,8.68,2.01,False,sh688208,0.7354
20240926,2.23,17.35,8.97,False,sh600800,1.2054
20250701,7.57,8.39,2.24,False,sh600032,0.8469
20250807,13.13,7.27,-0.91,False,sh603170,0.5847
20240805,2.87,19.04,8.36,False,sh600280,3.9838
20240926,2.65,12.16,7.92,False,sh601718,1.739
20240925,3.27,12.85,1.53,False,sh600033,0.833
20251224,137.0,28.57,-0.02,False,sh688521,1.2526
20250715,169.77,13.4,-3.05,False,sh688615,0.6907
20240927,13.29,21.6,-1.73,False,sh600199,3.5739
20241008,5.61,22.88,7.49,False,sh600603,1.962
20240930,3.66,18.3,-3.28,False,sh603226,3.5348
20251020,19.63,17.57,4.58,False,sh605151,1.8193
20240920,15.19,12.12,13.76,False,sh601166,0.457
20250813,36.12,7.45,2.35,False,sh605098,2.2119
20250624,12.25,12.35,7.1,False,sh688296,1.1186
20240926,14.0,13.41,50.14,True,sh603268,0.6834
20250219,0.35,8.34,1.13,False,sh900916,0.535
20240930,6.3,17.93,2.16,False,sh601128,2.6718
20240731,15.98,24.29,-6.88,False,sh601899,3.2822
20240926,5.08,17.27,14.37,False,sh600866,2.7606
20250625,4.5,10.49,3.56,False,sh601162,1.3269
20241107,16.75,14.19,11.04,False,sh603090,1.4288
20240730,7.82,29.59,3.71,False,sh603223,1.5953
20240926,13.09,8.41,9.17,False,sh600055,1.0827
20240909,2.79,14.38,-14.7,False,sh600828,2.1859
20240829,49.46,15.47,1.72,False,sh601100,2.1408
20240730,5.31,22.61,4.33,False,sh603389,0.9955
20251212,59.14,15.29,-0.24,False,sh688610,0.4299
20250901,14.59,14.62,-0.07,False,sh605599,2.4107
20241008,8.64,25.26,2.55,False,sh603909,2.4083
20250717,19.72,12.64,0.05,False,sh603595,1.0533
20240919,2.62,22.86,8.78,False,sh600665,0.2879
20241008,12.31,25.92,-12.18,False,sh603727,2.531
20240807,2.51,13.13,-6.37,False,sh601933,0.6068
20250819,20.8,5.67,11.1,False,sh605179,1.0078
20241008,6.49,27.59,-8.01,False,sh600078,2.2805
20240909,5.46,9.17,-0.55,False,sh600278,1.6666
20240930,7.36,20.69,-7.61,False,sh603569,5.895
20251125,23.35,33.33,-0.26,False,sh603612,1.5197
20250722,32.11,6.49,3.67,False,sh688139,1.7843
20251125,41.5,15.56,-7.28,False,sh603375,2.2461
20251219,25.78,21.85,14.82,False,sh605003,1.392
20240808,1.47,48.64,-8.16,False,sh600811,1.8917
20260414,24.9,16.6,-7.51,False,sh688177,0.6993
20260311,6.37,5.69,4.55,False,sh600930,5.6839
20251021,14.73,13.52,0.81,False,sh688410,1.3452
20240924,2.27,7.01,20.26,True,sh600751,0.7567
20240903,18.57,15.24,-0.92,False,sh603040,3.2083
20240927,6861.61,13.28,2.18,False,sh000147,3.2528
20250625,18.93,7.76,7.45,False,sh605060,1.1468
20250818,12.3,13.13,1.54,False,sh603291,0.6868
20240821,23.69,7.5,-2.15,False,sh600161,0.8406
20240905,11.88,9.46,-0.42,False,sh603997,1.1566
20250729,88.46,18.29,1.74,False,sh688220,3.3028
20250708,17.47,22.16,-6.98,False,sh601865,3.4687
20250624,32.43,13.48,0.99,False,sh688709,1.3265
20251201,34.93,17.16,1.91,False,sh688093,1.0416
20240731,5253.33,3.98,-2.82,False,sh000974,0.9601
20240930,10616.02,15.45,-5.46,False,sh000109,3.4799
20240925,2.19,14.54,10.05,False,sh600448,1.5509
20241028,2.6,24.18,-5.77,False,sh600831,0.6749
20251031,23.26,19.51,7.27,False,sh688510,1.1666
20240930,3.05,14.21,-3.93,False,sh600798,2.9785
20240930,8.4,15.68,-4.76,False,sh603089,3.4267
20250730,56.33,18.93,10.05,False,sh688343,2.0125
20240829,7.34,6.03,-1.63,False,sh601200,1.5468
20240926,1.33,10.77,6.78,False,sh601880,4.4964
20240906,7.0,13.72,-8.14,False,sh603123,1.6684
20240807,169.51,22.84,2.52,False,sh603444,3.6145
20240920,3.3,8.73,6.36,False,sh600355,0.5882
20260324,32.64,34.87,-2.21,False,sh603216,2.4055
20241008,5.08,31.16,-15.35,False,sh600481,4.3459
20240925,0.34,12.24,14.75,False,sh900927,0.7389
20240924,2.7,11.81,26.67,True,sh600748,2.0911
20250701,29.54,17.51,-1.79,False,sh688393,1.7336
20250710,5.14,3.77,-0.78,False,sh600929,0.6392
20240930,10.5,22.39,-14.1,False,sh600706,4.6783
20240930,2.82,16.18,-2.13,False,sh600261,1.58
20250916,292.78,11.43,-2.87,False,sh605499,0.7919
20260105,17.64,21.65,3.85,False,sh605303,0.5373
20240930,1.51,12.52,-6.62,False,sh600136,1.5903
20250127,13.68,12.85,0.51,False,sh600598,0.2836
20251021,42.76,32.05,-0.61,False,sh688143,1.0801
20250909,5.53,7.83,-1.45,False,sh601528,0.9275
20250624,31.74,9.6,10.05,False,sh688239,0.2825
20240930,4.84,14.37,-10.95,False,sh603669,1.391
20240927,9.53,27.26,0.1,False,sh600178,0.7225
20251201,22.49,14.31,-0.49,False,sh603075,1.6292
20260105,23.09,22.93,2.6,False,sh688108,3.5228
20250728,234.0,10.52,2.05,False,sh688692,1.1847
20240925,4.0,13.9,12.25,False,sh600249,1.4606
20250624,24.86,15.77,2.01,False,sh603344,0.9006
20240823,10.97,13.98,0.64,False,sh601878,0.7052
20240926,78.72,15.26,20.92,True,sh603345,1.7933
20240926,4.05,19.89,8.15,False,sh600207,0.7982
20240822,39.19,12.95,3.78,False,sh600760,1.3192
20250806,17.5,11.32,-0.91,False,sh605555,1.0433
20260408,5.22,33.68,5.94,False,sh601619,0.7743
20240926,23.82,14.21,8.82,False,sh600887,1.9837
20250905,25.13,30.76,1.47,False,sh688272,2.3893
20240926,5.5,17.14,4.55,False,sh603326,1.6031
20250718,38.35,11.13,8.42,False,sh688125,0.5594
20250916,47.95,23.3,-6.8,False,sh605198,1.2149
20250801,89.72,32.68,-3.9,False,sh688776,2.4863
20251015,32.2,7.09,-2.17,False,sh688211,3.606
20250630,14.73,4.96,-1.63,False,sh605365,0.8132
20240927,38.14,17.49,5.48,False,sh600150,6.0627
20240927,4.57,12.41,1.53,False,sh603012,3.9053
20240808,10.19,8.58,0.88,False,sh600479,1.7515
20240930,18.33,20.22,-7.75,False,sh603368,3.0715
20240807,6884.19,5.35,0.95,False,sh000138,1.4409
20251125,22.06,20.02,-0.05,False,sh603013,1.6345
20240801,3.07,15.57,-6.51,False,sh600684,0.579
20240924,4.09,23.5,19.8,False,sh600963,0.8176
20251020,46.65,22.58,-4.33,False,sh688196,3.7057
20251211,31.23,25.03,14.31,False,sh603127,0.4341
20240801,3.18,7.7,-1.57,False,sh601228,2.6946
20240927,6.09,14.02,-0.66,False,sh600857,3.9932
20240925,8.52,15.39,-6.46,False,sh600350,2.159
20240926,2.02,18.74,4.46,False,sh600503,0.9042
20240927,5.5,10.65,5.27,False,sh603126,5.1188
20240809,5.75,6.32,-0.17,False,sh600064,1.2993
20240730,4.75,16.99,-4.21,False,sh600819,0.5225
20251014,8.3,8.36,4.1,False,sh603759,1.4396
20240822,2706.85,6.8,-2.74,False,sh000995,0.3762
20250626,12.32,14.45,1.38,False,sh603977,2.4639
20240923,3.93,7.17,15.01,False,sh600333,1.0941
20240927,2.36,12.84,-1.69,False,sh600654,2.3824
20240731,20.28,12.43,-1.82,False,sh600007,1.437
20240730,0.32,9.29,1.25,False,sh900941,0.5054
20240926,3.98,17.87,8.54,False,sh600180,3.266
20250626,17.96,7.39,1.61,False,sh688308,0.9081
20250708,24.7,18.39,2.91,False,sh603270,0.5055
20240927,15.57,11.69,3.6,False,sh600498,2.2426
20240919,3.83,17.33,7.83,False,sh600302,0.9793
20240829,7.36,8.14,2.58,False,sh600551,1.5673
20240808,28.92,9.31,2.87,False,sh600036,0.9682
20240930,3.76,13.41,-4.26,False,sh600982,1.5894
20240808,22.35,18.9,0.76,False,sh600285,0.6992
20240927,5700.07,16.29,0.95,False,sh000823,1.9222
20240927,3.88,18.94,1.55,False,sh600805,2.9611
20250709,22.59,9.44,-0.27,False,sh688339,0.7432
20240925,0.22,20.31,11.52,False,sh900913,1.6117
20240926,4572.53,11.25,11.04,False,sh000989,1.7808
20251021,5.08,11.94,-4.53,False,sh688509,1.0177
20240731,8.85,7.43,-2.26,False,sh600648,0.9611
20240930,10.94,15.57,-3.02,False,sh603159,2.1785
20260113,55.76,12.17,-0.09,False,sh688293,3.147
20260410,77.6,21.97,2.35,False,sh603091,0.2238
20240731,4.18,21.36,-9.82,False,sh600361,0.9084
20240930,15.43,15.46,-4.73,False,sh601163,2.2847
20250624,29.27,13.51,7.52,False,sh688314,2.1721
20240926,1.72,24.33,12.79,False,sh600606,2.941
20250212,6.18,13.42,3.24,False,sh603117,1.2807
20240807,23.11,9.41,-2.03,False,sh600406,1.1444
20240801,1.83,11.69,-1.64,False,sh600255,0.5253
20250822,74.63,11.37,-4.03,False,sh688114,1.1338
20240930,2.15,10.77,-0.93,False,sh603023,1.0314
20251224,23.27,8.37,6.57,False,sh605507,0.7838
20240930,10.3,25.36,-8.54,False,sh600732,3.9698
20240924,2.99,13.41,16.05,False,sh600581,1.8675
20240930,2857.05,10.33,-3.53,False,sh000917,1.0026
20250624,7.79,7.92,1.93,False,sh688597,1.1589
20240930,6.78,9.17,-6.63,False,sh600236,1.673
20251110,12.93,5.52,-0.62,False,sh605337,1.2915
20240904,4.08,21.51,-2.45,False,sh600698,0.9136
20240823,11.77,12.24,4.84,False,sh603189,1.0968
20251010,2.45,12.33,1.63,False,sh600935,1.4355
20240930,6.71,11.52,-5.66,False,sh600080,2.7143
20240926,2.42,10.92,2.89,False,sh601518,0.9688
20250707,7.37,12.59,0.27,False,sh603617,0.7077
20240924,6.6,25.3,3.34,False,sh601328,0.2292
20250624,27.14,18.99,-0.07,False,sh603489,1.1707
20260108,8.96,28.03,4.69,False,sh688096,2.1563
20241226,5.25,21.16,-3.43,False,sh601366,1.4756
20240930,36.14,25.4,-9.66,False,sh603026,3.7031
20240807,6.72,7.24,0.3,False,sh600919,1.2132
20260324,43.52,28.68,7.03,False,sh605298,1.3475
20250820,21.89,17.13,-1.55,False,sh688225,0.4939
20251021,2.94,6.61,-1.02,False,sh601860,0.7663
20240927,5.71,12.15,4.55,False,sh600399,1.7106
20250514,33.65,9.13,-2.26,False,sh601601,2.6082
20240927,8178.57,10.53,2.32,False,sh000142,4.3833
20240925,2.76,18.18,6.88,False,sh600403,3.1488
20240816,4.46,8.89,1.34,False,sh600050,2.1315
20241009,34.57,47.72,-19.53,False,sh603688,6.0484
20250725,37.48,19.12,-0.91,False,sh688311,0.3638
