added_count,avg_cost,entry_date,entry_price,exit_reason,exited,final_gain,highest_price,last_price,shares,ts_code
0,4.63,20260204,4.63,死叉减半,False,0.0,4.69,4.63,50,sz200025
0,3.78,20250704,3.78,死叉减半,False,-5.29,4.01,3.58,50,sz002397
3,6.96,20250411,5.68,死叉减半,False,-10.53,7.4,6.23,350,sz002696
0,3965.67,20260310,3965.67,观察期末,False,-1.01,3965.67,3925.7,100,sz399676
0,19.71,20251128,19.71,死叉减半,False,-10.81,20.73,17.58,50,sz300549
0,48.17,20260310,48.17,死叉减半,False,-4.55,48.32,45.98,50,sz301119
2,9.76,20250905,8.4,死叉减半,False,-3.69,10.44,9.4,150,sz300507
0,7.02,20241224,7.02,死叉减半,False,-6.27,7.02,6.58,50,sz002511
0,15.7,20260305,15.7,死叉减半,False,-9.43,15.89,14.22,50,sz002845
0,8.06,20251209,8.06,死叉减半,False,-8.68,8.15,7.36,50,sz000953
0,5.88,20260324,5.88,观察期末,False,5.27,6.34,6.19,100,sz300664
2,54.17,20250408,48.98,观察期末,False,8.68,62.29,58.87,300,sz002311
0,14.25,20260310,14.25,死叉减半,False,-9.54,14.25,12.89,50,sz300778
0,18.02,20260305,18.02,死叉减半,False,-12.1,18.76,15.84,50,sz000555
1,13.43,20250303,12.77,死叉减半,False,-14.39,14.09,11.5,100,sz300349
0,13.8,20250819,13.8,死叉减半,False,-20.36,14.26,10.99,50,sz300986
4,16.49,20250411,13.29,观察期末,False,10.63,18.88,18.24,500,sz300199
2,20.67,20251118,18.59,观察期末,False,10.38,23.68,22.82,300,sz301566
0,28.58,20250303,28.58,死叉减半,False,-13.72,29.92,24.66,50,sz002869
5,22.21,20260311,17.52,观察期末,False,15.73,26.76,25.7,600,sz300432
7,9.01,20260129,6.44,观察期末,False,-5.13,11.09,8.55,800,sz300264
1,37.49,20250725,35.62,死叉减半,False,-5.91,39.37,35.28,100,sz301067
9,13.18,20240807,8.73,观察期末,False,18.97,16.69,15.68,1000,sz300460
1,15.24,20251127,14.27,死叉减半,False,-4.31,15.72,14.58,150,sz301519
3,26.69,20251219,21.76,死叉减半,False,-14.47,30.17,22.83,350,sz001231
1,6.02,20250904,5.64,死叉减半,False,-5.15,6.29,5.71,150,sz000862
5,46.15,20251015,34.72,死叉减半,False,13.1,52.2,52.2,550,sz300785
0,5.38,20260325,5.38,死叉减半,False,-5.2,5.38,5.1,50,sz000755
7,26.07,20251224,18.53,死叉减半,False,-13.67,32.71,22.51,400,sz300780
2,193.61,20260310,171.56,死叉减半,False,6.13,208.47,205.48,250,sz300953
0,11.17,20260401,11.17,死叉减半,False,-7.61,11.17,10.32,50,sz301301
1,6.41,20251205,5.74,死叉减半,False,-15.49,6.75,5.42,150,sz300278
14,48.05,20251031,27.01,观察期末,False,25.36,65.12,60.24,1500,sz301286
0,29.37,20260408,29.37,死叉减半,False,-1.23,29.37,29.01,50,sz300886
0,15.33,20260123,15.33,死叉减半,False,-7.57,15.33,14.17,50,sz002125
0,6.62,20260224,6.62,死叉减半,False,-14.2,6.91,5.68,50,sz002442
1,6.9,20251020,6.44,死叉减半,False,-3.19,7.63,6.68,150,sz300350
1,6.63,20251215,6.23,死叉减半,False,-18.4,7.03,5.41,100,sz002697
1,15.06,20251219,14.3,死叉减半,False,-8.83,15.82,13.73,100,sz300632
10,54.24,20240919,33.98,死叉减半,False,-3.64,69.64,52.27,550,sz300598
0,19.02,20260204,19.02,死叉减半,False,-4.94,19.96,18.08,50,sz002946
0,7.15,20260408,7.15,死叉减半,False,-0.98,7.17,7.08,50,sz000404
1,7.62,20260324,7.25,观察期末,False,-0.46,8.3,7.58,200,sz000019
0,14.23,20250414,14.23,死叉减半,False,0.91,15.61,14.36,50,sz002675
4,11.44,20250717,8.98,死叉减半,False,4.07,12.72,11.91,450,sz002171
0,8.43,20250402,8.43,死叉减半,False,-14.73,8.43,7.19,50,sz300304
1,13.18,20260324,12.49,观察期末,False,-2.28,14.26,12.88,200,sz000729
1,6.63,20251128,6.09,死叉减半,False,0.9,6.9,6.69,150,sz300335
0,28.15,20260324,28.15,死叉减半,False,2.7,28.91,28.91,50,sz300001
1,39.66,20260324,37.52,观察期末,False,6.71,43.16,42.32,200,sz301560
1,13.29,20250226,12.56,死叉减半,False,-10.08,14.14,11.95,100,sz000878
0,4.28,20251128,4.28,死叉减半,False,-0.47,4.61,4.26,50,sz002641
1,103.19,20260324,97.5,观察期末,False,5.51,108.88,108.88,200,sz301479
2,4.5,20250421,3.97,死叉减半,False,3.38,4.85,4.65,250,sz002716
0,32.03,20241127,32.03,死叉减半,False,-9.86,33.86,28.87,50,sz002422
0,50.08,20260310,50.08,死叉减半,False,6.03,53.22,53.1,50,sz002993
5,8.67,20250414,6.6,死叉减半,False,-5.88,10.42,8.16,550,sz002658
2,21.89,20251219,19.3,死叉减半,False,-11.85,24.7,19.3,150,sz000985
1,17.34,20250103,16.5,死叉减半,False,-22.43,18.18,13.45,100,sz000756
0,14.64,20260305,14.64,死叉减半,False,-5.12,15.37,13.89,50,sz003025
2,17.95,20251128,15.58,死叉减半,False,8.81,19.78,19.53,250,sz002159
4,4.88,20250829,3.94,死叉减半,False,-15.09,5.61,4.14,450,sz200468
10,10.49,20250506,6.72,死叉减半,False,-6.37,14.04,9.82,550,sz002040
0,9.48,20260305,9.48,观察期末,False,2.11,10.14,9.68,100,sz300162
0,23.51,20250801,23.51,死叉减半,False,-2.72,24.99,22.87,50,sz301049
0,15.71,20260325,15.71,死叉减半,False,2.29,16.17,16.07,50,sz300504
4,10.71,20250630,8.57,死叉减半,False,7.94,12.56,11.56,450,sz000752
0,121.97,20251015,121.97,死叉减半,False,5.71,128.94,128.94,50,sz003021
2,14.15,20250624,12.69,观察期末,False,5.28,15.78,14.9,300,sz301037
1,10.4,20260304,9.9,死叉减半,False,-13.52,10.95,8.99,100,sz002877
0,10.31,20250711,10.31,死叉减半,False,1.75,11.1,10.49,50,sz300462
2,37.12,20250627,32.4,死叉减半,False,-8.59,39.7,33.93,250,sz301281
1,3.84,20250414,3.46,死叉减半,False,-2.34,4.13,3.75,150,sz002489
0,11.43,20250818,11.43,死叉减半,False,2.97,12.04,11.77,50,sz002216
0,11.46,20251127,11.46,死叉减半,False,-8.55,12.57,10.48,50,sz002825
4,19.11,20260310,15.58,观察期末,False,19.75,22.88,22.88,500,sz002645
0,2.84,20251219,2.84,死叉减半,False,-8.45,2.85,2.6,50,sz002495
1,14.14,20251125,13.0,死叉减半,False,-2.48,14.71,13.79,150,sz001299
2,33.38,20260408,29.55,观察期末,False,13.03,38.34,37.73,300,sz002213
0,5.65,20250410,5.65,死叉减半,False,0.18,6.1,5.66,50,sz000419
0,16.26,20251027,16.26,死叉减半,False,-9.1,16.26,14.78,50,sz002045
2,4.81,20251015,4.3,死叉减半,False,-29.68,5.2,3.38,150,sz002689
0,9.05,20260324,9.05,观察期末,False,3.54,9.42,9.37,100,sz002091
11,4.73,20250430,2.97,死叉减半,False,-3.4,6.28,4.57,600,sz002471
0,22.01,20251127,22.01,死叉减半,False,-3.63,23.35,21.21,50,sz300019
0,7.39,20251128,7.39,死叉减半,False,-4.74,7.41,7.04,50,sz000605
5,46.42,20260106,35.82,死叉减半,False,-20.68,55.21,36.82,300,sz001255
1,7.84,20250529,7.41,观察期末,False,5.36,8.3,8.26,200,sz300228
0,5.38,20260324,5.38,死叉减半,False,-6.51,5.62,5.03,50,sz300187
1,20.26,20250529,19.21,死叉减半,False,2.99,21.49,20.86,100,sz000948
0,9.98,20260325,9.98,死叉减半,False,-0.9,10.28,9.89,50,sz000998
