ts_code,breakthrough_date,roe,netprofit_yoy,final_gain,success
sh688583,20251204,,,5.42,False
sh600158,20240930,,,-6.88,False
sh600358,20240906,,,4.87,False
sh688019,20260325,,,14.24,False
sh603580,20240730,,,0.83,False
sh603255,20250624,,,0.91,False
sh601969,20240927,,,5.41,False
sh605123,20251020,,,-1.59,False
sh600316,20250409,,,1.43,False
sh688057,20251020,,,1.61,False
sh600996,20240731,,,-0.91,False
sh603160,20240731,,,-5.82,False
sh605089,20251021,,,2.54,False
sh603931,20250630,,,-3.08,False
sh600526,20240927,,,3.49,False
sh601138,20250625,,,27.63,True
sh600188,20240930,,,-3.56,False
sh603102,20250904,,,11.4,False
sh600568,20240813,,,-6.47,False
sh000854,20240927,,,3.46,False
sh600795,20240902,,,-11.09,False
sh688005,20250624,,,-1.49,False
sh688562,20250905,,,-0.4,False
sh688331,20260107,,,13.47,False
sh688618,20251015,,,13.76,False
sh600490,20240920,,,1.42,False
sh900936,20240731,,,-3.01,False
sh603901,20240930,,,-9.46,False
sh000806,20240926,,,8.32,False
sh688028,20250714,,,6.91,False
sh600820,20240930,,,3.86,False
sh688486,20250820,,,-6.02,False
sh601958,20240731,,,-8.46,False
sh600789,20240730,,,8.31,False
sh603098,20240927,,,-0.7,False
sh688352,20250721,,,-1.56,False
sh601211,20250303,,,-0.46,False
sh688701,20260119,,,9.71,False
sh600589,20240930,,,-3.85,False
sh688266,20250820,,,0.98,False
sh600893,20240925,,,13.11,False
sh605488,20250716,,,-3.29,False
sh603636,20240912,,,19.95,False
sh600127,20240903,,,1.72,False
sh601577,20250911,,,-6.07,False
sh688228,20250624,,,4.83,False
sh603678,20240930,,,18.54,False
sh600169,20240926,,,5.5,False
sh688131,20260410,,,0.27,False
sh600717,20240925,,,7.58,False
sh603006,20240930,,,-8.83,False
sh601515,20241023,,,18.18,False
sh688205,20250729,,,12.97,False
sh688456,20260408,,,3.53,False
sh600141,20240903,,,-8.68,False
sh603337,20240819,,,-1.04,False
sh605189,20251212,,,-5.72,False
sh688767,20251203,,,-3.85,False
sh688387,20250711,,,3.0,False
sh688729,20260105,,,6.79,False
sh600391,20240801,,,-4.93,False
sh688119,20251211,,,10.73,False
sh688683,20251124,,,1.5,False
sh600258,20240926,,,-3.52,False
sh603060,20240828,,,-19.21,False
sh600771,20240930,,,-10.61,False
sh600216,20250107,,,-5.2,False
sh688630,20251201,,,6.05,False
sh000984,20240926,,,8.08,False
sh600322,20240816,,,-19.51,False
sh688319,20251124,,,21.3,True
sh603680,20240731,,,-8.63,False
sh603706,20260122,,,-0.24,False
sh600846,20240924,,,7.24,False
sh688187,20250722,,,-2.5,False
sh603136,20251217,,,-7.1,False
sh603883,20241104,,,-9.41,False
sh688334,20251125,,,2.13,False
sh600808,20240926,,,0.46,False
sh601696,20250624,,,3.06,False
sh600512,20240731,,,-5.69,False
sh688653,20250724,,,6.78,False
sh600288,20240924,,,9.58,False
sh688218,20250721,,,1.07,False
sh603388,20241025,,,22.94,True
sh688582,20250805,,,20.46,True
sh600159,20240920,,,3.27,False
sh605058,20251125,,,17.03,False
sh688256,20250725,,,2.9,False
sh603606,20240829,,,-0.26,False
sh600744,20240930,,,-6.82,False
sh600117,20240926,,,11.38,False
sh605016,20251103,,,1.17,False
sh000131,20240927,,,23.83,True
sh600470,20240902,,,-7.67,False
sh603867,20260119,,,-0.89,False
sh600727,20240927,,,1.2,False
sh603036,20240930,,,9.65,False
sh688466,20260310,,,-7.02,False
sh600389,20240927,,,-5.38,False
sh688101,20260203,,,3.53,False
sh600594,20240927,,,-1.68,False
sh600908,20250929,,,3.6,False
sh603983,20250804,,,8.16,False
sh688286,20250625,,,-2.31,False
sh603237,20250825,,,2.49,False
sh603103,20250905,,,6.58,False
sh688628,20250724,,,3.16,False
sh900906,20240816,,,15.32,False
sh600613,20240927,,,2.29,False
sh688552,20250910,,,18.13,False
sh600189,20240924,,,7.94,False
sh603279,20250723,,,-4.61,False
sh688035,20251215,,,2.12,False
sh900948,20240830,,,0.87,False
sh688605,20250818,,,2.17,False
sh600810,20240926,,,-3.11,False
sh605258,20251020,,,21.58,True
sh600295,20240930,,,-8.27,False
sh600225,20240924,,,61.29,True
sh605169,20260303,,,-13.99,False
sh688787,20250624,,,-3.14,False
sh603398,20250912,,,28.51,True
sh688053,20251205,,,11.4,False
sh600312,20241119,,,0.99,False
sh600675,20240924,,,5.9,False
sh600026,20240731,,,-7.55,False
sh603919,20240927,,,-3.54,False
sh600992,20240913,,,18.01,False
sh605589,20251028,,,-8.81,False
sh600838,20240906,,,15.23,False
sh603106,20251021,,,0.98,False
sh688519,20251222,,,21.4,True
sh600876,20240930,,,-6.33,False
sh600458,20240930,,,-2.38,False
sh000119,20240927,,,7.45,False
sh688083,20250729,,,4.36,False
sh688719,20250905,,,-3.08,False
sh600416,20240927,,,8.39,False
sh603801,20250709,,,-6.1,False
sh688757,20251021,,,2.08,False
sh603987,20240927,,,1.37,False
sh688230,20251124,,,7.62,False
sh600171,20250725,,,-1.57,False
sh603660,20240927,,,33.27,True
sh600722,20240927,,,4.12,False
sh600226,20240930,,,-0.44,False
sh603050,20240930,,,-11.76,False
sh600741,20240910,,,4.52,False
sh688253,20250724,,,1.17,False
sh603602,20250819,,,7.62,False
sh603579,20241008,,,-8.35,False
sh600095,20240805,,,-12.04,False
sh603365,20250904,,,-1.23,False
sh688156,20260119,,,-1.87,False
sh600444,20240730,,,-3.47,False
sh603355,20240930,,,-0.97,False
sh600123,20240926,,,-2.36,False
sh601827,20251010,,,-0.72,False
sh688262,20250729,,,3.6,False
sh600390,20240924,,,49.45,True
sh601608,20240930,,,-3.64,False
sh600259,20240927,,,1.17,False
sh605358,20250725,,,-0.76,False
sh601038,20240913,,,19.43,False
sh603650,20250701,,,-2.76,False
sh601077,20251014,,,-2.79,False
sh688386,20260408,,,-5.39,False
sh688135,20250624,,,9.89,False
sh688766,20250731,,,-4.41,False
sh603798,20240930,,,-6.99,False
sh603379,20251203,,,7.99,False
sh600340,20240926,,,18.55,False
sh600289,20240829,,,-2.24,False
sh605388,20251203,,,0.25,False
sh688566,20260401,,,2.52,False
sh900932,20250626,,,4.32,False
sh603385,20240927,,,1.78,False
sh688528,20251128,,,-10.54,False
sh603178,20240930,,,-7.66,False
sh000802,20240927,,,6.87,False
sh600824,20240924,,,5.43,False
sh600059,20240926,,,-0.48,False
sh603966,20240927,,,8.94,False
sh688318,20250625,,,-13.38,False
sh688631,20250721,,,6.25,False
sh603967,20250904,,,-1.29,False
sh605116,20250624,,,3.04,False
sh600570,20240926,,,36.49,True
sh600017,20240925,,,9.05,False
sh688500,20251124,,,4.15,False
sh600641,20240927,,,20.68,True
sh603685,20260122,,,22.68,True
sh600326,20250108,,,-4.87,False
sh688067,20251208,,,-2.67,False
sh600195,20241008,,,-9.09,False
sh600821,20240816,,,-7.42,False
sh600368,20240927,,,2.3,False
sh688029,20250624,,,9.18,False
sh688619,20251208,,,-8.49,False
sh600558,20240930,,,3.23,False
sh688183,20260226,,,-13.17,False
sh603381,20250801,,,1.26,False
sh600071,20240910,,,10.71,False
sh000139,20240930,,,0.63,False
sh601108,20250625,,,0.9,False
sh601975,20250724,,,-1.36,False
sh603887,20240807,,,6.48,False
sh688657,20250624,,,0.73,False
sh600516,20240927,,,11.21,False
sh000057,20240927,,,7.74,False
sh600345,20240930,,,-1.34,False
sh603007,20240905,,,11.36,False
sh603048,20251020,,,4.94,False
sh603333,20240927,,,10.76,False
sh600422,20241210,,,7.57,False
sh688383,20251201,,,17.46,False
sh600976,20241008,,,-13.11,False
sh603180,20240930,,,-10.19,False
sh600691,20240925,,,4.02,False
sh688419,20260106,,,32.01,True
sh688229,20250624,,,-0.34,False
sh603351,20251031,,,4.15,False
sh605069,20251024,,,-0.84,False
sh688267,20251029,,,4.68,False
sh600892,20240926,,,4.2,False
sh600775,20240927,,,5.12,False
sh600212,20241021,,,46.52,True
sh601010,20240926,,,5.66,False
sh688700,20250905,,,-1.44,False
sh600588,20240927,,,5.74,False
sh603299,20240827,,,0.65,False
sh688153,20250806,,,3.65,False
sh688030,20250714,,,11.6,False
sh600522,20240807,,,-7.9,False
sh600371,20240927,,,5.21,False
sh600616,20240926,,,0.0,False
sh688557,20251124,,,7.08,False
sh603755,20250714,,,0.49,False
sh900903,20240809,,,3.49,False
sh688283,20250717,,,3.03,False
sh600658,20240918,,,16.3,False
sh600791,20240905,,,3.63,False
sh688329,20251218,,,6.87,False
sh600815,20240926,,,0.48,False
sh603779,20240924,,,14.32,False
sh603956,20250626,,,-1.27,False
sh603399,20240926,,,5.64,False
sh688600,20250923,,,6.85,False
sh600488,20240808,,,-5.66,False
sh601096,20250703,,,3.12,False
sh603737,20240927,,,9.58,False
sh000134,20240809,,,6.04,False
sh000949,20240930,,,-7.12,False
sh601677,20240731,,,-7.87,False
sh600475,20240927,,,-0.12,False
sh603199,20240821,,,-0.43,False
sh601816,20250624,,,-1.07,False
sh600688,20240731,,,0.0,False
sh688400,20250717,,,2.82,False
sh600268,20240918,,,17.56,False
sh603051,20251125,,,-2.59,False
sh688129,20250916,,,-3.67,False
sh605369,20250702,,,-0.05,False
sh603661,20250624,,,5.8,False
sh601009,20250325,,,-1.12,False
sh603800,20240930,,,-15.85,False
sh603281,20250625,,,1.85,False
sh603033,20240919,,,18.43,False
sh603348,20250819,,,-1.24,False
sh688235,20250709,,,5.15,False
sh600909,20240731,,,-1.54,False
sh603665,20241126,,,-1.56,False
sh000152,20240926,,,2.93,False
sh601611,20240930,,,2.07,False
sh603079,20251015,,,3.93,False
sh600085,20240514,,,-5.98,False
sh688428,20260210,,,-14.96,False
sh603078,20240927,,,15.97,False
sh603499,20250811,,,6.06,False
sh600769,20240906,,,3.24,False
sh603866,20240926,,,4.06,False
sh603533,20250716,,,-1.82,False
sh603829,20251113,,,23.3,True
sh603607,20251015,,,-1.71,False
sh603828,20240926,,,18.64,False
sh600925,20250805,,,-0.4,False
sh688162,20250624,,,1.7,False
sh600804,20241024,,,18.37,False
sh601021,20240805,,,-9.2,False
sh600223,20240927,,,-2.82,False
sh600023,20240930,,,-9.55,False
sh688362,20250627,,,-4.9,False
sh600997,20240930,,,-7.21,False
sh688531,20251217,,,7.84,False
sh688056,20251021,,,5.48,False
sh605122,20251124,,,-6.79,False
sh601968,20240926,,,2.86,False
sh603733,20250721,,,4.76,False
sh688018,20250710,,,-1.3,False
sh600359,20240924,,,6.62,False
sh603085,20240930,,,-3.16,False
sh600794,20240927,,,1.57,False
sh000855,20240926,,,6.91,False
sh600569,20240925,,,4.4,False
sh688301,20250806,,,26.2,True
sh603698,20240801,,,-0.16,False
sh000066,20240927,,,2.72,False
sh688981,20250724,,,-1.26,False
sh600527,20240927,,,4.67,False
sh605088,20250829,,,4.33,False
sh603206,20250716,,,0.29,False
sh603900,20240802,,,-3.8,False
sh900937,20240910,,,4.14,False
sh600491,20240731,,,-4.44,False
sh603132,20251125,,,2.69,False
sh688330,20250718,,,2.1,False
sh688563,20251009,,,-5.16,False
sh600622,20240925,,,76.12,True
sh688004,20260109,,,3.0,False
sh603703,20240802,,,-7.2,False
sh600012,20241107,,,1.61,False
sh603099,20240806,,,0.13,False
sh601916,20260311,,,1.31,False
sh601890,20240927,,,3.05,False
sh000849,20240731,,,-4.5,False
sh601777,20250410,,,3.19,False
sh600575,20240924,,,10.23,False
sh000807,20240927,,,-2.38,False
sh600168,20240930,,,-0.46,False
sh603065,20250908,,,-5.26,False
sh600395,20240930,,,-7.2,False
sh000933,20240927,,,3.89,False
sh600126,20240930,,,-8.92,False
sh603819,20241107,,,31.03,True
sh603637,20240926,,,8.42,False
sh603856,20250908,,,-3.09,False
sh000100,20240926,,,5.34,False
sh600716,20240913,,,32.38,True
sh603181,20260115,,,1.17,False
sh600271,20240919,,,20.25,True
sh688130,20251021,,,-0.48,False
sh603332,20250918,,,-9.91,False
sh600758,20240926,,,2.69,False
sh601989,20240927,,,0.39,False
sh603655,20251217,,,17.42,False
sh688728,20251021,,,-5.81,False
sh600469,20240731,,,-6.92,False
sh600973,20240927,,,2.94,False
sh600694,20240731,,,-0.52,False
sh605188,20260203,,,-9.62,False
sh603336,20240819,,,-14.08,False
sh600713,20240806,,,-1.4,False
sh603002,20240801,,,-8.28,False
sh688201,20251124,,,0.98,False
sh600089,20240927,,,-5.06,False
sh600217,20240902,,,-5.12,False
sh601015,20240927,,,1.26,False
sh600897,20240731,,,-1.94,False
sh601609,20251124,,,7.2,False
sh600770,20240924,,,29.06,True
sh688682,20250905,,,-1.34,False
sh688118,20250716,,,-7.63,False
sh603507,20250627,,,-0.93,False
sh605158,20250722,,,11.72,False
sh603707,20250730,,,-3.85,False
sh603260,20250722,,,-0.26,False
sh600323,20240925,,,14.63,False
sh688062,20260107,,,-11.48,False
sh688505,20250929,,,0.22,False
sh688356,20260105,,,13.19,False
sh603928,20240930,,,-1.97,False
sh605222,20250702,,,0.92,False
sh600644,20240930,,,1.75,False
sh688001,20250728,,,2.0,False
sh688652,20250724,,,1.75,False
sh603598,20240927,,,9.27,False
sh600513,20240806,,,-5.07,False
sh600809,20240930,,,-12.1,False
sh603137,20250924,,,-0.36,False
sh688186,20250919,,,13.33,False
sh600847,20240906,,,5.2,False
sh601238,20240927,,,-1.7,False
sh603194,20251022,,,-3.75,False
sh600703,20240930,,,7.39,False
sh600099,20240905,,,-3.39,False
sh603788,20240927,,,4.48,False
sh600070,20240809,,,32.09,True
sh688396,20250625,,,-0.81,False
sh603327,20250630,,,5.19,False
sh601618,20240813,,,0.0,False
sh000926,20240731,,,-2.81,False
sh603558,20240927,,,7.53,False
sh601330,20250905,,,-3.16,False
sh600380,20240930,,,-8.48,False
sh603070,20250708,,,2.33,False
sh600900,20241216,,,0.46,False
sh600901,20250904,,,-0.55,False
sh688146,20250630,,,3.53,False
sh600133,20240930,,,2.64,False
sh600560,20240927,,,6.87,False
sh000021,20240926,,,3.11,False
sh688072,20250707,,,0.32,False
sh688621,20251112,,,11.61,False
sh688515,20250815,,,3.44,False
sh603716,20240730,,,-1.82,False
sh000812,20240927,,,5.36,False
sh605081,20260126,,,-15.89,False
sh600834,20240906,,,-4.84,False
sh603758,20240930,,,-10.59,False
sh900922,20240924,,,11.92,False
sh603893,20250625,,,-3.52,False
sh603168,20240930,,,-8.46,False
sh600679,20240806,,,-6.71,False
sh688538,20251222,,,1.88,False
sh603213,20260113,,,0.73,False
sh600299,20240918,,,14.39,False
sh603588,20240930,,,-9.83,False
sh600637,20240923,,,13.96,False
sh688576,20250630,,,2.03,False
sh605398,20250624,,,4.96,False
sh688325,20250630,,,0.57,False
sh688320,20250624,,,-0.4,False
sh600061,20240919,,,31.76,True
sh603391,20250625,,,3.21,False
sh600506,20240927,,,4.81,False
sh601156,20250710,,,3.35,False
sh688193,20251127,,,-6.41,False
sh600548,20240930,,,-7.58,False
sh603003,20241017,,,-2.15,False
sh688609,20250630,,,-6.78,False
sh603122,20250703,,,5.01,False
sh600185,20240925,,,31.85,True
sh603275,20260113,,,1.92,False
sh603712,20250919,,,3.36,False
sh688039,20250625,,,2.89,False
sh600378,20240927,,,5.37,False
sh600651,20240730,,,-6.67,False
sh601728,20250709,,,-1.46,False
sh688077,20251106,,,-6.32,False
sh600336,20240730,,,-2.63,False
sh601567,20240829,,,4.66,False
sh600765,20240927,,,10.85,False
sh600882,20240731,,,1.99,False
sh688277,20260108,,,32.04,True
sh688710,20250630,,,11.27,False
sh601000,20241010,,,-0.22,False
sh600202,20240926,,,4.56,False
sh603341,20250812,,,9.85,False
sh688697,20250624,,,0.15,False
sh688409,20250627,,,-3.21,False
sh600681,20240927,,,0.95,False
sh600966,20240930,,,-8.39,False
sh601999,20240923,,,9.41,False
sh600155,20240925,,,13.31,False
sh603017,20240930,,,-2.41,False
sh603191,20250707,,,8.57,False
sh603323,20240819,,,-5.7,False
sh603825,20250711,,,-6.24,False
sh688120,20250704,,,-0.71,False
sh600779,20240927,,,-1.15,False
sh600918,20250624,,,4.11,False
sh600584,20240925,,,24.89,True
sh600737,20240926,,,10.82,False
sh600250,20240924,,,0.85,False
sh688111,20250731,,,-8.04,False
sh600956,20250905,,,0.13,False
sh603488,20240731,,,8.63,False
sh603838,20241008,,,9.85,False
sh600107,20240918,,,18.83,False
sh603616,20240927,,,12.66,False
sh600754,20240926,,,0.57,False
sh000832,20240930,,,1.04,False
sh688246,20250701,,,6.79,False
sh688172,20250708,,,-3.68,False
sh601985,20240924,,,-1.73,False
sh603659,20260309,,,15.16,False
sh688721,20250807,,,10.46,False
sh603790,20251210,,,-1.43,False
sh600460,20240926,,,25.15,True
sh605006,20260121,,,6.8,False
sh600233,20240829,,,-2.65,False
sh600149,20240919,,,9.8,False
sh688592,20251215,,,-3.88,False
sh603658,20240930,,,-10.49,False
sh688208,20251212,,,1.3,False
sh600800,20240926,,,3.59,False
sh600032,20250701,,,0.53,False
sh603170,20250807,,,2.74,False
sh600280,20240805,,,-12.89,False
sh601718,20240926,,,2.64,False
sh600033,20240925,,,3.06,False
sh688521,20251224,,,24.07,True
sh688615,20250715,,,6.6,False
sh600199,20240927,,,-3.54,False
sh600603,20241008,,,31.02,True
sh603226,20240930,,,0.0,False
sh605151,20251020,,,5.96,False
sh601166,20240920,,,18.1,False
sh605098,20250813,,,-0.94,False
sh688296,20250624,,,8.0,False
sh603268,20240926,,,141.79,True
sh900916,20250219,,,5.65,False
sh601128,20240930,,,-0.44,False
sh601899,20240731,,,-6.76,False
sh600866,20240926,,,9.25,False
sh601162,20250625,,,8.67,False
sh603090,20241107,,,10.99,False
sh603223,20240730,,,4.73,False
sh600055,20240926,,,-0.15,False
sh600828,20240909,,,-5.02,False
sh601100,20240829,,,3.17,False
sh603389,20240730,,,5.27,False
sh688610,20251212,,,3.89,False
sh605599,20250901,,,-2.26,False
sh603909,20241008,,,7.99,False
sh603595,20250717,,,-3.4,False
sh600665,20240919,,,8.4,False
sh603727,20241008,,,-7.63,False
sh601933,20240807,,,-9.96,False
sh605179,20250819,,,15.0,False
sh600078,20241008,,,-9.09,False
sh600278,20240909,,,4.76,False
sh603569,20240930,,,-8.42,False
sh603612,20251125,,,2.96,False
sh688139,20250722,,,5.23,False
sh603375,20251125,,,-7.35,False
sh605003,20251219,,,17.77,False
sh600811,20240808,,,-8.84,False
sh688177,20260414,,,-7.51,False
sh600930,20260311,,,13.5,False
sh688410,20251021,,,14.8,False
sh600751,20240924,,,7.05,False
sh603040,20240903,,,-2.1,False
sh000147,20240927,,,0.29,False
sh605060,20250625,,,6.55,False
sh603291,20250818,,,-4.07,False
sh600161,20240821,,,0.13,False
sh603997,20240905,,,-0.42,False
sh688220,20250729,,,5.25,False
sh601865,20250708,,,-2.29,False
sh688709,20250624,,,-2.28,False
sh688093,20251201,,,0.17,False
sh000974,20240731,,,-2.48,False
sh000109,20240930,,,-4.42,False
sh600448,20240925,,,9.13,False
sh600831,20241028,,,12.31,False
sh688510,20251031,,,3.4,False
sh600798,20240930,,,-4.59,False
sh603089,20240930,,,-4.76,False
sh688343,20250730,,,13.4,False
sh601200,20240829,,,-1.91,False
sh601880,20240926,,,6.03,False
sh603123,20240906,,,2.71,False
sh603444,20240807,,,-7.19,False
sh600355,20240920,,,3.64,False
sh603216,20260324,,,1.72,False
sh600481,20241008,,,-11.22,False
sh900927,20240925,,,10.91,False
sh600748,20240924,,,14.07,False
sh688393,20250701,,,4.6,False
sh600929,20250710,,,6.42,False
sh600706,20240930,,,-12.29,False
sh600261,20240930,,,-2.13,False
sh605499,20250916,,,3.76,False
sh605303,20260105,,,1.76,False
sh600136,20240930,,,-4.64,False
sh600598,20250127,,,-0.66,False
sh688143,20251021,,,-12.54,False
sh601528,20250909,,,-3.25,False
sh688239,20250624,,,6.14,False
sh603669,20240930,,,-8.88,False
sh600178,20240927,,,0.84,False
sh603075,20251201,,,-3.47,False
sh688108,20260105,,,-1.65,False
sh688692,20250728,,,1.13,False
sh600249,20240925,,,9.75,False
sh603344,20250624,,,1.09,False
sh601878,20240823,,,-1.19,False
sh603345,20240926,,,9.44,False
sh600207,20240926,,,11.6,False
sh600760,20240822,,,3.88,False
sh605555,20250806,,,3.2,False
sh601619,20260408,,,18.58,False
sh600887,20240926,,,0.0,False
sh688272,20250905,,,-2.51,False
sh603326,20240926,,,-1.45,False
sh688125,20250718,,,9.86,False
sh605198,20250916,,,-7.38,False
sh688776,20250801,,,-1.86,False
sh688211,20251015,,,0.5,False
sh605365,20250630,,,4.68,False
sh600150,20240927,,,1.99,False
sh603012,20240927,,,2.63,False
sh600479,20240808,,,-4.51,False
sh603368,20240930,,,-10.2,False
sh000138,20240807,,,1.9,False
sh603013,20251125,,,-1.45,False
sh600684,20240801,,,-4.89,False
sh600963,20240924,,,18.58,False
sh688196,20251020,,,8.42,False
sh603127,20251211,,,19.69,False
sh601228,20240801,,,-0.31,False
sh600857,20240927,,,1.48,False
sh600350,20240925,,,-1.41,False
sh600503,20240926,,,3.47,False
sh603126,20240927,,,6.36,False
sh600064,20240809,,,-4.35,False
sh600819,20240730,,,-5.47,False
sh603759,20251014,,,25.18,True
sh000995,20240822,,,-5.4,False
sh603977,20250626,,,-1.7,False
sh600333,20240923,,,11.7,False
sh600654,20240927,,,0.42,False
sh600007,20240731,,,-0.59,False
sh900941,20240730,,,1.25,False
sh600180,20240926,,,4.12,False
sh688308,20250626,,,3.28,False
sh603270,20250708,,,6.44,False
sh600498,20240927,,,8.03,False
sh600302,20240919,,,15.14,False
sh600551,20240829,,,2.58,False
sh600036,20240808,,,4.74,False
sh600982,20240930,,,-5.85,False
sh600285,20240808,,,5.15,False
sh000823,20240927,,,1.93,False
sh600805,20240927,,,2.32,False
sh688339,20250709,,,0.31,False
sh900913,20240925,,,15.21,False
sh000989,20240926,,,4.06,False
sh688509,20251021,,,-4.53,False
sh600648,20240731,,,-2.03,False
sh603159,20240930,,,-2.47,False
sh688293,20260113,,,-1.54,False
sh603091,20260410,,,2.35,False
sh600361,20240731,,,-10.78,False
sh601163,20240930,,,-7.0,False
sh688314,20250624,,,11.89,False
sh600606,20240926,,,12.21,False
sh603117,20250212,,,-1.13,False
sh600406,20240807,,,-1.47,False
sh600255,20240801,,,-2.19,False
sh688114,20250822,,,-10.42,False
sh603023,20240930,,,1.86,False
sh605507,20251224,,,9.88,False
sh600732,20240930,,,-8.06,False
sh600581,20240924,,,6.35,False
sh000917,20240930,,,-7.52,False
sh688597,20250624,,,3.98,False
sh600236,20240930,,,-12.53,False
sh605337,20251110,,,-8.43,False
sh600698,20240904,,,1.72,False
sh603189,20240823,,,3.23,False
sh600935,20251010,,,7.35,False
sh600080,20240930,,,-6.85,False
sh601518,20240926,,,2.89,False
sh603617,20250707,,,16.15,False
sh601328,20240924,,,3.64,False
sh603489,20250624,,,-0.18,False
sh688096,20260108,,,4.35,False
sh601366,20241226,,,-4.57,False
sh603026,20240930,,,-9.8,False
sh600919,20240807,,,7.0,False
sh605298,20260324,,,15.17,False
sh688225,20250820,,,-4.16,False
sh601860,20251021,,,-2.38,False
sh600399,20240927,,,35.89,True
sh601601,20250514,,,-1.58,False
sh000142,20240927,,,3.09,False
sh600403,20240925,,,7.97,False
sh600050,20240816,,,-2.02,False
sh603688,20241009,,,-11.4,False
sh688311,20250725,,,17.88,False
sh688025,20260116,,,11.52,False
sh688676,20250717,,,5.28,False
sh600537,20240930,,,0.67,False
sh600863,20240902,,,-5.54,False
sh600784,20240923,,,21.86,True
sh688638,20251128,,,-11.09,False
sh600579,20240802,,,-13.16,False
sh600987,20240923,,,4.54,False
sh688372,20250625,,,-4.79,False
sh601231,20240808,,,6.35,False
sh603590,20251113,,,-6.11,False
sh600660,20240730,,,-0.96,False
sh601083,20251014,,,5.16,False
sh603416,20240829,,,-3.22,False
sh600307,20240919,,,12.8,False
sh688046,20250627,,,10.92,False
sh688443,20260109,,,-9.86,False
sh603789,20240930,,,-1.55,False
sh600098,20240806,,,-0.69,False
sh601500,20240930,,,-8.38,False
sh600702,20240930,,,8.31,False
sh603195,20260225,,,-0.73,False
sh605050,20260320,,,-11.85,False
sh600265,20240930,,,-3.04,False
sh688777,20250806,,,4.36,False
sh600132,20240926,,,-5.49,False
sh688273,20251201,,,-8.62,False
sh600455,20240913,,,26.16,True
sh000114,20240927,,,0.15,False
sh603843,20240730,,,11.07,False
sh603516,20250718,,,46.87,True
sh601005,20250702,,,-0.71,False
sh603071,20251201,,,-3.4,False
sh600381,20241025,,,13.43,False
sh000300,20240926,,,6.85,False
sh688693,20250625,,,7.41,False
sh600048,20240926,,,13.4,False
sh600835,20240925,,,19.89,False
sh603271,20251020,,,13.97,False
sh601456,20250710,,,10.81,False
sh605080,20250701,,,-6.67,False
sh000813,20240927,,,-0.3,False
sh603717,20240930,,,-4.8,False
sh600006,20240930,,,-7.52,False
sh688347,20260410,,,2.47,False
sh688620,20250806,,,7.4,False
sh603976,20251020,,,3.38,False
sh600561,20240821,,,-8.73,False
sh605399,20250924,,,0.32,False
sh688577,20251222,,,-1.88,False
sh600636,20240925,,,14.74,False
sh600351,20240930,,,-7.4,False
sh600502,20240926,,,10.5,False
sh603212,20251020,,,5.1,False
sh688539,20250624,,,3.37,False
sh600678,20240927,,,72.73,True
sh603169,20240820,,,-12.42,False
sh900923,20240802,,,-3.19,False
sh600837,20240807,,,2.23,False
sh688608,20250819,,,1.53,False
sh601118,20240827,,,0.21,False
sh603258,20240910,,,2.01,False
sh688192,20260415,,,-1.89,False
sh603897,20250624,,,3.82,False
sh600853,20240927,,,5.78,False
sh600507,20240926,,,4.54,False
sh603390,20251219,,,4.58,False
sh600060,20240930,,,-17.26,False
sh603896,20240930,,,-10.13,False
sh688321,20251031,,,-3.34,False
sh600337,20241028,,,15.4,False
sh688625,20250624,,,-0.71,False
sh688511,20260324,,,-20.74,False
sh603088,20240930,,,-5.27,False
sh600650,20250110,,,-2.24,False
sh900945,20240731,,,-3.37,False
sh600379,20240919,,,8.35,False
sh603713,20260106,,,6.35,False
sh688696,20250821,,,5.5,False
sh603289,20251205,,,-3.62,False
sh600203,20240923,,,11.58,False
sh600599,20240827,,,25.05,True
sh600905,20250625,,,0.95,False
sh603288,20240830,,,-3.21,False
sh600883,20240927,,,8.86,False
sh688425,20250708,,,45.58,True
sh600764,20240801,,,-7.36,False
sh603626,20240827,,,73.7,True
sh601566,20241008,,,-11.64,False
sh688772,20250625,,,-7.72,False
sh603059,20251222,,,-2.51,False
sh603322,20240930,,,12.24,False
sh605055,20260203,,,11.46,False
sh600433,20240925,,,7.69,False
sh603016,20240912,,,37.06,True
sh688215,20260115,,,-0.93,False
sh601318,20240813,,,6.35,False
sh603058,20240731,,,-6.26,False
sh600967,20240731,,,0.0,False
sh688110,20260414,,,1.88,False
sh600736,20240926,,,2.22,False
sh603027,20241008,,,-11.69,False
sh600585,20240926,,,8.54,False
sh688097,20250630,,,-3.42,False
sh603992,20250624,,,-2.47,False
sh600778,20240805,,,1.42,False
sh603069,20240926,,,3.64,False
sh603312,20250624,,,1.85,False
sh688439,20250630,,,-5.42,False
sh605180,20260121,,,1.88,False
sh688209,20250725,,,2.21,False
sh600148,20240731,,,-2.86,False
sh600232,20240731,,,0.47,False
sh605007,20250707,,,0.76,False
sh600461,20250401,,,9.15,False
sh688247,20250627,,,7.41,False
sh600106,20240924,,,32.12,True
sh605333,20250722,,,7.82,False
sh600348,20240930,,,-9.31,False
sh000827,20240927,,,5.38,False
sh600281,20240911,,,-0.62,False
sh603171,20250624,,,-6.06,False
sh600801,20240813,,,-21.88,False
sh900917,20240926,,,14.93,False
sh603920,20240829,,,3.84,False
sh688297,20250922,,,2.62,False
sh600785,20241104,,,-6.72,False
sh688677,20251201,,,-1.21,False
sh600365,20240903,,,-4.87,False
