benchmark_gain,breakthrough_date,breakthrough_price,final_gain,rs_diff,stock_gain,success,ts_code
0.82,20250624,5.61,-0.71,-2.91,-0.71,False,sh601816
-2.35,20240731,2.72,-1.1,6.09,-1.1,False,sh600688
0.0,20250717,29.81,0.54,15.43,0.54,False,sh688400
6.59,20240918,5.58,6.27,-15.97,6.27,False,sh600268
0.0,20251125,21.21,-1.65,-2.84,-1.65,False,sh603051
0.0,20250916,24.28,-4.37,-5.12,-4.37,False,sh688129
0.0,20250702,19.68,-0.66,2.63,-0.66,False,sh605369
0.82,20250624,28.27,5.8,8.37,5.8,False,sh603661
-0.66,20250325,9.86,-0.2,5.77,-0.2,False,sh601009
-4.05,20240930,21.45,-14.78,26.29,-14.78,False,sh603800
-0.22,20250625,23.22,2.71,4.16,2.71,False,sh603281
9.68,20240919,12.1,11.24,9.99,11.24,False,sh603033
0.0,20250819,21.82,1.37,2.92,1.37,False,sh603348
0.0,20250709,226.46,5.95,-8.54,5.95,False,sh688235
-2.35,20240731,4.54,-2.42,15.0,-2.42,False,sh600909
3.65,20241126,17.3,7.05,15.54,7.05,False,sh603665
-4.05,20240930,8.21,2.8,6.93,2.8,False,sh601611
0.0,20251015,17.57,2.68,-4.87,2.68,False,sh603079
0.39,20240514,46.5,-3.18,20.62,-3.18,False,sh600085
0.0,20260210,25.06,-6.66,12.53,-6.66,False,sh688428
5.69,20240927,12.9,7.75,-2.19,7.75,False,sh603078
0.0,20250811,17.49,7.6,8.7,7.6,False,sh603499
-2.23,20240906,6.8,-1.47,-5.46,-1.47,False,sh600769
10.03,20240926,5.66,10.07,-0.34,10.07,False,sh603866
0.0,20250716,21.39,-2.1,6.68,-2.1,False,sh603533
0.0,20251113,19.66,19.94,-0.56,19.94,False,sh603829
0.0,20251015,24.03,0.71,0.59,0.71,False,sh603607
10.03,20240926,1.77,20.34,-3.6,20.34,True,sh603828
0.0,20250805,5.01,-0.2,-2.91,-0.2,False,sh600925
0.82,20250624,26.52,2.64,-8.22,2.64,False,sh688162
0.2,20241024,1.47,4.08,-8.52,4.08,False,sh600804
-0.09,20240805,54.02,-5.57,7.02,-5.57,False,sh601021
5.69,20240927,7.08,-2.82,9.72,-2.82,False,sh600223
-4.05,20240930,6.39,-5.79,1.08,-5.79,False,sh600023
0.0,20250627,29.8,-5.44,13.18,-5.44,False,sh688362
-4.05,20240930,7.07,-4.53,16.83,-4.53,False,sh600997
0.0,20251217,61.23,13.16,-1.58,13.16,False,sh688531
0.0,20251021,35.39,3.39,-1.26,3.39,False,sh688056
0.0,20251124,13.99,-6.15,2.27,-6.15,False,sh605122
10.03,20240926,4.93,5.7,1.52,5.7,False,sh601968
0.0,20250721,21.0,1.1,8.75,1.1,False,sh603733
0.0,20250710,156.48,-0.63,14.22,-0.63,False,sh688018
21.89,20240924,6.04,15.23,-8.13,15.23,False,sh600359
-4.05,20240930,9.48,-7.07,14.48,-7.07,False,sh603085
5.69,20240927,3.19,1.88,2.06,1.88,False,sh600794
14.62,20240925,1.59,3.14,0.33,3.14,False,sh600569
0.0,20250806,87.28,11.19,-1.53,11.19,False,sh688301
-2.13,20240801,12.59,-1.27,15.59,-1.27,False,sh603698
0.0,20250724,91.75,-2.45,5.12,-2.45,False,sh688981
5.69,20240927,1.5,6.67,3.77,6.67,False,sh600527
0.0,20250829,37.86,3.43,-6.63,3.43,False,sh605088
0.0,20250716,17.39,-1.15,5.39,-1.15,False,sh603206
-1.49,20240802,5.53,5.97,17.38,5.97,False,sh603900
-0.3,20240910,0.14,2.07,-21.29,2.07,False,sh900937
-2.35,20240731,2.7,-4.07,4.2,-4.07,False,sh600491
0.0,20251125,13.36,2.25,-3.75,2.25,False,sh603132
0.0,20250718,26.2,2.48,7.86,2.48,False,sh688330
0.0,20251009,55.07,-4.21,1.47,-4.21,False,sh688563
14.62,20240925,2.01,27.36,7.12,27.36,True,sh600622
0.0,20260109,25.64,1.4,6.7,1.4,False,sh688004
-1.49,20240802,10.41,-12.3,11.29,-12.3,False,sh603703
-1.78,20241107,13.71,-3.65,-1.2,-3.65,False,sh600012
0.02,20240806,22.81,-5.7,2.72,-5.7,False,sh603099
0.0,20260311,3.06,1.63,4.79,1.63,False,sh601916
5.69,20240927,7.22,2.63,1.21,2.63,False,sh601890
1.65,20250410,7.83,4.09,-18.69,4.09,False,sh601777
21.89,20240924,3.42,14.62,-23.32,14.62,False,sh600575
-4.05,20240930,4.37,1.37,13.12,1.37,False,sh600168
0.0,20250908,8.75,-2.4,-5.3,-2.4,False,sh603065
-4.05,20240930,5.83,-5.66,8.31,-5.66,False,sh600395
-4.05,20240930,4.37,-5.95,23.01,-5.95,False,sh600126
-1.78,20241107,9.86,15.31,15.36,15.31,False,sh603819
10.03,20240926,6.06,8.58,-5.98,8.58,False,sh603637
0.0,20250908,11.63,-0.52,-3.96,-0.52,False,sh603856
5.88,20240913,2.81,1.07,-16.39,1.07,False,sh600716
0.0,20260115,16.19,2.53,15.15,2.53,False,sh603181
9.68,20240919,8.25,7.52,-13.25,7.52,False,sh600271
0.0,20251021,22.9,2.97,-6.91,2.97,False,sh688130
0.0,20250918,14.74,-11.19,-3.6,-11.19,False,sh603332
10.03,20240926,2.98,10.75,-1.66,10.75,False,sh600758
5.69,20240927,5.08,4.92,-18.17,4.92,False,sh601989
0.0,20251217,35.6,5.62,-9.02,5.62,False,sh603655
0.0,20251021,16.0,2.06,-0.31,2.06,False,sh688728
-2.35,20240731,5.49,-4.92,-2.86,-4.92,False,sh600469
5.69,20240927,3.74,3.21,5.92,3.21,False,sh600973
-2.35,20240731,13.73,0.34,-6.88,0.34,False,sh600694
0.0,20260203,20.16,-3.92,0.6,-3.92,False,sh605188
-1.32,20240819,3.76,-14.08,21.06,-14.08,False,sh603336
0.02,20240806,4.28,1.17,6.12,1.17,False,sh600713
-2.13,20240801,5.07,-7.1,4.13,-7.1,False,sh603002
0.0,20251124,13.33,1.58,-5.86,1.58,False,sh688201
5.69,20240927,13.44,-1.19,1.57,-1.19,False,sh600089
-2.65,20240902,4.49,-2.67,-17.2,-2.67,False,sh600217
5.69,20240927,3.18,5.03,7.04,5.03,False,sh601015
-2.35,20240731,12.88,-0.39,8.34,-0.39,False,sh600897
0.0,20251124,10.0,3.8,-15.9,3.8,False,sh601609
21.89,20240924,2.65,32.08,6.17,32.08,True,sh600770
0.0,20250905,29.1,2.23,-20.82,2.23,False,sh688682
0.0,20250716,28.43,-8.62,31.56,-8.62,False,sh688118
0.0,20250627,24.64,-0.93,-4.88,-0.93,False,sh603507
0.0,20250722,8.7,6.21,2.59,6.21,False,sh605158
0.0,20250730,11.94,-4.27,8.55,-4.27,False,sh603707
0.0,20250722,52.86,4.63,18.02,4.63,False,sh603260
14.62,20240925,18.94,8.08,-17.29,8.08,False,sh600323
0.0,20260107,45.2,-5.75,5.73,-5.75,False,sh688062
0.0,20250929,9.08,-0.66,-9.92,-0.66,False,sh688505
0.0,20260105,91.88,8.71,11.5,8.71,False,sh688356
-4.05,20240930,8.14,-4.67,9.99,-4.67,False,sh603928
0.0,20250702,15.18,0.53,2.08,0.53,False,sh605222
-4.05,20240930,6.3,-2.7,14.62,-2.7,False,sh600644
0.0,20250728,27.51,-1.05,8.86,-1.05,False,sh688001
0.0,20250724,59.84,-5.45,7.63,-5.45,False,sh688652
5.69,20240927,13.16,-4.94,8.69,-4.94,False,sh603598
0.02,20240806,8.48,-0.83,8.91,-0.83,False,sh600513
-4.05,20240930,212.83,-7.87,28.55,-7.87,False,sh600809
0.0,20250924,14.08,-0.64,-8.87,-0.64,False,sh603137
0.0,20250919,26.4,2.08,-2.58,2.08,False,sh688186
-2.23,20240906,7.69,-1.17,-4.86,-1.17,False,sh600847
5.69,20240927,8.22,-0.73,4.14,-0.73,False,sh601238
0.0,20251022,40.83,3.8,1.06,3.8,False,sh603194
-4.05,20240930,12.44,1.04,16.64,1.04,False,sh600703
-2.55,20240905,7.66,-4.05,-5.69,-4.05,False,sh600099
5.69,20240927,11.83,5.49,1.11,5.49,False,sh603788
0.6,20240809,1.34,8.21,42.95,8.21,False,sh600070
-0.22,20250625,46.85,1.69,-0.63,1.69,False,sh688396
0.0,20250630,9.25,-1.3,9.2,-1.3,False,sh603327
-0.04,20240813,3.13,2.23,9.07,2.23,False,sh601618
5.69,20240927,9.42,1.7,5.63,1.7,False,sh603558
0.0,20250905,6.96,1.15,-1.97,1.15,False,sh601330
-4.05,20240930,11.67,-5.83,15.18,-5.83,False,sh600380
0.0,20250708,13.74,-1.16,4.97,-1.16,False,sh603070
-1.04,20241216,28.34,1.02,11.31,1.02,False,sh600900
0.0,20250904,5.46,-0.18,-5.54,-0.18,False,sh600901
0.0,20250630,28.74,3.18,2.28,3.18,False,sh688146
-4.05,20240930,9.86,-4.87,34.49,-4.87,False,sh600133
5.69,20240927,13.24,8.91,9.41,8.91,False,sh600560
0.0,20250707,162.69,-1.73,8.02,-1.73,False,sh688072
0.0,20251112,61.42,-7.02,0.0,-7.02,False,sh688621
0.0,20250815,103.9,0.36,15.04,0.36,False,sh688515
-0.42,20240730,7.14,-5.6,22.7,-5.6,False,sh603716
0.0,20260126,11.83,-10.48,17.59,-10.48,False,sh605081
-2.23,20240906,7.23,-9.12,-16.63,-9.12,False,sh600834
-4.05,20240930,7.74,-9.69,21.43,-9.69,False,sh603758
21.89,20240924,0.39,19.69,-8.82,19.69,False,sh900922
-0.22,20250625,153.03,-5.2,6.19,-5.2,False,sh603893
-4.05,20240930,7.68,-6.38,18.08,-6.38,False,sh603168
0.02,20240806,9.39,-1.81,11.56,-1.81,False,sh600679
0.0,20251222,2.66,0.38,0.76,0.38,False,sh688538
0.0,20260113,13.61,0.81,1.87,0.81,False,sh603213
6.59,20240918,9.94,-0.5,-28.66,-0.5,False,sh600299
-4.05,20240930,5.42,-8.54,20.56,-8.54,False,sh603588
21.37,20240923,6.09,19.54,-14.56,19.54,False,sh600637
0.0,20250630,63.6,1.21,2.5,1.21,False,sh688576
0.82,20250624,31.84,9.02,9.93,9.02,False,sh605398
0.0,20250630,47.02,0.09,12.65,0.09,False,sh688325
0.82,20250624,47.99,-1.96,6.83,-1.96,False,sh688320
9.68,20240919,5.79,19.51,-17.46,19.51,False,sh600061
-0.22,20250625,38.89,0.03,3.38,0.03,False,sh603391
5.69,20240927,12.07,2.57,-5.82,2.57,False,sh600506
0.0,20250710,13.75,-2.04,3.6,-2.04,False,sh601156
0.0,20251127,47.9,-2.57,-3.04,-2.57,False,sh688193
-4.05,20240930,10.43,-4.89,11.75,-4.89,False,sh600548
4.82,20241017,5.11,1.96,24.83,1.96,False,sh603003
0.0,20250630,10.47,-6.3,3.05,-6.3,False,sh688609
0.0,20250703,6.79,1.33,1.19,1.33,False,sh603122
14.62,20240925,5.18,14.09,-2.56,14.09,False,sh600185
0.0,20260113,50.54,-3.84,22.25,-3.84,False,sh603275
0.0,20250919,21.45,-1.59,-9.72,-1.59,False,sh603712
-0.22,20250625,32.22,2.11,3.95,2.11,False,sh688039
5.69,20240927,28.86,-0.49,-3.3,-0.49,False,sh600378
-0.42,20240730,3.0,-4.33,10.55,-4.33,False,sh600651
0.0,20250709,7.51,-0.67,-0.92,-0.67,False,sh601728
0.0,20251106,33.23,-2.92,-12.41,-2.92,False,sh688077
-0.42,20240730,4.95,5.45,15.64,5.45,False,sh600336
-1.23,20240829,30.48,3.51,-7.84,3.51,False,sh601567
5.69,20240927,18.43,6.84,4.11,6.84,False,sh600765
-2.35,20240731,13.55,2.8,9.23,2.8,False,sh600882
0.0,20260108,17.76,28.94,17.54,28.94,True,sh688277
0.0,20250630,34.52,-1.01,7.07,-1.01,False,sh688710
-4.05,20241010,4.58,-1.31,-7.02,-1.31,False,sh601000
10.03,20240926,3.95,8.1,2.98,8.1,False,sh600202
0.0,20250812,41.32,4.5,6.47,4.5,False,sh603341
0.82,20250624,13.08,1.76,-1.95,1.76,False,sh688697
0.0,20250627,54.23,-3.65,7.49,-3.65,False,sh688409
5.69,20240927,3.14,-0.95,-1.23,-0.95,False,sh600681
-4.05,20240930,4.88,-0.61,13.84,-0.61,False,sh600966
21.37,20240923,5.42,17.53,-12.87,17.53,False,sh601999
14.62,20240925,6.61,25.87,-1.77,25.87,True,sh600155
-4.05,20240930,8.71,-5.51,15.78,-5.51,False,sh603017
0.0,20250707,12.84,7.09,4.05,7.09,False,sh603191
-1.32,20240819,4.16,-0.89,7.0,-0.89,False,sh603323
0.0,20250711,12.98,-6.86,-3.28,-6.86,False,sh603825
0.0,20250704,112.15,0.27,7.56,0.27,False,sh688120
5.69,20240927,40.79,-0.81,21.71,-0.81,False,sh600779
0.82,20250624,6.33,1.11,3.72,1.11,False,sh600918
14.62,20240925,29.65,32.04,-17.93,32.04,True,sh600584
10.03,20240926,8.69,15.65,1.78,15.65,False,sh600737
21.89,20240924,8.25,15.03,-1.27,15.03,False,sh600250
0.0,20250731,313.5,-1.79,15.84,-1.79,False,sh688111
0.0,20250905,7.73,4.14,-2.4,4.14,False,sh600956
-2.35,20240731,7.88,2.41,23.57,2.41,False,sh603488
-8.32,20241008,5.28,0.57,32.41,0.57,False,sh603838
6.59,20240918,3.93,10.18,-0.96,10.18,False,sh600107
5.69,20240927,3.16,11.71,3.39,11.71,False,sh603616
10.03,20240926,26.41,3.33,3.23,3.33,False,sh600754
0.0,20250701,30.36,-2.34,5.31,-2.34,False,sh688246
0.0,20250708,19.85,-5.54,8.95,-5.54,False,sh688172
21.89,20240924,10.42,3.84,-20.49,3.84,False,sh601985
0.0,20260309,27.7,16.46,-0.04,16.46,False,sh603659
0.0,20250807,48.29,11.24,11.78,11.24,False,sh688721
0.0,20251210,20.33,-3.44,-9.28,-3.44,False,sh603790
10.03,20240926,19.4,35.82,-3.99,35.82,True,sh600460
0.0,20260121,7.79,2.18,8.95,2.18,False,sh605006
-1.23,20240829,15.11,2.98,-7.66,2.98,False,sh600233
9.68,20240919,3.57,4.76,-7.5,4.76,False,sh600149
0.0,20251215,43.3,-3.58,6.86,-3.58,False,sh688592
-4.05,20240930,46.9,-8.02,15.87,-8.02,False,sh603658
0.0,20251212,35.31,2.01,3.34,2.01,False,sh688208
10.03,20240926,2.23,8.97,3.89,8.97,False,sh600800
0.0,20250701,7.57,2.24,-3.38,2.24,False,sh600032
0.0,20250807,13.13,-0.91,6.06,-0.91,False,sh603170
-0.09,20240805,2.87,8.36,26.52,8.36,False,sh600280
10.03,20240926,2.65,7.92,-2.44,7.92,False,sh601718
14.62,20240925,3.27,1.53,-15.34,1.53,False,sh600033
0.0,20251224,137.0,-0.02,-10.46,-0.02,False,sh688521
0.0,20250715,169.77,-3.05,16.69,-3.05,False,sh688615
5.69,20240927,13.29,-1.73,20.81,-1.73,False,sh600199
-8.32,20241008,5.61,7.49,18.19,7.49,False,sh600603
-4.05,20240930,3.66,-3.28,14.43,-3.28,False,sh603226
0.0,20251020,19.63,4.58,-1.51,4.58,False,sh605151
12.53,20240920,15.19,13.76,-22.65,13.76,False,sh601166
0.0,20250813,36.12,2.35,5.4,2.35,False,sh605098
0.82,20250624,12.25,7.1,3.61,7.1,False,sh688296
10.03,20240926,14.0,50.14,2.94,50.14,True,sh603268
0.86,20250219,0.35,1.13,-4.98,1.13,False,sh900916
-4.05,20240930,6.3,2.16,11.29,2.16,False,sh601128
-2.35,20240731,15.98,-6.88,-4.13,-6.88,False,sh601899
10.03,20240926,5.08,14.37,-1.7,14.37,False,sh600866
-0.22,20250625,4.5,3.56,15.31,3.56,False,sh601162
-1.78,20241107,16.75,11.04,11.56,11.04,False,sh603090
-0.42,20240730,7.82,3.71,21.38,3.71,False,sh603223
10.03,20240926,13.09,9.17,-1.83,9.17,False,sh600055
-0.7,20240909,2.79,-14.7,-1.48,-14.7,False,sh600828
-1.23,20240829,49.46,1.72,-5.52,1.72,False,sh601100
-0.42,20240730,5.31,4.33,5.79,4.33,False,sh603389
0.0,20251212,59.14,-0.24,-11.88,-0.24,False,sh688610
0.0,20250901,14.59,-0.07,-6.35,-0.07,False,sh605599
-8.32,20241008,8.64,2.55,19.59,2.55,False,sh603909
0.0,20250717,19.72,0.05,3.38,0.05,False,sh603595
9.68,20240919,2.62,8.78,0.62,8.78,False,sh600665
-8.32,20241008,12.31,-12.18,20.46,-12.18,False,sh603727
-0.67,20240807,2.51,-6.37,20.27,-6.37,False,sh601933
0.0,20250819,20.8,11.1,2.82,11.1,False,sh605179
-8.32,20241008,6.49,-8.01,23.99,-8.01,False,sh600078
-0.7,20240909,5.46,-0.55,-12.35,-0.55,False,sh600278
-4.05,20240930,7.36,-7.61,22.22,-7.61,False,sh603569
0.0,20251125,23.35,-0.26,-8.43,-0.26,False,sh603612
0.0,20250722,32.11,3.67,5.28,3.67,False,sh688139
0.0,20251125,41.5,-7.28,-4.6,-7.28,False,sh603375
0.0,20251219,25.78,14.82,1.18,14.82,False,sh605003
0.26,20240808,1.47,-8.16,69.89,-8.16,False,sh600811
0.0,20260414,24.9,-7.51,11.81,-7.51,False,sh688177
0.0,20260311,6.37,4.55,7.6,4.55,False,sh600930
0.0,20251021,14.73,0.81,-2.19,0.81,False,sh688410
21.89,20240924,2.27,20.26,-5.15,20.26,True,sh600751
-2.1,20240903,18.57,-0.92,-5.32,-0.92,False,sh603040
-0.22,20250625,18.93,7.45,6.33,7.45,False,sh605060
0.0,20250818,12.3,1.54,2.93,1.54,False,sh603291
-0.67,20240821,23.69,-2.15,0.3,-2.15,False,sh600161
-2.55,20240905,11.88,-0.42,-10.6,-0.42,False,sh603997
0.0,20250729,88.46,1.74,15.66,1.74,False,sh688220
0.0,20250708,17.47,-6.98,19.66,-6.98,False,sh601865
0.82,20250624,32.43,0.99,2.3,0.99,False,sh688709
0.0,20251201,34.93,1.91,-6.08,1.91,False,sh688093
14.62,20240925,2.19,10.05,0.23,10.05,False,sh600448
-1.28,20241028,2.6,-5.77,29.84,-5.77,False,sh600831
0.0,20251031,23.26,7.27,-5.83,7.27,False,sh688510
-4.05,20240930,3.05,-3.93,13.29,-3.93,False,sh600798
-4.05,20240930,8.4,-4.76,11.84,-4.76,False,sh603089
0.0,20250730,56.33,10.05,18.66,10.05,False,sh688343
-1.23,20240829,7.34,-1.63,-19.67,-1.63,False,sh601200
10.03,20240926,1.33,6.78,-2.0,6.78,False,sh601880
-2.23,20240906,7.0,-8.14,-1.66,-8.14,False,sh603123
-0.67,20240807,169.51,2.52,30.11,2.52,False,sh603444
12.53,20240920,3.3,6.36,-14.24,6.36,False,sh600355
0.0,20260324,32.64,-2.21,-20.12,-2.21,False,sh603216
-8.32,20241008,5.08,-15.35,30.99,-15.35,False,sh600481
14.62,20240925,0.34,14.75,-3.18,14.75,False,sh900927
21.89,20240924,2.7,26.67,-1.78,26.67,True,sh600748
0.0,20250701,29.54,-1.79,3.25,-1.79,False,sh688393
0.0,20250710,5.14,-0.78,2.19,-0.78,False,sh600929
-4.05,20240930,10.5,-14.1,20.98,-14.1,False,sh600706
-4.05,20240930,2.82,-2.13,9.69,-2.13,False,sh600261
0.0,20250916,292.78,-2.87,-0.47,-2.87,False,sh605499
0.0,20260105,17.64,3.85,-3.76,3.85,False,sh605303
-4.05,20240930,1.51,-6.62,7.83,-6.62,False,sh600136
2.08,20250127,13.68,0.51,-7.92,0.51,False,sh600598
0.0,20251021,42.76,-0.61,-9.0,-0.61,False,sh688143
0.0,20250909,5.53,-1.45,-1.78,-1.45,False,sh601528
0.82,20250624,31.74,10.05,2.27,10.05,False,sh688239
-4.05,20240930,4.84,-10.95,6.23,-10.95,False,sh603669
5.69,20240927,9.53,0.1,23.22,0.1,False,sh600178
0.0,20251201,22.49,-0.49,-0.4,-0.49,False,sh603075
0.0,20260105,23.09,2.6,29.43,2.6,False,sh688108
0.0,20250728,234.0,2.05,5.27,2.05,False,sh688692
14.62,20240925,4.0,12.25,-2.74,12.25,False,sh600249
0.82,20250624,24.86,2.01,-7.08,2.01,False,sh603344
-0.43,20240823,10.97,0.64,1.83,0.64,False,sh601878
10.03,20240926,78.72,20.92,4.02,20.92,True,sh603345
10.03,20240926,4.05,8.15,6.96,8.15,False,sh600207
-0.9,20240822,39.19,3.78,-1.51,3.78,False,sh600760
0.0,20250806,17.5,-0.91,9.79,-0.91,False,sh605555
0.0,20260408,5.22,5.94,-22.78,5.94,False,sh601619
10.03,20240926,23.82,8.82,0.89,8.82,False,sh600887
0.0,20250905,25.13,1.47,-16.09,1.47,False,sh688272
10.03,20240926,5.5,4.55,14.45,4.55,False,sh603326
0.0,20250718,38.35,8.42,11.64,8.42,False,sh688125
0.0,20250916,47.95,-6.8,-2.36,-6.8,False,sh605198
0.0,20250801,89.72,-3.9,-14.96,-3.9,False,sh688776
0.0,20251015,32.2,-2.17,-3.3,-2.17,False,sh688211
0.0,20250630,14.73,-1.63,-0.87,-1.63,False,sh605365
5.69,20240927,38.14,5.48,-12.25,5.48,False,sh600150
5.69,20240927,4.57,1.53,1.59,1.53,False,sh603012
0.26,20240808,10.19,0.88,6.71,0.88,False,sh600479
-4.05,20240930,18.33,-7.75,20.93,-7.75,False,sh603368
0.0,20251125,22.06,-0.05,-8.16,-0.05,False,sh603013
-2.13,20240801,3.07,-6.51,21.81,-6.51,False,sh600684
21.89,20240924,4.09,19.8,12.35,19.8,False,sh600963
0.0,20251020,46.65,-4.33,-6.34,-4.33,False,sh688196
0.0,20251211,31.23,14.31,-6.89,14.31,False,sh603127
-2.13,20240801,3.18,-1.57,9.13,-1.57,False,sh601228
5.69,20240927,6.09,-0.66,4.17,-0.66,False,sh600857
14.62,20240925,8.52,-6.46,-20.83,-6.46,False,sh600350
10.03,20240926,2.02,4.46,8.83,4.46,False,sh600503
5.69,20240927,5.5,5.27,3.29,5.27,False,sh603126
0.6,20240809,5.75,-0.17,7.35,-0.17,False,sh600064
-0.42,20240730,4.75,-4.21,12.68,-4.21,False,sh600819
0.0,20251014,8.3,4.1,3.11,4.1,False,sh603759
0.0,20250626,12.32,1.38,3.1,1.38,False,sh603977
21.37,20240923,3.93,15.01,-13.34,15.01,False,sh600333
5.69,20240927,2.36,-1.69,-1.61,-1.69,False,sh600654
-2.35,20240731,20.28,-1.82,-3.57,-1.82,False,sh600007
-0.42,20240730,0.32,1.25,8.47,1.25,False,sh900941
10.03,20240926,3.98,8.54,1.5,8.54,False,sh600180
0.0,20250626,17.96,1.61,4.66,1.61,False,sh688308
0.0,20250708,24.7,2.91,-4.78,2.91,False,sh603270
5.69,20240927,15.57,3.6,2.39,3.6,False,sh600498
9.68,20240919,3.83,7.83,-9.75,7.83,False,sh600302
-1.23,20240829,7.36,2.58,-14.24,2.58,False,sh600551
0.26,20240808,28.92,2.87,-0.41,2.87,False,sh600036
-4.05,20240930,3.76,-4.26,10.27,-4.26,False,sh600982
0.26,20240808,22.35,0.76,-0.2,0.76,False,sh600285
5.69,20240927,3.88,1.55,8.78,1.55,False,sh600805
0.0,20250709,22.59,-0.27,4.73,-0.27,False,sh688339
14.62,20240925,0.22,11.52,-14.6,11.52,False,sh900913
0.0,20251021,5.08,-4.53,10.2,-4.53,False,sh688509
-2.35,20240731,8.85,-2.26,8.56,-2.26,False,sh600648
-4.05,20240930,10.94,-3.02,12.73,-3.02,False,sh603159
0.0,20260113,55.76,-0.09,4.52,-0.09,False,sh688293
0.0,20260410,77.6,2.35,-8.68,2.35,False,sh603091
-2.35,20240731,4.18,-9.82,6.66,-9.82,False,sh600361
-4.05,20240930,15.43,-4.73,12.96,-4.73,False,sh601163
0.82,20250624,29.27,7.52,-7.75,7.52,False,sh688314
10.03,20240926,1.72,12.79,15.5,12.79,False,sh600606
0.15,20250212,6.18,3.24,6.91,3.24,False,sh603117
-0.67,20240807,23.11,-2.03,-0.65,-2.03,False,sh600406
-2.13,20240801,1.83,-1.64,8.9,-1.64,False,sh600255
0.0,20250822,74.63,-4.03,8.16,-4.03,False,sh688114
-4.05,20240930,2.15,-0.93,7.38,-0.93,False,sh603023
0.0,20251224,23.27,6.57,-1.52,6.57,False,sh605507
-4.05,20240930,10.3,-8.54,23.77,-8.54,False,sh600732
21.89,20240924,2.99,16.05,-0.59,16.05,False,sh600581
0.82,20250624,7.79,1.93,-0.5,1.93,False,sh688597
-4.05,20240930,6.78,-6.63,4.8,-6.63,False,sh600236
0.0,20251110,12.93,-0.62,3.49,-0.62,False,sh605337
-2.24,20240904,4.08,-2.45,1.01,-2.45,False,sh600698
-0.43,20240823,11.77,4.84,8.27,4.84,False,sh603189
0.0,20251010,2.45,1.63,-0.41,1.63,False,sh600935
-4.05,20240930,6.71,-5.66,6.89,-5.66,False,sh600080
10.03,20240926,2.42,2.89,-10.75,2.89,False,sh601518
0.0,20250707,7.37,0.27,4.39,0.27,False,sh603617
21.89,20240924,6.6,3.34,-25.7,3.34,False,sh601328
0.82,20250624,27.14,-0.07,-2.59,-0.07,False,sh603489
0.0,20260108,8.96,4.69,15.61,4.69,False,sh688096
-5.49,20241226,5.25,-3.43,3.71,-3.43,False,sh601366
-4.05,20240930,36.14,-9.66,24.36,-9.66,False,sh603026
-0.67,20240807,6.72,0.3,1.08,0.3,False,sh600919
0.0,20260324,43.52,7.03,-0.57,7.03,False,sh605298
0.0,20250820,21.89,-1.55,15.94,-1.55,False,sh688225
0.0,20251021,2.94,-1.02,0.68,-1.02,False,sh601860
5.69,20240927,5.71,4.55,6.65,4.55,False,sh600399
-0.48,20250514,33.65,-2.26,16.58,-2.26,False,sh601601
14.62,20240925,2.76,6.88,2.73,6.88,False,sh600403
-0.87,20240816,4.46,1.34,4.55,1.34,False,sh600050
-4.53,20241009,34.57,-19.53,46.43,-19.53,False,sh603688
0.0,20250725,37.48,-0.91,-9.6,-0.91,False,sh688311
0.0,20260116,145.0,-0.34,-1.85,-0.34,False,sh688025
0.0,20250717,36.0,12.17,14.21,12.17,False,sh688676
-4.05,20240930,2.99,-7.02,27.12,-7.02,False,sh600537
-2.65,20240902,4.15,-5.54,-10.86,-5.54,False,sh600863
21.37,20240923,4.8,17.9,-10.72,17.9,False,sh600784
0.0,20251128,40.41,-7.45,-4.13,-7.45,False,sh688638
-1.49,20240802,6.08,-12.5,13.73,-12.5,False,sh600579
21.37,20240923,6.83,9.81,-5.15,9.81,False,sh600987
-0.22,20250625,59.27,-2.56,18.32,-2.56,False,sh688372
0.26,20240808,14.48,3.18,-10.92,3.18,False,sh601231
0.0,20251113,47.31,-6.0,-5.98,-6.0,False,sh603590
-0.42,20240730,42.73,-5.99,-2.57,-5.99,False,sh600660
0.0,20251014,11.63,4.9,-2.51,4.9,False,sh601083
-1.23,20240829,28.29,1.94,-27.34,1.94,False,sh603416
9.68,20240919,1.25,8.0,-12.36,8.0,False,sh600307
0.0,20250627,13.28,8.13,10.48,8.13,False,sh688046
0.0,20260109,32.44,-5.52,18.7,-5.52,False,sh688443
-4.05,20240930,7.74,-5.3,15.61,-5.3,False,sh603789
0.02,20240806,5.81,0.86,-7.54,0.86,False,sh600098
-4.05,20240930,5.37,-6.89,18.3,-6.89,False,sh601500
-4.05,20240930,59.44,8.9,33.66,8.9,False,sh600702
0.0,20260225,43.97,-3.89,4.22,-3.89,False,sh603195
0.0,20260320,14.43,1.59,5.48,1.59,False,sh605050
-4.05,20240930,15.44,-5.12,11.64,-5.12,False,sh600265
0.0,20250806,49.07,-1.51,8.35,-1.51,False,sh688777
10.03,20240926,58.1,6.37,4.56,6.37,False,sh600132
0.0,20251201,37.47,-5.71,-7.08,-5.71,False,sh688273
5.88,20240913,16.32,5.15,-13.59,5.15,False,sh600455
-0.42,20240730,2.71,1.48,4.5,1.48,False,sh603843
0.0,20250718,45.3,11.13,34.74,11.13,False,sh603516
0.0,20250702,1.41,0.71,10.16,0.71,False,sh601005
