benchmark_gain,breakthrough_date,breakthrough_price,final_gain,rs_diff,stock_gain,success,ts_code
-4.05,20240930,10.62,-3.48,14.37,-3.48,False,sz002436
5.69,20240927,1729.7,3.36,3.51,3.36,False,sz399665
0.0,20251021,42.3,5.06,-8.04,5.06,False,sz301169
-0.99,20240815,11.13,-5.75,-2.67,-5.75,False,sz300643
-0.67,20240821,2.95,-4.07,5.22,-4.07,False,sz002685
12.53,20240920,2.3,15.65,-16.2,15.65,False,sz300324
0.0,20251225,220.38,0.09,-0.1,0.09,False,sz399302
0.0,20250815,19.92,1.0,3.7,1.0,False,sz300822
-4.05,20240930,42.06,-1.81,23.78,-1.81,False,sz300620
5.69,20240927,35.92,11.8,15.72,11.8,False,sz300073
0.0,20251219,9.37,0.53,3.08,0.53,False,sz002887
0.26,20240808,6.9,-2.32,23.68,-2.32,False,sz002248
0.0,20251124,22.5,5.78,-3.14,5.78,False,sz300988
-4.05,20240930,14.3,-5.94,19.9,-5.94,False,sz300514
10.03,20240926,8.1,9.38,-6.98,9.38,False,sz002761
5.69,20240927,3.86,-0.26,3.68,-0.26,False,sz002206
-2.35,20240731,7.96,-4.9,-6.91,-4.9,False,sz002455
0.0,20250912,14.2,-6.69,-5.84,-6.69,False,sz002900
-4.05,20240930,13.31,-9.09,19.56,-9.09,False,sz300109
0.0,20251124,44.01,8.07,-1.23,8.07,False,sz301517
9.68,20240919,10.96,5.38,-25.15,5.38,False,sz002332
-2.35,20240731,4.06,107.64,25.37,107.64,True,sz300147
0.0,20251103,17.01,0.12,2.35,0.12,False,sz301559
0.0,20251125,12.6,0.63,-9.55,0.63,False,sz300975
5.69,20240927,11682.74,2.56,0.5,2.56,False,sz399406
5.69,20240927,2.39,6.28,2.34,6.28,False,sz300420
10.03,20240926,7.83,20.05,5.6,20.05,True,sz002856
5.88,20240913,9.06,-10.93,3.63,-10.93,False,sz300210
0.0,20250630,29.07,-2.13,7.83,-2.13,False,sz300916
10.03,20240926,1028.81,12.69,-1.95,12.69,False,sz399236
5.69,20240927,11.04,1.45,10.52,1.45,False,sz002818
21.89,20240924,4.76,31.09,-4.09,31.09,True,sz002065
0.0,20251027,48.59,0.84,-3.4,0.84,False,sz001395
-2.13,20240801,6.44,-4.97,15.74,-4.97,False,sz002636
5.69,20240927,4.38,-0.68,15.27,-0.68,False,sz002298
0.0,20250904,12.68,3.08,-9.88,3.08,False,sz300958
-0.22,20250625,50.68,0.0,4.36,0.0,False,sz301327
0.0,20250724,58.99,4.85,15.06,4.85,False,sz300776
1.17,20240912,8.73,0.92,-4.48,0.92,False,sz002649
0.21,20240814,10.77,-0.09,-9.04,-0.09,False,sz300115
0.0,20251212,51.29,-6.45,-8.82,-6.45,False,sz001223
0.02,20240806,5.34,-4.12,28.78,-4.12,False,sz300472
0.0,20250815,43.38,-0.35,3.63,-0.35,False,sz301291
0.0,20250811,34.02,2.41,10.63,2.41,False,sz301358
0.82,20250624,38.5,1.01,-0.51,1.01,False,sz300709
0.0,20251015,35.02,0.63,-21.92,0.63,False,sz301022
0.02,20240806,2.43,-19.34,69.83,-19.34,False,sz002607
-0.67,20240807,6.59,20.79,4.99,20.79,True,sz002037
-2.35,20240731,5.33,2.25,4.02,2.25,False,sz002550
0.0,20251124,5.54,4.51,-12.2,4.51,False,sz301526
5.69,20240927,26.4,4.28,1.85,4.28,False,sz300596
1.17,20240912,8.56,-6.19,-11.96,-6.19,False,sz002079
-0.22,20250625,38.32,-1.88,14.15,-1.88,False,sz301568
0.0,20250908,15.5,1.94,-6.68,1.94,False,sz002982
-0.67,20240807,7.14,-2.94,7.83,-2.94,False,sz002284
-1.32,20240819,2.4,-15.0,40.18,-15.0,False,sz300242
-0.67,20240807,8.23,-2.07,10.42,-2.07,False,sz300611
-4.05,20240930,21.99,-0.55,29.66,-0.55,False,sz300042
5.69,20240927,2169.46,3.72,9.47,3.72,False,sz399350
-8.32,20241008,3.94,-16.5,57.44,-16.5,False,sz300376
0.0,20251113,40.75,-9.94,3.45,-9.94,False,sz301595
0.0,20251124,16.25,0.68,-11.49,0.68,False,sz300797
14.62,20240925,5.33,5.07,-8.32,5.07,False,sz002103
5.69,20240927,4029.62,5.7,6.8,5.7,False,sz399679
-2.65,20240902,2.15,9.77,-10.6,9.77,False,sz300338
0.0,20250730,17.34,-1.04,10.8,-1.04,False,sz002931
0.0,20250807,11.58,-0.86,3.21,-0.86,False,sz301116
0.02,20240806,1.75,8.57,24.62,8.57,False,sz200706
0.0,20260121,17.34,-3.86,9.61,-3.86,False,sz300994
-0.42,20240730,20.88,-0.81,9.42,-0.81,False,sz300508
0.0,20251020,29.28,3.31,0.69,3.31,False,sz301222
-4.05,20240930,10.01,-3.5,19.86,-3.5,False,sz002254
0.0,20250701,17.0,-4.88,-0.35,-4.88,False,sz300673
-0.87,20240816,3.58,-1.96,17.27,-1.96,False,sz300292
0.0,20260407,24.33,2.34,-18.11,2.34,False,sz301158
0.0,20251103,47.16,-2.8,-3.32,-2.8,False,sz001317
-4.05,20240930,3.86,0.52,19.69,0.52,False,sz300021
-0.99,20240815,11.36,-6.34,-12.76,-6.34,False,sz300546
0.0,20250818,116.47,7.01,6.85,7.01,False,sz301269
-0.87,20240816,4.04,5.45,19.57,5.45,False,sz300310
10.03,20240926,1348.08,12.37,-4.31,12.37,False,sz399651
5.69,20240927,10.36,1.83,7.46,1.83,False,sz002402
-1.61,20240827,3.78,-10.84,4.22,-10.84,False,sz002398
0.0,20260129,41.74,0.98,3.68,0.98,False,sz300991
-2.35,20240731,3.44,0.58,7.69,0.58,False,sz002165
9.68,20240919,14.8,26.76,-33.62,26.76,True,sz002232
0.0,20251021,27.13,4.5,-2.37,4.5,False,sz301170
-2.35,20240731,9.73,8.63,7.96,8.63,False,sz002755
-4.05,20240930,9.58,-6.26,19.27,-6.26,False,sz300009
-4.05,20240930,18.5,-0.81,27.47,-0.81,False,sz300520
0.82,20250624,41.37,5.56,-14.3,5.56,False,sz301459
-0.43,20240823,7.12,1.26,10.58,1.26,False,sz300047
-0.22,20250625,47.69,10.59,2.17,10.59,False,sz003031
10.03,20240926,3.19,6.9,-4.72,6.9,False,sz002081
0.0,20251110,43.3,-3.76,12.38,-3.76,False,sz300888
-2.65,20240902,7.04,-8.52,-4.18,-8.52,False,sz300414
-4.05,20240930,33.35,-1.44,15.13,-1.44,False,sz002281
5.69,20240927,4076.07,6.56,13.09,6.56,False,sz399432
5.69,20240927,3.8,8.42,8.88,8.42,False,sz300173
1.13,20250414,4.73,9.09,-9.17,9.09,False,sz300209
0.0,20250724,15.07,-0.86,2.94,-0.86,False,sz300721
5.69,20240927,2.82,-3.19,4.76,-3.19,False,sz002306
-2.35,20240731,4532.07,-3.88,8.86,-3.88,False,sz399966
9.68,20240919,7.6,8.55,-23.43,8.55,False,sz002661
5.69,20240927,822.0,1.1,5.63,1.1,False,sz399681
0.82,20250624,24.0,0.0,6.32,0.0,False,sz301313
0.0,20260302,206.8,-10.66,19.48,-10.66,False,sz301489
0.0,20250818,15.6,-1.28,-19.63,-1.28,False,sz301027
0.0,20250905,24.25,0.58,-20.93,0.58,False,sz300922
5.69,20240927,2.78,0.0,1.33,0.0,False,sz002578
5.69,20240927,9.25,8.65,6.48,8.65,False,sz300224
-2.35,20240731,25.46,19.32,2.98,19.32,False,sz002785
-2.35,20240731,9.66,-2.51,0.51,-2.51,False,sz002862
-4.05,20240930,62.07,-14.79,9.43,-14.79,False,sz300492
5.69,20240927,2636.75,1.95,2.11,1.95,False,sz399649
10.03,20240926,2.41,0.83,12.0,0.83,False,sz002133
0.82,20250624,18.74,0.16,-10.06,0.16,False,sz002886
0.0,20250630,22.3,-7.09,3.0,-7.09,False,sz300840
5.69,20240927,4161.98,8.55,5.0,8.55,False,sz399360
-0.99,20240815,22.0,-4.28,-9.05,-4.28,False,sz300346
0.6,20240809,7.98,-6.39,10.63,-6.39,False,sz300621
-0.04,20240813,28.34,-3.5,-7.41,-3.5,False,sz300576
0.0,20251028,11.39,-0.18,3.92,-0.18,False,sz301395
10.03,20240926,6714.91,10.18,-4.74,10.18,False,sz399550
0.0,20260130,44.18,-0.43,-5.4,-0.43,False,sz301168
-2.35,20240731,5.63,-0.36,14.71,-0.36,False,sz300011
-0.22,20250625,15.51,-2.26,11.95,-2.26,False,sz002962
5.69,20240927,15.41,3.31,3.94,3.31,False,sz300538
5.69,20240927,5.3,-6.98,9.49,-6.98,False,sz002264
5.69,20240927,1343.71,2.72,4.98,2.72,False,sz399804
5.69,20240927,10.23,4.3,4.68,4.3,False,sz300196
5.69,20240927,11.6,10.26,1.56,10.26,False,sz002703
0.82,20250624,10.78,3.62,1.17,3.62,False,sz301126
1.17,20240912,13.41,0.3,-11.26,0.3,False,sz002150
-2.65,20240902,5.64,-4.26,-9.64,-4.26,False,sz002099
-8.32,20241008,13.56,-9.88,19.29,-9.88,False,sz002299
0.0,20251128,32.58,-6.11,-8.64,-6.11,False,sz300890
-8.32,20241008,20.37,-23.37,43.32,-23.37,False,sz300396
0.82,20250624,69.1,17.68,10.42,17.68,False,sz301326
0.0,20250908,35.7,-1.65,-5.76,-1.65,False,sz300777
-1.49,20240802,8.46,0.0,3.0,0.0,False,sz002637
10.03,20240926,13.42,8.72,6.85,8.72,False,sz002484
10.03,20240926,7.38,3.52,1.02,3.52,False,sz002679
0.82,20250624,4.0,1.03,-0.32,1.03,False,sz001213
10.03,20240926,53.18,25.03,4.33,25.03,True,sz002049
0.82,20250624,16.4,5.98,2.58,5.98,False,sz301516
0.0,20260203,217.57,0.46,-10.8,0.46,False,sz301345
-4.05,20240930,17.21,-9.41,15.91,-9.41,False,sz002007
0.0,20250929,79.58,4.78,-13.29,4.78,False,sz301622
-2.13,20240801,5.56,16.37,11.69,16.37,False,sz002651
0.0,20250630,48.8,1.02,-5.92,1.02,False,sz301289
0.0,20250630,22.88,-3.54,9.47,-3.54,False,sz300711
-0.99,20240815,2.68,-13.43,21.58,-13.43,False,sz002565
-2.22,20241112,11.79,-10.43,18.12,-10.43,False,sz300630
-4.05,20240930,24.39,-4.33,8.59,-4.33,False,sz002831
5.69,20240927,8.43,11.74,2.53,11.74,False,sz002185
-0.7,20240909,8.72,-17.78,-0.93,-17.78,False,sz300143
1.17,20240912,7.09,5.81,-8.47,5.81,False,sz300277
5.69,20240927,9833.64,2.59,7.24,2.59,False,sz399398
5.69,20240927,13.02,6.91,6.17,6.91,False,sz300424
14.62,20240925,2662.42,18.44,-6.68,18.44,False,sz399402
0.0,20251031,25.25,-3.45,-14.58,-3.45,False,sz301190
0.82,20250624,11.13,9.25,1.01,9.25,False,sz301059
-4.05,20240930,7.41,-4.59,20.95,-4.59,False,sz002852
-4.05,20240930,4.34,-6.68,13.91,-6.68,False,sz002548
-4.05,20240930,2702.59,-3.64,15.95,-3.64,False,sz399232
-4.05,20240930,5.53,2.53,19.69,2.53,False,sz300214
-4.05,20240930,13.58,3.68,20.56,3.68,False,sz300447
0.0,20250929,7.25,2.76,3.28,2.76,False,sz001258
0.0,20250724,6.93,-3.17,3.98,-3.17,False,sz001391
10.03,20240926,3.64,7.68,-8.27,7.68,False,sz002061
0.0,20251219,54.05,3.24,2.19,3.24,False,sz301323
5.69,20240927,6.72,6.99,19.36,6.99,False,sz300393
5.69,20240927,2.1,1.43,9.45,1.43,False,sz002506
0.82,20250624,43.74,2.63,3.12,2.63,False,sz300895
-0.42,20240730,19.24,5.77,-3.08,5.77,False,sz300609
-2.35,20240731,6.87,-1.75,3.45,-1.75,False,sz300193
-1.23,20240829,4.37,-2.52,3.88,-2.52,False,sz002681
-0.99,20240815,6128.17,3.55,3.21,3.55,False,sz399986
-2.35,20240731,4.78,-5.44,-3.19,-5.44,False,sz300647
10.03,20240926,4845.8,10.92,-4.02,10.92,False,sz399661
0.0,20250626,16.52,4.84,1.84,4.84,False,sz300826
0.0,20250724,45.09,-11.42,-6.8,-11.42,False,sz301259
0.0,20250822,49.98,8.9,8.28,8.9,False,sz002929
0.02,20240806,7.49,-5.21,1.31,-5.21,False,sz300320
-2.23,20240906,10.04,-4.78,-18.95,-4.78,False,sz300077
0.55,20240911,4.62,-18.18,13.56,-18.18,False,sz300510
0.55,20240911,5.4,-26.11,1.82,-26.11,False,sz300343
0.0,20251224,29.3,3.65,2.41,3.65,False,sz301469
-2.35,20240731,4.84,-4.13,7.31,-4.13,False,sz002765
1.24,20240812,5.78,-4.67,14.15,-4.67,False,sz300039
5.69,20240927,7.62,-0.13,0.73,-0.13,False,sz002598
5.69,20240927,9.15,0.22,9.74,0.22,False,sz300497
0.0,20251015,19.54,0.82,-0.66,0.82,False,sz003030
-0.67,20240807,11.24,6.23,30.42,6.23,False,sz300615
-4.05,20240930,12.54,-4.3,25.24,-4.3,False,sz002080
-0.22,20250625,18.16,-3.63,11.97,-3.63,False,sz300793
0.0,20250630,38.32,3.91,-5.55,3.91,False,sz301591
10.03,20240926,6737.44,11.4,-6.63,11.4,False,sz399354
0.0,20260112,42.96,-5.26,16.61,-5.26,False,sz301112
-1.44,20250106,20.89,-8.66,-2.55,-8.66,False,sz002737
0.82,20250624,27.3,-0.62,3.66,-0.62,False,sz301226
0.0,20260325,81.61,-1.97,-7.99,-1.97,False,sz300990
5.69,20240927,9.37,-5.98,2.61,-5.98,False,sz300025
0.6,20240809,7421.46,-0.3,-0.0,-0.3,False,sz399003
-0.67,20240807,23.13,5.74,33.07,5.74,False,sz002779
-0.42,20240730,12.08,6.29,-3.04,6.29,False,sz300542
0.0,20250721,8.82,2.49,10.35,2.49,False,sz002918
21.89,20240924,6.41,26.53,-2.8,26.53,True,sz002584
12.53,20240920,3.85,14.03,8.14,14.03,False,sz300311
0.0,20251022,2.44,-0.82,-0.41,-0.82,False,sz001227
0.26,20240808,2.42,-0.83,5.38,-0.83,False,sz300111
5.69,20240927,7.21,2.91,5.49,2.91,False,sz002579
5.69,20240927,33.7,19.44,-8.55,19.44,False,sz300476
-0.63,20240820,6.17,3.4,11.86,3.4,False,sz002199
0.0,20250630,25.6,4.22,9.97,4.22,False,sz001269
-2.55,20240905,3.02,-8.94,-3.37,-8.94,False,sz300096
-4.05,20240930,17.72,-6.94,13.25,-6.94,False,sz002603
0.0,20251029,27.13,-2.17,-2.09,-2.17,False,sz301026
-2.35,20240731,5.9,0.51,13.52,0.51,False,sz002364
0.0,20251126,48.45,-1.03,-6.99,-1.03,False,sz301312
0.0,20251110,19.68,-3.05,9.15,-3.05,False,sz300743
-0.9,20240822,23.63,15.07,29.54,15.07,False,sz300438
0.0,20251124,49.15,4.11,-12.64,4.11,False,sz301616
5.69,20240927,8.74,-5.72,0.9,-5.72,False,sz002033
0.0,20251015,23.46,3.84,-9.98,3.84,False,sz300720
0.0,20250721,25.97,1.85,4.97,1.85,False,sz301371
10.03,20240926,2.4,8.75,0.88,8.75,False,sz002554
21.37,20240923,9.7,16.19,-1.7,16.19,False,sz002800
21.89,20240924,4739.96,43.49,-6.01,43.49,True,sz399707
0.0,20251113,26.14,-6.2,3.28,-6.2,False,sz300940
-4.05,20240930,4613.72,-4.53,13.05,-4.53,False,sz399436
-0.87,20240816,5.81,-11.19,31.04,-11.19,False,sz300410
-4.05,20240930,9.46,4.65,21.28,4.65,False,sz300243
-1.56,20240826,6.17,-0.97,-15.62,-0.97,False,sz300177
-1.56,20240826,5.78,15.21,18.97,15.21,False,sz002302
0.82,20250624,34.9,9.48,7.83,9.48,False,sz300725
5.69,20240927,1677.85,5.39,3.97,5.39,False,sz399685
0.0,20250912,23.95,-7.27,-14.95,-7.27,False,sz301040
0.0,20250818,15.59,2.18,8.19,2.18,False,sz300968
5.69,20240927,714.1,0.36,10.08,0.36,False,sz399248
-2.35,20240731,3.18,3.46,6.03,3.46,False,sz002361
-4.05,20240930,8.77,0.91,12.45,0.91,False,sz002828
-2.35,20240731,6.79,-7.51,7.43,-7.51,False,sz002055
0.35,20250107,9.01,1.11,-11.46,1.11,False,sz002606
-2.35,20240731,7.26,-2.07,-1.15,-2.07,False,sz300220
0.82,20250624,26.14,0.73,-0.24,0.73,False,sz300926
0.0,20251024,20.7,-0.97,-1.62,-0.97,False,sz301359
5.69,20240927,17.01,2.76,2.48,2.76,False,sz002648
14.62,20240925,10.89,10.74,5.64,10.74,False,sz300314
5.69,20240927,9464.7,3.27,6.98,3.27,False,sz399655
0.0,20251022,33.23,4.39,-0.18,4.39,False,sz001316
0.0,20250924,7.67,-1.04,-2.42,-1.04,False,sz301090
0.0,20251218,17.87,4.81,-3.2,4.81,False,sz301223
0.0,20251106,85.59,19.46,-11.33,19.46,False,sz300672
10.03,20240926,5.03,8.55,-6.97,8.55,False,sz002406
-2.35,20240731,4.6,-2.61,3.23,-2.61,False,sz002161
5.69,20240927,15.35,-0.52,14.35,-0.52,False,sz002236
0.0,20250729,86.57,-2.07,15.98,-2.07,False,sz301413
0.0,20260226,20.16,4.41,3.65,4.41,False,sz001872
0.0,20251217,53.47,7.5,3.54,7.5,False,sz301389
21.89,20240924,4.34,21.43,-8.43,21.43,True,sz002278
0.0,20250905,22.35,0.0,-2.49,0.0,False,sz300871
5.69,20240927,13.8,-4.71,10.13,-4.71,False,sz002085
-2.69,20240830,2.73,-8.79,-5.61,-8.79,False,sz300043
0.0,20251128,4.82,-2.9,-2.03,-2.9,False,sz003035
10.03,20240926,1638.36,16.6,-3.16,16.6,False,sz399106
-0.67,20240807,5.43,-0.74,-18.67,-0.74,False,sz300120
0.0,20260330,17.59,7.79,-14.86,7.79,False,sz001216
10.03,20240926,4.27,10.54,-6.11,10.54,False,sz002481
0.0,20251224,16.85,-2.08,-0.59,-2.08,False,sz300912
0.0,20251031,12.27,2.04,11.04,2.04,False,sz301017
-1.87,20240828,7.02,4.99,-1.04,4.99,False,sz002632
-2.1,20240903,9.14,-1.75,-9.76,-1.75,False,sz300409
-0.04,20240813,4.47,-2.91,-6.28,-2.91,False,sz002355
0.0,20260206,18.59,1.13,-7.51,1.13,False,sz300772
10.03,20240926,3.61,3.05,3.22,3.05,False,sz002798
-4.05,20240930,1.75,3.43,10.36,3.43,False,sz200037
1.89,20250206,9.84,1.02,-2.35,1.02,False,sz200550
5.69,20240927,4.99,3.21,1.78,3.21,False,sz300239
0.0,20251225,24.09,0.75,1.35,0.75,False,sz300971
5.69,20240927,6.18,2.1,3.95,2.1,False,sz002378
0.0,20260409,30.07,13.93,-2.56,13.93,False,sz300696
0.0,20250714,27.67,11.06,3.3,11.06,False,sz003001
0.0,20250722,21.75,-8.28,6.67,-8.28,False,sz001288
10.03,20240926,3.75,31.73,-5.41,31.73,True,sz002178
10.03,20240926,824.18,14.19,-1.97,14.19,False,sz399602
0.82,20250624,11.1,1.53,2.63,1.53,False,sz002883
0.0,20250924,11.08,-2.62,-13.37,-2.62,False,sz300845
5.69,20240927,4.28,-2.57,1.01,-2.57,False,sz002385
0.0,20251022,32.75,-4.4,-0.82,-4.4,False,sz301089
-4.05,20240930,10.1,-5.45,10.88,-5.45,False,sz002136
-1.56,20240826,7.82,4.09,0.26,4.09,False,sz002202
14.62,20240925,5.29,15.5,-5.28,15.5,False,sz002451
5.69,20240927,6.65,-1.65,13.29,-1.65,False,sz002706
0.82,20250624,22.01,2.09,6.13,2.09,False,sz301123
-0.67,20240807,12.12,-2.28,-9.85,-2.28,False,sz002155
0.0,20250709,18.39,-5.0,11.93,-5.0,False,sz002967
-2.1,20240903,12.32,-1.06,1.46,-1.06,False,sz002261
0.0,20260212,36.96,28.38,7.5,28.38,True,sz301217
0.0,20250725,32.09,-4.49,-3.3,-4.49,False,sz300868
0.26,20240808,40.99,-1.68,5.73,-1.68,False,sz002432
-4.05,20240930,5.91,-5.75,-7.29,-5.75,False,sz002748
0.0,20250916,8.44,-5.81,-7.05,-5.81,False,sz001322
-2.35,20240731,37.65,-0.85,3.96,-0.85,False,sz300014
0.0,20250905,36.05,2.16,-7.33,2.16,False,sz301390
-1.02,20250324,55.85,-2.44,13.11,-2.44,False,sz300573
10.03,20240926,4713.72,9.04,-5.42,9.04,False,sz399555
0.0,20251020,15.39,6.63,-1.22,6.63,False,sz300823
5.69,20240927,6368.0,5.64,4.57,5.64,False,sz399303
-0.9,20240822,3.7,-3.24,15.63,-3.24,False,sz002479
10.03,20240926,2346.81,6.01,4.0,6.01,False,sz399983
-0.87,20240816,14.0,-15.14,31.76,-15.14,False,sz300642
5.69,20240927,861.66,3.63,7.56,3.63,False,sz399664
14.62,20240925,1.94,10.31,-8.94,10.31,False,sz002437
0.0,20250908,27.11,1.66,-5.67,1.66,False,sz301212
0.0,20250703,18.74,0.37,3.14,0.37,False,sz301588
0.0,20251015,25.48,4.67,-3.89,4.67,False,sz003029
0.0,20251201,49.46,-1.94,-4.61,-1.94,False,sz002901
10.03,20240926,128.78,25.65,1.76,25.65,True,sz300308
5.69,20240927,5.7,1.58,0.17,1.58,False,sz002454
1.24,20240812,5.01,-8.18,32.39,-8.18,False,sz002207
-0.9,20240822,15.28,-12.04,32.13,-12.04,False,sz002760
-4.05,20240930,145.91,-1.02,2.72,-1.02,False,sz399413
-2.35,20240731,9.31,-3.98,4.76,-3.98,False,sz300515
-2.35,20240731,16.95,-3.42,-2.59,-3.42,False,sz002380
0.0,20250627,16.38,1.83,-0.85,1.83,False,sz300989
9.68,20240919,4.55,4.39,-11.01,4.39,False,sz002249
0.0,20250908,19.74,3.34,4.44,3.34,False,sz003004
-1.49,20240802,4.75,-4.0,8.67,-4.0,False,sz300272
0.0,20250716,31.67,-2.02,9.32,-2.02,False,sz300693
-2.35,20240731,8.7,-3.33,5.8,-3.33,False,sz300421
5.69,20240927,1866.55,8.97,7.93,8.97,False,sz399407
-0.22,20250625,8.86,-0.45,-1.12,-0.45,False,sz301558
21.89,20240924,25.5,30.67,-6.46,30.67,True,sz002180
-4.05,20240930,14.54,-10.93,29.61,-10.93,False,sz300146
-4.05,20240930,5.71,-5.95,11.8,-5.95,False,sz002333
5.69,20240927,5.57,3.23,-0.44,3.23,False,sz002560
5.69,20240927,10.54,-0.38,0.84,-0.38,False,sz002654
0.0,20250811,30.97,-0.26,4.31,-0.26,False,sz301071
-2.13,20240801,5.07,-3.94,1.23,-3.94,False,sz002350
0.0,20250707,43.51,-0.64,12.13,-0.64,False,sz300959
0.0,20250908,12.03,2.24,-6.96,2.24,False,sz001914
-2.69,20240830,23.22,0.82,-12.68,0.82,False,sz002819
-1.32,20240819,7.15,-2.24,5.68,-2.24,False,sz002064
0.0,20250819,76.39,-6.9,18.43,-6.9,False,sz301368
0.0,20251020,15.19,8.76,-17.27,8.76,False,sz300739
-2.35,20240731,940.33,-1.43,7.11,-1.43,False,sz399237
0.0,20250710,49.36,-9.62,18.26,-9.62,False,sz300917
0.21,20240814,6.16,-14.12,29.22,-14.12,False,sz300211
14.62,20240925,24.22,37.03,-1.27,37.03,True,sz300442
0.0,20250908,35.78,-3.13,-9.56,-3.13,False,sz301195
-0.67,20240807,3.65,-21.9,169.45,-21.9,False,sz300125
-4.05,20240930,11.76,-7.73,16.83,-7.73,False,sz002857
0.0,20251027,33.43,-2.0,-1.93,-2.0,False,sz301317
0.0,20260120,14.24,-1.69,15.3,-1.69,False,sz300746
10.03,20240926,7.01,6.57,-0.69,6.57,False,sz002532
5.69,20240927,13.12,8.45,27.97,8.45,False,sz300093
0.82,20250624,42.07,1.26,-10.75,1.26,False,sz301023
0.0,20250708,8.58,3.84,8.79,3.84,False,sz300708
0.0,20251111,26.68,2.29,-2.45,2.29,False,sz301290
-1.49,20240802,15.4,-4.48,17.18,-4.48,False,sz300473
0.0,20260120,23.92,-4.43,-2.88,-4.43,False,sz001222
1.17,20240912,13.61,1.98,1.55,1.98,False,sz002866
0.26,20240808,1.97,1.52,29.12,1.52,False,sz002285
0.0,20251016,20.51,0.34,0.44,0.34,False,sz002983
0.0,20260126,20.21,-8.26,18.74,-8.26,False,sz300945
-2.55,20240905,11.71,-6.49,6.54,-6.49,False,sz002805
5.69,20240927,13.84,-1.66,8.72,-1.66,False,sz002078
0.0,20260119,45.91,-0.78,7.62,-0.78,False,sz001388
-4.05,20240930,3.45,-4.93,8.73,-4.93,False,sz002498
-0.67,20240807,7.15,-0.28,8.6,-0.28,False,sz300597
10.03,20240926,2.72,9.18,2.38,9.18,False,sz002551
0.0,20251010,53.55,-7.82,-1.36,-7.82,False,sz301613
-2.23,20240906,7.43,-8.21,-0.65,-8.21,False,sz002036
-2.23,20240906,12.63,-1.11,-21.77,-1.11,False,sz300139
0.0,20250922,10.83,-4.25,-10.86,-4.25,False,sz002930
12.53,20240920,22.12,40.46,-4.37,40.46,True,sz300339
-4.05,20240930,10.56,-1.61,16.67,-1.61,False,sz002465
-4.05,20240930,2.7,-8.15,5.74,-8.15,False,sz002102
5.69,20240927,13.24,-1.13,9.52,-1.13,False,sz002698
1.28,20240314,68.34,3.35,18.22,3.35,False,sz002594
0.0,20250905,10.45,-0.77,-1.97,-0.77,False,sz300796
-2.35,20240731,6.08,-8.88,20.82,-8.88,False,sz300377
-4.05,20240930,9.53,-3.36,12.2,-3.36,False,sz300610
-4.05,20240930,6.22,-5.95,14.46,-5.95,False,sz002448
0.0,20251021,24.25,8.45,1.76,8.45,False,sz300812
-4.05,20240930,17.18,-1.86,16.2,-1.86,False,sz300547
-4.05,20240930,10.8,-6.11,19.69,-6.11,False,sz002581
-0.29,20241022,2.39,12.55,19.74,12.55,False,sz300020
0.0,20251021,34.54,2.2,-1.31,2.2,False,sz301159
-2.69,20240830,15.47,2.2,-24.93,2.2,False,sz300293
-4.05,20240930,5.04,-4.36,15.97,-4.36,False,sz002255
0.0,20250708,10.7,-0.37,4.59,-0.37,False,sz002953
-2.69,20240830,4.67,-0.86,-16.16,-0.86,False,sz300509
0.0,20251020,46.76,0.43,-10.54,0.43,False,sz300995
0.0,20251021,11.87,3.71,-1.41,3.71,False,sz003018
0.0,20251124,26.5,1.96,-12.54,1.96,False,sz001358
0.0,20250626,22.32,-0.31,16.68,-0.31,False,sz301117
5.69,20240927,15.25,-1.31,5.05,-1.31,False,sz002732
14.62,20240925,4.2,6.43,-0.03,6.43,False,sz002164
-4.05,20240930,14.5,-4.14,34.2,-4.14,False,sz300638
14.62,20240925,9.31,23.2,-15.55,23.2,True,sz002399
0.0,20251029,21.8,1.79,5.01,1.79,False,sz002956
5.69,20240927,5.4,-1.48,4.54,-1.48,False,sz002250
0.0,20250701,24.32,4.11,3.57,4.11,False,sz300677
-0.67,20240821,7.7,-16.88,34.69,-16.88,False,sz002403
0.0,20250721,37.21,2.36,-4.86,2.36,False,sz300859
5.69,20240927,1966.19,3.32,4.53,3.32,False,sz399650
0.0,20251111,7.64,8.38,7.3,8.38,False,sz001313
0.0,20260105,74.58,6.32,12.29,6.32,False,sz301095
0.0,20251113,20.72,-3.72,-7.42,-3.72,False,sz301268
0.82,20250624,22.52,2.93,-9.46,2.93,False,sz300817
12.53,20240920,15.16,14.05,-23.82,14.05,False,sz300046
5.69,20240927,13.49,2.37,-5.54,2.37,False,sz002149
0.0,20250714,34.49,3.65,11.4,3.65,False,sz301458
0.02,20240806,10.41,-1.34,-4.98,-1.34,False,sz300521
10.03,20240926,1.48,0.0,0.12,0.0,False,sz200761
-2.35,20240731,3.91,-1.79,5.81,-1.79,False,sz300008
5.69,20240927,4.15,4.1,1.99,4.1,False,sz002107
0.0,20250718,27.6,3.55,14.66,3.55,False,sz301171
0.0,20260120,15.08,1.86,22.9,1.86,False,sz300614
14.62,20240925,6.8,4.27,-8.78,4.27,False,sz002233
5.69,20240927,31.19,0.83,10.93,0.83,False,sz002460
0.0,20250905,15.31,3.46,-7.44,3.46,False,sz002935
5.69,20240927,9227.7,6.99,0.39,6.99,False,sz399967
