,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
2437,倍升教育科技,08269,创业板,0.29,-,-,-,倍升教育科技有限公司,-,6.85亿,HK,1.03亿,-,0.52,6.85亿,1.55,包装食品与肉类,0.05%,-,-
2438,中国煤层气,08270,创业板,0.37,-,-,-,中国煤层气集团有限公司,-,13.19亿,HK,2.01亿,-,0.41,13.19亿,1.36,综合石油与燃气,-,-,-
2439,环球数码创意,08271,创业板,0.54,-,-,-,环球数码创意控股有限公司,-,15.18亿,HK,5.16亿,-,0.62,15.18亿,4.43,-,-,-,-
2440,中国新消费集团,08275,创业板,-,-,-,-,中国新消费集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2441,骏东控股,08277,创业板,0.44,-,-,-,骏东(控股)有限公司,-,2.19亿,HK,2.41亿,-,2.51,2.19亿,1.45,-,0.03%,-,-
2442,亚博科技控股,08279,创业板,0.20,-,-,-,亚博科技控股有限公司,-,111.61亿,HK,157.36亿,46.9228,6.94,111.61亿,129.63,赌场与赌博,0.04%,-,-
2443,中国数字视频,08280,创业板,1.44,-,-,-,中国数字视频控股有限公司,-,6.20亿,HK,8.49亿,2.1643,0.95,6.20亿,1.59,-,0.16%,-,-
2444,中国金典集团,08281,创业板,0.23,-,-,-,中国金典集团有限公司,-,10.00亿,HK,3.70亿,31.2548,1.61,10.00亿,1.62,-,0.01%,-,-
2445,智傲控股,08282,创业板,0.56,-,-,-,智傲控股有限公司,-,1.60亿,HK,1.62亿,-,1.79,1.60亿,2.40,-,0.01%,-,-
2446,中食民安,08283,创业板,0.16,-,-,-,中食民安控股有限公司,-,5.00亿,HK,51.50亿,-,64.54,5.00亿,69.49,-,0.10%,-,-
2447,森浩集团,08285,创业板,-,-,-,-,森浩集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2448,长城微光,08286,创业板,0.07,-,-,-,山西长城微光器材股份有限公司,-,1.10亿,HK,1.41亿,-,6.60,3.09亿,16.90,-,0.26%,-,-
2449,亚势备份,08290,创业板,0.04,-,-,-,亚势备份软件开发有限公司,-,20.00亿,HK,2.56亿,-,3.66,20.00亿,4.06,气体供应,0.15%,-,-
2450,港娱国际,08291,创业板,2.27,-,-,-,港娱国际控股有限公司,-,3.00亿,HK,2.91亿,-,0.43,3.00亿,-,-,-,-,-
2451,VSING,08292,创业板,0.12,-,-,-,VSING Limited,-,8.00亿,HK,8.64亿,-,9.14,8.00亿,5.34,电子商贸及互联网服务,1.78%,-,-
2452,星亚控股,08293,创业板,0.24,-,-,-,星亚控股有限公司,-,2.50亿,HK,13.95亿,-,23.54,2.50亿,12.00,-,0.08%,-,-
2453,金慧科技,08295,创业板,0.29,-,-,-,金慧科技集团股份有限公司,-,35.50亿,HK,15.98亿,17.9222,1.57,35.50亿,37.60,其他金融服务,-,-,-
2454,中国生命集团,08296,创业板,0.20,-,-,-,中国生命集团有限公司,-,7.43亿,HK,8167.50万,-,0.54,7.43亿,1.18,殡仪服务,0.02%,-,-
2455,海纳星空科技,08297,创业板,0.04,-,-,-,海纳星空科技集团有限公司,-,4.80亿,HK,-,-,-,4.80亿,-,-,-,-,-
2456,大唐黄金,08299,创业板,0.01,-,-,-,大唐黄金控股有限公司,-,201.73亿,HK,5.04亿,45.3768,2.16,201.73亿,1.45,金属采矿及相关贸易,0.28%,-,-
2457,今米房集团,08300,创业板,0.04,-,-,-,今米房集团控股有限公司,-,22.03亿,HK,2.82亿,22.344,2.88,22.03亿,3.02,-,0.09%,-,-
2458,圣唐控股,08305,创业板,0.10,-,-,-,圣唐控股有限公司,-,9.60亿,HK,16.90亿,62.5708,17.12,9.60亿,2.11,-,-,-,-
2459,密迪斯肌,08307,创业板,0.17,-,-,-,密迪斯肌控股有限公司,-,4.80亿,HK,3.51亿,148.9771,4.30,4.80亿,5.23,-,0.29%,-,-
2460,古兜控股,08308,创业板,0.40,-,-,-,古兜控股有限公司,-,9.80亿,HK,7.74亿,-,1.97,9.80亿,3.21,-,0.06%,-,-
2461,万成环球控股,08309,创业板,0.08,-,-,-,万成环球控股有限公司,-,6.00亿,HK,2.28亿,15.5726,4.65,6.00亿,5.09,-,1.19%,-,-
2462,盐城港,08310,创业板,0.13,-,-,-,盐城港国际股份有限公司,-,12.88亿,HK,14.68亿,-,8.98,12.88亿,0.52,-,0.01%,-,-
2463,圆美光电,08311,创业板,0.24,-,-,-,圆美光电有限公司,-,14.84亿,HK,10.98亿,11.7741,3.14,14.84亿,2.55,-,-,-,-
2464,杰地集团,08313,创业板,-,-,-,-,杰地集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2465,新都酒店,08315,创业板,0.01,-,-,-,新都酒店集团,-,76.80亿,HK,1.69亿,-,2.18,76.80亿,1.04,-,0.07%,-,-
2466,中国红包,08316,创业板,0.06,-,-,-,中国红包控股有限公司,-,8.00亿,HK,14.00亿,-,29.26,8.00亿,6.58,-,-,-,-
2467,财华社集团,08317,创业板,0.16,-,-,-,财华社集团有限公司,-,5.29亿,HK,4.07亿,-,4.86,5.29亿,58.46,其他金融服务,-,-,-
2468,思博系统,08319,创业板,0.09,-,-,-,思博系统控股有限公司,-,8.00亿,HK,1.66亿,-,2.23,8.00亿,0.53,-,0.02%,-,-
2469,沛然环保,08320,创业板,0.05,-,-,-,沛然环保顾问有限公司,-,12.00亿,HK,2.64亿,50.2203,4.02,12.00亿,10.51,-,0.10%,-,-
2470,泰锦控股,08321,创业板,0.11,-,-,-,泰锦控股有限公司,-,8.00亿,HK,108.48亿,828.3987,125.44,8.00亿,77.95,汽车,0.02%,-,-
2471,同景新能源,08326,创业板,0.44,-,-,-,同景新能源集团控股有限公司,-,4.09亿,HK,16.20亿,318.9523,9.04,4.09亿,4.38,-,0.04%,-,-
2472,信义储电,08328,创业板,0.19,-,-,-,信义储电控股有限公司,-,5.40亿,HK,8.05亿,12345.4391,7.86,5.40亿,16.13,-,0.32%,-,-
2473,海王英特龙,08329,创业板,0.40,-,-,-,深圳市海王英特龙生物技术股份有限公司,-,4.26亿,HK,7.89亿,11.2663,1.17,16.78亿,1.09,制药,0.24%,-,-
2474,倍搏集团,08331,创业板,-,-,-,-,倍搏集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2475,阿仕特朗金融,08333,创业板,0.20,-,-,-,阿仕特朗金融控股有限公司,-,8.00亿,HK,3.04亿,17.969,1.92,8.00亿,2.46,-,0.04%,-,-
2476,直通电讯,08337,创业板,0.03,-,-,-,直通电讯控股有限公司,-,31.13亿,HK,4.92亿,153.5615,4.61,31.13亿,61.54,电讯服务,-,-,-
2477,紫荆国际金融,08340,创业板,0.04,-,-,-,紫荆国际金融控股有限公司,-,6.40亿,HK,3.58亿,239.293,14.40,6.40亿,11.04,-,0.13%,-,-
2478,艾硕控股,08341,创业板,0.32,-,-,-,艾硕控股有限公司,-,2.00亿,HK,5.20亿,37.8954,8.12,2.00亿,3.33,-,-,-,-
2479,F8企业,08347,创业板,0.83,-,-,-,F8企业(控股)集团有限公司,-,8.00亿,HK,1.73亿,15.3459,0.26,8.00亿,-,-,0.71%,-,-
2480,滨海泰达物流,08348,创业板,2.68,-,-,-,天津滨海泰达物流集团股份有限公司,-,9824.32万,HK,4.68亿,9.6548,0.49,3.54亿,0.19,-,-,-,-
2481,硅鑫集团,08349,创业板,0.10,-,-,-,运鸿硅鑫集团控股有限公司,-,4.00亿,HK,9.96亿,-,24.22,4.00亿,16.39,-,-,-,-
2482,立桥证券控股,08350,创业板,-,-,-,-,立桥证券控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2483,进业控股,08356,创业板,-0.01,-,-,-,进业控股有限公司,-,40.55亿,HK,3.65亿,-,209.09,40.55亿,0.76,电视广播,0.19%,-,-
2484,REPUBLIC HC,08357,创业板,-,-,-,-,Republic Healthcare Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2485,简朴新生活,08360,创业板,0.18,-,-,-,简朴新生活集团有限公司,-,4.80亿,HK,1.09亿,-,1.27,4.80亿,1.50,-,0.11%,-,-
2486,运兴泰集团,08362,创业板,-,-,-,-,运兴泰集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2487,亦辰集团,08365,创业板,0.07,-,-,-,亦辰集团有限公司,-,5.13亿,HK,-,-,-,5.13亿,-,-,-,-,-
2488,浙江联合投资,08366,创业板,0.06,-,-,-,浙江联合投资控股集团有限公司,-,14.40亿,HK,5.40亿,83.1154,6.43,14.40亿,4.31,-,0.70%,-,-
2489,倩碧控股,08367,创业板,-,-,-,-,倩碧控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2490,中国创意控股,08368,创业板,0.14,-,-,-,中国创意控股有限公司,-,14.24亿,HK,3.15亿,-,1.59,14.24亿,15.80,-,0.03%,-,-
2491,智昇集团控股,08370,创业板,0.22,-,-,-,智昇集团控股有限公司,-,6.70亿,HK,17.55亿,6232.0323,11.68,6.70亿,14.36,-,0.21%,-,-
2492,尝高美集团,08371,创业板,-,-,-,-,尝·高美集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2493,君百延集团,08372,创业板,0.09,-,-,-,君百延集团控股有限公司,-,27.76亿,HK,3609.08万,-,0.12,27.76亿,0.09,-,-,-,-
2494,靛蓝星,08373,创业板,-0.10,-,-,-,靛蓝星控股有限公司,-,34.15亿,HK,3415.20万,12.7148,0.98,34.15亿,0.40,-,-,-,-
2495,数盟资本,08375,创业板,0.34,-,-,-,数盟资本国际控股集团有限公司,-,7.88亿,HK,2.72亿,-,0.84,7.88亿,1.99,-,-,-,-
2496,维港育马,08377,创业板,-,-,-,-,维港育马控股有限公司,-,-,HK,4.47亿,-,-,2.29亿,1.68,-,-,-,-
2497,盈证国际,08379,创业板,-,-,-,-,盈证国际控股有限公司,-,-,HK,15.90亿,-,-,-,4.95,-,-,-,-
2498,万里印刷,08385,创业板,0.24,-,-,-,万里印刷有限公司,-,21.47亿,HK,9015.39万,-,0.13,21.47亿,1.81,-,-,-,-
2499,基石科技控股,08391,创业板,0.17,-,-,-,基石科技控股有限公司,-,33.70亿,HK,3370.39万,-,0.05,33.70亿,0.07,-,-,-,-
2500,舍图控股,08392,创业板,0.23,-,-,-,舍图控股有限公司,-,30.36亿,HK,85.00亿,137.2133,11.65,30.36亿,24.37,-,-,-,-
2501,中显智能齐家控股,08395,创业板,0.14,-,-,-,中显智能齐家控股有限公司,-,16.03亿,HK,16.03亿,-,6.53,16.03亿,61.35,-,-,-,-
2502,亚洲先锋娱乐,08400,创业板,-0.10,-,-,-,亚洲先锋娱乐控股有限公司,-,34.15亿,HK,13.66亿,508.5924,39.22,34.15亿,16.13,-,-,-,-
2503,源想集团,08401,创业板,-,-,-,-,源想集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2504,高原之宝,08402,创业板,-,-,-,-,高原之宝有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2505,天平道合,08403,创业板,-,-,-,-,天平道合控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2506,中国口腔产业,08406,创业板,-,-,-,-,中国口腔产业集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2507,K W NELSON GP,08411,创业板,0.06,-,-,-,K W Nelson Interior Design and Contracting Group Limited,-,10.00亿,HK,1.71亿,36.8466,2.97,10.00亿,2.87,-,0.15%,-,-
2508,新爱德集团,08412,创业板,0.07,-,-,-,新爱德集团有限公司,-,8.00亿,HK,2.28亿,26.7176,3.97,8.00亿,-,-,0.19%,-,-
2509,亚洲富思,08413,创业板,0.07,-,-,-,亚洲富思集团控股有限公司,-,11.62亿,HK,3.72亿,31.3247,4.84,11.62亿,-,-,0.03%,-,-
2510,HM INTL HLDGS,08416,创业板,0.16,-,-,-,HM International Holdings Limited,-,4.00亿,HK,47.36亿,309.9739,71.93,4.00亿,28.99,-,0.51%,-,-
2511,大地教育,08417,创业板,0.04,-,-,-,大地教育控股有限公司,-,17.50亿,HK,27.66亿,287.60,39.11,17.50亿,-,-,1.05%,-,-
2512,傲迪玛汽车,08418,创业板,-,-,-,-,傲迪玛汽车集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2513,AV策划推广,08419,创业板,-,-,-,-,AV策划推广(控股)有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2514,NEXION TECH,08420,创业板,-,-,-,-,Nexion Technologies Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2515,WT集团,08422,创业板,-,-,-,-,WT集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2516,CHI HO DEV,08423,创业板,0.11,-,-,-,潪澔发展控股有限公司,-,8.00亿,HK,3.52亿,23.4714,4.10,8.00亿,-,-,0.17%,-,-
2517,兴铭控股,08425,创业板,0.21,-,-,-,兴铭控股有限公司,-,4.00亿,HK,3.32亿,35.1391,4.03,4.00亿,-,-,0.06%,-,-
2518,雅居投资控股,08426,创业板,-,-,-,-,雅居投资控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2519,万顺瑞强集团,08427,创业板,-,-,-,-,万顺瑞强集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2520,汉诺佳池,08428,创业板,-,-,-,-,汉诺佳池控股有限公司,-,12.00亿,HK,2.04亿,24.2927,-,12.00亿,-,-,0.03%,-,-
2521,华美乐乐,08429,创业板,-,-,-,-,华美乐乐有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2522,春能控股,08430,创业板,-,-,-,-,春能控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2523,浩柏国际,08431,创业板,0.02,-,-,-,浩柏国际(开曼)有限公司,-,13.00亿,HK,-,-,-,13.00亿,-,-,-,-,-
2524,太平洋酒吧,08432,创业板,0.07,-,-,-,太平洋酒吧集团控股有限公司,-,8.60亿,HK,5.33亿,58.2434,9.44,8.60亿,-,-,0.69%,-,-
2525,德宝集团控股,08436,创业板,-,-,-,-,德宝集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2526,德斯控股,08437,创业板,-,-,-,-,德斯控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2527,新百利融资,08439,创业板,0.61,"上市公司的收购;
清洗豁免;
收购及出售;
关连交易;
分拆及重组;
私有化;
首次公开募股;
二级市场发行;
为符合联交所上市规则所需的合规顾问服务",-,-,新百利融资控股有限公司,-,1.35亿,HK,2.77亿,29.7876,3.34,1.35亿,-,-,0.36%,-,-
2528,怡康泰工程集团,08445,创业板,-,-,-,-,怡康泰工程集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2529,耀星科技集团,08446,创业板,-,-,-,-,耀星科技集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2530,MS CONCEPT,08447,创业板,-,-,-,-,MS Concept Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2531,环球印馆,08448,创业板,-,-,-,-,环球印馆控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2532,钜京控股,08450,创业板,-,-,-,-,钜京控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2533,日光控股,08451,创业板,-,-,-,-,日光(1977)控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2534,富银融资股份,08452,创业板,1.19,-,-,-,富银融资租赁(深圳)股份有限公司,-,8984.00万,HK,5.10亿,27.0685,1.19,3.59亿,-,-,17.20%,-,-
2535,礼建德集团,08455,创业板,0.06,-,-,-,礼建德集团控股有限公司,-,8.00亿,HK,2.36亿,25.8151,4.56,8.00亿,-,-,0.94%,-,-
2536,民信国际控股,08456,创业板,-,-,-,-,民信国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2537,基地锦标集团,08460,创业板,-,-,-,-,基地锦标集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2538,中安控股集团,08462,创业板,-,-,-,-,中安控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2539,新达控股,08471,创业板,-,-,-,-,新达控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2540,立高控股,08472,创业板,-,-,-,-,立高控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2541,弥明生活百货,08473,创业板,-,-,-,-,弥明生活百货控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2542,易站绿色科技,08475,创业板,-,-,-,-,易站绿色科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2543,飞霓控股,08480,创业板,-,-,-,-,飞霓控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2544,盛龙锦秀国际,08481,创业板,-,-,-,-,盛龙锦秀国际有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2545,万励达,08482,创业板,-,-,-,-,万励达国际有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2546,名仕快相,08483,创业板,-,-,-,-,名仕快相集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2547,ISP GLOBAL,08487,创业板,-,-,-,-,ISP Global Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2548,裕程物流,08489,创业板,-,-,-,-,裕程物流集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2549,骏码半导体,08490,创业板,-,-,-,-,骏码半导体材料有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2550,COOL LINK,08491,创业板,-,-,-,-,Cool Link (Holdings) Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2551,炙龙控股,08493,创业板,-,-,-,-,炙龙控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2552,1957 & CO.,08495,创业板,-,-,-,-,1957 & Co. (Hospitality) Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2553,环球友饮智能,08496,创业板,-,-,-,-,环球友饮智能控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2554,天泓文创,08500,创业板,-,-,-,-,天泓文创国际集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2555,庄皇集团公司,08501,创业板,-,-,-,-,庄皇集团公司,-,-,HK,-,-,-,-,-,-,-,-,-
2556,远航港口,08502,创业板,-,-,-,-,远航港口发展有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2557,爱世纪集团,08507,创业板,-,-,-,-,爱世纪集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2558,威扬酒业控股,08509,创业板,-,-,-,-,威扬酒业国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2559,TOPSTANDARDCORP,08510,创业板,-,-,-,-,Top Standard Corporation,-,-,HK,-,-,-,-,-,-,-,-,-
2560,民富国际,08511,创业板,-,-,-,-,民富国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2561,凯富善集团控股,08512,创业板,-,-,-,-,凯富善集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2562,加和国际控股,08513,创业板,-,-,-,-,加和国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2563,中盈国际,08516,创业板,-,-,-,-,中盈国际集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2564,新享时代,08519,创业板,-,-,-,-,新享时代集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2565,智云国际控股,08521,创业板,-,-,-,-,智云国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2566,百应控股,08525,创业板,-,-,-,-,百应控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2567,荣丰集团亚洲,08526,创业板,-,-,-,-,荣丰集团亚洲有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2568,聚利宝控股,08527,创业板,-,-,-,-,聚利宝控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2569,优博控股,08529,创业板,-,-,-,-,优博控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2570,宝发控股,08532,创业板,-,-,-,-,宝发控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2571,荧德控股,08535,创业板,-,-,-,-,荧德控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2572,TL NATURAL GAS,08536,创业板,-,-,-,-,TL Natural Gas Holdings Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2573,创辉珠宝,08537,创业板,-,-,-,-,创辉珠宝集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2574,胜利证券,08540,创业板,-,-,-,-,胜利证券(控股)有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2575,佰悦集团,08545,创业板,-,-,-,-,佰悦集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2576,PACIFIC LEGEND,08547,创业板,-,-,-,-,Pacific Legend Group Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2577,金叶国际集团,08549,创业板,-,-,-,-,金叶国际集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2578,宝燵控股,08601,创业板,-,-,-,-,宝燵控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2579,亮晴控股,08603,创业板,-,-,-,-,亮晴控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2580,倢冠控股,08606,创业板,-,-,-,-,倢冠控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2581,BBSB INTL,08610,创业板,-,-,-,-,BBSB International Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2582,九福来,08611,创业板,-,-,-,-,九福来国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2583,维亮控股,08612,创业板,-,-,-,-,维亮控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2584,东方支付集团控股,08613,创业板,-,-,-,-,东方支付集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2585,新威工程集团,08616,创业板,-,-,-,-,新威工程集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2586,NIU HOLDINGS,08619,创业板,-,-,-,-,NIU Holdings Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2587,亚洲速运,08620,创业板,-,-,-,-,亚洲速运物流控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2588,METROPOLIS CAP,08621,创业板,-,-,-,-,Metropolis Capital Holdings Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2589,愉悦集团,08622,创业板,-,-,-,-,愉悦集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2590,中国蜀塔,08623,创业板,-,-,-,-,中国蜀塔国际控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2591,旅橙文化,08627,创业板,-,-,-,-,旅橙文化控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2592,集信国控,08629,创业板,-,-,-,-,广东集信国控检测认证技术服务中心股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2593,申港控股,08631,创业板,-,-,-,-,申港控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2594,大象控股集团,08635,创业板,-,-,-,-,大象控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2595,元续科技,08637,创业板,-,-,-,-,元续科技控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2596,比特元宇宙,08645,创业板,-,-,-,-,比特元宇宙控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2597,中国宏光,08646,创业板,-,-,-,-,中国宏光控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2598,TRUE PARTNER,08657,创业板,-,-,-,-,True Partner Capital Holding Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2599,易和国际控股,08659,创业板,-,-,-,-,易和国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2600,瀛海集团,08668,创业板,-,-,-,-,瀛海集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2601,新纽科技,09600,主板,-,-,-,-,新纽科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2602,映恩生物-B,09606,主板,-,-,-,-,映恩生物,-,-,HK,-,-,-,-,-,-,-,-,-
2603,宋都服务,09608,主板,-,-,-,-,宋都服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2604,海伟股份,09609,主板,-,-,-,-,河北海伟电子新材料科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2605,龙旗科技,09611,主板,-,-,-,-,上海龙旗科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2606,东软睿新集团,09616,主板,-,-,-,-,东软睿新科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2607,京东集团-SW,09618,主板,-,-,-,-,京东集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2608,哔哩哔哩-W,09626,主板,-,-,-,-,哔哩哔哩股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2609,农夫山泉,09633,主板,-,-,-,-,农夫山泉股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2610,九方智投控股,09636,主板,-,-,-,-,九方智投控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2611,法拉帝,09638,主板,-,-,-,-,法拉帝股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2612,荣利营造,09639,主板,-,-,-,-,荣利营造控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2613,特海国际,09658,主板,-,-,-,-,特海国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2614,地平线机器人-W,09660,主板,-,-,-,-,地平线,-,-,HK,-,-,-,-,-,-,-,-,-
2615,国鸿氢能,09663,主板,-,-,-,-,国鸿氢能科技(嘉兴)股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2616,渤海银行,09668,主板,-,-,-,-,渤海银行股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2617,北森控股,09669,主板,-,-,-,-,北森控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2618,十月稻田,09676,主板,-,-,-,-,十月稻田集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2619,威海银行,09677,主板,-,-,-,-,威海银行股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2620,云知声,09678,主板,-,-,-,-,云知声智能科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2621,如祺出行,09680,主板,-,-,-,-,如祺出行科技有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2622,熙康云医院,09686,主板,-,-,-,-,熙康云医院控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2623,再鼎医药,09688,主板,-,-,-,-,再鼎医药有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2624,金泰丰国际控股,09689,主板,-,-,-,-,金泰丰国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2625,途虎-W,09690,主板,-,-,-,-,途虎养车股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2626,天齐锂业,09696,主板,-,-,-,-,天齐锂业股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2627,万国数据-SW,09698,主板,-,-,-,-,万国数据控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2628,顺丰同城,09699,主板,-,-,-,-,杭州顺丰同城实业股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2629,柠萌影视,09857,主板,-,-,-,-,柠萌影视传媒有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2630,优然牧业,09858,主板,-,-,-,-,中国优然牧业集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
