ts_code,breakthrough_date,breakthrough_price,max_drawdown,max_gain,success,final_gain
sh600250,20240924,8.25,1.21,24.0,True,24.0
sh688111,20250731,313.5,9.41,7.81,False,7.81
sh600956,20250905,7.73,4.14,4.4,False,4.4
sh603488,20240731,7.88,1.52,12.56,False,4.95
sh603838,20241008,5.28,12.88,35.8,True,18.94
sh600107,20240918,3.93,3.31,29.77,True,23.16
sh603616,20240927,3.16,0.0,26.27,True,24.68
sh600754,20240926,26.41,0.87,17.19,False,0.61
sh000832,20240930,392.77,2.58,2.26,False,1.93
sh688246,20250701,30.36,5.99,22.69,True,21.87
sh688172,20250708,19.85,6.55,1.26,False,-1.01
sh601985,20240924,10.42,5.47,5.09,False,-2.59
sh603659,20260309,27.7,0.51,23.83,True,13.72
sh688721,20250807,48.29,3.25,19.24,False,-1.06
sh603790,20251210,20.33,5.16,1.28,False,-3.64
sh600460,20240926,19.4,0.0,59.95,True,59.95
sh605006,20260121,7.79,2.44,42.49,True,42.49
sh600233,20240829,15.11,3.77,15.75,False,15.75
sh600149,20240919,3.57,3.36,19.05,False,14.57
sh688592,20251215,43.3,8.24,24.2,True,24.2
sh603658,20240930,46.9,12.86,4.12,False,-5.35
sh688208,20251212,35.31,2.8,14.08,False,11.95
sh600800,20240926,2.23,0.0,22.42,True,22.42
sh600032,20250701,7.57,1.06,3.17,False,0.79
sh603170,20250807,13.13,1.52,10.05,False,9.14
sh600280,20240805,2.87,19.16,33.45,True,-11.5
sh601718,20240926,2.65,0.0,14.72,False,12.45
sh600033,20240925,3.27,0.61,10.7,False,1.83
sh688521,20251224,137.0,9.49,50.8,True,50.8
sh688615,20250715,169.77,4.22,12.47,False,0.34
sh600199,20240927,13.29,7.6,14.97,False,-3.24
sh600603,20241008,5.61,4.99,62.21,True,62.21
sh603226,20240930,3.66,8.2,18.31,False,8.74
sh605151,20251020,19.63,0.92,8.76,False,8.76
sh601166,20240920,15.19,0.59,24.75,True,19.03
sh605098,20250813,36.12,4.49,2.35,False,0.42
sh688296,20250624,12.25,0.98,11.43,False,9.63
sh603268,20240926,14.0,0.64,289.5,True,224.86
sh900916,20250219,0.35,1.13,8.19,False,7.63
sh601128,20240930,6.3,6.93,2.16,False,-3.47
sh601899,20240731,15.98,9.7,0.31,False,-4.13
sh600866,20240926,5.08,0.0,32.09,True,18.7
sh601162,20250625,4.5,0.0,12.44,False,8.89
sh603090,20241107,16.75,0.0,22.33,True,11.58
sh603223,20240730,7.82,0.0,7.55,False,7.55
sh600055,20240926,13.09,0.69,21.08,True,7.64
sh600828,20240909,2.79,16.85,14.34,False,8.96
sh601100,20240829,49.46,1.4,25.35,True,25.35
sh603389,20240730,5.31,4.33,19.21,False,8.1
sh688610,20251212,59.14,3.4,19.02,False,17.62
sh605599,20250901,14.59,5.69,3.36,False,-4.18
sh603909,20241008,8.64,9.84,13.31,False,4.17
sh603595,20250717,19.72,5.88,1.67,False,-5.73
sh600665,20240919,2.62,3.82,21.37,True,19.08
sh603727,20241008,12.31,13.32,0.0,False,-5.12
sh601933,20240807,2.51,14.34,9.96,False,-10.36
sh605179,20250819,20.8,1.39,17.3,False,7.79
sh600078,20241008,6.49,15.72,14.33,False,7.86
sh600278,20240909,5.46,2.56,34.77,True,16.11
sh603569,20240930,7.36,11.55,3.67,False,-3.67
sh603612,20251125,23.35,3.38,4.2,False,0.6
sh688139,20250722,32.11,0.25,11.06,False,9.0
sh603375,20251125,41.5,14.72,0.0,False,-12.55
sh605003,20251219,25.78,7.37,37.9,True,21.02
sh600811,20240808,1.47,19.05,7.48,False,0.68
sh688177,20260414,24.9,8.8,0.0,False,-7.51
sh600930,20260311,6.37,6.59,16.48,False,-5.49
sh688410,20251021,14.73,2.85,16.84,False,12.36
sh600751,20240924,2.27,0.88,21.59,True,18.06
sh603040,20240903,18.57,4.85,19.6,False,9.15
sh000147,20240927,6861.61,3.07,13.04,False,1.0
sh605060,20250625,18.93,1.0,11.14,False,11.14
sh603291,20250818,12.3,8.94,1.95,False,-8.7
sh600161,20240821,23.69,14.99,0.13,False,-14.18
sh603997,20240905,11.88,3.96,15.32,False,13.22
sh688220,20250729,88.46,3.57,28.25,True,15.31
sh601865,20250708,17.47,8.53,1.09,False,-5.32
sh688709,20250624,32.43,4.75,2.07,False,-2.71
sh688093,20251201,34.93,2.93,7.15,False,5.75
sh000974,20240731,5253.33,3.26,0.8,False,0.19
sh000109,20240930,10616.02,9.16,7.1,False,-5.28
sh600448,20240925,2.19,0.91,22.83,True,18.72
sh600831,20241028,2.6,8.85,12.31,False,2.69
sh688510,20251031,23.26,5.29,10.23,False,-3.87
sh600798,20240930,3.05,6.89,2.95,False,0.33
sh603089,20240930,8.4,7.14,4.64,False,0.6
sh688343,20250730,56.33,0.64,64.21,True,64.21
sh601200,20240829,7.34,4.09,13.62,False,13.62
sh601880,20240926,1.33,0.0,14.32,False,14.32
sh603123,20240906,7.0,12.57,31.0,True,14.57
sh603444,20240807,169.51,13.31,4.11,False,1.58
sh600355,20240920,3.3,2.42,20.3,True,15.76
sh603216,20260324,32.64,9.22,11.89,False,-7.17
sh600481,20241008,5.08,18.7,57.48,True,57.48
sh900927,20240925,0.34,0.0,20.65,True,17.4
sh600748,20240924,2.7,1.11,32.59,True,27.78
sh688393,20250701,29.54,5.86,11.71,False,6.4
sh600929,20250710,5.14,1.56,6.42,False,1.75
sh600706,20240930,10.5,17.43,0.0,False,-7.33
sh600261,20240930,2.82,5.32,6.74,False,4.61
sh605499,20250916,292.78,4.65,6.46,False,3.15
sh605303,20260105,17.64,2.61,10.43,False,-2.49
sh600136,20240930,1.51,9.93,8.61,False,7.28
sh600598,20250127,13.68,4.24,1.39,False,-0.51
sh688143,20251021,42.76,17.28,1.29,False,-13.05
sh601528,20250909,5.53,4.7,1.08,False,-1.45
sh688239,20250624,31.74,0.13,13.11,False,11.66
sh603669,20240930,4.84,15.29,23.35,True,23.35
sh600178,20240927,9.53,5.35,60.95,True,49.2
sh603075,20251201,22.49,6.0,0.76,False,-4.22
sh688108,20260105,23.09,5.59,10.61,False,4.55
sh688692,20250728,234.0,5.38,6.79,False,3.21
sh600249,20240925,4.0,1.25,23.0,True,21.25
sh603344,20250624,24.86,1.45,4.02,False,3.74
sh601878,20240823,10.97,4.92,5.38,False,5.38
sh603345,20240926,78.72,0.0,26.51,True,4.47
sh600207,20240926,4.05,0.25,38.27,True,38.27
sh600760,20240822,39.19,4.36,4.34,False,-2.73
sh605555,20250806,17.5,6.23,3.71,False,-4.4
sh601619,20260408,5.22,2.11,18.58,False,18.58
sh600887,20240926,23.82,1.01,14.9,False,10.03
sh688272,20250905,25.13,6.88,3.18,False,-0.36
sh603326,20240926,5.5,2.55,18.55,False,0.55
sh688125,20250718,38.35,1.83,17.24,False,11.06
sh605198,20250916,47.95,13.18,0.0,False,-1.98
sh688776,20250801,89.72,9.71,1.75,False,-8.05
sh688211,20251015,32.2,4.66,0.9,False,-0.99
sh605365,20250630,14.73,3.46,7.47,False,2.92
sh600150,20240927,38.14,6.42,12.87,False,-4.04
sh603012,20240927,4.57,0.0,13.35,False,4.81
sh600479,20240808,10.19,14.92,1.96,False,-12.27
sh603368,20240930,18.33,12.66,4.42,False,-2.4
sh000138,20240807,6884.19,2.04,3.83,False,0.47
sh603013,20251125,22.06,4.81,2.67,False,-1.41
sh600684,20240801,3.07,13.36,4.23,False,-10.42
sh600963,20240924,4.09,0.0,48.17,True,48.17
sh688196,20251020,46.65,6.11,37.81,True,24.46
sh603127,20251211,31.23,0.0,35.06,True,29.3
sh601228,20240801,3.18,4.72,0.0,False,-4.72
sh600857,20240927,6.09,2.63,12.97,False,8.54
sh600350,20240925,8.52,6.69,3.17,False,-2.7
sh600503,20240926,2.02,0.0,18.32,False,18.32
sh603126,20240927,5.5,0.0,14.71,False,9.45
sh600064,20240809,5.75,7.48,0.7,False,-5.91
sh600819,20240730,4.75,13.67,0.0,False,-11.15
sh603759,20251014,8.3,1.2,92.29,True,55.66
sh000995,20240822,2706.85,10.58,0.0,False,-7.83
sh603977,20250626,12.32,3.81,13.07,False,6.98
sh600333,20240923,3.93,0.0,20.87,True,20.87
sh600654,20240927,2.36,5.51,16.95,False,11.02
sh600007,20240731,20.28,3.9,0.94,False,-1.18
sh900941,20240730,0.32,1.88,3.45,False,-0.94
sh600180,20240926,3.98,0.0,20.35,True,11.4
sh688308,20250626,17.96,0.06,13.8,False,11.24
sh603270,20250708,24.7,1.7,9.55,False,9.55
sh600498,20240927,15.57,0.0,22.09,True,16.63
sh600302,20240919,3.83,2.35,25.85,True,25.85
sh600551,20240829,7.36,1.77,16.71,False,16.71
sh600036,20240808,28.92,3.56,6.36,False,-2.52
sh600982,20240930,3.76,7.71,2.93,False,-0.27
sh600285,20240808,22.35,1.57,5.15,False,1.21
sh000823,20240927,5700.07,0.62,9.86,False,5.56
sh600805,20240927,3.88,0.26,17.01,False,11.86
sh688339,20250709,22.59,1.55,4.03,False,3.85
sh900913,20240925,0.22,0.92,23.04,True,12.9
sh000989,20240926,4572.53,0.0,17.78,False,9.53
sh688509,20251021,5.08,8.07,0.0,False,-3.94
sh600648,20240731,8.85,6.1,0.0,False,-5.2
sh603159,20240930,10.94,6.21,20.1,True,17.54
sh688293,20260113,55.76,13.45,5.33,False,-3.08
sh603091,20260410,77.6,2.27,3.23,False,2.35
sh600361,20240731,4.18,17.48,0.0,False,-17.0
sh601163,20240930,15.43,11.08,2.46,False,-9.53
sh688314,20250624,29.27,1.16,25.56,True,24.26
sh600606,20240926,1.72,0.0,33.14,True,21.51
sh603117,20250212,6.18,6.63,11.81,False,-4.53
sh600406,20240807,23.11,4.2,6.75,False,6.75
sh600255,20240801,1.83,8.74,0.0,False,-4.92
sh688114,20250822,74.63,13.12,0.0,False,-10.17
sh603023,20240930,2.15,7.44,20.93,True,16.74
sh605507,20251224,23.27,0.26,15.86,False,14.22
sh600732,20240930,10.3,14.85,24.17,True,18.25
sh600581,20240924,2.99,3.68,22.07,True,22.07
sh000917,20240930,2857.05,9.37,0.0,False,-7.95
sh688597,20250624,7.79,0.9,7.45,False,7.45
sh600236,20240930,6.78,13.78,0.0,False,-11.72
sh605337,20251110,12.93,9.36,3.02,False,-6.88
sh600698,20240904,4.08,7.84,25.98,True,17.16
sh603189,20240823,11.77,0.0,29.14,True,28.55
sh600935,20251010,2.45,2.45,12.24,False,12.24
sh600080,20240930,6.71,8.49,2.83,False,0.89
sh601518,20240926,2.42,0.41,9.9,False,8.25
sh603617,20250707,7.37,2.17,19.95,False,6.11
sh601328,20240924,6.6,1.21,7.28,False,1.52
sh603489,20250624,27.14,3.43,2.1,False,1.55
sh688096,20260108,8.96,5.02,4.69,False,3.12
sh601366,20241226,5.25,7.43,0.0,False,-4.95
sh603026,20240930,36.14,14.61,9.85,False,-6.56
sh600919,20240807,6.72,1.64,9.67,False,2.38
sh605298,20260324,43.52,1.06,25.8,True,24.54
sh688225,20250820,21.89,9.78,4.66,False,-6.85
sh601860,20251021,2.94,4.42,1.36,False,-3.4
sh600399,20240927,5.71,0.0,35.89,True,20.31
sh601601,20250514,33.65,4.55,3.95,False,3.95
sh000142,20240927,8178.57,0.0,11.47,False,2.77
sh600403,20240925,2.76,0.0,23.55,True,18.12
sh600050,20240816,4.46,6.28,1.79,False,-5.83
sh603688,20241009,34.57,21.93,0.0,False,-12.64
sh688311,20250725,37.48,2.53,17.88,False,11.37
sh688025,20260116,145.0,8.02,55.86,True,42.07
sh688676,20250717,36.0,0.0,31.08,True,29.5
sh600537,20240930,2.99,11.37,30.1,True,25.08
sh600863,20240902,4.15,9.88,10.36,False,3.86
sh600784,20240923,4.8,0.0,23.52,True,22.69
sh688638,20251128,40.41,15.27,0.0,False,-11.61
sh600579,20240802,6.08,19.74,0.0,False,-15.46
sh600987,20240923,6.83,1.9,9.96,False,4.25
sh688372,20250625,59.27,6.24,2.68,False,-2.73
sh601231,20240808,14.48,0.21,7.94,False,1.59
sh603590,20251113,47.31,11.92,0.23,False,-9.28
sh600660,20240730,42.73,7.51,4.33,False,3.88
sh601083,20251014,11.63,0.95,8.25,False,6.19
sh603416,20240829,28.29,7.95,22.48,True,22.48
sh600307,20240919,1.25,1.6,23.2,True,19.2
sh688046,20250627,13.28,0.0,21.54,True,20.93
sh688443,20260109,32.44,16.0,0.0,False,-12.61
sh603789,20240930,7.74,9.56,23.64,True,11.37
sh600098,20240806,5.81,7.4,1.38,False,-6.2
sh601500,20240930,5.37,11.36,5.4,False,-6.52
sh600702,20240930,59.44,0.02,21.73,True,12.31
sh603195,20260225,43.97,7.6,0.27,False,-6.23
sh605050,20260320,14.43,13.72,1.59,False,-7.21
sh600265,20240930,15.44,8.87,9.0,False,9.0
sh688777,20250806,49.07,3.34,6.44,False,-1.73
sh600132,20240926,58.1,7.38,14.34,False,-6.47
sh688273,20251201,37.47,10.06,11.37,False,11.37
sh600455,20240913,16.32,2.08,29.53,True,24.88
sh000114,20240927,1207.97,2.56,10.34,False,6.13
sh603843,20240730,2.71,3.69,12.18,False,-2.58
sh603516,20250718,45.3,0.86,154.24,True,154.24
sh601005,20250702,1.41,4.26,17.02,False,16.31
sh603071,20251201,13.53,5.17,0.0,False,-2.81
sh600381,20241025,2.83,5.3,21.55,True,6.71
sh000300,20240926,3545.32,0.0,20.05,True,9.75
sh688693,20250625,32.81,2.26,20.73,True,6.98
sh600048,20240926,8.95,0.0,25.36,True,18.77
sh600835,20240925,11.16,0.09,59.41,True,52.06
sh603271,20251020,38.0,0.74,15.5,False,11.74
sh601456,20250710,10.45,0.0,10.81,False,6.85
sh605080,20250701,28.38,9.1,4.12,False,-6.21
sh000813,20240927,2702.34,3.5,12.82,False,2.5
sh603717,20240930,6.04,7.62,9.93,False,8.61
sh600006,20240930,7.04,12.49,2.41,False,-7.24
sh688347,20260410,121.61,2.23,2.89,False,2.47
sh688620,20250806,12.98,0.31,13.79,False,0.62
sh603976,20251020,19.52,0.92,11.78,False,9.53
sh600561,20240821,4.58,12.45,1.53,False,-6.33
sh605399,20250924,12.59,3.73,8.58,False,4.69
sh688577,20251222,95.19,10.81,5.76,False,-10.44
sh600636,20240925,8.14,0.37,54.18,True,54.18
sh600351,20240930,6.08,10.36,5.26,False,-3.78
sh600502,20240926,4.19,0.0,16.23,False,9.31
sh603212,20251020,11.18,2.06,10.91,False,10.29
sh688539,20250624,25.49,0.94,5.69,False,5.14
sh600678,20240927,5.5,1.64,72.73,True,40.73
sh603169,20240820,4.99,17.43,0.0,False,-13.23
sh900923,20240802,0.41,7.84,0.0,False,-4.66
sh600837,20240807,8.47,2.14,2.82,False,-0.6
sh688608,20250819,259.99,7.8,18.03,False,-0.19
sh601118,20240827,4.73,2.96,12.9,False,12.9
sh603258,20240910,16.93,8.74,24.46,True,9.81
sh688192,20260415,60.2,3.21,1.41,False,-1.89
sh603897,20250624,22.75,0.0,5.54,False,5.54
sh600853,20240927,3.29,0.91,14.89,False,12.77
sh600507,20240926,3.97,0.25,11.34,False,10.33
sh603390,20251219,13.1,2.9,4.58,False,3.97
sh600060,20240930,21.5,18.7,0.0,False,-3.12
sh603896,20240930,24.39,14.56,2.83,False,-12.34
sh688321,20251031,30.87,13.83,1.23,False,-9.01
sh600337,20241028,1.82,5.5,22.55,True,6.6
sh688625,20250624,30.77,5.23,3.09,False,1.95
sh688511,20260324,26.47,25.5,5.21,False,-15.19
sh603088,20240930,7.02,8.97,9.12,False,5.98
sh600650,20250110,14.28,4.76,14.92,False,13.03
sh900945,20240731,0.18,4.49,1.12,False,-2.81
sh600379,20240919,8.99,5.9,16.25,False,7.46
sh603713,20260106,60.59,5.08,9.47,False,0.4
sh688696,20250821,120.38,1.04,10.98,False,4.79
sh603289,20251205,10.22,8.71,1.57,False,-0.1
sh600203,20240923,7.08,5.65,49.72,True,49.72
sh600599,20240827,9.82,4.79,25.05,True,18.23
sh600905,20250625,4.21,0.71,3.32,False,2.61
sh603288,20240830,35.88,5.46,41.25,True,41.25
sh600883,20240927,5.98,0.0,19.9,False,13.55
sh688425,20250708,4.01,0.5,90.16,True,45.33
sh600764,20240801,20.24,8.49,0.15,False,-3.85
sh603626,20240827,6.16,0.0,114.45,True,31.82
sh601566,20241008,8.25,15.76,0.0,False,-5.33
sh688772,20250625,14.9,11.34,0.0,False,-7.52
sh603059,20251222,31.5,6.03,22.73,True,22.73
sh603322,20240930,29.4,6.63,19.8,False,13.88
sh605055,20260203,9.25,0.54,11.78,False,7.03
sh600433,20240925,2.73,0.37,21.25,True,16.12
sh603016,20240912,15.41,2.27,91.71,True,89.18
sh688215,20260115,72.22,3.36,8.29,False,1.07
sh601318,20240813,37.3,1.5,8.71,False,5.04
sh603058,20240731,7.82,11.63,0.0,False,-9.46
sh600967,20240731,7.33,12.14,2.59,False,-11.59
sh688110,20260414,119.0,1.69,1.88,False,1.88
sh600736,20240926,4.51,0.0,32.14,True,32.14
sh603027,20241008,10.59,17.57,0.0,False,-11.4
sh600585,20240926,22.14,0.0,16.71,False,16.53
sh688097,20250630,27.82,5.43,6.47,False,3.77
sh603992,20250624,21.06,4.08,13.68,False,13.68
sh600778,20240805,4.24,6.84,19.1,False,16.04
sh603069,20240926,16.5,0.48,23.52,True,23.52
sh603312,20250624,35.69,1.2,7.48,False,7.34
sh688439,20250630,58.25,8.15,0.0,False,-2.3
sh605180,20260121,15.43,3.43,7.58,False,5.06
sh688209,20250725,18.55,1.02,14.12,False,14.12
sh600148,20240731,12.95,11.04,2.7,False,-8.11
sh600232,20240731,4.28,4.91,0.93,False,0.7
sh605007,20250707,11.77,1.78,5.01,False,2.21
sh600461,20250401,8.97,1.45,9.15,False,3.35
sh688247,20250627,10.12,0.69,17.88,False,17.88
sh600106,20240924,4.76,4.2,45.13,True,42.82
sh605333,20250722,32.5,8.0,12.15,False,4.95
sh600348,20240930,8.16,12.99,0.74,False,-10.66
sh000827,20240927,1397.0,0.0,21.26,True,11.1
sh600281,20240911,3.21,12.46,21.18,True,10.9
sh603171,20250624,40.45,7.17,15.25,False,14.14
sh600801,20240813,13.07,27.62,0.0,False,-26.63
sh900917,20240926,0.22,0.0,28.51,True,28.51
sh603920,20240829,18.21,0.66,34.93,True,34.93
sh688297,20250922,48.82,5.18,5.35,False,1.23
sh600785,20241104,11.61,9.22,2.58,False,2.41
sh688677,20251201,45.44,7.99,2.93,False,-6.34
sh600365,20240903,2.67,9.36,3.75,False,-2.25
sh603095,20250624,16.04,6.61,0.56,False,-3.18
sh603113,20240930,5.54,12.08,6.67,False,-0.72
sh603689,20240924,8.28,3.38,9.3,False,4.59
sh600198,20240913,5.81,0.0,60.93,True,53.7
sh688315,20250708,14.63,1.16,14.49,False,12.3
sh600054,20240927,11.4,5.53,9.39,False,-3.33
sh600829,20240905,6.48,21.45,1.23,False,-7.87
sh603222,20240909,6.49,19.11,8.01,False,-4.78
sh600360,20241008,3.74,4.82,39.08,True,30.78
sh600533,20240925,2.02,1.98,24.75,True,17.82
sh688021,20251219,18.43,2.88,13.51,False,13.19
sh603158,20240802,7.51,14.91,0.0,False,-11.45
sh000841,20240927,7489.16,0.0,17.85,False,3.2
sh688338,20251128,26.73,6.32,0.0,False,-2.06
sh600664,20240919,3.04,0.99,31.25,True,22.04
sh603908,20240806,21.32,15.38,0.0,False,-11.3
sh600983,20240930,7.88,9.26,9.39,False,6.6
sh688376,20251202,46.0,2.43,47.17,True,26.39
sh605136,20250904,10.07,5.76,19.46,False,-0.89
sh600303,20241024,2.74,4.38,20.07,True,17.15
sh600550,20240822,4.53,6.84,169.98,True,169.98
sh601101,20240816,7.92,11.11,5.93,False,-8.33
sh603041,20240930,10.61,7.54,4.24,False,-1.7
sh688411,20260128,240.4,10.08,0.0,False,-6.88
sh600237,20240926,5.31,1.13,59.7,True,57.63
sh688138,20250708,27.08,2.81,11.82,False,6.65
sh603613,20250819,24.58,1.38,34.09,True,34.09
sh603568,20240927,19.29,0.0,17.57,False,3.99
sh600279,20240926,3.78,0.0,23.02,True,15.87
sh600449,20240927,11.78,1.78,28.69,True,15.03
sh603358,20250408,33.99,7.33,7.53,False,6.77
sh688092,20250624,21.52,0.88,8.78,False,8.78
sh688708,20250701,55.72,3.0,43.22,True,42.86
sh601019,20251201,8.73,5.04,1.6,False,-3.89
sh688221,20251015,14.8,6.55,17.64,False,17.64
sh600160,20240930,22.04,14.38,0.0,False,-1.23
sh603290,20250724,85.62,1.75,15.6,False,13.14
sh603316,20240920,4.19,0.0,39.62,True,33.17
sh000146,20240927,6120.73,0.0,16.56,False,12.5
sh603810,20250904,15.08,8.82,14.59,False,10.01
sh601881,20240830,10.72,4.94,54.08,True,54.08
sh000858,20240927,5553.45,0.0,30.06,True,24.68
sh601766,20240924,6.99,0.0,18.45,False,14.45
sh688038,20250901,15.85,10.91,18.36,False,18.36
sh688496,20251027,8.93,29.9,1.68,False,-22.51
sh600830,20250207,9.94,8.45,3.82,False,-4.32
sh600184,20240807,9.14,13.79,0.0,False,-10.72
sh601949,20250708,6.65,1.02,3.64,False,3.04
sh900926,20240927,1.51,6.9,10.15,False,-3.45
sh601965,20240927,17.36,2.19,11.0,False,-1.84
sh600549,20240924,17.3,1.27,20.87,True,9.6
sh600480,20240930,6.9,10.48,5.91,False,-3.57
sh603217,20260306,24.88,14.83,4.46,False,2.29
sh600354,20240926,5.01,0.0,16.97,False,15.17
sh688646,20250825,32.82,10.63,0.0,False,-3.78
sh688015,20251124,22.7,6.56,6.78,False,-2.51
sh603259,20251210,92.75,4.58,6.82,False,6.82
sh600633,20240927,9.4,0.53,17.23,False,9.15
sh603190,20250624,22.59,1.11,4.6,False,4.16
sh688121,20251021,12.87,4.12,5.59,False,1.71
sh601319,20251014,8.1,0.86,8.77,False,3.83
sh600707,20240930,7.48,10.03,7.22,False,-2.67
sh600928,20251104,3.99,4.76,3.76,False,-2.26
sh601998,20240815,5.89,13.08,4.42,False,-10.7
sh688408,20250717,51.06,8.28,2.13,False,-4.39
sh688392,20260408,130.0,5.0,1.42,False,1.42
sh600749,20240806,11.35,12.07,0.0,False,-7.14
sh603809,20250905,14.37,0.97,21.36,True,3.13
sh601186,20240809,7.96,15.08,1.51,False,-14.57
sh600179,20240925,2.23,0.45,21.52,True,19.28
sh603668,20240926,12.26,4.0,13.78,False,4.81
sh688238,20260112,7.8,11.67,0.0,False,-6.15
sh688711,20250624,17.02,0.71,23.56,True,23.56
sh600190,20241112,1.94,15.98,0.0,False,-7.22
sh601001,20240926,15.1,7.75,7.95,False,-6.76
sh000111,20240731,5901.27,13.96,0.35,False,-13.44
sh600137,20240927,12.43,0.0,18.42,False,12.71
sh603808,20240930,7.17,10.04,3.9,False,-1.95
sh601187,20250909,6.31,3.49,3.96,False,3.96
sh688276,20250717,22.24,1.3,9.4,False,5.67
sh600886,20240930,16.49,11.34,0.0,False,-8.85
sh688420,20251020,24.89,0.08,6.71,False,6.55
sh600761,20240930,21.06,19.52,1.85,False,-15.05
sh600206,20240926,9.43,0.0,25.77,True,20.78
sh605033,20250707,19.42,3.4,45.31,True,9.17
sh603517,20240930,16.41,15.23,14.56,False,14.56
sh688147,20250624,29.34,1.32,6.46,False,6.25
sh600248,20240925,3.59,0.28,18.66,False,12.53
sh603559,20240805,3.25,0.0,59.02,True,59.02
sh688109,20260320,130.66,12.14,0.95,False,-6.79
sh000093,20240926,9970.5,0.0,18.65,False,12.34
sh600962,20240920,11.55,1.47,58.96,True,54.89
sh601066,20250625,24.36,3.2,5.87,False,5.87
sh600685,20240813,27.04,13.5,0.0,False,-7.77
sh688739,20251020,26.79,0.0,5.15,False,4.52
sh603369,20240930,50.34,17.16,5.94,False,-13.19
sh600478,20240930,4.11,9.73,9.98,False,4.38
sh600151,20240801,5.06,6.92,9.29,False,-0.2
sh605199,20251103,9.46,4.44,7.82,False,-2.11
sh600436,20240926,221.01,1.88,21.46,True,4.58
sh603395,20250821,36.46,4.58,7.41,False,-4.22
sh601686,20251127,6.41,2.5,2.5,False,-0.16
sh600818,20241008,16.38,19.47,0.0,False,-14.65
sh603915,20250716,15.7,7.45,2.17,False,-0.7
sh688010,20250805,35.99,12.73,5.58,False,-10.7
sh600298,20240808,29.93,3.47,4.88,False,3.84
sh603589,20240926,39.9,6.57,17.17,False,-6.09
sh601700,20240930,4.42,7.46,13.8,False,12.44
sh601229,20240910,6.33,6.0,17.54,False,13.59
sh688197,20260310,40.29,16.53,5.71,False,-1.86
sh603690,20240930,22.44,6.64,23.98,True,23.98
sh688309,20251205,23.41,6.92,3.46,False,1.54
sh900940,20240920,0.21,2.91,32.04,True,19.9
sh603938,20250905,14.55,10.52,0.76,False,0.76
sh603939,20241008,26.61,20.18,0.0,False,-5.86
sh600655,20240926,5.56,2.88,14.75,False,3.78
sh600332,20240806,28.57,12.46,1.09,False,-11.97
sh688073,20260107,67.58,14.13,9.54,False,-7.07
sh600079,20240731,19.46,4.16,3.49,False,0.46
sh603768,20240920,12.22,1.39,20.54,True,11.05
sh600284,20240802,5.37,12.66,0.0,False,-11.54
sh688525,20250624,65.3,4.13,3.83,False,-3.19
sh605598,20250625,21.42,2.94,23.09,True,20.75
sh600037,20240925,6.35,0.79,16.84,False,14.48
sh603726,20240925,12.53,0.8,52.19,True,33.84
sh000011,20240926,6059.39,0.0,20.01,True,11.99
sh600499,20240930,8.5,18.24,3.88,False,-4.0
sh688611,20260324,52.79,5.89,18.17,False,18.17
sh603116,20240927,4.3,1.16,12.31,False,5.34
sh600867,20240930,8.52,12.44,1.99,False,-2.23
sh688292,20250718,21.61,5.0,5.69,False,0.51
sh601218,20240927,2.95,0.0,14.24,False,9.49
sh600649,20240809,3.55,14.65,0.0,False,-12.39
sh688508,20251225,62.0,2.23,9.84,False,6.94
sh600780,20240927,5.94,7.58,12.46,False,7.24
sh601898,20240807,11.1,1.35,21.13,True,15.0
sh900912,20240830,0.65,5.26,20.25,True,20.25
sh603811,20240927,6.75,0.0,17.63,False,14.96
sh603317,20250818,12.03,2.33,3.24,False,-0.25
sh600580,20240930,10.48,9.15,27.53,True,25.46
sh600083,20241029,2.32,15.52,16.38,False,2.59
sh601018,20240926,3.36,0.0,13.98,False,6.54
sh600733,20240930,8.07,13.14,5.7,False,5.7
sh603022,20240930,7.34,9.67,3.95,False,0.54
sh603359,20251125,7.91,3.92,16.06,False,1.9
sh688472,20250815,9.42,0.32,38.22,True,28.56
sh688115,20251022,62.81,5.44,5.97,False,-3.28
sh603188,20240806,2.67,12.73,0.75,False,-7.87
sh600699,20240927,15.44,0.65,17.94,False,2.65
sh600750,20240930,21.9,11.28,2.65,False,-8.72
sh605336,20251224,16.2,8.27,13.02,False,8.33
sh600103,20240926,1.89,0.0,18.01,False,18.01
sh601666,20241129,9.8,7.86,2.45,False,-5.51
sh000125,20240926,10503.67,0.0,11.71,False,3.1
sh688176,20251219,11.36,4.4,17.96,False,17.96
sh600084,20240927,5.29,5.29,13.8,False,5.86
sh603527,20260112,11.49,9.66,3.83,False,-4.87
sh688596,20250729,36.84,7.74,7.22,False,6.43
sh601628,20240815,29.31,0.55,13.68,False,12.42
sh603045,20251212,19.39,5.57,22.28,True,22.28
sh600898,20240808,1.34,5.22,15.67,False,14.93
sh603877,20240930,13.88,11.74,6.2,False,-8.64
sh601519,20240924,6.28,0.32,46.66,True,35.03
sh688593,20250807,17.62,7.83,7.21,False,-6.36
sh600081,20240923,9.04,2.99,16.15,False,12.94
sh688173,20251113,14.88,11.36,20.7,True,1.48
sh688720,20260325,63.89,4.45,21.47,True,20.68
sh603839,20240814,4.89,20.04,15.54,False,-15.13
sh600755,20240927,6.55,6.56,14.05,False,-6.41
sh600251,20240930,7.65,8.37,4.18,False,-6.01
sh603313,20241008,7.29,17.01,0.0,False,-6.17
