ts_code,breakthrough_date,breakthrough_price,max_drawdown,max_gain,success,final_gain
sz301358,20250811,34.02,3.29,21.78,True,21.78
sz300709,20250624,38.5,1.25,11.66,False,8.86
sz000547,20240801,7.19,16.69,9.6,False,-14.6
sz301022,20251015,35.02,5.11,1.74,False,-3.85
sz002607,20240806,2.43,33.74,9.88,False,-17.28
sz002037,20240807,6.59,3.64,24.89,True,1.97
sz000524,20240925,8.77,0.23,16.19,False,15.51
sz002550,20240731,5.33,5.44,4.31,False,-4.31
sz301526,20251124,5.54,0.0,41.52,True,20.04
sz300596,20240927,26.4,0.0,25.3,True,1.02
sz002079,20240912,8.56,8.41,31.07,True,31.07
sz301568,20250625,38.32,4.88,2.43,False,-0.78
sz002982,20250908,15.5,7.74,1.94,False,-4.77
sz000797,20240808,2.55,7.84,1.57,False,1.18
sz002284,20240807,7.14,9.1,0.0,False,-4.2
sz300242,20240819,2.4,19.58,2.08,False,-5.0
sz300611,20240807,8.23,6.92,1.58,False,0.97
sz300042,20240930,21.99,6.78,20.01,True,-1.09
sz399350,20240927,2169.46,0.0,19.37,False,3.52
sz300376,20241008,3.94,21.33,0.51,False,-1.52
sz301595,20251113,40.75,14.4,0.0,False,-3.56
sz300797,20251124,16.25,3.38,5.42,False,0.92
sz000410,20240731,6.7,11.64,0.0,False,-10.3
sz002103,20240925,5.33,0.56,17.26,False,12.95
sz399679,20240927,4029.62,0.0,20.52,True,14.09
sz300338,20240902,2.15,0.93,28.84,True,6.98
sz002931,20250730,17.34,5.82,0.58,False,-5.13
sz301116,20250807,11.58,5.44,3.11,False,-2.85
sz200706,20240806,1.75,2.29,25.71,True,25.71
sz300994,20260121,17.34,6.11,0.06,False,-0.81
sz300508,20240730,20.88,10.16,4.02,False,-9.87
sz301222,20251020,29.28,0.27,9.22,False,7.58
sz002254,20240930,10.01,7.39,4.2,False,-3.4
sz300673,20250701,17.0,8.59,0.0,False,-7.41
sz300292,20240816,3.58,10.61,0.0,False,-8.38
sz301158,20260407,24.33,9.45,3.08,False,-5.63
sz001317,20251103,47.16,16.24,3.56,False,-9.33
sz300021,20240930,3.86,5.96,10.1,False,4.4
sz300546,20240815,11.36,8.18,10.82,False,2.9
sz000709,20240927,1.99,0.0,14.57,False,12.06
sz000922,20241028,11.61,5.6,6.89,False,0.6
sz301269,20250818,116.47,4.7,11.62,False,1.05
sz300310,20240816,4.04,4.95,35.15,True,7.92
sz399651,20240926,1348.08,0.0,20.15,True,11.27
sz002402,20240927,10.36,0.58,18.15,False,13.71
sz002398,20240827,3.78,16.93,0.0,False,-6.35
sz300991,20260129,41.74,4.89,59.08,True,39.84
sz002165,20240731,3.44,8.43,1.74,False,-6.98
sz002232,20240919,14.8,0.0,57.3,True,33.58
sz000721,20240926,7.62,4.46,19.82,False,17.98
sz301170,20251021,27.13,0.77,10.8,False,6.93
sz002755,20240731,9.73,0.72,16.03,False,14.9
sz300009,20240930,9.58,11.06,9.39,False,-7.31
sz300520,20240930,18.5,7.57,37.78,True,34.16
sz000888,20240830,11.23,6.06,22.97,True,18.25
sz301459,20250624,41.37,0.94,16.22,False,10.35
sz300047,20240823,7.12,9.54,37.47,True,25.12
sz003031,20250625,47.69,0.88,16.65,False,10.36
sz000592,20240926,1.65,1.21,56.97,True,56.97
sz002081,20240926,3.19,0.94,17.24,False,10.66
sz300888,20251110,43.3,11.36,0.0,False,-10.58
sz300414,20240902,7.04,13.07,32.39,True,16.19
sz002281,20240930,33.35,10.55,35.74,True,31.45
sz000792,20240927,17.22,3.25,10.34,False,5.75
sz399432,20240927,4076.07,0.0,25.54,True,8.25
sz300173,20240927,3.8,0.0,32.89,True,13.68
sz300209,20250414,4.73,0.0,39.53,True,29.39
sz300721,20250724,15.07,3.78,3.19,False,-0.4
sz000615,20241014,1.77,2.82,22.9,True,22.9
sz002306,20240927,2.82,3.55,12.77,False,9.57
sz399966,20240731,4532.07,5.5,0.0,False,-4.78
sz002661,20240919,7.6,1.97,26.04,True,15.51
sz399681,20240927,822.0,0.55,13.1,False,7.87
sz301313,20250624,24.0,1.17,8.04,False,5.42
sz000858,20240926,125.99,0.0,23.61,True,9.94
sz000025,20240925,14.15,0.92,39.36,True,34.49
sz301489,20260302,206.8,21.55,0.0,False,-20.27
sz301027,20250818,15.6,11.22,0.51,False,-2.44
sz000816,20240924,1.97,1.02,34.52,True,27.41
sz300922,20250905,24.25,3.09,18.31,False,18.31
sz002578,20240927,2.78,1.08,12.95,False,12.23
sz300224,20240927,9.25,0.0,75.45,True,75.45
sz002785,20240731,25.46,6.17,21.56,True,-4.63
sz002862,20240731,9.66,8.42,1.11,False,-2.88
sz300492,20240930,62.07,22.64,3.38,False,-12.56
sz399649,20240927,2636.75,0.08,12.85,False,4.96
sz002133,20240926,2.41,4.15,12.44,False,6.64
sz002886,20250624,18.74,3.15,4.27,False,3.2
sz300840,20250630,22.3,8.83,0.9,False,-1.08
sz399360,20240927,4161.98,0.0,31.18,True,23.96
sz300346,20240815,22.0,7.12,1.82,False,-1.44
sz300621,20240809,7.98,12.91,0.0,False,-9.52
sz300576,20240813,28.34,9.41,0.32,False,-4.44
sz301395,20251028,11.39,7.81,2.63,False,-4.3
sz399550,20240926,6714.91,0.0,16.01,False,5.72
sz000739,20240924,13.75,2.76,26.32,True,15.42
sz301168,20260130,44.18,12.11,5.12,False,-9.48
sz300011,20240731,5.63,8.7,14.74,False,5.15
sz002962,20250625,15.51,5.8,0.0,False,-4.64
sz300538,20240927,15.41,0.0,32.19,True,6.62
sz000777,20240815,15.9,21.08,0.0,False,-20.13
sz002264,20240927,5.3,8.3,10.18,False,2.07
sz399804,20240927,1343.71,0.0,21.01,True,7.73
sz300196,20240927,10.23,0.0,23.06,True,16.22
sz002703,20240927,11.6,1.03,17.93,False,4.91
sz301126,20250624,10.78,1.39,10.78,False,8.37
sz002150,20240912,13.41,7.76,19.76,False,-4.7
sz002099,20240902,5.64,9.75,21.63,True,9.4
sz002299,20241008,13.56,14.23,4.35,False,4.35
sz300890,20251128,32.58,12.92,0.0,False,-7.09
sz300396,20241008,20.37,25.68,0.0,False,-21.85
sz301326,20250624,69.1,2.0,17.68,False,5.83
sz300777,20250908,35.7,4.23,1.74,False,-3.78
sz002637,20240802,8.46,7.21,3.43,False,-3.43
sz002484,20240926,13.42,0.0,16.32,False,8.87
sz000539,20240930,5.03,10.34,1.59,False,-5.96
sz002679,20240926,7.38,0.95,19.37,False,15.98
sz001213,20250624,4.0,0.5,9.03,False,9.03
sz002049,20240926,53.18,0.0,36.38,True,25.55
sz301516,20250624,16.4,1.1,13.17,False,8.78
sz301345,20260203,217.57,13.13,1.58,False,-2.28
sz000514,20240815,3.35,10.99,0.0,False,-8.3
sz002007,20240930,17.21,13.13,4.59,False,-6.86
sz301622,20250929,79.58,6.45,8.95,False,-5.97
sz002651,20240801,5.56,13.85,17.63,False,-11.15
sz301289,20250630,48.8,0.8,4.96,False,3.95
sz300711,20250630,22.88,5.9,0.0,False,-3.63
sz000625,20240930,14.54,14.52,2.2,False,-3.99
sz002565,20240815,2.68,14.17,0.0,False,-6.71
sz300630,20241112,11.79,23.58,0.0,False,-20.19
sz002831,20240930,24.39,9.12,3.79,False,3.79
sz002185,20240927,8.43,0.0,62.14,True,45.9
sz300143,20240909,8.72,18.69,26.03,True,3.67
sz300277,20240912,7.09,4.42,62.1,True,38.18
sz399398,20240927,9833.64,0.8,15.39,False,2.76
sz300424,20240927,13.02,0.15,75.12,True,59.22
sz399402,20240925,2662.42,0.37,29.12,True,17.09
sz301190,20251031,25.25,13.74,6.06,False,-11.01
sz301059,20250624,11.13,0.36,12.31,False,7.55
sz002852,20240930,7.41,7.29,5.4,False,4.05
sz002548,20240930,4.34,10.6,2.07,False,-1.15
sz399232,20240930,2702.59,7.7,3.01,False,-1.48
sz000826,20240927,1.83,1.09,30.6,True,22.4
sz300214,20240930,5.53,7.23,8.32,False,2.35
sz300447,20240930,13.58,4.93,15.32,False,2.72
sz001258,20250929,7.25,2.07,14.9,False,13.52
sz000572,20240927,3.44,5.23,54.36,True,39.83
sz001391,20250724,6.93,3.46,0.0,False,-0.87
sz002061,20240926,3.64,0.82,14.27,False,14.27
sz301323,20251219,54.05,0.09,10.97,False,8.18
sz000868,20240826,4.6,8.91,0.22,False,-2.39
sz300393,20240927,6.72,0.0,36.01,True,14.73
sz002506,20240927,2.1,3.33,41.43,True,41.43
sz300895,20250624,43.74,2.31,6.24,False,1.83
sz300609,20240730,19.24,0.78,20.95,True,12.21
sz300193,20240731,6.87,6.4,1.02,False,-4.07
sz000895,20240926,23.54,3.14,9.13,False,-0.25
sz002681,20240829,4.37,17.39,12.59,False,3.66
sz399986,20240815,6128.17,7.59,4.52,False,-6.21
sz300647,20240731,4.78,9.0,24.69,True,16.53
sz399661,20240926,4845.8,0.0,20.04,True,11.96
sz000912,20240919,3.83,0.52,19.32,False,13.58
sz300826,20250626,16.52,0.42,12.59,False,9.44
sz301259,20250724,45.09,16.59,9.12,False,-4.59
sz002929,20250822,49.98,9.58,13.33,False,-0.64
sz300320,20240806,7.49,12.55,0.0,False,-2.67
sz300077,20240906,10.04,7.67,146.91,True,146.91
sz300510,20240911,4.62,22.51,18.61,False,-4.33
sz300343,20240911,5.4,27.41,30.74,True,3.33
sz301469,20251224,29.3,2.32,20.0,False,11.26
sz002765,20240731,4.84,7.02,0.0,False,-2.89
sz300039,20240812,5.78,12.63,0.0,False,-11.94
sz000851,20240902,3.11,22.51,5.14,False,-5.79
sz002598,20240927,7.62,0.92,14.17,False,10.5
sz000711,20241101,1.81,7.18,6.63,False,1.66
sz300497,20240927,9.15,2.08,35.08,True,20.0
sz003030,20251015,19.54,4.04,13.31,False,11.82
sz000593,20240927,4.97,0.0,19.11,False,11.27
sz300615,20240807,11.24,15.93,44.22,True,-14.77
sz002080,20240930,12.54,10.52,9.33,False,0.88
sz300793,20250625,18.16,8.09,0.0,False,-4.02
sz301591,20250630,38.32,0.63,21.19,True,21.19
sz399354,20240926,6737.44,0.0,18.58,False,7.36
sz301112,20260112,42.96,15.67,0.0,False,-10.15
sz002737,20250106,20.89,18.14,0.0,False,-15.03
sz301226,20250624,27.3,3.3,5.49,False,4.18
sz300990,20260325,81.61,7.46,11.4,False,7.55
sz300025,20240927,9.37,7.9,19.74,False,-7.68
sz399003,20240809,7421.46,7.44,0.0,False,-4.73
sz002779,20240807,23.13,10.78,6.82,False,-4.76
sz000923,20240930,16.35,15.47,0.0,False,-8.38
sz300542,20240730,12.08,10.18,17.47,False,-9.85
sz002918,20250721,8.82,0.57,32.2,True,32.2
sz002584,20240924,6.41,0.94,26.53,True,17.64
sz300311,20240920,3.85,3.38,110.91,True,89.61
sz001227,20251022,2.44,2.05,1.23,False,-0.82
sz300111,20240808,2.42,12.4,2.48,False,-9.5
sz000639,20240927,2.72,2.94,17.28,False,17.28
sz002579,20240927,7.21,0.0,27.6,True,13.73
sz300476,20240927,33.7,0.0,50.44,True,24.81
sz002199,20240820,6.17,11.18,14.91,False,-7.46
sz001269,20250630,25.6,1.13,15.86,False,4.37
sz300096,20240905,3.02,15.23,25.83,True,11.59
sz002603,20240930,17.72,10.27,4.8,False,-5.19
sz301026,20251029,27.13,9.88,0.0,False,-7.85
sz002364,20240731,5.9,6.27,1.53,False,0.51
sz301312,20251126,48.45,7.33,5.92,False,4.5
sz300743,20251110,19.68,12.04,0.0,False,-9.71
sz000677,20240731,2.69,10.04,1.86,False,-9.29
sz300438,20240822,23.63,8.04,18.87,False,-2.79
sz301616,20251124,49.15,2.95,4.5,False,1.53
sz000520,20240926,2.52,3.57,154.37,True,154.37
sz002033,20240927,8.74,8.58,8.7,False,-5.15
sz300720,20251015,23.46,3.67,26.81,True,26.81
sz301371,20250721,25.97,0.69,3.74,False,3.23
sz002554,20240926,2.4,0.0,18.75,False,12.08
sz002800,20240923,9.7,1.86,30.82,True,26.08
sz399707,20240924,4739.96,0.0,43.49,True,30.97
sz000793,20240912,1.31,3.82,48.09,True,38.17
sz000009,20240930,9.58,12.0,13.05,False,5.53
sz300940,20251113,26.14,10.64,23.76,True,16.49
sz399436,20240930,4613.72,9.6,0.0,False,-7.09
sz300410,20240816,5.81,22.55,0.0,False,-21.51
sz300243,20240930,9.46,8.03,37.42,True,37.42
sz300177,20240826,6.17,6.0,15.07,False,15.07
sz000042,20240926,4.39,1.59,21.41,True,19.82
sz002302,20240826,5.78,10.72,33.88,True,-2.07
sz300725,20250624,34.9,1.78,20.43,True,18.34
sz399685,20240927,1677.85,0.0,23.25,True,4.01
sz301040,20250912,23.95,14.15,1.25,False,-3.3
sz000021,20240731,14.2,15.42,1.13,False,-14.93
sz300968,20250818,15.59,4.94,5.26,False,-2.57
sz399248,20240927,714.1,1.3,24.88,True,12.37
sz000672,20240826,5.98,11.04,0.0,False,-0.84
sz002361,20240731,3.18,5.97,3.46,False,-5.35
sz000546,20240904,4.75,10.95,34.11,True,12.21
sz002828,20240930,8.77,7.07,8.55,False,1.48
sz002055,20240731,6.79,14.43,0.0,False,-13.84
sz002606,20250107,9.01,6.33,7.55,False,7.22
sz300220,20240731,7.26,10.06,0.0,False,-4.68
sz000812,20240807,4.08,18.13,0.0,False,-12.25
sz300926,20250624,26.14,2.03,8.26,False,5.97
sz301359,20251024,20.7,8.45,1.93,False,-7.97
sz002648,20240927,17.01,0.0,11.4,False,11.4
sz300314,20240925,10.89,3.4,33.23,True,15.33
sz000708,20240930,12.93,13.22,2.63,False,-11.21
sz000926,20240926,2.3,0.0,20.0,True,14.78
sz399655,20240927,9464.7,0.0,17.57,False,5.24
sz001316,20251022,33.23,1.9,11.95,False,4.78
sz301090,20250924,7.67,4.82,0.0,False,-1.04
sz301223,20251218,17.87,0.0,9.85,False,9.85
sz300672,20251106,85.59,2.59,31.87,True,14.55
sz002406,20240926,5.03,0.4,51.49,True,51.49
sz002161,20240731,4.6,15.23,0.87,False,-13.71
sz000725,20240927,4.1,2.44,13.9,False,7.56
sz002236,20240927,15.35,1.56,16.28,False,0.26
sz301413,20250729,86.57,10.12,45.06,True,40.28
sz001872,20260226,20.16,0.0,14.93,False,11.06
sz301389,20251217,53.47,6.49,7.5,False,-1.1
sz002278,20240924,4.34,0.46,28.11,True,26.73
sz300871,20250905,22.35,9.93,2.01,False,-4.7
sz002085,20240927,13.8,6.52,63.48,True,63.48
sz000596,20241008,217.29,19.66,0.0,False,-10.5
sz300043,20240830,2.73,16.12,27.47,True,27.47
sz003035,20251128,4.82,5.6,0.0,False,-2.14
sz399106,20240926,1638.36,0.0,28.1,True,21.57
sz300120,20240807,5.43,8.29,7.18,False,-4.79
sz001216,20260330,17.59,0.91,10.63,False,6.54
sz002481,20240926,4.27,0.0,21.78,True,21.31
sz300912,20251224,16.85,5.04,103.56,True,103.56
sz000608,20240924,1.71,0.0,61.4,True,31.58
sz301017,20251031,12.27,1.3,35.78,True,13.94
sz002632,20240828,7.02,11.54,4.99,False,3.56
sz300409,20240903,9.14,6.13,51.19,True,29.19
sz002355,20240813,4.47,6.71,4.47,False,4.47
sz300772,20260206,18.59,0.32,15.65,False,8.55
sz002798,20240926,3.61,1.39,16.9,False,16.07
sz200037,20240930,1.75,0.0,13.71,False,9.71
sz200550,20250206,9.84,2.64,2.44,False,-0.81
sz300239,20240927,4.99,0.0,20.26,True,7.42
sz300971,20251225,24.09,0.33,11.62,False,7.93
sz002378,20240927,6.18,0.0,17.64,False,17.64
sz300696,20260409,30.07,3.56,16.1,False,16.1
sz003001,20250714,27.67,2.2,34.37,True,6.4
sz001288,20250722,21.75,9.29,10.21,False,10.21
sz002178,20240926,3.75,0.0,95.73,True,95.73
sz399602,20240926,824.18,0.0,22.38,True,18.1
sz002883,20250624,11.1,1.35,24.95,True,24.95
sz300845,20250924,11.08,8.03,3.52,False,1.26
sz002385,20240927,4.28,4.44,11.44,False,7.24
sz301089,20251022,32.75,7.33,5.25,False,0.73
sz002136,20240930,10.1,8.81,3.17,False,0.99
sz000425,20240826,6.58,12.17,2.43,False,2.43
sz002202,20240826,7.82,0.51,7.8,False,7.8
sz002451,20240925,5.29,0.95,37.43,True,37.43
sz002706,20240927,6.65,2.86,14.59,False,-1.81
sz301123,20250624,22.01,1.64,27.17,True,9.63
sz002155,20240807,12.12,9.52,2.47,False,-7.61
sz002967,20250709,18.39,7.78,0.0,False,-5.66
sz002261,20240903,12.32,10.23,62.34,True,54.22
sz301217,20260212,36.96,6.22,34.88,True,-5.63
sz300868,20250725,32.09,5.8,0.0,False,-1.22
sz002432,20240808,40.99,2.49,4.78,False,4.78
sz002748,20240930,5.91,8.12,8.8,False,5.08
sz000408,20240926,24.85,1.29,14.04,False,11.59
sz001322,20250916,8.44,7.7,0.0,False,-2.13
sz300014,20240731,37.65,19.1,0.0,False,-17.53
sz301390,20250905,36.05,8.85,3.0,False,-4.08
sz300573,20250324,55.85,17.53,5.22,False,-10.58
sz399555,20240926,4713.72,0.0,14.93,False,5.19
sz000917,20240925,5.61,4.28,63.46,True,63.46
sz300823,20251020,15.39,0.0,12.15,False,12.15
sz399303,20240927,6368.0,0.0,21.38,True,15.66
sz002479,20240822,3.7,7.03,0.0,False,-0.81
sz399983,20240926,2346.81,0.0,18.87,False,10.59
sz300642,20240816,14.0,22.07,7.14,False,-14.07
sz399664,20240927,861.66,0.0,18.8,False,13.57
sz002437,20240925,1.94,1.03,26.29,True,20.62
sz000959,20240925,2.9,1.73,21.05,True,12.42
sz301212,20250908,27.11,12.76,1.66,False,-3.73
sz301588,20250703,18.74,2.45,2.35,False,0.11
sz000890,20240926,3.03,1.98,23.1,True,16.17
sz003029,20251015,25.48,5.22,14.01,False,0.08
sz002901,20251201,49.46,5.48,0.36,False,-2.3
sz300308,20240926,128.78,2.81,43.6,True,10.36
sz002454,20240927,5.7,1.05,14.56,False,11.4
sz002207,20240812,5.01,17.96,9.98,False,-15.77
sz000420,20240930,3.42,12.28,17.54,False,17.54
sz002760,20240822,15.28,20.68,1.31,False,-15.64
sz399413,20240930,145.91,2.59,2.26,False,1.95
sz300515,20240731,9.31,12.36,0.0,False,-8.6
sz002380,20240731,16.95,11.62,0.0,False,-9.91
sz300989,20250627,16.38,0.79,14.16,False,3.66
sz002249,20240919,4.55,1.54,22.85,True,11.84
sz003004,20250908,19.74,4.46,6.79,False,-4.26
sz000989,20240927,6.68,2.24,6.43,False,4.34
sz300272,20240802,4.75,10.52,5.05,False,5.05
sz300693,20250716,31.67,2.56,12.03,False,12.03
sz300421,20240731,8.7,8.97,16.67,False,3.91
sz399407,20240927,1866.55,0.0,26.43,True,18.6
sz301558,20250625,8.86,1.13,5.08,False,2.48
sz002180,20240924,25.5,2.51,30.67,True,7.65
sz300146,20240930,14.54,16.98,7.56,False,-14.44
sz002333,20240930,5.71,10.86,1.93,False,-3.33
sz000620,20240930,1.86,16.67,1.61,False,-2.15
sz002560,20240927,5.57,0.0,14.9,False,10.59
sz002654,20240927,10.54,3.89,85.58,True,66.98
sz301071,20250811,30.97,7.81,2.81,False,-1.55
sz002350,20240801,5.07,9.86,0.0,False,-7.1
sz000010,20240924,1.87,1.07,26.2,True,21.93
sz300959,20250707,43.51,3.31,4.78,False,4.78
sz001914,20250908,12.03,5.82,3.91,False,-4.32
sz002819,20240830,23.22,5.13,35.36,True,35.36
sz002064,20240819,7.15,10.63,2.38,False,-7.83
sz301368,20250819,76.39,13.73,0.0,False,-0.96
sz300739,20251020,15.19,1.05,14.55,False,7.24
sz399237,20240731,940.33,6.36,0.26,False,-5.99
sz300917,20250710,49.36,13.27,0.0,False,-9.36
sz300211,20240814,6.16,17.86,19.97,False,-11.04
sz300442,20240925,24.22,0.62,54.95,True,32.49
sz301195,20250908,35.78,6.76,0.0,False,-4.86
sz300125,20240807,3.65,31.66,13.02,False,-6.94
sz002857,20240930,11.76,11.98,2.8,False,-3.74
sz301317,20251027,33.43,14.06,0.0,False,-11.55
sz300746,20260120,14.24,6.81,0.35,False,-2.11
sz002532,20240926,7.01,0.0,15.99,False,9.71
sz000995,20240919,10.19,3.63,44.75,True,21.69
sz300093,20240927,13.12,0.0,57.92,True,29.66
sz301023,20250624,42.07,3.61,5.68,False,4.4
sz300708,20250708,8.58,0.24,6.86,False,3.18
sz301290,20251111,26.68,4.24,2.66,False,-1.95
sz300473,20240802,15.4,6.88,7.66,False,5.58
sz001222,20260120,23.92,8.95,0.0,False,-7.02
sz002866,20240912,13.61,8.16,27.41,True,12.64
sz002285,20240808,1.97,15.74,10.15,False,-1.02
sz000796,20240731,3.31,11.78,0.0,False,-4.23
sz002983,20251016,20.51,2.93,2.05,False,0.44
sz300945,20260126,20.21,10.04,22.22,True,8.31
sz000338,20240930,14.8,16.75,0.54,False,-13.58
sz002805,20240905,11.71,18.87,16.57,False,1.37
sz002078,20240927,13.84,9.9,6.07,False,-7.01
sz001388,20260119,45.91,6.12,0.17,False,-0.63
sz002498,20240930,3.45,10.14,6.96,False,-2.03
sz300597,20240807,7.15,5.6,1.96,False,0.14
sz002551,20240926,2.72,0.0,21.31,True,19.1
sz301613,20251010,53.55,9.39,0.0,False,-2.18
sz000525,20240808,6.32,0.0,26.99,True,26.99
sz002036,20240906,7.43,13.19,37.69,True,19.78
sz300139,20240906,12.63,7.21,56.37,True,47.11
sz002930,20250922,10.83,6.09,0.0,False,-2.03
sz300339,20240920,22.12,3.03,216.17,True,182.63
sz002465,20240930,10.56,5.87,9.0,False,9.0
sz002102,20240930,2.7,11.11,4.44,False,2.22
sz000411,20240927,9.57,1.05,12.75,False,8.05
sz002698,20240927,13.24,2.57,16.99,False,5.21
sz002594,20240314,68.34,5.32,3.67,False,0.75
sz300796,20250905,10.45,8.52,1.72,False,-5.74
sz300377,20240731,6.08,13.98,0.0,False,-9.7
sz300610,20240930,9.53,5.88,9.65,False,1.15
sz002448,20240930,6.22,9.65,4.66,False,-4.34
sz300812,20251021,24.25,0.99,18.56,False,2.23
sz300547,20240930,17.18,8.79,20.14,True,13.68
sz002581,20240930,10.8,10.93,16.02,False,16.02
sz300020,20241022,2.39,2.93,26.78,True,5.02
sz301159,20251021,34.54,1.51,6.86,False,6.86
sz000968,20240930,6.68,7.19,4.19,False,-2.4
sz300293,20240830,15.47,6.72,67.94,True,67.94
sz002255,20240930,5.04,8.33,11.9,False,11.31
sz002953,20250708,10.7,2.43,1.96,False,1.96
sz300509,20240830,4.67,3.85,50.32,True,50.32
sz300995,20251020,46.76,18.29,2.8,False,-17.74
sz003018,20251021,11.87,0.84,42.29,True,10.78
sz001358,20251124,26.5,8.04,2.3,False,-3.13
sz301117,20250626,22.32,3.0,6.32,False,4.97
sz002732,20240927,15.25,4.26,9.44,False,-0.39
sz002164,20240925,4.2,1.19,18.33,False,16.67
sz300638,20240930,14.5,10.07,19.65,False,18.21
sz002399,20240925,9.31,1.72,29.32,True,19.23
sz002956,20251029,21.8,4.77,18.39,False,12.8
sz002250,20240927,5.4,4.44,14.07,False,8.7
sz300677,20250701,24.32,1.03,32.2,True,32.15
sz002403,20240821,7.7,20.25,10.0,False,-14.15
sz300859,20250721,37.21,2.02,21.45,True,10.72
sz399650,20240927,1966.19,0.0,14.95,False,5.66
sz001313,20251111,7.64,1.83,16.36,False,16.1
sz301095,20260105,74.58,2.28,11.28,False,-2.04
sz301268,20251113,20.72,9.22,1.11,False,-9.03
sz300817,20250624,22.52,3.11,6.13,False,2.98
sz300046,20240920,15.16,2.57,246.39,True,220.85
sz002149,20240927,13.49,0.0,22.83,True,17.49
sz301458,20250714,34.49,3.02,10.15,False,10.15
sz000889,20240731,1.72,9.88,8.14,False,-6.98
sz300521,20240806,10.41,9.03,26.71,True,16.81
sz200761,20240926,1.48,2.7,12.84,False,2.7
sz300008,20240731,3.91,13.3,0.0,False,-11.51
sz002107,20240927,4.15,0.0,17.59,False,13.01
sz301171,20250718,27.6,4.24,27.46,True,12.32
sz300614,20260120,15.08,5.64,3.85,False,1.26
sz000720,20240924,2.66,0.0,54.51,True,43.23
sz002233,20240925,6.8,0.74,13.98,False,8.24
sz002460,20240927,31.19,5.35,21.1,True,8.91
sz002935,20250905,15.31,1.63,3.46,False,3.4
sz399967,20240927,9227.7,0.0,20.5,True,16.69
sz002660,20240911,7.4,8.78,18.65,False,9.73
sz301522,20250630,35.61,4.02,1.12,False,0.22
sz002307,20240827,3.46,20.23,0.0,False,-11.27
sz300592,20240927,12.23,5.8,27.88,True,-4.33
sz300172,20240930,5.35,7.29,9.72,False,-0.93
sz301658,20251103,32.98,14.22,5.37,False,-10.31
sz002986,20250717,10.88,0.18,22.24,True,15.62
sz399433,20240731,1612.95,4.81,0.54,False,-4.59
sz002349,20240812,7.42,13.61,0.0,False,-8.62
sz300415,20240926,19.56,0.0,32.98,True,16.72
sz300246,20240926,6.45,0.16,29.61,True,8.68
sz002863,20240927,4.06,0.0,15.01,False,6.4
sz301068,20251201,30.66,18.46,0.0,False,-15.59
sz301295,20251128,27.16,9.02,6.37,False,5.96
sz300225,20240903,5.49,5.46,50.64,True,39.89
sz300923,20251124,25.98,8.58,1.73,False,-2.39
sz000543,20241206,7.96,11.43,2.64,False,-10.3
sz002050,20240927,21.2,5.94,17.4,False,-0.19
sz000990,20240927,7.48,0.27,15.51,False,5.21
sz000859,20240902,3.87,17.83,15.76,False,4.13
sz002537,20240801,5.35,9.72,0.0,False,-8.04
sz300326,20240925,4.31,1.39,39.21,True,26.22
sz300575,20240927,6.02,1.16,21.26,True,-0.83
sz399553,20240926,6382.74,0.0,19.54,False,6.16
sz001324,20251009,19.69,4.01,4.57,False,1.37
sz300012,20240812,11.77,14.95,0.0,False,-12.91
sz002961,20251128,22.29,2.83,36.52,True,30.19
sz002267,20240927,6.78,0.44,13.27,False,7.23
sz399807,20240819,1262.52,14.15,0.0,False,-13.06
sz002700,20241015,8.21,5.84,39.44,True,32.38
sz301125,20251210,18.69,10.06,2.09,False,1.77
sz000589,20240930,5.28,11.74,4.73,False,-10.04
sz300491,20240930,16.74,13.08,11.95,False,-9.92
sz301272,20250624,35.13,0.6,9.02,False,7.94
sz002457,20240806,7.82,3.07,10.48,False,5.48
sz002902,20251105,21.58,4.03,2.59,False,0.32
sz001309,20250702,86.93,9.36,0.43,False,-2.1
sz002130,20240930,13.82,1.09,57.69,True,44.66
sz002885,20250624,13.81,0.94,7.89,False,4.34
sz002419,20240926,4.4,0.0,15.23,False,14.09
sz000977,20240927,37.57,0.0,24.09,True,15.89
sz300345,20240807,7.3,20.96,0.0,False,-13.01
sz002383,20240731,6.3,13.65,1.9,False,-12.38
sz000690,20240930,4.7,12.13,2.34,False,-6.17
sz300622,20250617,36.03,9.69,2.75,False,-7.49
sz300977,20250624,17.62,1.25,12.77,False,11.63
sz300690,20250624,23.3,0.17,8.54,False,7.6
sz300271,20240926,5.18,0.0,99.42,True,99.42
sz002183,20240919,3.16,0.95,39.87,True,38.29
sz000559,20240909,4.51,0.67,26.61,True,13.3
sz002837,20240731,17.83,13.29,2.42,False,-11.22
sz002563,20240927,5.24,0.0,19.27,False,4.39
sz002004,20240812,3.96,3.53,2.78,False,-3.03
sz000517,20240926,2.35,4.68,14.04,False,5.53
sz300893,20250624,16.86,1.52,6.23,False,5.3
sz399429,20240927,1226.95,0.0,15.94,False,11.61
sz301011,20250624,27.93,3.33,2.76,False,-1.15
sz002634,20241024,3.65,0.0,36.16,True,8.77
sz300168,20240924,5.42,0.18,61.25,True,47.05
sz300441,20240731,5.92,9.46,0.0,False,-4.05
sz301538,20250624,52.79,5.06,29.17,True,29.17
sz300126,20240927,4.75,0.0,24.63,True,12.21
sz301196,20260224,87.11,10.4,26.46,True,26.46
sz301193,20250702,16.41,3.23,27.0,True,13.47
sz200019,20250220,3.23,2.48,0.62,False,-1.55
