ts_code,breakthrough_date,breakthrough_price,consolidation_amplitude,volatility_shrink_ratio,final_gain,success
sh603013,20251125,22.06,40.35,0.7373,-0.05,False
sh600684,20240801,3.07,35.24,0.4057,-6.51,False
sh600963,20240924,4.09,30.21,0.8533,19.8,False
sh688196,20251020,46.65,24.32,1.039,-4.33,False
sh603127,20251211,31.23,48.41,1.1495,14.31,False
sh601228,20240801,3.18,14.81,0.4035,-1.57,False
sh600857,20240927,6.09,20.4,0.7275,-0.66,False
sh600350,20240925,8.52,15.85,2.5342,-6.46,False
sh600503,20240926,2.02,18.83,1.1725,4.46,False
sh603126,20240927,5.5,20.56,0.769,5.27,False
sh600064,20240809,5.75,20.44,0.3114,-0.17,False
sh600819,20240730,4.75,29.27,0.3904,-4.21,False
sh603759,20251014,8.3,22.51,2.6099,4.1,False
sh000995,20240822,2706.85,8.47,1.2219,-2.74,False
sh603977,20250626,12.32,27.4,0.7925,1.38,False
sh600333,20240923,3.93,9.08,0.7347,15.01,False
sh600654,20240927,2.36,22.95,0.7982,-1.69,False
sh600007,20240731,20.28,17.51,1.2771,-1.82,False
sh900941,20240730,0.32,24.0,0.5132,1.25,False
sh600180,20240926,3.98,17.33,1.7004,8.54,False
sh688308,20250626,17.96,29.23,0.2232,1.61,False
sh603270,20250708,24.7,40.74,0.3691,2.91,False
sh600498,20240927,15.57,16.75,0.82,3.6,False
sh600302,20240919,3.83,24.64,0.6788,7.83,False
sh600551,20240829,7.36,17.34,1.8729,2.58,False
sh600036,20240808,28.92,14.43,0.7259,2.87,False
sh600982,20240930,3.76,13.82,3.0628,-4.26,False
sh600285,20240808,22.35,24.44,4.1005,0.76,False
sh000823,20240927,5700.07,23.0,0.662,0.95,False
sh600805,20240927,3.88,26.21,0.7485,1.55,False
sh688339,20250709,22.59,14.4,0.7157,-0.27,False
sh900913,20240925,0.22,54.41,0.9782,11.52,False
sh000989,20240926,4572.53,11.11,0.7596,11.04,False
sh688509,20251021,5.08,17.6,1.1915,-4.53,False
sh600648,20240731,8.85,18.99,0.4064,-2.26,False
sh603159,20240930,10.94,17.28,1.4479,-3.02,False
sh688293,20260113,55.76,26.97,0.8999,-0.09,False
sh603091,20260410,77.6,25.51,2.488,2.35,False
sh600361,20240731,4.18,34.76,1.496,-9.82,False
sh601163,20240930,15.43,15.07,1.314,-4.73,False
sh688314,20250624,29.27,39.74,0.5198,7.52,False
sh600606,20240926,1.72,24.28,1.2933,12.79,False
sh603117,20250212,6.18,64.14,0.6929,3.24,False
sh600406,20240807,23.11,16.66,0.3841,-2.03,False
sh600255,20240801,1.83,23.81,0.5572,-1.64,False
sh688114,20250822,74.63,19.39,0.7735,-4.03,False
sh603023,20240930,2.15,18.89,0.8639,-0.93,False
sh605507,20251224,23.27,12.24,0.9857,6.57,False
sh600732,20240930,10.3,31.34,1.1388,-8.54,False
sh600581,20240924,2.99,13.13,1.2056,16.05,False
sh000917,20240930,2857.05,16.46,1.5823,-3.53,False
sh688597,20250624,7.79,31.94,0.3971,1.93,False
sh600236,20240930,6.78,32.15,0.5873,-6.63,False
sh605337,20251110,12.93,25.11,0.4154,-0.62,False
sh600698,20240904,4.08,23.04,1.7212,-2.45,False
sh603189,20240823,11.77,18.29,0.7462,4.84,False
sh600935,20251010,2.45,12.32,1.6699,1.63,False
sh600080,20240930,6.71,17.9,0.9911,-5.66,False
sh601518,20240926,2.42,13.57,1.6252,2.89,False
sh603617,20250707,7.37,31.47,0.4048,0.27,False
sh601328,20240924,6.6,24.18,4.4779,3.34,False
sh603489,20250624,27.14,42.73,0.5208,-0.07,False
sh688096,20260108,8.96,26.97,1.6354,4.69,False
sh601366,20241226,5.25,21.71,1.1635,-3.43,False
sh603026,20240930,36.14,28.09,1.0603,-9.66,False
sh600919,20240807,6.72,12.86,0.6258,0.3,False
sh605298,20260324,43.52,35.45,1.9026,7.03,False
sh688225,20250820,21.89,17.5,1.3053,-1.55,False
sh601860,20251021,2.94,11.52,1.0514,-1.02,False
sh600399,20240927,5.71,30.9,0.3742,4.55,False
sh601601,20250514,33.65,15.98,1.1258,-2.26,False
sh000142,20240927,8178.57,11.65,1.6434,2.32,False
sh600403,20240925,2.76,19.99,0.7657,6.88,False
sh600050,20240816,4.46,11.79,1.1027,1.34,False
sh603688,20241009,34.57,45.23,3.6086,-19.53,False
sh688311,20250725,37.48,21.99,0.9496,-0.91,False
sh688025,20260116,145.0,29.4,1.1869,-0.34,False
sh688676,20250717,36.0,20.25,1.1528,12.17,False
sh600537,20240930,2.99,26.07,2.2758,-7.02,False
sh600863,20240902,4.15,16.76,0.8875,-5.54,False
sh600784,20240923,4.8,13.76,0.6391,17.9,False
sh688638,20251128,40.41,44.19,0.5373,-7.45,False
sh600579,20240802,6.08,28.88,1.4683,-12.5,False
sh600987,20240923,6.83,15.82,1.1793,9.81,False
sh688372,20250625,59.27,24.08,0.8862,-2.56,False
sh601231,20240808,14.48,22.44,2.2468,3.18,False
sh603590,20251113,47.31,38.38,1.0908,-6.0,False
sh600660,20240730,42.73,16.01,1.067,-5.99,False
sh601083,20251014,11.63,11.0,1.6061,4.9,False
sh603416,20240829,28.29,25.76,0.5629,1.94,False
sh600307,20240919,1.25,10.09,1.0944,8.0,False
sh688046,20250627,13.28,39.7,0.4012,8.13,False
sh688443,20260109,32.44,18.67,0.8866,-5.52,False
sh603789,20240930,7.74,26.57,0.7499,-5.3,False
sh600098,20240806,5.81,17.21,2.325,0.86,False
sh601500,20240930,5.37,32.92,0.3598,-6.89,False
sh600702,20240930,59.44,35.61,3.9365,8.9,False
sh603195,20260225,43.97,8.51,1.1343,-3.89,False
sh605050,20260320,14.43,13.38,0.8098,1.59,False
sh600265,20240930,15.44,24.82,1.3499,-5.12,False
sh688777,20250806,49.07,15.09,1.0356,-1.51,False
sh600132,20240926,58.1,23.5,1.5625,6.37,False
sh688273,20251201,37.47,29.46,1.9676,-5.71,False
sh600455,20240913,16.32,23.93,0.9721,5.15,False
sh000114,20240927,1207.97,12.17,1.9757,1.97,False
sh603843,20240730,2.71,55.77,0.3983,1.48,False
sh603516,20250718,45.3,32.19,1.0868,11.13,False
sh601005,20250702,1.41,17.22,0.4921,0.71,False
sh603071,20251201,13.53,12.77,1.2109,-1.48,False
sh600381,20241025,2.83,39.17,1.1821,-2.83,False
sh000300,20240926,3545.32,11.93,1.1671,12.76,False
sh688693,20250625,32.81,36.93,0.2576,9.72,False
sh600048,20240926,8.95,22.6,1.1356,10.17,False
sh600835,20240925,11.16,14.01,0.8993,13.89,False
sh603271,20251020,38.0,23.02,0.3603,7.74,False
sh601456,20250710,10.45,13.82,0.9172,7.94,False
sh605080,20250701,28.38,53.56,0.4971,-1.91,False
sh000813,20240927,2702.34,16.41,0.6884,0.37,False
sh603717,20240930,6.04,42.24,1.1407,-4.8,False
sh600006,20240930,7.04,37.23,0.8582,-8.52,False
sh688347,20260410,121.61,48.09,0.8122,2.47,False
sh688620,20250806,12.98,18.3,0.8519,5.93,False
sh603976,20251020,19.52,38.82,0.4832,2.2,False
sh600561,20240821,4.58,69.99,2.1912,-8.73,False
sh605399,20250924,12.59,46.83,0.4713,0.87,False
sh688577,20251222,95.19,41.34,0.9482,-4.93,False
sh600636,20240925,8.14,32.45,0.5,7.13,False
sh600351,20240930,6.08,17.01,1.8381,-6.74,False
sh600502,20240926,4.19,16.3,1.2045,12.89,False
sh603212,20251020,11.18,19.98,2.5389,1.25,False
sh688539,20250624,25.49,24.33,0.4262,4.16,False
sh600678,20240927,5.5,23.44,1.0546,7.27,False
sh603169,20240820,4.99,26.65,0.4599,-14.43,False
sh900923,20240802,0.41,26.4,0.7256,-2.21,False
sh600837,20240807,8.47,17.09,0.7662,-0.48,False
sh688608,20250819,259.99,29.09,0.5308,10.35,False
sh601118,20240827,4.73,32.71,0.6116,0.42,False
sh603258,20240910,16.93,16.06,0.7874,-4.37,False
sh688192,20260415,60.2,44.4,0.7582,-1.89,False
sh603897,20250624,22.75,50.1,0.8863,5.49,False
sh600853,20240927,3.29,14.13,0.849,3.04,False
sh600507,20240926,3.97,14.75,2.2921,3.78,False
sh603390,20251219,13.1,14.98,1.2876,-0.99,False
sh600060,20240930,21.5,53.51,0.7393,-12.14,False
sh603896,20240930,24.39,24.2,2.4897,-9.8,False
sh688321,20251031,30.87,49.44,0.9698,-1.49,False
sh600337,20241028,1.82,58.3,1.837,12.1,False
sh688625,20250624,30.77,38.07,0.3884,0.1,False
sh688511,20260324,26.47,37.01,0.3777,1.28,False
sh603088,20240930,7.02,31.94,1.6226,-5.27,False
sh600650,20250110,14.28,62.08,0.7108,1.47,False
sh900945,20240731,0.18,45.76,0.9774,-1.69,False
sh600379,20240919,8.99,16.55,0.8421,0.45,False
sh603713,20260106,60.59,22.63,0.8965,-2.28,False
sh688696,20250821,120.38,21.03,0.8359,4.49,False
sh603289,20251205,10.22,19.06,1.7892,-2.64,False
sh600203,20240923,7.08,18.12,1.1015,13.84,False
sh600599,20240827,9.82,34.35,0.6197,6.42,False
sh600905,20250625,4.21,9.0,1.2333,0.47,False
sh603288,20240830,35.88,9.89,1.1725,-4.21,False
sh600883,20240927,5.98,19.99,1.158,1.51,False
sh688425,20250708,4.01,7.6,0.7293,0.5,False
sh600764,20240801,20.24,25.63,1.0136,-5.78,False
sh603626,20240827,6.16,27.14,1.0003,61.2,True
sh601566,20241008,8.25,36.12,1.9757,-14.55,False
sh688772,20250625,14.9,41.5,0.2365,-7.25,False
sh603059,20251222,31.5,32.56,1.0596,-4.38,False
sh603322,20240930,29.4,31.11,0.9988,3.74,False
sh605055,20260203,9.25,23.69,0.8575,6.49,False
sh600433,20240925,2.73,12.66,0.9453,10.99,False
sh603016,20240912,15.41,17.01,0.4418,12.85,False
sh688215,20260115,72.22,29.7,1.0401,5.26,False
sh601318,20240813,37.3,14.92,0.5628,3.06,False
sh603058,20240731,7.82,28.69,0.7304,-4.86,False
sh600967,20240731,7.33,19.23,0.9444,2.59,False
sh688110,20260414,119.0,41.68,1.8269,1.88,False
sh600736,20240926,4.51,14.08,1.0219,2.22,False
sh603027,20241008,10.59,37.81,3.6407,-13.28,False
sh600585,20240926,22.14,26.97,1.8617,8.49,False
sh688097,20250630,27.82,40.92,0.349,-3.67,False
sh603992,20250624,21.06,33.4,0.4827,2.9,False
sh600778,20240805,4.24,30.18,0.4586,-4.72,False
sh603069,20240926,16.5,39.7,0.5369,3.45,False
sh603312,20250624,35.69,27.14,0.9294,1.82,False
sh688439,20250630,58.25,34.77,0.3769,-5.67,False
sh605180,20260121,15.43,26.53,0.9882,-1.56,False
sh688209,20250725,18.55,15.72,0.7441,-0.16,False
sh600148,20240731,12.95,30.57,0.4451,0.08,False
sh600232,20240731,4.28,23.28,0.4369,0.0,False
sh605007,20250707,11.77,10.25,1.2127,0.59,False
sh600461,20250401,8.97,15.82,0.671,5.8,False
sh688247,20250627,10.12,28.42,0.6467,5.53,False
sh600106,20240924,4.76,37.07,1.7439,16.58,False
sh605333,20250722,32.5,21.7,1.0218,4.03,False
sh600348,20240930,8.16,42.96,0.551,-5.51,False
sh000827,20240927,1397.0,11.11,1.1333,5.12,False
sh600281,20240911,3.21,30.79,0.7715,-7.79,False
sh603171,20250624,40.45,31.16,0.7954,6.72,False
sh600801,20240813,13.07,17.57,0.4266,-8.65,False
sh900917,20240926,0.22,22.2,0.313,19.46,False
sh603920,20240829,18.21,45.68,0.5686,17.19,False
sh688297,20250922,48.82,30.0,1.5184,-1.84,False
sh600785,20241104,11.61,38.06,1.4879,-1.46,False
sh688677,20251201,45.44,32.13,0.6555,2.93,False
sh600365,20240903,2.67,19.67,0.5703,-7.12,False
sh603095,20250624,16.04,33.82,0.4031,0.56,False
sh603113,20240930,5.54,31.24,1.2385,-4.51,False
sh603689,20240924,8.28,24.2,1.9761,9.3,False
sh600198,20240913,5.81,18.25,0.5139,60.93,True
sh688315,20250708,14.63,22.51,1.3699,4.17,False
sh600054,20240927,11.4,12.59,1.6569,-3.95,False
sh600829,20240905,6.48,15.71,2.1941,-17.9,False
sh603222,20240909,6.49,20.25,1.9369,-17.87,False
sh600360,20241008,3.74,47.44,0.5519,-1.07,False
sh600533,20240925,2.02,23.65,0.812,12.38,False
sh688021,20251219,18.43,24.22,1.6436,-0.71,False
sh603158,20240802,7.51,26.74,0.6448,-11.58,False
sh000841,20240927,7489.16,10.6,0.9103,4.43,False
sh688338,20251128,26.73,10.76,1.2564,-2.13,False
sh600664,20240919,3.04,27.34,0.3393,9.54,False
sh603908,20240806,21.32,29.32,0.6593,-7.5,False
sh600983,20240930,7.88,15.88,1.6868,-5.2,False
sh688376,20251202,46.0,35.39,0.5917,2.11,False
sh605136,20250904,10.07,23.87,0.4239,6.36,False
sh600303,20241024,2.74,22.1,0.9617,0.0,False
sh600550,20240822,4.53,30.91,0.7628,-2.65,False
sh601101,20240816,7.92,31.83,1.586,-4.92,False
sh603041,20240930,10.61,21.94,1.3028,-4.52,False
sh688411,20260128,240.4,76.77,0.5332,-5.57,False
sh600237,20240926,5.31,17.72,1.104,8.1,False
sh688138,20250708,27.08,32.24,0.7286,-1.11,False
sh603613,20250819,24.58,20.79,0.475,7.73,False
sh603568,20240927,19.29,17.33,0.751,8.66,False
sh600279,20240926,3.78,10.06,1.0436,7.41,False
sh600449,20240927,11.78,33.0,1.3453,0.34,False
sh603358,20250408,33.99,29.8,0.6829,4.91,False
sh688092,20250624,21.52,28.46,0.2928,4.37,False
sh688708,20250701,55.72,26.53,0.5841,1.51,False
sh601019,20251201,8.73,21.57,1.0788,-4.01,False
sh688221,20251015,14.8,64.98,1.1523,-2.23,False
sh600160,20240930,22.04,59.11,0.8063,-8.12,False
sh603290,20250724,85.62,11.43,0.9679,0.15,False
sh603316,20240920,4.19,22.07,0.6577,10.5,False
sh000146,20240927,6120.73,11.28,1.0943,4.56,False
sh603810,20250904,15.08,17.27,1.9066,1.99,False
sh601881,20240830,10.72,22.34,0.5689,3.45,False
sh000858,20240927,5553.45,17.8,0.6954,11.63,False
sh601766,20240924,6.99,21.63,3.6478,18.45,False
sh688038,20250901,15.85,22.43,1.8066,0.13,False
sh688496,20251027,8.93,21.68,1.1579,-19.93,False
sh600830,20250207,9.94,42.85,1.5258,-0.3,False
sh600184,20240807,9.14,27.24,0.784,-4.92,False
sh601949,20250708,6.65,14.28,0.4833,0.03,False
sh900926,20240927,1.51,25.72,4.1326,1.66,False
sh601965,20240927,17.36,17.97,0.9274,4.84,False
sh600549,20240924,17.3,12.23,0.9796,20.87,True
sh600480,20240930,6.9,30.24,0.8139,-4.57,False
sh603217,20260306,24.88,19.16,1.2913,-3.34,False
sh600354,20240926,5.01,15.43,0.8654,7.58,False
sh688646,20250825,32.82,23.51,0.8016,-4.72,False
sh688015,20251124,22.7,26.59,0.3904,3.96,False
sh603259,20251210,92.75,27.03,0.9336,-2.33,False
sh600633,20240927,9.4,13.97,1.3556,2.02,False
sh603190,20250624,22.59,34.5,0.4614,1.11,False
sh688121,20251021,12.87,29.54,0.3209,1.32,False
sh601319,20251014,8.1,20.12,2.204,5.93,False
sh600707,20240930,7.48,27.63,0.5059,-4.55,False
sh600928,20251104,3.99,20.37,0.5071,3.76,False
sh601998,20240815,5.89,18.92,0.5304,4.42,False
sh688408,20250717,51.06,23.68,1.0428,2.13,False
sh688392,20260408,130.0,52.55,1.467,-2.09,False
sh600749,20240806,11.35,27.73,1.6856,-5.37,False
sh603809,20250905,14.37,27.46,0.5129,3.9,False
sh601186,20240809,7.96,11.73,0.854,0.88,False
sh600179,20240925,2.23,16.02,0.7524,9.87,False
sh603668,20240926,12.26,19.02,0.999,-0.82,False
sh688238,20260112,7.8,22.94,0.9397,-2.44,False
sh688711,20250624,17.02,30.98,0.2213,3.76,False
sh600190,20241112,1.94,38.34,2.0715,-12.37,False
sh601001,20240926,15.1,33.73,0.7591,3.51,False
sh000111,20240731,5901.27,12.34,1.248,-5.67,False
sh600137,20240927,12.43,11.46,0.806,4.18,False
sh603808,20240930,7.17,15.82,1.5137,-7.39,False
sh601187,20250909,6.31,26.16,0.4246,-0.48,False
sh688276,20250717,22.24,9.36,1.2296,9.26,False
sh600886,20240930,16.49,24.07,0.7566,-4.61,False
sh688420,20251020,24.89,17.84,0.7173,5.26,False
sh600761,20240930,21.06,30.75,1.0087,-7.08,False
sh600206,20240926,9.43,12.69,1.1091,19.72,False
sh605033,20250707,19.42,53.4,1.4352,-0.88,False
sh603517,20240930,16.41,32.26,2.5204,-7.5,False
sh688147,20250624,29.34,29.5,0.4932,3.42,False
sh600248,20240925,3.59,11.67,0.8231,5.85,False
sh603559,20240805,3.25,37.58,0.5926,10.21,False
sh688109,20260320,130.66,34.53,0.5606,-2.3,False
sh000093,20240926,9970.5,13.11,1.2046,12.19,False
sh600962,20240920,11.55,25.28,1.659,7.36,False
sh601066,20250625,24.36,11.23,0.8577,-2.63,False
sh600685,20240813,27.04,15.29,1.2294,-4.59,False
sh688739,20251020,26.79,12.63,0.8833,1.9,False
sh603369,20240930,50.34,38.48,1.2089,-7.75,False
sh600478,20240930,4.11,21.37,1.8719,-4.38,False
sh600151,20240801,5.06,32.74,1.6796,-3.16,False
sh605199,20251103,9.46,13.49,1.6847,3.17,False
sh600436,20240926,221.01,20.86,0.4497,11.19,False
sh603395,20250821,36.46,8.68,0.6405,7.41,False
sh601686,20251127,6.41,26.67,0.9868,1.56,False
sh600818,20241008,16.38,37.11,1.3659,-11.78,False
sh603915,20250716,15.7,33.67,0.5459,-1.66,False
sh688010,20250805,35.99,35.39,0.7099,-4.72,False
sh600298,20240808,29.93,19.88,0.5864,-0.23,False
sh603589,20240926,39.9,14.34,1.4713,7.19,False
sh601700,20240930,4.42,19.81,0.9967,-0.9,False
sh601229,20240910,6.33,14.45,1.1127,-4.42,False
sh688197,20260310,40.29,21.46,0.9416,-5.01,False
sh603690,20240930,22.44,29.62,1.0968,-2.27,False
sh688309,20251205,23.41,26.19,2.2277,-2.43,False
sh900940,20240920,0.21,26.85,0.2501,22.82,True
sh603938,20250905,14.55,19.02,0.6548,-2.82,False
sh603939,20241008,26.61,40.34,1.5006,-17.66,False
sh600655,20240926,5.56,14.54,1.717,6.11,False
sh600332,20240806,28.57,16.39,0.6774,0.56,False
sh688073,20260107,67.58,32.54,1.0011,9.54,False
sh600079,20240731,19.46,27.37,1.2815,3.49,False
sh603768,20240920,12.22,29.5,1.0158,6.22,False
sh600284,20240802,5.37,22.91,0.5177,-2.98,False
sh688525,20250624,65.3,34.63,0.5879,3.83,False
sh605598,20250625,21.42,27.15,0.5265,-2.1,False
sh600037,20240925,6.35,10.81,0.9087,6.93,False
sh603726,20240925,12.53,38.51,1.582,10.13,False
sh000011,20240926,6059.39,8.57,1.233,13.08,False
sh600499,20240930,8.5,23.36,0.7654,-10.0,False
sh688611,20260324,52.79,34.74,0.358,-1.95,False
sh603116,20240927,4.3,14.58,1.3828,1.63,False
sh600867,20240930,8.52,18.32,1.8728,-9.97,False
sh688292,20250718,21.61,15.22,1.1115,2.41,False
sh601218,20240927,2.95,28.59,0.2769,2.71,False
sh600649,20240809,3.55,53.38,0.2656,-6.48,False
sh688508,20251225,62.0,31.45,0.4504,1.15,False
sh600780,20240927,5.94,20.14,0.7825,-2.86,False
sh601898,20240807,11.1,19.08,1.1406,6.67,False
sh900912,20240830,0.65,11.93,0.6206,-2.16,False
sh603811,20240927,6.75,14.13,0.7569,5.48,False
sh603317,20250818,12.03,14.0,0.5863,3.24,False
sh600580,20240930,10.48,26.44,1.0807,-4.37,False
sh600083,20241029,2.32,34.7,0.8133,-6.9,False
sh601018,20240926,3.36,14.06,3.5566,6.84,False
sh600733,20240930,8.07,53.89,0.5347,-7.43,False
sh603022,20240930,7.34,20.8,0.99,-5.58,False
sh603359,20251125,7.91,60.21,0.4285,4.68,False
sh688472,20250815,9.42,16.52,0.6628,5.73,False
sh688115,20251022,62.81,53.7,0.651,2.88,False
sh603188,20240806,2.67,35.17,0.6227,-4.87,False
sh600699,20240927,15.44,20.75,0.4679,5.31,False
sh600750,20240930,21.9,28.55,3.0636,-3.2,False
sh605336,20251224,16.2,20.0,1.6229,-2.84,False
sh600103,20240926,1.89,14.47,0.999,6.89,False
sh601666,20241129,9.8,46.02,0.1774,0.51,False
sh000125,20240926,10503.67,11.74,1.521,7.67,False
sh688176,20251219,11.36,20.7,0.5558,-2.64,False
sh600084,20240927,5.29,24.42,0.4489,-4.16,False
sh603527,20260112,11.49,24.33,0.325,0.35,False
sh688596,20250729,36.84,18.44,0.9484,-5.02,False
sh601628,20240815,29.31,13.67,1.8821,4.06,False
sh603045,20251212,19.39,29.18,1.1,-1.29,False
sh600898,20240808,1.34,41.38,0.7322,8.21,False
sh603877,20240930,13.88,25.48,2.5884,-7.71,False
sh601519,20240924,6.28,18.76,0.6001,46.5,True
sh688593,20250807,17.62,20.3,1.0077,-4.43,False
sh600081,20240923,9.04,15.92,0.7328,12.5,False
sh688173,20251113,14.88,20.51,1.0837,-5.91,False
sh688720,20260325,63.89,44.41,0.7015,6.75,False
sh603839,20240814,4.89,64.2,0.4265,-6.75,False
sh600755,20240927,6.55,30.33,1.1609,2.44,False
sh600251,20240930,7.65,19.62,2.2933,-2.48,False
sh603313,20241008,7.29,31.43,1.6696,-13.31,False
sh601600,20240924,6.91,31.74,0.4694,21.13,True
sh600398,20240930,7.4,59.86,0.6364,-16.35,False
sh603068,20250625,34.66,36.87,0.4282,-2.08,False
sh603815,20250630,7.25,26.83,1.0545,3.73,False
sh603993,20240926,7.87,37.73,0.4857,1.02,False
sh605299,20251015,9.29,24.98,0.5624,-1.29,False
sh600165,20240819,1.43,66.46,0.7972,4.88,False
sh603269,20240930,6.12,31.31,0.7541,-4.9,False
sh600578,20240813,3.16,15.34,0.4774,0.0,False
sh688639,20250925,32.9,26.18,0.8445,7.42,False
sh603112,20250924,16.67,21.71,0.6472,3.96,False
sh600862,20240927,19.39,17.57,0.836,7.01,False
sh000077,20240731,3297.19,11.62,1.2156,-6.05,False
sh603227,20250303,8.56,26.73,0.7562,1.99,False
sh600536,20240731,30.9,23.88,0.9487,-3.82,False
sh605099,20251015,30.58,38.05,0.7767,3.43,False
sh688310,20260209,17.7,25.34,0.5976,0.62,False
sh688543,20250930,51.18,28.25,2.4904,-1.39,False
sh600602,20240926,11.0,21.48,1.5238,30.74,True
sh600051,20240925,5.44,11.66,1.08,9.19,False
sh688047,20250627,139.01,23.24,0.6454,-4.36,False
sh605133,20251118,36.29,48.87,0.4997,-5.68,False
sh600661,20240805,10.67,50.0,1.068,-1.87,False
sh600986,20240926,4.4,17.23,0.9805,10.0,False
sh688520,20260416,45.01,36.16,0.6157,-1.69,False
sh603458,20250924,8.63,31.53,1.2065,0.81,False
sh603722,20250724,41.11,27.89,1.2856,-1.7,False
sh688009,20250714,5.26,8.99,0.79,2.09,False
sh688793,20260325,26.93,28.49,0.6446,-10.58,False
sh600131,20240925,17.57,18.69,0.3926,1.2,False
sh601333,20240924,3.27,20.41,0.9196,14.68,False
sh600456,20240828,25.66,21.33,0.6535,1.6,False
sh603989,20240927,13.75,21.81,1.4286,-2.62,False
sh603072,20251013,53.83,24.8,3.3908,-6.93,False
sh600418,20250305,34.83,30.61,1.5888,-2.64,False
sh603309,20240731,10.68,22.81,0.793,2.43,False
sh000159,20240926,2750.55,10.98,1.4249,11.46,False
sh603325,20251024,83.73,25.19,0.7823,-6.84,False
sh603823,20240904,9.83,24.52,0.7671,-11.6,False
sh600228,20240925,5.18,21.73,0.9357,8.49,False
sh688169,20250714,162.89,30.23,0.3333,-1.61,False
sh600152,20240903,5.6,21.98,0.8822,-5.89,False
sh603577,20240926,7.05,18.45,0.7135,7.51,False
sh600266,20240806,4.06,50.24,0.3786,3.69,False
sh600635,20240905,3.05,70.22,2.654,-6.55,False
sh603959,20241022,2.0,36.31,1.094,15.0,False
sh600066,20240918,20.98,33.69,0.315,5.34,False
sh688789,20250711,68.97,21.39,0.5545,-3.29,False
sh688013,20251225,52.94,29.62,0.8823,-3.25,False
sh601702,20250813,18.26,9.45,1.0639,-1.53,False
sh900920,20240927,0.17,21.52,0.8323,3.57,False
sh600486,20240927,56.37,19.75,1.8717,2.55,False
sh603272,20251205,19.27,26.68,1.743,-5.14,False
sh688517,20251212,15.89,35.23,3.1641,-1.07,False
sh688623,20260324,87.87,33.93,0.5337,-3.36,False
sh600331,20240926,6.2,22.74,0.9571,7.26,False
sh600562,20240731,13.49,19.8,1.4567,0.37,False
sh900908,20240912,0.46,12.5,0.4089,0.43,False
sh688075,20250630,37.57,23.15,0.4355,0.98,False
sh688512,20251021,11.4,27.22,0.5792,4.82,False
sh688288,20250711,28.5,42.53,0.4918,1.72,False
sh600653,20240925,1.38,22.9,0.488,7.25,False
sh900946,20240903,0.14,33.01,0.8522,-1.43,False
sh688668,20251120,87.7,62.03,0.5755,9.32,False
sh603696,20240927,7.28,25.59,0.6374,-0.27,False
sh600187,20250221,3.75,50.44,0.6677,-4.27,False
sh603277,20250722,16.4,22.38,0.4257,-0.18,False
sh603120,20251024,40.61,16.37,1.4697,-2.29,False
sh600850,20240924,17.67,16.9,1.2384,28.47,True
sh605218,20250625,22.57,39.31,0.2177,-2.35,False
sh605162,20251124,8.9,14.81,1.8316,4.04,False
sh688322,20250624,57.79,41.06,0.4928,2.92,False
sh605056,20250922,14.72,19.32,1.913,12.09,False
sh600157,20240927,1.22,25.75,1.1582,6.56,False
sh603014,20260105,41.49,28.67,0.2272,0.22,False
sh603826,20240819,30.59,34.3,0.5326,14.09,False
sh600119,20240924,6.47,29.25,0.3715,18.55,False
sh688695,20250716,31.21,17.59,0.5619,-2.72,False
sh605286,20250801,38.59,14.91,0.6597,-0.52,False
sh688468,20250624,7.24,25.88,0.297,1.66,False
sh600729,20240927,21.52,38.08,0.8275,-0.42,False
sh603038,20240827,8.41,25.14,0.7912,-7.25,False
sh601002,20240925,3.1,32.61,0.4882,10.32,False
sh601798,20240927,5.54,16.97,0.6684,1.26,False
sh600906,20250624,6.61,15.5,0.6079,2.27,False
sh600880,20240925,3.9,21.0,0.7531,12.05,False
sh688275,20250724,42.0,21.78,1.1028,-1.62,False
sh688426,20250630,22.17,40.01,0.856,2.3,False
sh605183,20251225,19.78,13.15,1.4303,1.37,False
sh688590,20250625,21.16,36.92,0.7918,-7.47,False
sh600936,20240829,2.38,23.3,0.6427,-3.78,False
sh688170,20260112,36.27,30.07,0.9357,3.47,False
sh688244,20250821,28.35,26.27,0.9445,-2.33,False
sh688113,20251124,38.32,18.26,0.9881,1.91,False
sh600252,20240806,2.29,18.09,0.367,2.18,False
sh605500,20251103,9.28,19.89,1.4569,0.54,False
sh603859,20241008,20.32,36.64,2.1125,-10.58,False
sh603676,20251010,11.65,27.58,1.3102,-0.09,False
sh600586,20240930,6.04,20.72,2.0809,-7.61,False
sh601579,20240801,9.78,46.61,2.3113,1.12,False
sh603817,20240926,4.86,12.3,0.9257,9.25,False
sh600328,20240730,7.29,18.93,0.6706,1.24,False
sh900914,20250717,0.54,16.83,1.6856,3.36,False
sh688027,20250715,268.24,21.17,0.8799,-0.31,False
sh601919,20240923,11.14,43.45,0.3723,22.08,True
sh600366,20240924,5.7,17.77,0.5537,24.91,True
sh600601,20240826,2.7,47.62,0.651,2.96,False
sh688313,20260310,82.99,42.27,0.5842,-4.81,False
sh600556,20240927,4.06,17.55,0.9044,1.23,False
sh688617,20250825,283.6,15.76,0.5039,7.72,False
sh688370,20250624,19.0,16.65,0.259,7.53,False
sh600031,20240809,14.74,13.72,0.8283,-0.81,False
sh600518,20240801,1.95,31.36,1.946,-3.59,False
sh000824,20240926,1990.87,15.06,1.2562,4.24,False
sh603172,20251218,17.98,22.74,0.9654,0.72,False
