ts_code,breakthrough_date,breakthrough_price,consolidation_amplitude,volatility_shrink_ratio,final_gain,success
sz002598,20240927,7.62,13.94,1.2438,-0.13,False
sz000711,20241101,1.81,13.79,1.2936,6.63,False
sz300497,20240927,9.15,20.59,1.4484,0.22,False
sz003030,20251015,19.54,14.28,1.5656,0.82,False
sz000593,20240927,4.97,14.14,0.9724,5.63,False
sz300615,20240807,11.24,27.68,0.8467,6.23,False
sz002080,20240930,12.54,34.49,1.2727,-4.3,False
sz300793,20250625,18.16,42.9,0.3763,-3.63,False
sz301591,20250630,38.32,44.92,0.5256,3.91,False
sz399354,20240926,6737.44,12.96,1.1721,11.4,False
sz301112,20260112,42.96,64.55,0.2267,-5.26,False
sz002737,20250106,20.89,13.33,0.6398,-8.66,False
sz301226,20250624,27.3,47.89,0.4628,-0.62,False
sz300990,20260325,81.61,35.07,0.8543,-1.97,False
sz300025,20240927,9.37,40.37,0.7326,-5.98,False
sz399003,20240809,7421.46,7.23,1.7845,-0.3,False
sz002779,20240807,23.13,46.78,0.9061,5.74,False
sz000923,20240930,16.35,43.58,0.5945,-7.34,False
sz300542,20240730,12.08,60.48,0.6157,6.29,False
sz002918,20250721,8.82,11.99,1.1908,2.49,False
sz002584,20240924,6.41,23.48,0.4712,26.53,True
sz300311,20240920,3.85,57.67,1.1473,14.03,False
sz001227,20251022,2.44,10.18,0.9128,-0.82,False
sz300111,20240808,2.42,40.03,0.9497,-0.83,False
sz000639,20240927,2.72,28.63,0.8672,0.74,False
sz002579,20240927,7.21,18.57,1.0682,2.91,False
sz300476,20240927,33.7,51.75,1.0299,19.44,False
sz002199,20240820,6.17,96.28,0.183,3.4,False
sz001269,20250630,25.6,39.51,0.3347,4.22,False
sz300096,20240905,3.02,50.26,0.8616,-8.94,False
sz002603,20240930,17.72,30.97,0.7914,-6.94,False
sz301026,20251029,27.13,26.45,0.7949,-2.17,False
sz002364,20240731,5.9,26.59,1.1773,0.51,False
sz301312,20251126,48.45,43.6,0.7074,-1.03,False
sz300743,20251110,19.68,30.35,0.321,-3.05,False
sz000677,20240731,2.69,44.66,1.0918,-2.6,False
sz300438,20240822,23.63,38.53,0.5003,15.07,False
sz301616,20251124,49.15,19.31,1.7141,4.11,False
sz000520,20240926,2.52,28.98,0.9757,10.71,False
sz002033,20240927,8.74,17.68,0.8054,-5.72,False
sz300720,20251015,23.46,30.45,0.5786,3.84,False
sz301371,20250721,25.97,22.29,0.6278,1.85,False
sz002554,20240926,2.4,17.17,1.0917,8.75,False
sz002800,20240923,9.7,33.05,0.4925,16.19,False
sz399707,20240924,4739.96,12.98,0.4547,43.49,True
sz000793,20240912,1.31,33.09,0.4605,8.4,False
sz000009,20240930,9.58,22.16,2.0671,-6.58,False
sz300940,20251113,26.14,26.23,1.2019,-6.2,False
sz399436,20240930,4613.72,25.85,0.9274,-4.53,False
sz300410,20240816,5.81,81.57,0.2839,-11.19,False
sz300243,20240930,9.46,29.41,0.9796,4.65,False
sz300177,20240826,6.17,47.87,0.7902,-0.97,False
sz000042,20240926,4.39,29.7,0.8587,5.92,False
sz002302,20240826,5.78,20.22,0.8538,15.21,False
sz300725,20250624,34.9,32.35,0.6809,9.48,False
sz399685,20240927,1677.85,16.31,1.7259,5.39,False
sz301040,20250912,23.95,74.75,2.4537,-7.27,False
sz000021,20240731,14.2,27.73,0.4977,-7.32,False
sz300968,20250818,15.59,21.73,0.7844,2.18,False
sz399248,20240927,714.1,16.39,1.6906,0.36,False
sz000672,20240826,5.98,15.53,0.7466,-4.01,False
sz002361,20240731,3.18,28.83,0.8028,3.46,False
sz000546,20240904,4.75,22.89,1.2213,0.0,False
sz002828,20240930,8.77,21.32,0.89,0.91,False
sz002055,20240731,6.79,37.36,0.8971,-7.51,False
sz002606,20250107,9.01,30.93,0.9573,1.11,False
sz300220,20240731,7.26,43.92,0.6859,-2.07,False
sz000812,20240807,4.08,23.53,0.5862,-8.08,False
sz300926,20250624,26.14,42.01,0.4926,0.73,False
sz301359,20251024,20.7,22.44,0.8365,-0.97,False
sz002648,20240927,17.01,24.99,0.8109,2.76,False
sz300314,20240925,10.89,23.62,1.9203,10.74,False
sz000708,20240930,12.93,30.21,1.1974,-6.42,False
sz000926,20240926,2.3,31.39,0.7625,6.96,False
sz399655,20240927,9464.7,13.24,1.0538,3.27,False
sz001316,20251022,33.23,20.94,0.6723,4.39,False
sz301090,20250924,7.67,13.88,1.2381,-1.04,False
sz301223,20251218,17.87,12.35,0.9362,4.81,False
sz300672,20251106,85.59,24.68,0.7049,19.46,False
sz002406,20240926,5.03,19.35,1.1656,8.55,False
sz002161,20240731,4.6,23.29,0.5471,-2.61,False
sz000725,20240927,4.1,19.06,0.4394,0.98,False
sz002236,20240927,15.35,17.64,1.1322,-0.52,False
sz301413,20250729,86.57,38.78,0.4694,-2.07,False
sz001872,20260226,20.16,5.03,0.9982,4.41,False
sz301389,20251217,53.47,54.98,0.372,7.5,False
sz002278,20240924,4.34,35.06,0.4204,21.43,True
sz300871,20250905,22.35,24.52,1.8672,0.0,False
sz002085,20240927,13.8,37.67,0.5508,-4.71,False
sz000596,20241008,217.29,44.54,1.6304,-15.29,False
sz300043,20240830,2.73,23.2,1.0108,-8.79,False
sz003035,20251128,4.82,15.71,1.5759,-2.9,False
sz399106,20240926,1638.36,11.44,1.0848,16.6,False
sz300120,20240807,5.43,65.03,2.722,-0.74,False
sz001216,20260330,17.59,33.96,2.1682,7.79,False
sz002481,20240926,4.27,22.7,0.4834,10.54,False
sz300912,20251224,16.85,28.59,2.8379,-2.08,False
sz000608,20240924,1.71,19.0,0.7459,61.4,True
sz301017,20251031,12.27,25.84,0.6863,2.04,False
sz002632,20240828,7.02,29.9,0.4673,4.99,False
sz300409,20240903,9.14,17.9,0.7827,-1.75,False
sz002355,20240813,4.47,51.23,1.7685,-2.91,False
sz300772,20260206,18.59,31.9,0.9104,1.13,False
sz002798,20240926,3.61,18.13,0.7429,3.05,False
sz200037,20240930,1.75,17.18,2.3926,3.43,False
sz200550,20250206,9.84,19.39,1.1941,1.02,False
sz300239,20240927,4.99,18.99,1.1353,3.21,False
sz300971,20251225,24.09,24.35,1.2958,0.75,False
sz002378,20240927,6.18,19.44,0.9237,2.1,False
sz300696,20260409,30.07,31.76,1.8977,13.93,False
sz003001,20250714,27.67,22.97,0.929,11.06,False
sz001288,20250722,21.75,15.16,0.6488,-8.28,False
sz002178,20240926,3.75,26.49,0.7381,31.73,True
sz399602,20240926,824.18,12.26,0.6568,14.19,False
sz002883,20250624,11.1,31.07,0.4279,1.53,False
sz300845,20250924,11.08,30.89,2.1621,-2.62,False
sz002385,20240927,4.28,12.81,0.7484,-2.57,False
sz301089,20251022,32.75,26.77,0.7874,-4.4,False
sz002136,20240930,10.1,17.11,1.3901,-5.45,False
sz000425,20240826,6.58,19.8,0.4688,-5.78,False
sz002202,20240826,7.82,26.78,0.8381,4.09,False
sz002451,20240925,5.29,20.01,0.7452,15.5,False
sz002706,20240927,6.65,22.49,1.2977,-1.65,False
sz301123,20250624,22.01,40.69,0.2114,2.09,False
sz002155,20240807,12.12,37.24,1.3328,-2.28,False
sz002967,20250709,18.39,28.25,0.3525,-5.0,False
sz002261,20240903,12.32,28.18,0.8537,-1.06,False
sz301217,20260212,36.96,29.27,0.7165,28.38,True
sz300868,20250725,32.09,35.94,1.6035,-4.49,False
sz002432,20240808,40.99,14.07,0.7451,-1.68,False
sz002748,20240930,5.91,26.95,0.7698,-5.75,False
sz000408,20240926,24.85,21.09,0.6056,1.09,False
sz001322,20250916,8.44,14.72,1.8324,-5.81,False
sz300014,20240731,37.65,25.29,0.8655,-0.85,False
sz301390,20250905,36.05,19.32,0.8483,2.16,False
sz300573,20250324,55.85,24.62,0.9557,-2.44,False
sz399555,20240926,4713.72,11.93,1.1832,9.04,False
sz000917,20240925,5.61,11.68,1.0523,7.13,False
sz300823,20251020,15.39,20.98,0.732,6.63,False
sz399303,20240927,6368.0,12.39,1.3269,5.64,False
sz002479,20240822,3.7,23.53,0.4106,-3.24,False
sz399983,20240926,2346.81,16.53,1.2186,6.01,False
sz300642,20240816,14.0,32.14,0.5343,-15.14,False
sz399664,20240927,861.66,14.7,1.0561,3.63,False
sz002437,20240925,1.94,19.77,0.5708,10.31,False
sz000959,20240925,2.9,12.63,2.5018,13.8,False
sz301212,20250908,27.11,16.8,1.9393,1.66,False
sz301588,20250703,18.74,31.96,0.2704,0.37,False
sz000890,20240926,3.03,35.88,1.2543,2.64,False
sz003029,20251015,25.48,32.66,1.168,4.67,False
sz002901,20251201,49.46,24.81,1.3776,-1.94,False
sz300308,20240926,128.78,50.8,0.5945,25.65,True
sz002454,20240927,5.7,17.29,0.7076,1.58,False
sz002207,20240812,5.01,48.22,0.528,-8.18,False
sz000420,20240930,3.42,21.87,1.524,-8.19,False
sz002760,20240822,15.28,31.75,0.876,-12.04,False
sz399413,20240930,145.91,8.47,0.8978,-1.02,False
sz300515,20240731,9.31,28.23,1.2125,-3.98,False
sz002380,20240731,16.95,23.03,1.6957,-3.42,False
sz300989,20250627,16.38,33.27,0.3747,1.83,False
sz002249,20240919,4.55,11.08,1.1301,4.39,False
sz003004,20250908,19.74,17.71,1.7496,3.34,False
sz000989,20240927,6.68,13.49,0.693,0.6,False
sz300272,20240802,4.75,80.31,0.2642,-4.0,False
sz300693,20250716,31.67,18.55,0.6456,-2.02,False
sz300421,20240731,8.7,43.09,0.8204,-3.33,False
sz399407,20240927,1866.55,14.68,0.957,8.97,False
sz301558,20250625,8.86,61.62,0.297,-0.45,False
sz002180,20240924,25.5,28.89,0.6351,30.67,True
sz300146,20240930,14.54,26.63,0.746,-10.93,False
sz002333,20240930,5.71,17.93,2.3265,-5.95,False
sz000620,20240930,1.86,33.44,1.9126,-11.83,False
sz002560,20240927,5.57,16.87,0.864,3.23,False
sz002654,20240927,10.54,26.02,0.4767,-0.38,False
sz301071,20250811,30.97,13.87,0.6837,-0.26,False
sz002350,20240801,5.07,39.58,1.5645,-3.94,False
sz000010,20240924,1.87,23.26,0.4526,20.86,True
sz300959,20250707,43.51,54.93,1.2272,-0.64,False
sz001914,20250908,12.03,20.82,0.7992,2.24,False
sz002819,20240830,23.22,29.95,0.6164,0.82,False
sz002064,20240819,7.15,14.91,1.0697,-2.24,False
sz301368,20250819,76.39,19.24,1.1129,-6.9,False
sz300739,20251020,15.19,28.22,1.1262,8.76,False
sz399237,20240731,940.33,14.44,0.487,-1.43,False
sz300917,20250710,49.36,43.81,0.4609,-9.62,False
sz300211,20240814,6.16,33.08,0.4569,-14.12,False
sz300442,20240925,24.22,17.11,0.9275,37.03,True
sz301195,20250908,35.78,23.22,1.8945,-3.13,False
sz300125,20240807,3.65,130.79,1.4589,-21.9,False
sz002857,20240930,11.76,48.28,0.5543,-7.73,False
sz301317,20251027,33.43,30.28,0.6768,-2.0,False
sz300746,20260120,14.24,28.37,1.2242,-1.69,False
sz002532,20240926,7.01,42.06,0.4075,6.57,False
sz000995,20240919,10.19,37.23,1.613,18.06,False
sz300093,20240927,13.12,39.69,1.143,8.45,False
sz301023,20250624,42.07,47.94,1.0503,1.26,False
sz300708,20250708,8.58,26.14,1.486,3.84,False
sz301290,20251111,26.68,20.6,2.1064,2.29,False
sz300473,20240802,15.4,31.92,0.544,-4.48,False
sz001222,20260120,23.92,22.42,0.8677,-4.43,False
sz002866,20240912,13.61,29.34,1.4124,1.98,False
sz002285,20240808,1.97,61.37,0.2836,1.52,False
sz000796,20240731,3.31,19.82,0.6821,-2.42,False
sz002983,20251016,20.51,22.82,1.3734,0.34,False
sz300945,20260126,20.21,16.94,1.1719,-8.26,False
sz000338,20240930,14.8,27.52,1.023,-9.12,False
sz002805,20240905,11.71,29.04,0.8154,-6.49,False
sz002078,20240927,13.84,23.5,0.9079,-1.66,False
sz001388,20260119,45.91,14.89,0.5024,-0.78,False
sz002498,20240930,3.45,17.12,2.5578,-4.93,False
sz300597,20240807,7.15,28.94,0.9389,-0.28,False
sz002551,20240926,2.72,26.99,0.8748,9.18,False
sz301613,20251010,53.55,23.36,0.732,-7.82,False
sz000525,20240808,6.32,35.32,0.6714,18.62,False
sz002036,20240906,7.43,21.05,0.6449,-8.21,False
sz300139,20240906,12.63,33.48,0.8677,-1.11,False
sz002930,20250922,10.83,19.86,1.1566,-4.25,False
sz300339,20240920,22.12,17.04,1.6169,40.46,True
sz002465,20240930,10.56,25.36,1.381,-1.61,False
sz002102,20240930,2.7,46.41,0.8473,-8.15,False
sz000411,20240927,9.57,12.91,1.3178,0.73,False
sz002698,20240927,13.24,18.56,1.1264,-1.13,False
sz002594,20240314,68.34,26.27,2.971,3.35,False
sz300796,20250905,10.45,24.57,1.3187,-0.77,False
sz300377,20240731,6.08,26.78,1.0783,-8.88,False
sz300610,20240930,9.53,21.32,1.1622,-3.36,False
sz002448,20240930,6.22,20.26,1.1592,-5.95,False
sz300812,20251021,24.25,19.03,0.7407,8.45,False
sz300547,20240930,17.18,26.97,0.8196,-1.86,False
sz002581,20240930,10.8,27.12,1.6963,-6.11,False
sz300020,20241022,2.39,50.84,1.7064,12.55,False
sz301159,20251021,34.54,24.51,0.9559,2.2,False
sz000968,20240930,6.68,18.44,1.4984,-3.14,False
sz300293,20240830,15.47,46.73,0.9091,2.2,False
sz002255,20240930,5.04,19.78,1.1271,-4.36,False
sz002953,20250708,10.7,27.02,0.4792,-0.37,False
sz300509,20240830,4.67,17.32,0.9173,-0.86,False
sz300995,20251020,46.76,51.54,0.5376,0.43,False
sz003018,20251021,11.87,18.37,0.8291,3.71,False
sz001358,20251124,26.5,28.7,0.4778,1.96,False
sz301117,20250626,22.32,36.32,0.4642,-0.31,False
sz002732,20240927,15.25,13.52,1.5979,-1.31,False
sz002164,20240925,4.2,16.66,0.793,6.43,False
sz300638,20240930,14.5,60.22,0.3087,-4.14,False
sz002399,20240925,9.31,24.9,0.4212,23.2,True
sz002956,20251029,21.8,24.2,1.7081,1.79,False
sz002250,20240927,5.4,14.43,1.4252,-1.48,False
sz300677,20250701,24.32,22.74,0.4224,4.11,False
sz002403,20240821,7.7,27.14,0.7095,-16.88,False
sz300859,20250721,37.21,18.22,0.7946,2.36,False
sz399650,20240927,1966.19,13.42,0.759,3.32,False
sz001313,20251111,7.64,11.73,1.1058,8.38,False
sz301095,20260105,74.58,42.03,0.4427,6.32,False
sz301268,20251113,20.72,29.41,1.3567,-3.72,False
sz300817,20250624,22.52,53.28,0.943,2.93,False
sz300046,20240920,15.16,48.52,1.1565,14.05,False
sz002149,20240927,13.49,13.6,0.8195,2.37,False
sz301458,20250714,34.49,27.14,1.8527,3.65,False
sz000889,20240731,1.72,48.22,0.5092,5.81,False
sz300521,20240806,10.41,29.48,0.79,-1.34,False
sz200761,20240926,1.48,27.16,3.5949,0.0,False
sz300008,20240731,3.91,21.58,0.7719,-1.79,False
sz002107,20240927,4.15,18.95,1.4497,4.1,False
sz301171,20250718,27.6,20.72,0.7476,3.55,False
sz300614,20260120,15.08,29.81,1.084,1.86,False
sz000720,20240924,2.66,30.25,1.1476,21.43,True
sz002233,20240925,6.8,16.01,1.7004,4.27,False
sz002460,20240927,31.19,15.28,1.3267,0.83,False
sz002935,20250905,15.31,17.44,1.4126,3.46,False
sz399967,20240927,9227.7,17.76,0.8733,6.99,False
sz002660,20240911,7.4,19.54,0.8163,-2.43,False
sz301522,20250630,35.61,25.64,0.5299,-1.57,False
sz002307,20240827,3.46,29.88,0.6961,-12.72,False
sz300592,20240927,12.23,27.72,1.1633,2.45,False
sz300172,20240930,5.35,26.3,1.2804,-2.43,False
sz301658,20251103,32.98,32.98,1.2341,0.73,False
sz002986,20250717,10.88,21.88,1.3552,4.87,False
sz399433,20240731,1612.95,8.25,0.8434,-0.9,False
sz002349,20240812,7.42,21.37,0.6913,-8.35,False
sz300415,20240926,19.56,25.29,1.0708,16.16,False
sz300246,20240926,6.45,19.14,0.6779,13.33,False
sz002863,20240927,4.06,17.67,0.8189,2.71,False
sz301068,20251201,30.66,26.01,1.5016,-5.19,False
sz301295,20251128,27.16,27.33,0.4591,-0.04,False
sz300225,20240903,5.49,26.37,0.4635,-2.91,False
sz300923,20251124,25.98,16.8,1.4134,0.46,False
sz000543,20241206,7.96,26.32,0.4862,-3.14,False
sz002050,20240927,21.2,29.33,0.943,1.65,False
sz000990,20240927,7.48,25.79,0.8419,4.14,False
sz000859,20240902,3.87,61.87,0.2924,-13.18,False
sz002537,20240801,5.35,19.54,0.5085,-3.55,False
sz300326,20240925,4.31,35.32,0.6076,22.51,True
sz300575,20240927,6.02,32.36,0.459,4.32,False
sz399553,20240926,6382.74,11.09,0.7976,12.0,False
sz001324,20251009,19.69,24.99,1.0107,0.86,False
sz300012,20240812,11.77,27.29,1.2369,-5.52,False
sz002961,20251128,22.29,32.5,2.1595,19.83,False
sz002267,20240927,6.78,26.8,0.7716,5.9,False
sz399807,20240819,1262.52,6.55,1.0835,-2.85,False
sz002700,20241015,8.21,43.05,1.6119,-2.92,False
sz301125,20251210,18.69,38.89,1.1249,-8.13,False
sz000589,20240930,5.28,23.61,1.0011,-6.63,False
sz300491,20240930,16.74,28.62,0.5107,-6.27,False
sz301272,20250624,35.13,35.75,0.5338,2.56,False
sz002457,20240806,7.82,17.22,0.6044,1.92,False
sz002902,20251105,21.58,24.47,1.2554,-1.39,False
sz001309,20250702,86.93,34.22,1.1506,-0.16,False
sz002130,20240930,13.82,52.64,1.6721,12.52,False
sz002885,20250624,13.81,35.42,0.2728,1.59,False
sz002419,20240926,4.4,13.08,1.0231,8.41,False
sz000977,20240927,37.57,27.46,0.505,4.71,False
sz300345,20240807,7.3,36.73,0.5314,-4.93,False
sz002383,20240731,6.3,30.65,0.9177,0.79,False
sz000690,20240930,4.7,33.47,1.4517,-7.23,False
sz300622,20250617,36.03,46.17,0.3001,-1.3,False
sz300977,20250624,17.62,29.48,0.3032,3.46,False
sz300690,20250624,23.3,43.96,0.2519,3.22,False
sz300271,20240926,5.18,28.57,1.1962,28.57,True
sz002183,20240919,3.16,15.38,1.3045,6.96,False
sz000559,20240909,4.51,12.8,0.9805,5.32,False
sz002837,20240731,17.83,26.89,2.6875,-8.2,False
sz002563,20240927,5.24,32.28,1.03,16.41,False
sz002004,20240812,3.96,21.94,0.4564,2.78,False
sz000517,20240926,2.35,32.0,3.5432,-0.85,False
sz300893,20250624,16.86,34.15,0.7179,2.88,False
sz399429,20240927,1226.95,12.23,1.75,4.22,False
sz301011,20250624,27.93,55.1,1.3184,1.47,False
sz002634,20241024,3.65,43.26,0.9135,36.16,True
sz300168,20240924,5.42,44.19,0.267,61.25,True
sz300441,20240731,5.92,31.74,0.8477,-3.89,False
sz301538,20250624,52.79,38.26,0.4234,-0.25,False
sz300126,20240927,4.75,16.18,0.9413,5.47,False
sz301196,20260224,87.11,23.6,0.6345,-1.26,False
sz301193,20250702,16.41,27.46,0.6156,27.0,True
sz200019,20250220,3.23,9.24,0.4668,-0.62,False
sz301609,20260120,52.69,25.72,0.655,0.93,False
sz002851,20240926,24.77,24.75,0.694,12.8,False
sz002318,20240930,21.86,25.94,0.6445,-2.97,False
sz000058,20240828,6.04,20.37,0.9725,18.22,False
sz000825,20240927,3.59,22.79,4.1265,3.06,False
sz300911,20260227,41.59,20.57,1.2095,3.68,False
sz399231,20240930,1304.81,22.56,2.8053,-5.84,False
sz300217,20240925,3.97,18.25,0.9066,24.95,True
sz300444,20240927,6.24,19.82,1.0357,6.73,False
sz002631,20240926,4.12,27.86,0.9812,7.77,False
sz002062,20240930,3.86,17.97,1.3357,0.26,False
sz000571,20240910,3.01,13.99,0.8538,1.99,False
sz301320,20250905,18.96,27.96,1.8343,-0.42,False
sz002999,20250904,6.78,12.42,0.9557,2.36,False
sz300390,20240927,19.97,13.56,1.0393,11.07,False
sz000016,20240802,3.06,52.15,0.8038,-25.49,False
sz300259,20240927,2.71,21.99,1.1462,12.16,False
sz200530,20240731,1.38,12.71,0.7053,-0.73,False
sz002652,20241227,3.02,39.13,0.808,-13.58,False
sz002001,20240918,18.18,24.48,1.2198,2.15,False
sz301077,20250627,19.92,38.55,0.6177,1.46,False
sz001238,20260305,52.0,20.29,1.1625,-4.04,False
sz300469,20240821,13.5,74.27,0.5809,-13.56,False
sz300712,20250624,23.88,34.92,0.3208,0.08,False
sz000626,20240801,4.96,42.72,0.4378,-12.5,False
sz002335,20240930,23.83,29.64,2.3027,-3.06,False
sz301510,20250815,34.26,17.69,1.4047,0.47,False
sz301039,20250708,8.4,16.53,0.4884,-0.6,False
sz002832,20240930,23.75,34.27,1.0007,-13.64,False
sz002186,20240926,9.53,13.01,0.7441,1.05,False
sz300140,20240930,6.26,37.11,0.8572,-2.4,False
sz300427,20240809,4.23,28.05,1.0151,-3.55,False
sz399401,20240927,3420.21,12.34,1.2683,5.51,False
sz002528,20241024,2.71,31.7,1.0194,15.87,False
sz002728,20240930,8.56,30.92,0.9725,-5.61,False
sz300074,20240927,3.53,21.84,1.0787,6.23,False
sz002949,20250819,14.66,15.86,0.5982,0.95,False
sz300513,20240927,8.39,19.83,1.176,5.13,False
sz300846,20250725,21.91,25.28,0.9237,-6.34,False
sz300289,20240912,4.21,18.93,0.8016,-5.7,False
sz002135,20240927,4.16,17.84,1.7131,1.68,False
sz002766,20240813,4.55,73.96,0.326,-5.71,False
sz002907,20250924,16.53,31.1,0.6284,-1.75,False
sz000088,20240731,4.41,11.93,0.4715,-2.27,False
sz002452,20240903,7.14,33.48,0.5437,-4.06,False
sz000712,20240813,11.1,68.68,1.5154,0.9,False
sz002156,20240730,22.12,25.0,0.5788,-5.06,False
sz300190,20240925,3.01,14.74,0.9383,19.6,False
sz002431,20240927,1.76,25.38,1.1914,2.84,False
sz002682,20240731,4.39,30.78,0.7708,-7.74,False
sz300017,20240927,7.74,23.64,0.9763,9.17,False
sz399662,20240927,1390.85,15.6,0.9986,7.88,False
sz000911,20240924,6.81,14.66,1.2914,11.75,False
sz300825,20250717,11.65,20.28,0.5617,-1.37,False
sz300068,20240903,11.15,26.88,1.2056,-4.3,False
sz301111,20250624,15.65,29.86,0.6095,3.0,False
sz002734,20240802,6.91,24.09,0.5376,-8.25,False
sz300295,20240808,9.46,52.35,0.252,0.0,False
sz300674,20250811,26.13,40.54,0.5978,4.98,False
sz002955,20251020,26.26,24.87,1.6565,5.71,False
sz300026,20240812,3.65,22.99,0.4562,-8.22,False
sz300814,20250717,33.86,30.04,1.2023,-2.16,False
sz300541,20240924,9.11,21.5,0.9296,57.18,True
sz002587,20240816,5.92,29.16,1.2184,-7.09,False
sz300616,20240926,12.5,30.39,1.2089,2.96,False
sz002083,20240826,4.25,15.28,0.8593,-1.41,False
sz300790,20250731,22.58,18.98,1.0427,8.64,False
sz300371,20240816,9.43,30.22,0.564,-1.27,False
sz301592,20260304,127.16,18.23,0.9738,-5.92,False
sz300877,20251205,25.6,44.97,0.6553,0.04,False
sz301208,20250911,44.42,37.7,0.6235,-2.7,False
sz000417,20240924,4.22,11.17,0.765,21.33,True
sz002104,20240905,5.72,14.1,0.6397,-5.77,False
sz301172,20250624,20.22,28.61,0.2487,1.58,False
sz399319,20240927,2358.07,19.98,0.7009,0.98,False
sz002030,20240930,6.42,37.41,1.0526,-7.32,False
sz000523,20240926,2.92,17.0,1.2795,-2.74,False
sz300591,20240926,3.38,23.95,0.8533,47.93,True
sz301372,20260113,26.82,24.71,0.7521,2.98,False
sz002557,20240926,29.06,23.64,1.4573,0.34,False
sz000584,20240826,1.94,63.9,0.7086,20.1,True
sz000839,20240815,2.34,31.18,0.4652,-7.26,False
sz002803,20240927,11.89,26.92,1.674,-2.61,False
sz300245,20240731,6.14,52.47,1.6523,-4.72,False
sz000790,20240927,3.74,13.61,0.7168,-1.07,False
sz000877,20240930,5.7,28.87,4.5518,0.7,False
sz300112,20240923,7.17,19.49,0.6195,21.76,True
sz002329,20240930,3.48,33.83,0.625,-7.47,False
sz300475,20240930,32.27,36.79,0.554,-0.09,False
sz301296,20250625,9.68,28.84,0.4287,-1.86,False
sz002600,20250114,8.07,31.99,1.6427,4.83,False
sz301025,20251126,10.93,29.55,0.5914,2.93,False
sz300740,20251126,19.85,31.52,1.878,1.06,False
sz002367,20240927,5.94,16.99,1.5044,-1.35,False
sz000993,20240930,9.27,23.69,0.9186,-2.37,False
sz301314,20251124,42.9,19.41,1.7307,5.69,False
sz002056,20240927,12.16,13.7,1.1137,3.45,False
sz000545,20240903,2.09,28.44,1.2714,-7.18,False
sz300223,20240930,64.82,38.97,0.8595,4.72,False
sz300925,20250806,23.84,31.66,0.6111,0.96,False
sz301509,20250930,36.76,30.11,2.75,0.22,False
sz002782,20240926,10.56,17.04,0.7718,13.73,False
sz300389,20240930,11.53,37.56,0.5722,-3.64,False
sz399435,20240930,3908.64,19.26,2.5974,-6.38,False
sz300768,20250804,18.11,12.02,0.784,-0.17,False
sz002980,20251125,23.65,22.79,0.8935,-4.95,False
sz300413,20240926,21.22,15.51,1.8283,16.31,False
sz300174,20240930,15.53,17.88,1.9596,-7.6,False
sz300726,20250912,37.15,24.51,1.3907,7.11,False
sz000612,20240930,6.9,34.1,0.7133,-5.65,False
sz002301,20240926,5.02,14.49,0.9765,11.35,False
sz399686,20240924,1469.53,8.56,0.7624,51.45,True
sz301043,20260313,54.71,50.59,0.7764,-1.21,False
sz002848,20240925,7.42,20.04,0.8404,7.82,False
sz002666,20240927,3.85,13.94,1.2086,1.3,False
sz002235,20240924,4.42,17.37,1.3758,25.79,True
sz000726,20240927,5.74,27.71,0.7743,0.52,False
sz002466,20240930,35.2,27.63,2.191,-3.78,False
sz300569,20240927,4.62,20.59,0.6174,8.23,False
sz002933,20250624,33.23,33.48,0.6487,8.82,False
sz002752,20240930,5.32,20.87,1.1515,-4.14,False
sz301177,20250804,28.2,23.8,0.4376,4.79,False
sz000768,20240828,23.69,16.19,1.324,1.98,False
sz002428,20240924,11.54,31.07,1.2155,30.42,True
sz300527,20240806,6.72,20.22,1.0017,-1.79,False
sz001376,20250826,12.58,10.05,0.6725,-3.02,False
sz002086,20240930,2.26,27.32,0.8707,-11.06,False
sz300040,20240807,5.84,60.27,0.8014,-3.42,False
sz003036,20251128,17.0,36.59,0.8671,1.18,False
sz301139,20260112,20.48,25.47,1.0538,-2.34,False
sz300317,20240930,4.2,25.63,1.5593,-4.05,False
sz002218,20240927,3.37,18.06,1.4155,0.0,False
sz000925,20240930,6.58,19.16,0.9126,-4.03,False
sz000158,20240826,7.19,30.25,0.8088,2.92,False
sz300811,20250710,46.31,17.21,1.9597,2.81,False
sz399656,20240927,5223.82,13.52,1.2978,5.13,False
sz300359,20240730,4.48,31.51,0.6258,15.4,False
sz002950,20250703,8.79,24.91,0.4347,0.46,False
sz301220,20260306,40.38,14.9,1.0525,7.68,False
sz002405,20240730,6.99,29.09,0.9355,-5.01,False
sz002162,20240926,3.12,23.13,1.0396,7.37,False
sz002566,20240926,6.34,14.49,1.2003,7.73,False
sz200553,20240926,1.96,16.32,0.3296,10.2,False
sz300972,20251127,173.24,28.48,0.6941,3.79,False
sz000668,20240911,6.9,35.45,0.4928,-3.48,False
sz300695,20251119,92.72,29.94,1.3477,-2.97,False
sz300274,20240731,66.82,32.58,2.2163,3.23,False
sz300379,20240902,9.83,33.11,1.0986,-7.93,False
sz300123,20240802,5.16,37.27,0.6946,-7.56,False
sz001215,20250702,28.55,20.62,0.7916,0.25,False
sz002482,20240927,1.73,21.0,0.6821,-6.36,False
sz300896,20250630,173.62,18.02,0.6836,-2.22,False
sz300771,20251015,12.57,21.79,0.7211,0.64,False
sz002356,20240930,3.37,24.45,2.1842,-11.28,False
sz399802,20240927,4492.74,12.67,1.0986,5.9,False
sz002705,20240927,14.1,18.14,1.8698,-1.28,False
