ts_code,trade_date,close,pe,pb,ps,total_mv,circ_mv
600036.SH,20210908,52.41,13.5786,1.9704,4.5503,132177210.7948,108116297.7524
600036.SH,20210907,52.81,13.6823,1.9854,4.585,133186004.6189,108941455.5295
600036.SH,20210906,51.2,13.2651,1.9249,4.4452,129125609.4771,105620195.4765
600036.SH,20210903,52.0,13.4724,1.955,4.5147,131143197.1252,107270511.0308
600036.SH,20210902,51.6,13.3688,1.9399,4.4799,130134403.3012,106445353.2536
600036.SH,20210901,50.79,13.1589,1.9095,4.4096,128091595.8075,104774408.7549
600036.SH,20210831,48.96,12.6848,1.8407,4.2507,123476364.0625,100999311.9244
600036.SH,20210830,48.45,12.5527,1.8215,4.2065,122190151.9368,99947235.7585
600036.SH,20210827,50.35,13.0449,1.8929,4.3714,126981922.601,103866735.2
600036.SH,20210826,49.6,12.8506,1.8647,4.3063,125090434.181,102319564.3678
600036.SH,20210825,51.43,13.3247,1.9335,4.4652,129705665.9259,106094661.1983
600036.SH,20210824,52.2,13.5242,1.9625,4.532,131647594.0372,107683089.9194
600036.SH,20210823,51.89,13.4439,1.9508,4.5051,130865778.8236,107043592.6421
600036.SH,20210820,51.03,13.2211,1.9185,4.4305,128696872.1019,105269503.4212
600036.SH,20210819,51.58,13.3636,1.9392,4.4782,130083963.61,106404095.3648
600036.SH,20210818,53.14,13.7678,1.9978,4.6137,134018259.5237,109622210.6957
600036.SH,20210817,49.62,12.8558,1.8655,4.308,125140873.8722,102360822.2567
600036.SH,20210816,50.87,13.1797,1.9125,4.4166,128293354.5723,104939440.3103
600036.SH,20210813,51.18,13.26,2.0185,4.4435,129075169.7859,105578937.5876
600036.SH,20210812,50.68,13.1304,1.9988,4.4001,127814177.5059,104547490.3662
600036.SH,20210811,50.9,13.1874,2.0075,4.4192,128369014.1091,105001327.1436
600036.SH,20210810,50.21,13.0087,1.9803,4.3593,126628844.7626,103577929.978
600036.SH,20210809,49.06,12.7107,1.9349,4.2594,123728562.5185,101205601.3687
600036.SH,20210806,47.59,12.3299,1.8769,4.1318,120021245.2152,98173146.5376
600036.SH,20210805,46.75,12.1122,1.8438,4.0589,117902778.1847,96440315.2056
600036.SH,20210804,47.0,12.177,1.8537,4.0806,118533274.3247,96956038.8163
600036.SH,20210803,47.59,12.3299,1.8769,4.1318,120021245.2152,98173146.5376
600036.SH,20210802,47.71,12.3609,1.8817,4.1422,120323883.3624,98420693.8708
600036.SH,20210730,46.5,12.0474,1.8339,4.0372,117272282.0447,95924591.5949
600036.SH,20210729,47.95,12.4231,1.8911,4.1631,120929159.6568,98915788.5371
600036.SH,20210728,47.47,12.2988,1.8722,4.1214,119718607.0679,97925599.2045
600036.SH,20210727,46.17,11.962,1.8209,4.0085,116440027.1398,95243836.4287
600036.SH,20210726,47.7,12.3584,1.8813,4.1413,120298663.5168,98400064.9263
600036.SH,20210723,50.05,12.9672,1.974,4.3454,126225327.233,103247866.8671
600036.SH,20210722,50.25,13.019,1.9818,4.3627,126729724.145,103660445.7557
600036.SH,20210721,49.7,12.8765,1.9602,4.315,125342632.637,102525853.8121
600036.SH,20210720,49.91,12.9309,1.9684,4.3332,125872249.3946,102959061.6451
600036.SH,20210719,50.83,13.1693,2.0047,4.4131,128192475.1899,104856924.5326
600036.SH,20210716,51.0,13.2133,2.0114,4.4279,128621212.5651,105207616.5879
600036.SH,20210715,51.05,13.2263,2.0134,4.4322,128747311.7931,105310761.31
600036.SH,20210714,48.95,12.6822,1.9306,4.2499,123451144.2169,100978682.98
600036.SH,20210713,49.97,12.9465,1.9708,4.3384,126023568.4682,103082835.3117
600036.SH,20210712,50.4,13.0579,1.8942,4.3758,127108021.829,103969879.9222
600036.SH,20210709,49.9,12.9283,1.8754,4.3324,125847029.549,102938432.7007
600036.SH,20210708,50.35,13.0449,1.8923,4.3714,126981922.601,103866735.2
600036.SH,20210707,53.43,13.8429,2.008,4.6388,134749635.0461,110220450.0841
600036.SH,20210706,53.54,13.8714,2.0122,4.6484,135027053.3478,110447368.4729
600036.SH,20210705,52.94,13.716,1.9896,4.5963,133513862.6117,109209631.8071
600036.SH,20210702,53.05,13.7445,1.9938,4.6058,133791280.9133,109436550.1958
600036.SH,20210701,56.0,14.5088,2.1046,4.862,141231135.3656,115522088.8024
600036.SH,20210630,54.19,14.0398,2.0366,4.7048,136666343.3118,111788249.8608
600036.SH,20210629,53.8,13.9388,2.0219,4.671,135682769.3334,110983721.028
600036.SH,20210628,54.7,14.1719,2.0558,4.7491,137952555.4375,112840326.0266
600036.SH,20210625,56.4,14.6124,2.1197,4.8967,142239929.1896,116347246.5796
600036.SH,20210624,55.0,14.2497,2.067,4.7751,138709150.8055,113459194.3595
600036.SH,20210623,54.82,14.203,2.0603,4.7595,138255193.5847,113087873.3598
600036.SH,20210622,55.46,14.3689,2.0843,4.8151,139869263.7031,114408125.8032
600036.SH,20210621,53.69,13.9103,2.0178,4.6614,135405351.0318,110756802.6393
600036.SH,20210618,54.69,14.1694,2.0554,4.7482,137927335.5919,112819697.0822
600036.SH,20210617,55.12,14.2808,2.0715,4.7856,139011788.9527,113706741.6926
600036.SH,20210616,55.6,14.4051,2.0896,4.8272,140222341.5416,114696931.0252
600036.SH,20210615,54.8,14.1979,2.0595,4.7578,138204753.8935,113046615.4709
600036.SH,20210611,56.33,14.5943,2.117,4.8906,142063390.2704,116202843.9686
600036.SH,20210610,56.35,14.5994,2.1178,4.8923,142113829.9616,116244101.8574
600036.SH,20210609,56.47,14.6305,2.1223,4.9028,142416468.1088,116491649.1906
600036.SH,20210608,56.7,14.6901,2.1309,4.9227,142996524.5577,116966114.9124
600036.SH,20210607,57.0,14.7678,2.1422,4.9488,143753119.9257,117584983.2453
600036.SH,20210604,57.53,14.9052,2.1621,4.9948,145089771.7426,118678317.3
600036.SH,20210603,56.28,14.5813,2.1151,4.8863,141937291.0424,116099699.2464
600036.SH,20210602,57.58,14.9181,2.164,4.9991,145215870.9706,118781462.0222
600036.SH,20210601,57.36,14.8611,2.1557,4.98,144661034.3673,118327625.2447
600036.SH,20210531,58.19,15.0762,2.1869,5.0521,146754281.5522,120039827.6324
600036.SH,20210528,58.5,15.1565,2.1986,5.079,147536096.7659,120679324.9097
600036.SH,20210527,57.95,15.014,2.1779,5.0313,146149005.2578,119544732.9661
600036.SH,20210526,58.5,15.1565,2.1986,5.079,147536096.7659,120679324.9097
600036.SH,20210525,57.55,14.9103,2.1629,4.9965,145140211.4338,118719575.1889
600036.SH,20210524,54.08,14.0113,2.0325,4.6953,136388925.0102,111561331.472
600036.SH,20210521,54.11,14.0191,2.0336,4.6979,136464584.547,111623218.3053
600036.SH,20210520,55.47,14.3714,2.0847,4.8159,139894483.5487,114428754.7477
600036.SH,20210519,54.8,14.1979,2.0595,4.7578,138204753.8935,113046615.4709
600036.SH,20210518,55.95,14.4958,2.1027,4.8576,141105036.1376,115418944.0803
600036.SH,20210517,55.65,14.4181,2.0915,4.8316,140348440.7696,114800075.7474
600036.SH,20210514,54.98,14.2445,2.0663,4.7734,138658711.1143,113417936.4706
600036.SH,20210513,53.2,13.7833,1.9994,4.6189,134169578.5973,109745984.3623
600036.SH,20210512,53.69,13.9103,2.0178,4.6614,135405351.0318,110756802.6393
600036.SH,20210511,53.84,13.9491,2.0234,4.6744,135783648.7158,111066236.8057
600036.SH,20210510,53.9,13.9647,2.0257,4.6796,135934967.7894,111190010.4723
600036.SH,20210507,54.18,14.0372,2.0362,4.7039,136641123.4662,111767620.9163
600036.SH,20210506,53.67,13.9051,2.0171,4.6597,135354911.3406,110715544.7504
600036.SH,20210430,52.7,13.6538,1.9806,4.5754,132908586.3173,108714537.1408
600036.SH,20210429,53.28,13.804,2.0024,4.6258,134371337.3621,109911015.9177
600036.SH,20210428,51.76,13.4102,1.9453,4.4938,130537920.8308,106775416.3645
600036.SH,20210427,52.07,13.4906,1.9569,4.5208,131319736.0444,107414913.6418
600036.SH,20210426,52.07,13.4906,1.9569,4.5208,131319736.0444,107414913.6418
600036.SH,20210423,53.3,13.8092,2.1013,4.6275,134421777.0533,109952273.8066
600036.SH,20210422,52.61,13.6305,2.0741,4.5676,132681607.7069,108528876.641
600036.SH,20210421,52.89,13.703,2.0852,4.5919,133387763.3837,109106487.085
600036.SH,20210420,51.99,13.4698,2.0497,4.5138,131117977.2796,107249882.0864
600036.SH,20210419,51.77,13.4128,2.041,4.4947,130563140.6764,106796045.3089
600036.SH,20210416,49.74,12.8869,1.961,4.3185,125443512.0194,102608369.5898
600036.SH,20210415,49.44,12.8092,1.9492,4.2924,124686916.6513,101989501.257
600036.SH,20210414,49.7,12.8765,1.9594,4.315,125342632.637,102525853.8121
600036.SH,20210413,50.32,13.0372,1.9839,4.3688,126906263.0642,103804848.3667
600036.SH,20210412,50.46,13.0734,1.9894,4.381,127259340.9026,104093653.5887
600036.SH,20210409,50.25,13.019,1.9811,4.3627,126729724.145,103660445.7557
600036.SH,20210408,50.5,13.0838,1.9909,4.3844,127360220.2851,104176169.3665
600036.SH,20210407,50.43,13.0657,1.9882,4.3784,127183681.3658,104031766.7554
600036.SH,20210406,50.99,13.2107,2.0103,4.427,128595992.7195,105186987.6435
600036.SH,20210402,50.95,13.2004,2.0087,4.4235,128495113.3371,105104471.8658
600036.SH,20210401,51.05,13.2263,2.0126,4.4322,128747311.7931,105310761.31
600036.SH,20210331,51.1,13.2392,2.0146,4.4365,128873411.0211,105413906.0322
600036.SH,20210330,51.56,13.3584,2.0327,4.4765,130033523.9188,106362837.4759
600036.SH,20210329,50.94,13.1978,2.0083,4.4226,128469893.4915,105083842.9213
600036.SH,20210326,51.6,13.3688,2.0343,4.4799,130134403.3012,106445353.2536
600036.SH,20210325,51.01,13.2159,2.0111,4.4287,128646432.4107,105228245.5323
600036.SH,20210324,52.2,13.5242,2.058,4.532,131647594.0372,107683089.9194
600036.SH,20210323,53.48,13.8559,2.1084,4.6432,134875734.2741,110323594.8063
600036.SH,20210322,53.78,13.9336,2.1203,4.6692,135632329.6422,110942463.1392
600036.SH,20210319,51.76,14.0564,1.8036,4.8401,130537920.8308,106775416.3645
600036.SH,20210318,54.24,14.7299,1.89,5.072,136792442.5398,111891394.5829
600036.SH,20210317,53.4,14.5018,1.8608,4.9934,134673975.5093,110158563.2509
600036.SH,20210316,54.32,14.7517,1.8928,5.0794,136994201.3046,112056426.1383
600036.SH,20210315,53.11,14.4231,1.8507,4.9663,133942599.9869,109560323.8624
600036.SH,20210312,53.32,14.4801,1.858,4.9859,134472216.7445,109993531.6954
600036.SH,20210311,51.97,14.1135,1.8109,4.8597,131067537.5884,107208624.1975
600036.SH,20210310,49.25,13.3748,1.7162,4.6054,124207739.5849,101597551.3128
600036.SH,20210309,48.5,13.1711,1.69,4.5352,122316251.1649,100050380.4807
600036.SH,20210308,49.93,13.5595,1.7399,4.6689,125922689.0858,103000319.534
600036.SH,20210305,51.4,13.9587,1.7911,4.8064,129630006.3891,106032774.3651
600036.SH,20210304,52.4,14.2302,1.8259,4.8999,132151990.9492,108095668.808
600036.SH,20210303,52.77,14.3307,1.8388,4.9345,133085125.2365,108858939.7518
600036.SH,20210302,49.55,13.4563,1.7266,4.6334,124964334.953,102216419.6457
600036.SH,20210301,50.39,13.6844,1.7559,4.712,127082801.9834,103949250.9777
600036.SH,20210226,51.1,13.8772,1.7806,4.7783,128873411.0211,105413906.0322
600036.SH,20210225,54.45,14.787,1.8974,5.0916,137322059.2974,112324602.4159
600036.SH,20210224,53.6,14.5561,1.8677,5.0121,135178372.4214,110571142.1394
600036.SH,20210223,55.55,15.0857,1.9357,5.1945,140096242.3136,114593786.3031
600036.SH,20210222,54.2,14.7191,1.8887,5.0682,136691563.1574,111808878.8052
600036.SH,20210219,55.2,14.9906,1.9235,5.1617,139213547.7175,113871773.2481
600036.SH,20210218,55.69,15.1237,1.9406,5.2076,140449320.152,114882591.5251
600036.SH,20210210,54.55,14.8141,1.9009,5.101,137574257.7535,112530891.8602
600036.SH,20210209,55.26,15.0069,1.9256,5.1673,139364866.7911,113995546.9147
600036.SH,20210208,55.26,15.0069,1.9256,5.1673,139364866.7911,113995546.9147
600036.SH,20210205,54.74,14.8657,1.9075,5.1187,138053434.8199,112922841.8043
600036.SH,20210204,53.5,14.529,1.8643,5.0028,134926173.9654,110364852.6952
600036.SH,20210203,53.05,14.4068,1.8486,4.9607,133791280.9133,109436550.1958
600036.SH,20210202,51.97,14.1135,2.0489,4.8597,131067537.5884,107208624.1975
600036.SH,20210201,52.4,14.2302,2.0659,4.8999,132151990.9492,108095668.808
600036.SH,20210129,51.1,13.8772,1.7806,4.7783,128873411.0211,105413906.0322
600036.SH,20210128,51.61,14.0157,1.7984,4.826,130159623.1468,106465982.1981
600036.SH,20210127,52.0,14.1216,1.812,4.8625,131143197.1252,107270511.0308
600036.SH,20210126,51.4,13.9587,1.7911,4.8064,129630006.3891,106032774.3651
600036.SH,20210125,52.11,14.1515,1.8158,4.8728,131420615.4268,107497429.4195
600036.SH,20210122,51.64,14.0238,1.7994,4.8288,130235282.6836,106527869.0314
600036.SH,20210121,52.64,14.2954,1.8343,4.9224,132757267.2437,108590763.4743
600036.SH,20210120,51.72,14.0456,1.8022,4.8363,130437041.4484,106692900.5868
600036.SH,20210119,51.85,14.0809,1.8068,4.8485,130764899.4412,106961076.8644
600036.SH,20210118,51.92,14.0999,1.8092,4.855,130941438.3604,107105479.4754
600036.SH,20210115,51.14,13.8881,1.782,4.7821,128974290.4035,105496421.8099
600036.SH,20210114,49.05,13.3205,1.9976,4.5867,123703342.6729,101184972.4242
600036.SH,20210113,49.4,13.4155,2.0119,4.6194,124586037.2689,101906985.4793
600036.SH,20210112,49.7,13.497,2.0241,4.6474,125342632.637,102525853.8121
600036.SH,20210111,48.42,13.1494,1.972,4.5277,122114492.4,99885348.9252
600036.SH,20210108,46.6,12.6551,1.8978,4.3576,117524480.5007,96130881.0391
600036.SH,20210107,45.9,12.465,1.8693,4.2921,115759091.3086,94686854.9291
600036.SH,20210106,44.15,11.9898,1.7981,4.1285,111345618.3284,91076789.654
600036.SH,20210105,42.18,11.4548,1.7178,3.9442,106377308.745,87012887.6015
600036.SH,20210104,43.17,11.7237,1.7582,4.0368,108874073.4595,89055153.1
600036.SH,20201231,43.95,11.9355,1.7899,4.1098,110841221.4164,90664210.7655
600036.SH,20201230,43.05,11.6911,1.7533,4.0256,108571435.3123,88807605.7668
600036.SH,20201229,42.83,11.6313,1.7443,4.005,108016598.7091,88353768.9894
600036.SH,20201228,43.04,11.6884,1.7529,4.0247,108546215.4667,88786976.8224
600036.SH,20201225,42.72,11.6014,1.7398,3.9947,107739180.4075,88126850.6007
600036.SH,20201224,42.57,11.5607,1.7337,3.9807,107360882.7235,87817416.4343
600036.SH,20201223,42.32,11.4928,1.7235,3.9573,106730386.5834,87301692.8235
600036.SH,20201222,41.91,11.3815,1.7068,3.919,105696372.9138,86455906.1019
600036.SH,20201221,42.89,11.6476,1.7468,4.0106,108167917.7827,88477542.656
600036.SH,20201218,43.1,11.7046,1.7553,4.0303,108697534.5403,88910750.489
600036.SH,20201217,44.05,11.9626,1.794,4.1191,111093419.8724,90870500.2097
600036.SH,20201216,44.06,11.9654,1.7944,4.12,111118639.718,90891129.1542
600036.SH,20201215,44.35,12.0441,1.8062,4.1472,111850015.2404,91489368.5426
600036.SH,20201214,44.37,12.0495,1.807,4.149,111900454.9316,91530626.4315
600036.SH,20201211,42.68,11.5906,1.7382,3.991,107638301.0251,88044334.823
600036.SH,20201210,44.28,12.0251,1.8034,4.1406,111673476.3212,91344965.9316
600036.SH,20201209,44.24,12.0142,1.8017,4.1369,111572596.9388,91262450.1539
600036.SH,20201208,44.26,12.0197,1.8025,4.1387,111623036.63,91303708.0428
600036.SH,20201207,44.42,12.0631,1.8091,4.1537,112026554.1596,91633771.1536
600036.SH,20201204,45.78,12.4325,1.8645,4.2809,115456453.1614,94439307.596
600036.SH,20201203,46.49,12.6253,1.8934,4.3473,117247062.199,95903962.6504
600036.SH,20201202,46.8,12.7095,1.906,4.3763,118028877.4127,96543459.9277
600036.SH,20201201,46.2,12.5465,1.8816,4.3201,116515686.6766,95305723.262
600036.SH,20201130,44.2,12.0034,1.8001,4.1331,111471717.5564,91179934.3762
600036.SH,20201127,45.85,12.4515,1.8673,4.2874,115632992.0806,94583710.207
600036.SH,20201126,45.09,12.2451,1.8363,4.2164,113716283.8149,93015910.4304
600036.SH,20201125,44.43,12.0658,1.8095,4.1546,112051774.0052,91654400.098
600036.SH,20201124,44.87,12.1853,1.8274,4.1958,113161447.2117,92562073.6529
600036.SH,20201123,45.4,12.3293,1.849,4.2453,114498099.0285,93655407.7077
600036.SH,20201120,45.05,12.2342,1.8347,4.2126,113615404.4325,92933394.6526
600036.SH,20201119,44.87,12.1853,1.8274,4.1958,113161447.2117,92562073.6529
600036.SH,20201118,44.75,12.1527,1.8225,4.1846,112858809.0645,92314526.3198
600036.SH,20201117,43.84,11.9056,1.7854,4.0995,110563803.1148,90437292.3767
600036.SH,20201116,43.0,11.6775,1.7512,4.0209,108445336.0843,88704461.0447
600036.SH,20201113,42.58,11.5634,1.7341,3.9816,107386102.5691,87838045.3787
600036.SH,20201112,43.58,11.835,1.7749,4.0752,109908087.1292,89900939.8216
600036.SH,20201111,44.35,12.0441,1.8062,4.1472,111850015.2404,91489368.5426
600036.SH,20201110,43.72,11.873,1.7806,4.0882,110261164.9676,90189745.0436
600036.SH,20201109,43.03,11.6856,1.7525,4.0237,108520995.6211,88766347.878
600036.SH,20201106,42.48,11.5363,1.7301,3.9723,107133904.113,87631755.9344
600036.SH,20201105,42.79,11.6205,1.7427,4.0013,107915719.3267,88271253.2117
600036.SH,20201104,42.93,11.6585,1.7484,4.0144,108268797.1651,88560058.4337
600036.SH,20201103,41.24,11.1995,1.6796,3.8563,104006643.2585,85073766.8252
600036.SH,20201102,40.25,10.9307,1.6392,3.7638,101509878.544,83031501.3267
600036.SH,20201030,39.81,10.8112,1.6776,3.7226,100400205.3376,82123827.7718
600036.SH,20201029,40.19,10.9144,1.6936,3.7582,101358559.4704,82907727.6602
600036.SH,20201028,40.1,10.8899,1.6898,3.7497,101131580.86,82722067.1603
600036.SH,20201027,40.45,10.985,1.7046,3.7825,102014275.456,83444080.2153
600036.SH,20201026,40.62,11.0312,1.7118,3.7984,102443012.8313,83794772.2706
600036.SH,20201023,41.22,11.1941,1.737,3.8545,103956203.5673,85032508.9363
600036.SH,20201022,41.19,11.1859,1.7358,3.8517,103880544.0305,84970622.1031
600036.SH,20201021,40.8,11.08,1.7193,3.8152,102896970.0521,84166093.2703
600036.SH,20201020,39.97,10.8546,1.6844,3.7376,100803722.8672,82453890.8827
