ts_code,trade_date,close,pe,pb,ps,total_mv,circ_mv
688003.SH,20260130,84.62,131.8736,8.7969,10.2213,1644340.071,1644340.071
688003.SH,20260129,79.66,124.1438,8.2813,9.6222,1547957.103,1547957.103
688003.SH,20260128,82.7,128.8814,8.5973,9.9894,1607030.535,1607030.535
688003.SH,20260127,78.86,122.8971,8.1981,9.5255,1532411.463,1532411.463
688003.SH,20260126,79.17,123.3802,8.2304,9.563,1538435.3985,1538435.3985
688003.SH,20260123,74.08,115.4479,7.7012,8.9482,1439526.264,1439526.264
688003.SH,20260122,70.88,110.4609,7.3686,8.5616,1377343.704,1377343.704
688003.SH,20260121,65.69,102.3727,6.829,7.9347,1276491.3645,1276491.3645
688003.SH,20260120,67.22,104.7571,6.9881,8.1195,1306222.401,1306222.401
688003.SH,20260119,66.16,103.1052,6.8779,7.9915,1285624.428,1285624.428
688003.SH,20260116,67.54,105.2558,7.0213,8.1582,1312440.657,1312440.657
688003.SH,20260115,63.77,99.3805,6.6294,7.7028,1239181.8285,1239181.8285
688003.SH,20260114,63.02,98.2117,6.5514,7.6122,1224607.791,1224607.791
688003.SH,20260113,62.83,97.9156,6.5317,7.5893,1220915.7015,1220915.7015
688003.SH,20260112,66.23,103.2142,6.8851,7.9999,1286984.6715,1286984.6715
688003.SH,20260109,68.8,107.2194,7.1523,8.3104,1336925.04,1336925.04
688003.SH,20260108,60.69,94.5806,6.3092,7.3308,1179331.1145,1179331.1145
688003.SH,20260107,62.32,97.1208,6.4787,7.5277,1211005.356,1211005.356
688003.SH,20260106,61.81,96.326,6.4257,7.4661,1201095.0105,1201095.0105
688003.SH,20260105,62.25,97.0117,6.4714,7.5192,1209645.1125,1209645.1125
688003.SH,20251231,58.9,91.791,6.1231,7.1146,1144547.745,1144547.745
688003.SH,20251230,57.42,89.4846,5.9693,6.9358,1115788.311,1115788.311
688003.SH,20251229,57.38,89.4222,5.9651,6.931,1115011.029,1115011.029
688003.SH,20251226,57.6,89.7651,5.988,6.9575,1119286.08,1119286.08
688003.SH,20251225,58.2,90.7001,6.0504,7.03,1130945.31,1130945.31
688003.SH,20251224,57.76,90.0144,6.0046,6.9769,1122395.208,1122395.208
688003.SH,20251223,57.11,89.0014,5.937,6.8983,1109764.3755,1109764.3755
688003.SH,20251222,56.79,88.5027,5.9038,6.8597,1103546.1195,1103546.1195
688003.SH,20251219,57.3,89.2975,5.9568,6.9213,1113456.465,1113456.465
688003.SH,20251218,58.51,91.1832,6.0826,7.0674,1136969.2455,1136969.2455
688003.SH,20251217,56.74,88.4248,5.8986,6.8536,1102574.517,1102574.517
688003.SH,20251216,56.2,87.5833,5.8424,6.7884,1092081.21,1092081.21
688003.SH,20251215,55.26,86.1184,5.7447,6.6749,1073815.083,1073815.083
688003.SH,20251212,52.24,81.4119,5.4308,6.3101,1015130.292,1015130.292
688003.SH,20251211,51.77,80.6795,5.3819,6.2533,1005997.2285,1005997.2285
688003.SH,20251210,54.65,85.1677,5.6813,6.6012,1061961.5325,1061961.5325
688003.SH,20251209,55.5,86.4924,5.7697,6.7039,1078478.775,1078478.775
688003.SH,20251208,55.69,86.7885,5.7894,6.7268,1082170.8645,1082170.8645
688003.SH,20251205,54.4,84.7781,5.6553,6.571,1057103.52,1057103.52
688003.SH,20251204,53.7,83.6872,5.5826,6.4864,1043501.085,1043501.085
688003.SH,20251203,53.7,83.6872,5.5826,6.4864,1043501.085,1043501.085
688003.SH,20251202,52.74,82.1911,5.4828,6.3705,1024846.317,1024846.317
688003.SH,20251201,52.35,81.5834,5.4422,6.3234,1017267.8175,1017267.8175
688003.SH,20251128,52.69,82.1132,5.4776,6.3644,1023874.7145,1023874.7145
688003.SH,20251127,51.89,80.8665,5.3944,6.2678,1008329.0745,1008329.0745
688003.SH,20251126,50.39,78.5289,5.2384,6.0866,979180.9995,979180.9995
688003.SH,20251125,50.87,79.2769,5.2883,6.1446,988508.3835,988508.3835
688003.SH,20251124,50.94,79.386,5.2956,6.1531,989868.627,989868.627
688003.SH,20251121,50.25,78.3107,5.2239,6.0697,976460.5125,976460.5125
688003.SH,20251120,50.51,78.7159,5.2509,6.1011,981512.8455,981512.8455
688003.SH,20251119,51.15,79.7133,5.3175,6.1784,993949.3575,993949.3575
688003.SH,20251118,51.29,79.9314,5.332,6.1953,996669.8445,996669.8445
688003.SH,20251117,52.02,81.0691,5.4079,6.2835,1010855.241,1010855.241
688003.SH,20251114,52.45,81.7392,5.4526,6.3355,1019211.0225,1019211.0225
688003.SH,20251113,52.44,81.7236,5.4516,6.3342,1019016.702,1019016.702
688003.SH,20251112,52.5,81.8171,5.4578,6.3415,1020182.625,1020182.625
688003.SH,20251111,53.47,83.3288,5.5586,6.4587,1039031.7135,1039031.7135
688003.SH,20251110,53.0,82.5963,5.5098,6.4019,1029898.65,1029898.65
688003.SH,20251107,54.1,84.3106,5.6241,6.5348,1051273.905,1051273.905
688003.SH,20251106,53.96,84.0924,5.6096,6.5179,1048553.418,1048553.418
688003.SH,20251105,53.43,83.2665,5.5545,6.4538,1038254.4315,1038254.4315
688003.SH,20251104,51.55,80.3366,5.3678,6.2267,1001722.1775,1000773.6575
688003.SH,20251103,52.65,82.0509,5.4824,6.3596,1023097.4325,1022128.6725
688003.SH,20251031,54.21,84.402,5.6395,6.5418,1052413.9665,1052413.9665
688003.SH,20251030,54.2,84.3865,5.6509,6.5406,1052219.83,1052219.83
688003.SH,20251029,54.09,84.2152,5.6395,6.5274,1050084.3285,1050084.3285
688003.SH,20251028,53.86,83.8571,5.6155,6.4996,1045619.189,1045619.189
688003.SH,20251027,53.7,83.608,5.5988,6.4803,1042513.005,1042513.005
688003.SH,20251024,53.05,82.596,5.531,6.4019,1029894.1325,1029894.1325
688003.SH,20251023,51.86,80.7432,5.407,6.2583,1006791.889,1006791.889
688003.SH,20251022,52.22,81.3037,5.4445,6.3017,1013780.803,1013780.803
688003.SH,20251021,52.04,81.0235,5.4257,6.28,1010286.346,1010286.346
688003.SH,20251020,51.2,79.7156,5.3381,6.1786,993978.88,993978.88
688003.SH,20251017,50.8,79.0928,5.2964,6.1303,986213.42,986213.42
688003.SH,20251016,52.34,81.4905,5.457,6.3162,1016110.441,1016110.441
688003.SH,20251015,52.83,82.2534,5.5081,6.3753,1025623.1295,1025623.1295
688003.SH,20251014,52.1,81.1169,5.432,6.2872,1011451.165,1011451.165
688003.SH,20251013,54.61,85.0248,5.6937,6.5901,1060179.4265,1060179.4265
688003.SH,20251010,55.95,87.1111,5.8334,6.7518,1086193.7175,1086193.7175
688003.SH,20251009,57.36,89.3064,5.9804,6.922,1113566.964,1113566.964
688003.SH,20250930,58.06,90.3963,6.0534,7.0065,1127156.519,1127156.519
688003.SH,20250929,58.87,91.6574,6.1378,7.1042,1142881.5755,1142881.5755
688003.SH,20250926,57.73,89.8825,6.019,6.9666,1120750.0145,1120750.0145
688003.SH,20250925,60.65,94.4288,6.3234,7.319,1177437.8725,1177437.8725
688003.SH,20250924,59.45,92.5604,6.1983,7.1742,1154141.4925,1154141.4925
688003.SH,20250923,57.25,89.1351,5.9689,6.9087,1111431.4625,1111431.4625
688003.SH,20250922,58.73,91.4394,6.1232,7.0873,1140163.6645,1140163.6645
688003.SH,20250919,57.72,89.8669,6.0179,6.9654,1120555.878,1120555.878
688003.SH,20250918,60.07,93.5257,6.2629,7.249,1166177.9555,1166177.9555
688003.SH,20250917,60.09,93.5569,6.265,7.2514,1166566.2285,1166566.2285
688003.SH,20250916,60.28,93.8527,6.2848,7.2744,1170254.822,1170254.822
688003.SH,20250915,58.01,90.3184,6.0482,7.0004,1126185.8365,1126185.8365
688003.SH,20250912,57.59,89.6645,6.0044,6.9497,1118032.1035,1118032.1035
688003.SH,20250911,57.8,89.9915,6.0263,6.9751,1122108.97,1122108.97
688003.SH,20250910,56.1,87.3447,5.849,6.7699,1089105.765,1089105.765
688003.SH,20250909,56.18,87.4692,5.8574,6.7796,1090658.857,1090658.857
688003.SH,20250908,57.28,89.1819,5.972,6.9123,1112013.872,1112013.872
688003.SH,20250905,55.62,86.5973,5.799,6.712,1079787.213,1079787.213
688003.SH,20250904,53.78,83.7325,5.6071,6.49,1044066.097,1044066.097
688003.SH,20250903,56.79,88.4189,5.921,6.8532,1102501.1835,1102501.1835
688003.SH,20250902,57.51,89.5399,5.996,6.9401,1116479.0115,1116479.0115
688003.SH,20250901,58.95,91.782,6.1462,7.1139,1144434.6675,1144434.6675
688003.SH,20250829,58.88,91.673,6.1389,7.1054,1143075.712,1143075.712
688003.SH,20250828,59.99,93.4012,6.2546,7.2394,1164624.8635,1164624.8635
688003.SH,20250827,58.11,90.4741,6.0586,7.0125,1128127.2015,1128127.2015
688003.SH,20250826,59.19,92.1556,6.1712,7.1428,1149093.9435,1149093.9435
688003.SH,20250825,64.7,100.7344,6.7457,7.8077,1256063.155,1256063.155
688003.SH,20250822,62.83,97.8229,6.5507,7.5821,1219759.6295,1219759.6295
688003.SH,20250821,56.38,87.7806,5.8782,6.8037,1094541.587,1094541.587
688003.SH,20250820,58.87,91.6574,6.1378,7.1042,1142881.5755,1142881.5755
688003.SH,20250819,57.39,89.3531,5.9835,6.9256,1114149.3735,1114149.3735
688003.SH,20250818,55.88,87.0021,5.8261,6.7434,1084834.762,1084834.762
688003.SH,20250815,53.1,82.6738,5.5362,6.4079,1030864.815,1030864.815
688003.SH,20250814,51.23,79.7623,5.3413,6.1822,994561.2895,994561.2895
688003.SH,20250813,52.0,80.9612,5.4216,6.2752,1009509.8,1009509.8
688003.SH,20250812,51.07,79.5132,5.3246,6.1629,991455.1055,991455.1055
688003.SH,20250811,51.44,80.0893,5.4811,6.2076,998638.156,998638.156
688003.SH,20250808,51.52,80.2138,5.4896,6.2172,1000191.248,1000191.248
688003.SH,20250807,53.22,82.8607,5.6708,6.4224,1033194.453,1033194.453
688003.SH,20250806,54.1,84.2308,5.7645,6.5286,1050278.465,1050278.465
688003.SH,20250805,49.2,76.6017,5.2424,5.9373,955151.58,955151.58
688003.SH,20250804,48.38,75.325,5.155,5.8383,939232.387,939232.387
688003.SH,20250801,47.79,74.4064,5.0922,5.7671,927778.3335,927778.3335
688003.SH,20250731,48.86,76.0724,5.2062,5.8962,948550.939,948550.939
688003.SH,20250730,48.51,75.5274,5.1689,5.854,941756.1615,941756.1615
688003.SH,20250729,50.46,78.5635,5.3767,6.0893,979612.779,979612.779
688003.SH,20250728,48.21,75.0604,5.1369,5.8178,935932.0665,935932.0665
688003.SH,20250725,47.9,74.5777,5.1039,5.7804,929913.835,929913.835
688003.SH,20250724,47.51,73.9705,5.0623,5.7333,922342.5115,922342.5115
688003.SH,20250723,45.84,71.3704,4.8844,5.5318,889921.716,889921.716
688003.SH,20250722,45.92,71.4949,4.9136,5.5414,891474.808,888988.24
688003.SH,20250721,46.56,72.4914,4.982,5.6187,903899.544,901378.32
688003.SH,20250718,46.99,73.1609,5.028,5.6706,912247.4135,909702.905
688003.SH,20250717,47.53,73.7952,5.0716,5.7197,920157.035,920157.035
688003.SH,20250716,45.58,70.7676,4.8636,5.4851,882406.01,882406.01
688003.SH,20250715,45.08,69.9913,4.8102,5.4249,872726.26,872726.26
688003.SH,20250714,45.44,70.5503,4.8486,5.4682,879695.68,879695.68
688003.SH,20250711,44.13,68.5164,4.7089,5.3106,854334.735,854334.735
688003.SH,20250710,43.41,67.3985,4.632,5.2239,840395.895,840395.895
688003.SH,20250709,44.26,68.7182,4.7227,5.3262,856851.47,856851.47
688003.SH,20250708,43.75,67.9264,4.6683,5.2649,846978.125,846978.125
688003.SH,20250707,43.58,67.6624,4.416,5.2444,843687.01,843687.01
688003.SH,20250704,43.6,67.6935,4.4181,5.2468,844074.2,844074.2
688003.SH,20250703,44.77,69.51,4.5366,5.3876,866724.815,866724.815
688003.SH,20250702,44.48,69.0598,4.5072,5.3527,861110.56,861110.56
688003.SH,20250701,45.66,70.8919,4.6268,5.4947,883954.77,883954.77
688003.SH,20250630,45.9,71.2645,4.6511,5.5236,888601.05,888601.05
688003.SH,20250627,44.44,68.9977,4.5032,5.3479,860336.18,860336.18
688003.SH,20250626,44.89,69.6963,4.5488,5.402,869047.955,869047.955
688003.SH,20250625,45.97,71.3732,4.6582,5.532,889956.215,889956.215
688003.SH,20250624,45.15,70.1,4.5751,5.4333,874081.425,874081.425
688003.SH,20250623,43.62,67.7245,4.4201,5.2492,844461.39,844461.39
688003.SH,20250620,44.51,69.1064,4.5103,5.3563,861691.345,861691.345
688003.SH,20250619,46.75,72.5842,4.7373,5.6259,905056.625,905056.625
688003.SH,20250618,47.11,73.1431,4.7737,5.6692,912026.045,912026.045
688003.SH,20250617,45.55,70.7211,4.6157,5.4815,881825.225,881825.225
688003.SH,20250616,46.25,71.8079,4.6866,5.5657,895376.875,895376.875
688003.SH,20250613,46.14,71.6371,4.6754,5.5525,893247.33,893247.33
688003.SH,20250612,47.55,73.8263,4.8183,5.7221,920544.225,920544.225
688003.SH,20250611,47.57,73.8573,4.8203,5.7245,920931.415,920931.415
688003.SH,20250610,47.46,73.6865,4.8092,5.7113,918801.87,918801.87
688003.SH,20250609,47.3,73.4381,4.793,5.6921,915704.35,915704.35
688003.SH,20250606,47.8,74.2144,4.8437,5.7522,925384.1,925384.1
688003.SH,20250605,49.17,76.3415,4.9825,5.9171,951906.615,951906.615
688003.SH,20250604,48.18,74.8044,4.8822,5.798,932740.71,932740.71
688003.SH,20250603,48.55,75.3789,4.9197,5.8425,939903.725,939903.725
688003.SH,20250530,48.8,75.767,4.945,5.8726,944743.6,944743.6
688003.SH,20250529,52.72,81.8532,5.3422,6.3443,1020632.84,1020632.84
688003.SH,20250528,51.33,79.6951,5.2014,6.177,993723.135,993723.135
688003.SH,20250527,48.65,75.5341,4.9298,5.8545,941839.675,941839.675
688003.SH,20250526,50.0,77.6301,5.0666,6.017,967975.0,967975.0
688003.SH,20250523,46.51,72.2116,4.7129,5.597,900410.345,900410.345
688003.SH,20250522,45.45,70.5658,4.6055,5.4694,879889.275,879889.275
688003.SH,20250521,46.48,72.165,4.7099,5.5934,899829.56,899829.56
688003.SH,20250520,46.48,72.165,4.7099,5.5934,899829.56,899829.56
688003.SH,20250519,45.97,71.3732,4.6582,5.532,889956.215,889956.215
688003.SH,20250516,48.33,75.0373,4.8974,5.816,935644.635,935644.635
688003.SH,20250515,47.54,73.8107,4.8173,5.7209,920350.63,920350.63
688003.SH,20250514,50.31,78.1115,5.098,6.0543,973976.445,973976.445
688003.SH,20250513,50.88,78.9964,5.1558,6.1229,985011.36,985011.36
688003.SH,20250512,52.3,81.2011,5.2996,6.2938,1012501.85,1012501.85
688003.SH,20250509,51.77,80.3783,5.2459,6.23,1002241.315,1002241.315
688003.SH,20250508,54.44,84.5237,5.5165,6.5513,1053931.18,1053931.18
688003.SH,20250507,55.63,86.3713,5.6371,6.6945,1076968.985,1076968.985
688003.SH,20250506,56.73,88.0792,5.7485,6.8269,1098264.435,1098264.435
688003.SH,20250430,53.12,82.4743,5.3827,6.3924,1028376.64,1028376.64
688003.SH,20250429,49.19,76.3725,4.9845,5.9195,952293.805,952293.805
688003.SH,20250428,45.98,71.3887,4.6592,5.5332,890149.81,890149.81
688003.SH,20250425,46.0,71.4197,4.6613,5.5356,890537.0,890537.0
688003.SH,20250424,45.8,71.1092,4.641,5.5115,886665.1,886665.1
688003.SH,20250423,46.53,72.2426,4.715,5.5994,900797.535,900797.535
688003.SH,20250422,44.53,69.1374,4.5123,5.3587,862078.535,862078.535
688003.SH,20250421,46.2,71.7303,4.6333,5.5597,894408.9,894408.9
688003.SH,20250418,44.0,68.3145,4.4127,5.2949,851818.0,851818.0
688003.SH,20250417,44.18,68.594,4.4307,5.3166,855302.71,855302.71
688003.SH,20250416,44.07,68.4232,4.4197,5.3034,853173.165,853173.165
688003.SH,20250415,45.69,70.9384,4.5822,5.4983,884535.555,884535.555
688003.SH,20250414,45.07,69.9758,4.52,5.4237,872532.665,872532.665
688003.SH,20250411,44.17,39.7406,4.4295,5.1887,855109.115,855109.115
688003.SH,20250410,42.6,38.3281,4.272,5.0043,824714.7,824714.7
688003.SH,20250409,42.29,38.0492,4.2409,4.9679,818713.255,818713.255
688003.SH,20250408,41.1,36.9785,4.1216,4.8281,795675.45,795675.45
688003.SH,20250407,41.0,36.8885,4.1116,4.8163,793739.5,793739.5
688003.SH,20250403,50.16,45.13,5.0302,5.8923,971072.52,971072.52
688003.SH,20250402,51.54,46.3716,5.1686,6.0545,997788.63,997788.63
688003.SH,20250401,52.62,47.3433,5.2769,6.1813,1018696.89,1018696.89
688003.SH,20250331,51.61,46.4346,5.1756,6.0627,999143.795,999143.795
688003.SH,20250328,52.02,46.8034,5.2167,6.1108,1007081.19,1007081.19
688003.SH,20250327,53.73,48.342,5.3882,6.3117,1040185.935,1040185.935
688003.SH,20250326,55.7,50.1144,5.5857,6.5431,1078324.15,1078324.15
688003.SH,20250325,53.41,48.0541,5.3561,6.2741,1033990.895,1033990.895
688003.SH,20250324,53.0,47.6852,5.315,6.226,1026053.5,1026053.5
688003.SH,20250321,53.6,48.225,5.3751,6.2964,1037669.2,1037669.2
688003.SH,20250320,57.69,51.9049,5.7853,6.7769,1116849.555,1116849.555
688003.SH,20250319,56.56,50.8882,5.672,6.6442,1094973.32,1094973.32
688003.SH,20250318,59.38,53.4254,5.9548,6.9754,1149567.11,1149567.11
688003.SH,20250317,60.58,54.5051,6.0751,7.1164,1172798.51,1172798.51
688003.SH,20250314,58.55,52.6786,5.8715,6.8779,1133498.725,1133498.725
688003.SH,20250313,55.99,50.3753,5.6148,6.5772,1083938.405,1083938.405
688003.SH,20250312,61.6,55.4228,6.1774,7.2362,1192545.2,1192545.2
688003.SH,20250311,62.79,56.4934,6.2967,7.376,1215583.005,1215583.005
688003.SH,20250310,64.9,58.3918,6.5083,7.6239,1256431.55,1256431.55
688003.SH,20250307,62.42,56.1605,6.2596,7.3325,1208419.99,1208419.99
688003.SH,20250306,63.39,57.0333,6.3569,7.4465,1227198.705,1227198.705
688003.SH,20250305,54.83,49.3317,5.4985,6.4409,1061481.385,1061481.385
688003.SH,20250304,53.53,48.162,5.3681,6.2882,1036314.035,1036314.035
688003.SH,20250303,53.19,47.8561,5.334,6.2483,1029731.805,1029731.805
688003.SH,20250228,53.2,47.8651,5.335,6.2495,1029925.4,1029925.4
688003.SH,20250227,59.55,53.5783,6.4109,6.9954,1152858.225,1152858.225
688003.SH,20250226,60.11,54.0822,6.4712,7.0612,1163699.545,1163699.545
688003.SH,20250225,56.49,50.8252,6.0815,6.6359,1093618.155,1093618.155
688003.SH,20250224,55.0,49.4846,5.9211,6.4609,1064772.5,1064772.5
688003.SH,20250221,58.01,52.1928,6.2452,6.8145,1123044.595,1123044.595
688003.SH,20250220,51.08,45.9577,5.4991,6.0004,988883.26,988883.26
688003.SH,20250219,51.79,46.5965,5.5755,6.0838,1002628.505,1002628.505
688003.SH,20250218,46.28,41.6391,4.9823,5.4366,895957.66,895957.66
688003.SH,20250217,44.49,40.0286,4.7896,5.2263,861304.155,861304.155
688003.SH,20250214,44.05,39.6327,4.7423,5.1746,852785.975,852785.975
688003.SH,20250213,43.85,39.4527,4.7207,5.1511,848914.075,848914.075
688003.SH,20250212,47.81,43.0156,5.1471,5.6163,925577.695,925577.695
688003.SH,20250211,48.95,44.0413,5.2698,5.7502,947647.525,947647.525
688003.SH,20250210,48.22,43.3845,5.1912,5.6645,933515.09,933515.09
688003.SH,20250207,46.51,41.846,5.0071,5.4636,900410.345,900410.345
688003.SH,20250206,47.28,42.5388,5.09,5.554,915317.16,915317.16
688003.SH,20250205,43.54,39.1738,4.6874,5.1147,842912.63,842912.63
688003.SH,20250127,40.3,36.2587,4.3386,4.7341,780187.85,780187.85
688003.SH,20250124,43.36,39.0119,4.668,5.0935,839427.92,839427.92
688003.SH,20250123,43.26,38.9219,4.6572,5.0818,837491.97,837491.97
688003.SH,20250122,42.34,38.0942,4.5582,4.9737,819681.23,819681.23
688003.SH,20250121,42.45,38.1931,4.57,4.9866,821810.775,821810.775
688003.SH,20250120,40.09,36.0698,4.3159,4.7094,776122.355,776122.355
688003.SH,20250117,40.76,36.6726,4.3881,4.7881,789093.22,789093.22
688003.SH,20250116,40.5,36.4387,4.3601,4.7576,784059.75,784059.75
688003.SH,20250115,40.97,36.8615,4.4107,4.8128,793158.715,793158.715
688003.SH,20250114,41.98,37.7703,4.5194,4.9314,812711.81,812711.81
688003.SH,20250113,39.73,35.7459,4.2772,4.6671,769152.935,769152.935
688003.SH,20250110,39.92,35.9168,4.2976,4.6894,772831.24,772831.24
688003.SH,20250109,39.84,35.8449,4.289,4.68,771282.48,771282.48
688003.SH,20250108,40.25,36.2137,4.3332,4.7282,779219.875,779219.875
688003.SH,20250107,41.9,37.6983,4.5108,4.922,811163.05,811163.05
688003.SH,20250106,39.28,35.341,4.2287,4.6143,760441.16,760441.16
688003.SH,20250103,40.15,36.1238,4.3224,4.7165,777283.925,777283.925
688003.SH,20250102,41.68,37.5003,4.4871,4.8962,806903.96,806903.96
688003.SH,20241231,43.3,38.9579,4.6615,5.0865,838266.35,838266.35
688003.SH,20241230,45.07,40.5504,4.8521,5.2944,872532.665,872532.665
688003.SH,20241227,44.93,40.4244,4.837,5.278,869822.335,869822.335
688003.SH,20241226,46.19,41.5581,4.9727,5.426,894215.305,894215.305
688003.SH,20241225,45.92,41.3152,4.9436,5.3943,888988.24,888988.24
688003.SH,20241224,47.64,42.8627,5.1288,5.5963,922286.58,922286.58
688003.SH,20241223,47.94,43.1326,5.1611,5.6316,928094.43,928094.43
688003.SH,20241220,52.94,47.6312,5.6993,6.2189,1024891.93,1024891.93
688003.SH,20241219,47.14,42.4128,5.0749,5.5376,912606.83,912606.83
688003.SH,20241218,45.75,41.1622,4.9253,5.3743,885697.125,885697.125
688003.SH,20241217,43.57,39.2008,4.6906,5.1182,843493.415,843493.415
688003.SH,20241216,48.05,43.2316,5.1729,5.6445,930223.975,930223.975
688003.SH,20241213,45.46,40.9013,4.8941,5.3402,880082.87,880082.87
688003.SH,20241212,46.62,41.945,5.0189,5.4765,902539.89,902539.89
688003.SH,20241211,47.46,42.7007,5.1094,5.5752,918801.87,918801.87
688003.SH,20241210,47.66,42.8807,5.1309,5.5987,922673.77,922673.77
688003.SH,20241209,47.52,42.7547,5.1158,5.5822,919963.44,919963.44
688003.SH,20241206,50.3,45.2559,5.4151,5.9088,973782.85,973782.85
688003.SH,20241205,50.66,45.5798,5.4539,5.9511,980752.27,980752.27
688003.SH,20241204,49.1,44.1763,5.2859,5.7678,950551.45,950551.45
688003.SH,20241203,50.0,44.986,5.3828,5.8736,967975.0,967975.0
688003.SH,20241202,48.97,44.0593,5.282,5.7526,948034.715,947094.491
688003.SH,20241129,47.99,43.1776,5.1763,5.6374,929062.405,928140.997
688003.SH,20241128,47.32,42.5325,5.099,5.5532,915182.996,915182.996
688003.SH,20241127,47.85,43.0089,5.1561,5.6154,925433.355,925433.355
688003.SH,20241126,46.72,41.9932,5.0343,5.4828,903578.816,903578.816
688003.SH,20241125,48.24,43.3595,5.1981,5.6612,932976.072,932976.072
688003.SH,20241122,48.03,43.1707,5.1755,5.6365,928914.609,928914.609
688003.SH,20241121,50.8,45.6605,5.474,5.9616,982487.24,982487.24
688003.SH,20241120,52.36,47.0626,5.6421,6.1447,1012658.108,1012658.108
688003.SH,20241119,50.18,45.1032,5.4072,5.8889,970496.254,970496.254
688003.SH,20241118,47.58,42.7662,5.127,5.5837,920211.474,920211.474
688003.SH,20241115,49.8,44.7616,5.3662,5.8443,963146.94,963146.94
688003.SH,20241114,54.2,48.7165,5.8404,6.3606,1048244.26,1048244.26
